Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
1,MRUTR.BO,62.42,28.34K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,1.015,0.0279,1.53K,7.90K,62.42,0.46,45.10B,No,41.13,16.26,44.04,23.16
2,ARIHANT.NS,789.1,6.33K,Finance,Real Estate Development,98.0,24.0,,,50.4322,50.1607,6.88K,10.34K,1100.0,39.65,8.57B,No,855.84,,850.46,
3,SALSAIN.BO,255.5,0.87K,Finance,Financial Conglomerates,98.0,71.0,0.0,98.0,10.1714,8.7393,1.13K,0.60K,828.95,14.58,1.78B,No,267.9,206.07,253.48,293.96
4,ISERA.BO,143.9,0.01K,Technology Services,Packaged Software,98.0,97.0,97.0,98.0,2.2436,0.1986,3.04K,5.26K,143.9,1.57,1.21B,No,97.19,43.48,102.34,60.8
5,SAMTELIN.BO,57.48,3.92K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,84.0,98.0,98.0,1.4307,0.6771,6.99K,16.75K,62.4,1.89,407.41M,No,47.47,18.4,49.46,26.18
6,KETOMOTORS.BO,252.2,9.51K,Process Industries,Chemicals: Agricultural,98.0,97.0,98.0,97.0,5.8071,0.0,5.47K,3.15K,252.2,4.57,17.76B,No,148.86,105.76,159.64,114.15
7,TANDHANIN.BO,148.8,7.84K,Finance,Investment Banks/Brokers,98.0,91.0,98.0,98.0,3.7679,2.5071,1.52K,7.72K,154.85,10.48,7.41B,No,116.5,47.5,122.58,64.57
8,SELECTRIC.BO,1932.3,8.83K,Electronic Technology,Electronic Production Equipment,98.0,,,,74.3543,3.6214,6.58K,16.70K,1932.3,155.1,23.37B,No,,,,
9,MODMA.BO,62.0,1.80K,Producer Manufacturing,Metal Fabrication,98.0,1.0,98.0,98.0,1.9893,1.425,3.62K,1.02K,85.79,1.1,7.22B,No,68.46,24.48,69.13,33.86
10,JTLDEFENCE.BO,615.9,2.19K,Non-Energy Minerals,Other Metals/Minerals,98.0,98.0,99.0,98.0,15.6821,3.4714,2.93K,3.39K,615.9,55.58,6.48B,No,390.88,147.49,412.0,187.07
11,APOLLOIN.BO,98.41,4.47K,Process Industries,Agricultural Commodities/Milling,98.0,97.0,98.0,98.0,1.7114,0.27,5.86K,6.29K,98.41,5.16,1.02B,No,65.94,24.98,69.79,34.36
12,SESHACHAL.BO,69.32,0.02K,Technology Services,Information Technology Services,98.0,1.0,1.0,88.0,1.7207,0.0,0.35K,0.54K,105.31,2.39,48.13M,No,93.23,66.41,91.53,85.37
13,SMTEL.BO,444.9,0.30K,Commercial Services,Miscellaneous Commercial Services,98.0,41.0,36.0,96.0,26.9286,26.15,0.37K,0.38K,494.85,23.35,8.04B,No,415.81,284.5,412.16,370.23
14,KARTKIN.BO,9932.55,0.06K,Finance,Financial Conglomerates,98.0,83.0,98.0,98.0,357.025,167.4429,0.02K,0.05K,10741.85,1036.0,2.42B,No,8500.53,3316.86,8740.4,4309.68
15,PARMSILK.BO,408.1,4.80K,Process Industries,Textiles,98.0,99.0,98.0,98.0,13.6714,1.3214,0.28K,1.51K,408.1,31.19,1.22B,No,185.12,108.28,208.86,131.12
16,LIPPISYS.BO,200.95,40.67K,Producer Manufacturing,Industrial Machinery,98.0,98.0,98.0,98.0,13.8893,11.4564,38.71K,34.36K,235.0,19.9,1.41B,No,123.06,55.66,134.34,70.23
17,CALLISTA.BO,195.95,0.02K,Consumer Durables,Home Furnishings,98.0,84.0,10.0,94.0,1.7,0.9571,1.86K,0.38K,225.95,8.33,792.93M,No,163.81,131.74,168.14,165.16
18,EASTSILK.NS,48.7,0.23K,Process Industries,Textiles,98.0,9.0,3.0,2.0,2.7379,2.6071,1.37K,0.50K,99.25,1.8,243.50M,No,54.24,65.04,53.07,64.25
19,TRADWIN.BO,559.6,0.01K,Consumer Services,Other Consumer Services,98.0,6.0,27.0,92.0,25.1179,19.2857,0.05K,0.06K,846.45,47.04,1.68B,No,611.4,444.25,615.22,597.99
20,BATLIBOI.NS,82.28,22.19K,Producer Manufacturing,Industrial Machinery,98.0,82.0,,,3.9357,3.9357,34.78K,80.99K,97.45,15.7,3.89B,No,80.74,,80.18,
21,VINRKLB.BO,36.0,0.20K,Health Technology,Pharmaceuticals: Major,98.0,5.0,21.0,98.0,0.8807,0.6571,3.12K,1.30K,46.65,4.5,217.01M,No,38.59,20.94,38.35,28.71
22,SHANTAI.BO,94.15,2.07K,Process Industries,Textiles,98.0,18.0,90.0,98.0,0.2057,0.0,7.68K,1.28K,102.01,11.15,706.12M,No,95.7,44.4,97.47,59.86
23,SPICEISLIN.BO,489.5,15.76K,Process Industries,Textiles,98.0,59.0,93.0,97.0,28.7679,27.5786,20.31K,17.91K,549.0,42.56,3.05B,No,422.2,239.7,435.05,310.51
24,RANJITSE.BO,58.59,0.00K,Finance,Finance/Rental/Leasing,98.0,3.0,1.0,98.0,0.2293,0.005,0.57K,0.01K,122.1,6.24,157.45M,No,69.93,,68.66,64.47
