Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
6,ARIHANT.NS,890.4,5.09K,Finance,Real Estate Development,98.0,12.0,59.0,,6.32K,2.79K,1225.0,39.65,-27.31
18,SANGINITA.NS,73.89,296.63K,Process Industries,Chemicals: Specialty,98.0,96.0,96.0,98.0,273.11K,39.18K,76.89,9.26,-3.9
19,STLTECH.NS,823.75,1029.61K,Technology Services,Information Technology Services,98.0,93.0,90.0,98.0,2056.55K,1985.83K,912.0,84.6,-9.68
22,TBZ.NS,674.85,626.80K,Consumer Durables,Other Consumer Specialties,98.0,98.0,98.0,98.0,2999.08K,1340.74K,698.6,110.5,-3.4
24,SIGMAADV.NS,949.65,279.43K,Technology Services,Information Technology Services,98.0,97.0,94.0,98.0,339.55K,310.92K,980.0,140.1,-3.1
30,BATLIBOI.NS,83.77,18.59K,Producer Manufacturing,Industrial Machinery,98.0,37.0,39.0,,74.38K,38.76K,106.5,15.7,-21.34
35,KABRAEXTRU.NS,806.1,520.79K,Producer Manufacturing,Industrial Machinery,98.0,95.0,98.0,98.0,358.19K,364.25K,806.1,180.0,0.0
39,BODALCHEM.NS,195.08,2298.58K,Process Industries,Industrial Specialties,97.0,98.0,98.0,98.0,1887.07K,3058.70K,206.0,42.81,-5.3
46,INDSWFTLAB.NS,401.25,640.95K,Health Technology,Pharmaceuticals: Major,97.0,92.0,97.0,96.0,1308.49K,830.55K,419.8,87.15,-4.42
48,CUPID.NS,266.3,30958.29K,Consumer Non-Durables,Household/Personal Care,97.0,25.0,92.0,97.0,32712.65K,24539.87K,299.0,41.82,-10.94
55,BLISSGVS.NS,687.05,159.51K,Health Technology,Pharmaceuticals: Major,97.0,91.0,92.0,97.0,445.07K,232.58K,728.0,118.0,-5.63
65,WELCORP.NS,2692.2,1002.24K,Producer Manufacturing,Industrial Machinery,97.0,84.0,97.0,97.0,1986.07K,2645.13K,2836.0,710.0,-5.07
69,MODISONLTD.NS,457.35,73.64K,Industrial Services,Engineering & Construction,97.0,87.0,88.0,98.0,143.62K,99.98K,546.0,114.0,-16.24
70,BHAGYANGR.NS,432.3,137.81K,Producer Manufacturing,Electrical Products,97.0,83.0,77.0,96.0,148.26K,281.76K,467.9,91.1,-7.61
74,AHLWEST.NS,521.05,0.18K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,48.0,13.0,98.0,0.67K,0.89K,751.4,137.0,-30.66
76,MOREPENLAB.NS,116.6,9195.43K,Health Technology,Pharmaceuticals: Major,96.0,92.0,98.0,97.0,22087.57K,18553.42K,126.8,33.05,-8.04
79,NRL.NS,165.0,147.05K,Non-Energy Minerals,Other Metals/Minerals,96.0,96.0,97.0,97.0,102.38K,119.47K,167.26,45.1,-1.35
83,RAYMOND.NS,1203.85,7461.67K,Process Industries,Textiles,96.0,98.0,97.0,97.0,2294.96K,8529.78K,1221.0,320.0,-1.4
88,UFBL.NS,723.0,32.43K,Consumer Services,Restaurants,96.0,7.0,52.0,97.0,108.04K,23.74K,850.0,172.34,-14.94
89,XTRANET.NS,313.71,1073.29K,Technology Services,Information Technology Services,96.0,98.0,,,2340.43K,2401.92K,358.5,122.5,-12.49
92,SHILPAMED.NS,1007.3,622.16K,Health Technology,Pharmaceuticals: Major,96.0,89.0,96.0,97.0,1774.85K,1049.97K,1075.0,259.5,-6.3
94,QUINT.NS,88.8,242.23K,Producer Manufacturing,Trucks/Construction/Farm Machinery,96.0,98.0,,,83.99K,191.84K,88.8,35.58,0.0
95,INDORAMA.NS,101.72,2651.92K,Process Industries,Textiles,96.0,98.0,98.0,97.0,1190.96K,4081.03K,112.3,29.0,-9.42
99,SETL.NS,402.8,589.73K,Health Technology,Medical Specialties,96.0,94.0,96.0,98.0,1278.10K,1040.97K,468.15,104.56,-13.96
