Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
7,ARIHANT.NS,900.3,2.45K,Finance,Real Estate Development,98.0,2.0,63.0,,7.99K,4.63K,1225.0,39.65,-26.51
21,BATLIBOI.NS,93.57,121.61K,Producer Manufacturing,Industrial Machinery,98.0,83.0,78.0,,78.39K,23.97K,106.5,15.7,-12.14
23,STLTECH.NS,714.35,1724.06K,Technology Services,Information Technology Services,98.0,90.0,72.0,98.0,2421.66K,1511.68K,757.7,84.6,-5.72
24,CUPID.NS,280.7,9324.19K,Consumer Non-Durables,Household/Personal Care,98.0,90.0,98.0,98.0,33859.59K,17710.65K,299.0,32.87,-6.12
26,SANGINITA.NS,57.2,2061.60K,Process Industries,Chemicals: Specialty,98.0,13.0,97.0,98.0,259.75K,703.22K,68.02,9.25,-15.91
32,SIGMAADV.NS,772.95,169.73K,Technology Services,Information Technology Services,98.0,87.0,96.0,98.0,375.94K,442.43K,801.0,133.6,-3.5
49,INDSWFTLAB.NS,366.85,473.20K,Health Technology,Pharmaceuticals: Major,97.0,98.0,98.0,96.0,1444.43K,1403.16K,389.5,87.15,-5.82
56,BLISSGVS.NS,648.65,542.00K,Health Technology,Pharmaceuticals: Major,97.0,96.0,92.0,97.0,658.70K,452.09K,659.0,118.0,-1.57
59,MODISONLTD.NS,520.65,821.91K,Industrial Services,Engineering & Construction,97.0,98.0,93.0,98.0,133.40K,239.28K,546.0,114.0,-4.64
69,AHLWEST.NS,535.0,0.33K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,54.0,27.0,98.0,0.72K,0.73K,751.4,137.0,-28.8
73,MOREPENLAB.NS,111.97,36385.23K,Health Technology,Pharmaceuticals: Major,97.0,98.0,98.0,96.0,20476.49K,24056.49K,114.0,33.05,-1.78
74,WELCORP.NS,2523.5,2258.53K,Producer Manufacturing,Industrial Machinery,97.0,97.0,96.0,97.0,1561.87K,4659.80K,2592.0,710.0,-2.64
77,TBZ.NS,418.25,27941.50K,Consumer Durables,Other Consumer Specialties,96.0,96.0,98.0,97.0,2267.03K,3217.81K,430.0,110.5,-2.73
78,VTMLTD.NS,57.73,14.67K,Process Industries,Textiles,96.0,,,,37.96K,62.59K,61.9,22.95,-6.74
80,UFBL.NS,727.25,129.64K,Consumer Services,Restaurants,96.0,67.0,93.0,97.0,178.13K,71.58K,850.0,172.34,-14.44
81,SETL.NS,374.95,881.29K,Health Technology,Medical Specialties,96.0,95.0,98.0,97.0,1308.46K,1508.17K,389.95,104.56,-3.85
84,SWANDEF.NS,2444.7,20.46K,Producer Manufacturing,Trucks/Construction/Farm Machinery,96.0,43.0,80.0,82.0,19.73K,19.29K,2750.0,452.3,-11.1
86,HFCL.NS,226.27,17041.01K,Electronic Technology,Telecommunications Equipment,96.0,81.0,70.0,97.0,26206.13K,15915.08K,256.7,59.82,-11.85
87,BODALCHEM.NS,145.45,30270.44K,Process Industries,Industrial Specialties,96.0,98.0,97.0,97.0,521.03K,2489.74K,151.89,42.81,-4.24
89,CALSOFT.NS,41.08,283.15K,Technology Services,Information Technology Services,96.0,98.0,96.0,97.0,193.18K,564.50K,41.08,10.9,0.0
92,MENONBE.NS,293.9,51.33K,Producer Manufacturing,Metal Fabrication,96.0,94.0,97.0,96.0,203.14K,113.98K,301.4,101.5,-2.49
93,BHAGYANGR.NS,380.4,139.90K,Producer Manufacturing,Electrical Products,96.0,49.0,68.0,96.0,125.81K,99.21K,432.3,88.1,-12.01
96,ATHERENERG.NS,1686.1,6307.03K,Consumer Durables,Motor Vehicles,96.0,94.0,94.0,96.0,4992.28K,5905.05K,1744.0,485.0,-3.32
100,BAFNAPH.NS,308.0,7.53K,Health Technology,Pharmaceuticals: Major,96.0,84.0,97.0,97.0,28.48K,16.60K,318.5,94.77,-3.3
102,KABRAEXTRU.NS,559.95,315.90K,Producer Manufacturing,Industrial Machinery,96.0,94.0,98.0,94.0,275.06K,354.27K,625.15,180.0,-10.43
103,SHILPAMED.NS,928.55,1464.48K,Health Technology,Pharmaceuticals: Major,96.0,97.0,96.0,97.0,1837.99K,1554.03K,952.0,259.5,-2.46
104,MTARTECH.NS,6872.0,97.57K,Electronic Technology,Aerospace & Defense,96.0,84.0,26.0,92.0,702.13K,79.98K,8714.0,1400.0,-21.14
105,AEROFLEX.NS,540.75,1124.00K,Producer Manufacturing,Industrial Machinery,96.0,92.0,81.0,96.0,1769.93K,1725.51K,570.5,158.0,-5.21
106,SALSTEEL.NS,82.04,1174.42K,Non-Energy Minerals,Steel,96.0,96.0,85.0,91.0,320.57K,705.91K,86.25,17.8,-4.88
107,RUBICON.NS,1828.8,123.10K,Health Technology,Biotechnology,96.0,90.0,90.0,95.0,437.21K,363.56K,1899.0,570.75,-3.7
109,UNIVASTU.NS,160.7,203.18K,Industrial Services,Engineering & Construction,96.0,84.0,97.0,96.0,208.54K,105.27K,178.98,56.02,-10.21
110,E2E.NS,608.45,626.21K,Technology Services,Information Technology Services,96.0,81.0,92.0,95.0,1798.86K,657.05K,698.0,183.36,-12.83
