Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
12,EASTSILK.NS,59.1,0.99K,Process Industries,Textiles,98.0,4.0,14.0,56.0,3.53K,2.06K,99.25,1.8,295.50M,No
13,SMTEL.BO,457.0,0.02K,Commercial Services,Miscellaneous Commercial Services,98.0,48.0,96.0,98.0,1.91K,0.19K,494.85,23.81,8.26B,No
67,BHAGYANGR.NS,270.52,775.51K,Producer Manufacturing,Electrical Products,96.0,98.0,95.0,97.0,309.66K,793.96K,285.49,65.0,8.66B,No
76,ATLANTAELE.NS,1818.0,212.16K,Producer Manufacturing,Electrical Products,96.0,95.0,98.0,95.0,221.40K,440.59K,1846.2,707.6,139.80B,No
91,ATHERENERG.NS,938.4,1930.54K,Consumer Durables,Motor Vehicles,96.0,71.0,93.0,88.0,3475.94K,6132.66K,971.15,288.15,359.10B,No
93,ROSSTECH.NS,1006.15,66.03K,Electronic Technology,Telecommunications Equipment,96.0,93.0,94.0,93.0,136.31K,119.91K,1049.85,301.5,38.07B,No
122,GKL.BO,40.13,40.44K,Consumer Durables,Other Consumer Specialties,95.0,47.0,22.0,95.0,63.75K,124.19K,49.49,10.6,603.54M,No
131,VENUSREM.NS,933.3,54.50K,Health Technology,Pharmaceuticals: Major,94.0,28.0,84.0,97.0,49.80K,69.50K,1088.8,294.15,12.49B,No
146,BGRENERGY.NS,295.65,128.54K,Industrial Services,Engineering & Construction,94.0,35.0,12.0,9.0,105.67K,124.98K,490.8,94.0,21.33B,No
152,KOTYARK.NS,426.05,47.18K,Process Industries,Industrial Specialties,94.0,41.0,97.0,92.0,38.62K,50.20K,459.6,191.2,4.38B,No
161,SUBAM.BO,212.75,11.20K,Process Industries,Pulp & Paper,94.0,91.0,76.0,93.0,14.91K,24.00K,229.7,70.77,4.95B,No
176,NGLFINE.NS,2281.8,3.60K,Health Technology,Pharmaceuticals: Major,93.0,16.0,92.0,93.0,8.10K,7.14K,2575.0,980.0,14.10B,No
178,SRICC.BO,61.99,0.62K,Non-Energy Minerals,Construction Materials,93.0,96.0,39.0,11.0,3.82K,6.90K,99.29,17.13,557.91M,No
179,KMEW.NS,1800.2,104.27K,Producer Manufacturing,Trucks/Construction/Farm Machinery,93.0,50.0,56.0,94.0,113.00K,122.99K,1959.3,650.5,44.00B,No
184,RACHIT.BO,179.0,7.00K,Consumer Non-Durables,Apparel/Footwear,93.0,97.0,86.0,,20.51K,65.20K,192.99,95.0,883.74M,No
190,INA.NS,152.52,1022.42K,Electronic Technology,Semiconductors,93.0,97.0,,,1493.32K,2041.97K,161.81,79.75,,No
194,GALLANTT.NS,866.65,398.55K,Non-Energy Minerals,Steel,92.0,97.0,95.0,92.0,3062.41K,10490.72K,948.0,400.0,209.11B,No
197,CONCORD.BO,85.03,13.28K,Health Technology,Pharmaceuticals: Major,92.0,67.0,73.0,91.0,6.65K,6.43K,92.52,29.0,1.12B,No
200,PARKHOSPS.NS,235.13,481.27K,Health Services,Hospital/Nursing Management,92.0,64.0,93.0,,1175.96K,1093.02K,242.54,138.1,101.56B,No
211,RUBICON.NS,975.45,230.58K,Health Technology,Biotechnology,92.0,81.0,93.0,94.0,248.20K,374.52K,980.0,570.75,160.71B,No
212,GEL.BO,320.0,5.62K,Distribution Services,Wholesale Distributors,92.0,18.0,69.0,79.0,2.80K,7.95K,369.5,111.75,985.92M,No
219,PURPLEFIN.BO,69.14,113.68K,Finance,Finance/Rental/Leasing,92.0,80.0,86.0,96.0,105.75K,79.98K,69.94,33.0,4.07B,No
230,UEL.NS,161.3,2.33K,Utilities,Alternative Power Generation,91.0,44.0,90.0,89.0,16.51K,18.98K,220.0,83.55,21.52B,No
233,PAJSON.BO,204.75,1.20K,Consumer Non-Durables,Food: Specialty/Candy,91.0,77.0,90.0,,25.72K,23.04K,255.0,120.05,4.88B,No
237,RISHABH.NS,483.75,75.48K,Producer Manufacturing,Electrical Products,91.0,79.0,91.0,89.0,116.42K,213.69K,515.0,230.2,18.65B,No
240,SHARDACROP.NS,1150.6,119.18K,Distribution Services,Wholesale Distributors,91.0,72.0,90.0,91.0,509.36K,283.46K,1297.0,506.6,103.81B,No
242,GOKULAGRO.NS,228.46,470.47K,Process Industries,Agricultural Commodities/Milling,91.0,75.0,91.0,91.0,2456.02K,3501.44K,246.0,106.31,67.42B,No
250,DBOL.NS,119.46,34.94K,Process Industries,Agricultural Commodities/Milling,91.0,68.0,93.0,93.0,294.82K,99.63K,126.6,66.0,7.86B,No
272,SWITCHTE.BO,93.99,0.66K,Producer Manufacturing,Electrical Products,90.0,87.0,84.0,97.0,3.53K,4.93K,94.89,40.0,230.28M,No
287,ICONIKSPEV.BO,41.72,9.63K,Commercial Services,Miscellaneous Commercial Services,90.0,39.0,7.0,4.0,39.11K,35.89K,91.03,17.47,1.41B,No
289,INDOSMC.BO,212.65,142.00K,Producer Manufacturing,Electrical Products,90.0,90.0,92.0,,139.54K,236.30K,219.8,134.0,4.86B,No
290,PAISALO.NS,47.63,13426.49K,Finance,Finance/Rental/Leasing,90.0,92.0,92.0,85.0,7818.50K,17468.68K,48.2,29.38,43.32B,No
304,PARNAXLAB.BO,164.9,4.99K,Health Technology,Pharmaceuticals: Major,89.0,70.0,88.0,87.0,6.41K,7.65K,169.0,85.6,1.89B,No
305,ANANDRATHI.NS,3586.5,170.09K,Finance,Investment Managers,89.0,69.0,78.0,80.0,222.47K,195.33K,3735.0,1641.0,297.75B,No
315,EBGNG.NS,411.7,218.47K,Technology Services,Information Technology Services,89.0,31.0,95.0,86.0,352.09K,561.49K,440.0,239.0,46.94B,No
321,VTL.NS,608.75,352.31K,Process Industries,Textiles,89.0,60.0,92.0,91.0,922.06K,1111.98K,620.7,383.7,176.10B,No
