Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
21,BATLIBOI.NS,74.48,17.28K,Producer Manufacturing,Industrial Machinery,98.0,23.0,,,21.10K,26.12K,88.95,15.7,3.52B,No
23,STELLANT.BO,566.5,3.68K,Finance,Investment Banks/Brokers,98.0,74.0,13.0,93.0,3.00K,4.88K,683.8,41.55,3.14B,No
32,PHCAP.BO,917.0,1.45K,Finance,Investment Banks/Brokers,98.0,93.0,95.0,98.0,3.40K,4.20K,944.0,165.05,2.75B,No
44,ISTRNETWK.BO,49.18,32.32K,Commercial Services,Miscellaneous Commercial Services,97.0,76.0,47.0,62.0,26.89K,27.36K,72.15,5.16,3.47B,No
54,RAJPALAYAM.NS,811.45,0.59K,Process Industries,Textiles,97.0,67.0,,,1.94K,4.48K,875.0,314.45,,No
65,PHRMASI.BO,109.96,2.07K,Health Technology,Pharmaceuticals: Major,96.0,89.0,87.0,94.0,0.37K,0.86K,131.75,26.0,750.69M,No
70,KOVAI.NS,5794.5,5.63K,Health Services,Hospital/Nursing Management,96.0,78.0,,,4.01K,6.07K,6052.6,2576.65,63.40B,No
73,KSHINTL.NS,818.35,297.31K,Producer Manufacturing,Electrical Products,96.0,96.0,97.0,,533.21K,614.48K,869.0,330.0,55.45B,No
94,NOVARTIND.NS,1329.7,11.52K,Health Technology,Pharmaceuticals: Major,96.0,75.0,,,32.10K,26.70K,1589.2,672.25,32.83B,No
97,ATHERENERG.NS,1027.4,2576.93K,Consumer Durables,Motor Vehicles,95.0,84.0,93.0,92.0,5000.83K,5629.90K,1069.0,306.25,393.62B,No
99,BBOX.NS,988.5,469.83K,Technology Services,Information Technology Services,95.0,90.0,97.0,96.0,1103.49K,958.96K,1103.0,435.05,175.56B,No
131,BELDING.BO,1368.0,0.33K,Producer Manufacturing,Metal Fabrication,94.0,48.0,4.0,38.0,0.82K,1.07K,2400.0,425.6,19.81B,No
134,AVALON.NS,1568.2,523.06K,Electronic Technology,Electronic Production Equipment,94.0,91.0,95.0,95.0,486.30K,386.16K,1688.5,777.3,104.74B,No
137,MWL.NS,375.95,6.47K,Non-Energy Minerals,Steel,94.0,80.0,91.0,91.0,82.95K,56.02K,395.5,150.0,11.17B,No
139,IDREAM.BO,350.45,0.30K,Consumer Services,Movies/Entertainment,94.0,49.0,72.0,93.0,0.12K,0.27K,389.9,131.75,52.57M,No
157,WELCORP.NS,1389.4,469.13K,Producer Manufacturing,Industrial Machinery,94.0,75.0,96.0,94.0,923.58K,960.20K,1427.0,710.0,366.39B,No
158,ANTELOPUS.NS,859.65,145.22K,Energy Minerals,Integrated Oil,94.0,90.0,91.0,97.0,234.31K,151.53K,933.65,357.0,30.23B,No
162,GLOBALLOG.BO,150.0,25.60K,Transportation,Air Freight/Couriers,93.0,96.0,82.0,,35.25K,14.93K,172.91,79.2,2.17B,No
165,APLAB.BO,102.2,1.36K,Electronic Technology,Electronic Equipment/Instruments,93.0,40.0,92.0,84.0,8.96K,5.15K,122.0,37.71,2.57B,No
200,YASHO.NS,2553.2,23.52K,Consumer Non-Durables,Food: Specialty/Candy,92.0,98.0,95.0,94.0,27.21K,40.48K,2698.0,1130.0,30.83B,No
201,INOXINDIA.NS,1848.8,914.86K,Producer Manufacturing,Industrial Machinery,92.0,95.0,94.0,94.0,347.16K,798.76K,1980.0,1065.0,167.80B,No
225,SUVEN.NS,263.15,825.48K,Health Technology,Pharmaceuticals: Major,91.0,91.0,97.0,92.0,1499.79K,2328.07K,299.99,124.11,69.40B,No
233,ASTONEALAB.BO,232.1,1.00K,Health Technology,Pharmaceuticals: Major,91.0,96.0,91.0,93.0,16.80K,14.33K,301.3,118.0,2.44B,No
234,SHIVAM.BO,108.5,6.00K,Non-Energy Minerals,Construction Materials,91.0,76.0,56.0,94.0,14.64K,10.00K,130.4,56.0,1.84B,No
248,JAYBARMARU.NS,131.51,1028.26K,Distribution Services,Wholesale Distributors,91.0,97.0,89.0,91.0,1118.47K,1869.85K,144.5,71.01,14.24B,No
249,CLEANMAX.NS,1284.6,913.19K,Utilities,Alternative Power Generation,91.0,75.0,91.0,,314.00K,459.32K,1421.2,727.1,150.40B,No
262,MNIL.BO,44.99,0.03K,Finance,Real Estate Development,90.0,92.0,56.0,90.0,4.24K,7.67K,54.0,20.0,1.15B,No
263,DIGILOGIC.BO,121.9,74.40K,Electronic Technology,Electronic Equipment/Instruments,90.0,91.0,87.0,,56.46K,199.07K,133.9,72.95,3.53B,No
266,HSCL.NS,680.05,12904.42K,Process Industries,Industrial Specialties,90.0,85.0,93.0,93.0,9475.44K,15577.96K,707.45,418.5,343.11B,No
281,SOTL.NS,543.6,157.55K,Process Industries,Chemicals: Specialty,90.0,95.0,93.0,92.0,419.96K,2128.01K,599.0,285.8,37.27B,No
294,GARNET.BO,75.19,1.12K,Finance,Real Estate Development,89.0,13.0,4.0,69.0,9.49K,15.07K,116.0,27.3,1.05B,No
305,SATTRIX.BO,363.9,3.50K,Technology Services,Information Technology Services,89.0,37.0,18.0,89.0,4.86K,10.22K,451.0,157.05,4.13B,No
312,MENONBE.NS,166.26,327.71K,Producer Manufacturing,Metal Fabrication,89.0,91.0,90.0,93.0,218.80K,704.59K,183.0,101.5,9.32B,No
342,NMSGLOBAL.BO,86.47,1.65K,Distribution Services,Food Distributors,88.0,80.0,60.0,71.0,6.38K,18.95K,103.94,40.75,259.89M,No
367,BIMETAL.NS,640.25,0.54K,Producer Manufacturing,Auto Parts: Oem,87.0,84.0,,,0.80K,3.06K,666.0,470.9,,No
373,GALAGEX.BO,65.5,0.48K,Producer Manufacturing,Metal Fabrication,87.0,89.0,91.0,89.0,289.25K,128.42K,72.0,36.56,1.04B,No
374,BHARATFORG.NS,1942.9,801.70K,Producer Manufacturing,Metal Fabrication,87.0,66.0,41.0,89.0,1332.26K,1227.30K,2044.0,1100.5,928.88B,No
381,UNITEDPOLY.NS,33.29,8.46K,Process Industries,Textiles,87.0,82.0,84.0,40.0,184.69K,41.87K,51.16,17.61,7.64B,No
384,SAILIFE.NS,1181.2,222.20K,Commercial Services,Miscellaneous Commercial Services,86.0,81.0,67.0,89.0,692.41K,524.54K,1239.5,716.6,250.55B,No
387,RSWM.NS,205.03,308.93K,Process Industries,Textiles,86.0,94.0,89.0,88.0,170.42K,707.46K,224.0,120.0,9.66B,No
402,SOUTHBANK.NS,45.32,13705.00K,Finance,Major Banks,86.0,90.0,67.0,78.0,16946.97K,22094.10K,46.84,28.11,118.63B,No
410,VGIL.BO,144.0,0.80K,Finance,Real Estate Development,86.0,67.0,95.0,72.0,10.31K,3.02K,155.0,71.81,2.34B,No
436,PRADPME.NS,480.8,27.32K,Producer Manufacturing,Metal Fabrication,85.0,94.0,,,24.82K,45.89K,511.0,357.05,,No
456,OSIAJEE.BO,413.1,14.02K,Process Industries,Textiles,84.0,11.0,34.0,73.0,19.49K,18.82K,495.5,235.15,2.23B,No
462,BBTCL.NS,225.08,9.56K,Process Industries,Containers/Packaging,84.0,89.0,86.0,76.0,7.54K,23.83K,240.0,150.0,4.62B,No
474,SARTHAKGL.BO,37.8,2.00K,Finance,Investment Banks/Brokers,84.0,64.0,15.0,48.0,0.80K,1.42K,76.57,21.19,113.40M,No
495,SMSPHARMA.NS,379.2,127.95K,Health Technology,Pharmaceuticals: Major,83.0,35.0,41.0,83.0,340.30K,238.29K,447.8,207.7,35.51B,No
504,PANAMAPET.NS,375.85,1048.77K,Process Industries,Industrial Specialties,83.0,95.0,88.0,86.0,364.41K,1983.26K,408.85,229.0,22.74B,No
520,ATISHAY.BO,205.55,0.74K,Technology Services,Information Technology Services,82.0,75.0,39.0,80.0,8.72K,8.29K,235.0,117.0,2.27B,No
535,KAPSTON.NS,334.45,7.36K,Commercial Services,Miscellaneous Commercial Services,82.0,54.0,76.0,75.0,17.09K,20.28K,433.5,227.0,10.18B,No
549,CAPLIPOINT.NS,2331.0,286.18K,Health Technology,Pharmaceuticals: Major,81.0,94.0,89.0,83.0,169.99K,297.96K,2409.0,1500.3,177.18B,No
577,CRSTCHM.BO,140.05,2.44K,Health Technology,Pharmaceuticals: Other,80.0,90.0,94.0,80.0,3.69K,5.42K,193.0,73.01,420.15M,No
582,ACEALPHA.BO,119.0,3.00K,Technology Services,Packaged Software,80.0,79.0,75.0,79.0,8.03K,6.11K,138.0,77.1,2.09B,No
599,SAB.BO,157.05,0.02K,Industrial Services,Engineering & Construction,80.0,57.0,90.0,86.0,0.08K,0.21K,206.8,105.0,2.39B,No
