Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Insurance Brokers/Services,Finance,98,43,0,84,RRFIN.BO
2,Cable/Satellite Tv,Consumer Services,89,92,87,87,NDLVENTURE.NS
3,Discount Stores,Retail Trade,86,40,1,55,SPICELOUNG.BO
4,Major Banks,Finance,82,64,79,85,"UNIONBANK.NS,INDIANB.NS,BANKINDIA.NS,RBLBANK.NS,FEDERALBNK.NS,CANBK.NS,MAHABANK.NS,SOUTHBANK.NS,BANKBARODA.NS,IDBI.NS,AXISBANK.NS,PNB.NS,BANDHANBNK.NS,INDUSINDBK.NS,CSBBANK.NS,KOTAKBANK.NS,CENTRALBK.NS,HDFCBANK.NS,IOB.NS"
5,Real Estate Investment Trusts,Finance,79,56,76,78,"FUNDVISER.BO,MINDSPACE.BO,BIRET.BO,KRT.BO,INDUSINVIT.BO,NXST.BO,EMBASSY.BO,ANNAINFRA.BO"
6,Computer Peripherals,Electronic Technology,75,75,68,74,"NETWEB.NS,PANACHE.NS,INDTONER.BO,CONTROLPR.NS"
7,Life/Health Insurance,Finance,75,65,75,74,"CANHLIFE.NS,MFSL.NS,SBILIFE.NS,ICICIPRULI.NS,STARHEALTH.NS,BAJAJFINSV.NS,LICI.NS,NIVABUPA.NS"
8,Drugstore Chains,Retail Trade,73,78,83,75,MEDPLUS.NS
9,Precious Metals,Non-Energy Minerals,72,34,88,82,"DECNGOLD.BO,MIDWEST.BO"
10,Motor Vehicles,Consumer Durables,71,63,64,66,"FORCEMOT.NS,SMLMAH.NS,ATHERENERG.NS,TMCV.NS,EICHERMOT.NS,TVSMOTOR.NS,ZELIO.BO,HEROMOTOCO.NS,SANDHAR.NS,M&M.NS,MARUTI.NS,HYUNDAI.NS,ATULAUTO.NS,TMPV.NS,SEVL.BO,ATLASCYCLE.NS,OLECTRA.NS,OLAELEC.NS"
11,Computer Communications,Electronic Technology,69,11,51,74,KERNEX.NS
12,Specialty Insurance,Finance,68,67,66,73,"ICICIGI.NS,GICRE.NS"
13,Biotechnology,Health Technology,68,75,72,71,"TITANBIO.BO,RUBICON.NS,FERMENTA.BO,ANL.BO,AKUMS.NS,ANTHEM.NS,HALEOSLABS.NS,FABTECH.NS"
14,Beverages: Non-Alcoholic,Consumer Non-Durables,67,64,79,64,"ORIBEVER.BO,VBL.NS"
15,Wireless Telecommunications,Communications,66,48,50,62,"BHARTIARTL.NS,BHARTIHEXA.NS"
16,Financial Publishing/Services,Commercial Services,66,40,67,64,"CARERATING.NS,ICRA.NS"
17,Auto Parts: Oem,Producer Manufacturing,66,67,63,63,"LUMAXTECH.NS,LUMAXIND.NS,SANSERA.NS,BHARATSE.NS,RACLGEAR.NS,RICOAUTO.NS,JAMNAAUTO.NS,BELRISE.NS,SJS.NS,CUMMINSIND.NS,GNA.NS,MOTHERSON.NS,GABRIEL.NS,SHRIPISTON.NS,DIVGIITTS.NS,TVSHLTD.NS,PRICOLLTD.NS,ZFCVINDIA.NS,FIEMIND.NS,AUTOAXLES.NS,TENNIND.NS,UNIPARTS.NS,CIEINDIA.NS,EMMFORCE.BO,WHEELS.NS,KROSS.NS,CARRARO.NS,OMAXAUTO.NS,JAYUSH.BO,INDNIPPON.NS,BOSCHLTD.NS,UNOMINDA.NS,SONACOMS.NS,MSUMI.NS,SSWL.NS,AUTOIND.NS,MINDACORP.NS,SHARDAMOTR.NS,KINETICENG.BO,RML.NS,ESCORTS.NS,PORWAL.BO,PPAP.NS,NRBBEARING.NS,JMA.NS,MUNJALAU.NS,SUPRAJIT.NS,VARROC.NS,SWARAJENG.NS,SNL.BO,MUNJALSHOW.NS,HIMTEK.BO,ACGL.BO,MENNPIS.BO,KALYANIFRG.NS,GSAUTO.BO,SHANTIGEAR.NS,SKFINDUS.NS,HITECHGEAR.NS,MACPLASQ.BO,ASAL.NS,SUNDRMFAST.NS,HINDCOMPOS.NS,ASKAUTOLTD.NS,BIMETAL.BO,REMSONSIND.NS,NDRAUTO.NS,SAMKRG.BO,ALICON.NS,EXIDEIND.NS,JBMA.NS,ISTLTD.BO,ENKEIWHEL.BO,ZFSTEERING.BO,RANEHOLDIN.NS,SALAUTO.BO,SUNDRMBRAK.NS,SUNCLAY.NS,JAGANLAM.BO,UCAL.NS,PRECAM.NS,RASANDIK.BO,IGARASHI.NS,KRANTI.BO,SINTERCOM.NS"
18,Electronic Equipment/Instruments,Electronic Technology,65,59,51,64,"CNCRD.BO,WAAREEINDO.NS,POWERINDIA.NS,NAGPI.BO,APLABPP.BO,APARINDS.NS,DIGILOGIC.BO,APLAB.BO,SHRADDHA.BO,SPECTRUM.NS,NITIRAJ.NS,HINDHARD.BO,HONAUT.NS,JGTL.BO,DENORA.NS,TVSELECT.NS,WEL.NS,GENUSPOWER.NS,HPL.NS"
19,Other Metals/Minerals,Non-Energy Minerals,64,46,63,65,"HINDCOPPER.NS,SCBL.BO,RAPICUT.BO,PARMESHWAR.BO,IMFA.NS,HINDZINC.NS,HINDALCO.NS,MCL.NS,SANDUMA.NS,POCL.NS,CUBEXTUB.NS,MANAKALUCO.NS,NMDC.NS,ASHAPURMIN.NS,JAINREC.NS,MIDHANI.NS,MAITHANALL.NS,SERA.BO,NILE.BO,CHROME.BO,SBCL.NS,VIDYAWIRES.NS,COCHINM.BO,MOIL.NS,MMP.NS,GRAVITA.NS,INDSILHYD.BO,SHARVAYA.BO,ZODJRDMKJ.BO,NRL.NS,KRUPALU.BO,SOUTHMG.BO,SIYARAM.BO"
20,Regional Banks,Finance,64,48,55,67,"KARURVYSYA.NS,TMB.NS,SBIN.NS,UJJIVANSFB.NS,CUB.NS,DCBBANK.NS,AUBANK.NS,CMBL.BO,J&KBANK.NS,KTKBANK.NS,EQUITASBNK.NS,ICICIBANK.NS,IDFCFIRSTB.NS,CAPITALSFB.NS,JAGSONSER.BO,MONEYBOXX.NS,SURYODAY.NS,JSFB.NS,FINOPB.NS,EMERALD.BO,DAMCAPITAL.NS"
21,Oil Refining/Marketing,Energy Minerals,64,64,60,68,"MRPL.NS,CHENNPETRO.NS,BPCL.NS,ONGC.NS,OIL.NS,HINDPETRO.NS,RELIANCE.NS,GULFOILLUB.NS,CASTROLIND.NS,VEEDOL.NS,GULFPETRO.NS,CONTPTR.BO"
22,Aluminum,Non-Energy Minerals,63,41,62,63,"HRS.BO,NATIONALUM.NS,ARFIN.NS,VEDL.NS,HINDALUMI.BO,MAANALU.NS,ALUFLUOR.BO,ORIENTCER.NS,SPINAROO.BO,SUDAI.BO,EUROBOND.NS,MAITRI.BO,NIRAVCOM.BO,KANISHK.BO,SAMPAT.BO"
23,Marine Shipping,Transportation,63,52,60,75,"GESHIP.NS,PPARIVAH.BO,DREDGECORP.NS,COASTCORP.NS,GPPL.NS,GLOTTIS.NS,TRANSWORLD.NS"
24,Automotive Aftermarket,Consumer Durables,62,56,57,65,"JKTYRE.NS,TVSSRICHAK.NS,TRITONV.BO,CEATLTD.NS,MODIRUBBER.NS,MRF.NS,BALKRISIND.NS,JTEKTINDIA.NS,APOLLOTYRE.NS,DOLFIN.BO,GOODYEAR.BO,BENGALASM.BO,TOLINS.NS,KRYPTONQ.BO"
25,Other Consumer Specialties,Consumer Durables,62,54,65,66,"BGJL.BO,THANGAMAYL.NS,RETAGGIO.BO,GOLKUNDIA.BO,DEVLAB.BO,AJCJEWEL.BO,SILGO.NS,SHRINGARMS.NS,TITAN.NS,LGHL.NS,TIMEX.BO,SKRABUL.BO,SONAMLTD.NS,SKYGOLD.NS,RGL.NS,SWARNSAR.BO,BANARBEADS.NS,KOURA.BO,VIPIND.NS,VAIBHAVGBL.NS,KDDL.NS,NARBADA.BO,SENCO.NS,SHANTIGOLD.NS,GOLDIAM.NS,RBZJEWEL.NS,SAFARI.NS,RAJESHEXPO.NS,TBZ.NS,SHOORA.BO,UDAYJEW.BO,RADHIKAJWE.NS,EIGHTY.BO,LUXURY.BO"
26,Medical Distributors,Distribution Services,62,42,55,67,"APPL.BO,GUJINJEC.BO,CHECKPOINT.BO,RAMAVISION.BO,EVERESTO.BO,ENTERO.NS,APL.BO,ROYAL.BO,CBPL.BO"
27,Investment Trusts/Mutual Funds,Miscellaneous,61,43,64,59,"GROWW.NS,PSPLATINA.BO,ALTIUSINVIT.BO,PSTITANIA.BO,ENERGYINF.BO,ANANTAM.BO,JINDCAP.BO,SUMMITSEC.NS,ROADSTAR.BO"
28,Integrated Oil,Energy Minerals,61,52,70,60,"GNRL.BO,IOC.NS,ANTELOPUS.NS,SHRAJOI.BO,IRMENERGY.NS,HINDOILEXP.NS"
