Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
13,BGRENERGY.NS,398.8,137.97K,Industrial Services,Engineering & Construction,98.0,68.0,97.0,98.0,305.19K,97.81K,490.8,44.5,-18.74
21,CUPID.NS,365.1,2857.89K,Consumer Non-Durables,Household/Personal Care,98.0,98.0,97.0,98.0,3739.80K,3466.44K,374.75,55.75,-2.58
27,TAKE.NS,33.52,871.21K,Technology Services,Information Technology Services,98.0,97.0,98.0,98.0,1256.67K,2365.67K,34.5,6.51,-2.84
36,WAAREEINDO.NS,500.1,162.25K,Electronic Technology,Electronic Equipment/Instruments,97.0,89.0,,,184.95K,143.36K,725.0,165.07,-31.02
46,MAHASTEEL.NS,777.2,4.54K,Non-Energy Minerals,Steel,97.0,95.0,97.0,97.0,48.19K,8.94K,792.0,179.53,-1.87
52,INDOTHAI.NS,400.5,108.33K,Finance,Investment Banks/Brokers,97.0,83.0,98.0,96.0,850.89K,278.99K,466.35,108.0,-14.12
59,NORBTEAEXP.NS,74.0,6.63K,Consumer Non-Durables,Food: Specialty/Candy,97.0,95.0,96.0,96.0,2.90K,2.90K,74.17,16.0,-0.23
66,MEGASOFT.NS,197.8,120.03K,Technology Services,Information Technology Services,96.0,45.0,94.0,96.0,297.75K,132.41K,231.0,49.06,-14.37
77,CURAA.NS,136.82,0.01K,Technology Services,Information Technology Services,96.0,2.0,0.0,83.0,1.06K,1.60K,337.0,24.43,-59.4
80,IZMO.NS,865.35,34.38K,Technology Services,Packaged Software,96.0,54.0,85.0,97.0,100.86K,44.78K,1374.7,229.7,-37.05
81,LUMAXTECH.NS,1524.8,112.40K,Producer Manufacturing,Auto Parts: Oem,96.0,97.0,95.0,93.0,275.74K,283.17K,1584.0,449.0,-3.74
83,TERASOFT.NS,487.35,9.16K,Technology Services,Information Technology Services,96.0,38.0,95.0,95.0,24.03K,22.65K,598.0,159.55,-18.5
85,UNITEDPOLY.NS,38.61,42.39K,Process Industries,Textiles,96.0,18.0,88.0,97.0,181.14K,66.74K,51.16,11.9,-24.53
87,SOMATEX.NS,113.0,22.32K,Process Industries,Textiles,96.0,3.0,92.0,97.0,33.21K,7.76K,161.25,34.53,-29.92
91,VENUSREM.NS,745.05,46.71K,Health Technology,Pharmaceuticals: Major,96.0,98.0,96.0,94.0,93.43K,208.78K,799.8,270.25,-6.85
100,SALSTEEL.NS,36.63,207.27K,Non-Energy Minerals,Steel,95.0,27.0,97.0,96.0,268.50K,136.91K,44.23,14.37,-17.18
103,IFBAGRO.NS,1222.2,13.90K,Consumer Non-Durables,Beverages: Alcoholic,95.0,39.0,96.0,93.0,75.93K,39.59K,1640.0,440.0,-25.48
105,ATHERENERG.NS,675.2,1697.52K,Consumer Durables,Motor Vehicles,95.0,86.0,93.0,96.0,4507.04K,2992.50K,790.0,288.15,-14.53
107,LUMAXIND.NS,5669.5,40.56K,Producer Manufacturing,Auto Parts: Oem,95.0,94.0,94.0,95.0,28.71K,42.06K,5870.0,1960.0,-3.42
113,SEJALLTD.NS,836.55,11.41K,Process Industries,Industrial Specialties,95.0,73.0,96.0,94.0,16.49K,10.49K,1036.7,313.5,-19.31
117,STALLION.NS,184.92,248.58K,Distribution Services,Wholesale Distributors,95.0,5.0,61.0,97.0,2419.58K,604.65K,423.8,60.0,-56.37
118,KMEW.NS,3032.6,395.07K,Producer Manufacturing,Trucks/Construction/Farm Machinery,95.0,89.0,97.0,95.0,120.13K,94.33K,3089.0,1264.05,-1.83
119,SABTNL.NS,1365.6,149.96K,Consumer Services,Movies/Entertainment,95.0,98.0,92.0,97.0,34.67K,138.43K,2219.95,352.6,-38.49
125,LTF.NS,309.6,8151.69K,Finance,Finance/Rental/Leasing,95.0,91.0,93.0,93.0,7579.15K,6411.76K,315.35,129.2,-1.82
128,JINDALPHOT.NS,1472.9,7.66K,Finance,Financial Conglomerates,95.0,90.0,90.0,94.0,21.13K,38.45K,1584.8,536.0,-7.06
132,ZOTA.NS,1579.1,22.13K,Health Technology,Pharmaceuticals: Major,94.0,80.0,87.0,94.0,81.01K,89.31K,1740.0,603.1,-9.25
139,BAFNAPH.NS,143.15,7.63K,Health Technology,Pharmaceuticals: Major,94.0,16.0,95.0,95.0,13.73K,3.43K,202.06,69.0,-29.15
141,GRMOVER.NS,470.25,982.97K,Process Industries,Agricultural Commodities/Milling,94.0,85.0,92.0,93.0,744.14K,560.27K,503.0,175.9,-6.51
143,NACLIND.NS,172.97,128.00K,Process Industries,Chemicals: Agricultural,94.0,34.0,2.0,62.0,201.93K,172.16K,339.45,52.69,-49.04
148,RMDRIP.NS,81.0,477.74K,Producer Manufacturing,Industrial Machinery,94.0,77.0,78.0,92.0,518.39K,427.42K,84.0,31.9,-3.57
153,CARTRADE.NS,2968.4,248.28K,Technology Services,Internet Software/Services,94.0,80.0,84.0,95.0,525.76K,330.68K,3290.5,1294.0,-9.79
155,FORCEMOT.NS,17167.0,35.75K,Consumer Durables,Motor Vehicles,94.0,55.0,59.0,89.0,86.44K,50.52K,21990.0,6125.0,-21.93
157,ABCAPITAL.NS,358.75,4437.94K,Finance,Multi-Line Insurance,94.0,89.0,91.0,92.0,5095.06K,4870.86K,360.6,149.01,-0.51
158,RELIABLE.NS,153.8,12.69K,Technology Services,Data Processing Services,94.0,92.0,79.0,95.0,47.44K,60.02K,166.0,63.15,-7.35
161,IMFA.NS,1322.1,301.16K,Non-Energy Minerals,Other Metals/Minerals,93.0,94.0,93.0,95.0,261.23K,246.97K,1415.0,549.8,-6.57
163,SKMEGGPROD.NS,401.95,50.71K,Process Industries,Agricultural Commodities/Milling,93.0,68.0,81.0,95.0,89.65K,156.96K,465.0,154.0,-13.56
164,YATRA.NS,172.61,1928.10K,Consumer Services,Other Consumer Services,93.0,95.0,83.0,95.0,2866.49K,2426.42K,202.0,65.51,-14.55
165,PRIVISCL.NS,3201.2,34.60K,Process Industries,Chemicals: Major Diversified,93.0,62.0,94.0,89.0,92.13K,67.55K,3440.5,1368.15,-6.96
167,AHCL.NS,148.53,88.62K,Health Technology,Pharmaceuticals: Major,93.0,85.0,96.0,,493.15K,170.50K,172.75,90.78,-14.02
171,BHARATSE.NS,175.25,61.01K,Producer Manufacturing,Auto Parts: Oem,93.0,17.0,77.0,94.0,270.10K,111.94K,239.45,69.84,-26.81
172,EPACKPEB.NS,304.25,1148.50K,Industrial Services,Engineering & Construction,93.0,74.0,,,9514.52K,1703.33K,344.0,179.32,-11.56
173,MCX.NS,10343.0,396.47K,Finance,Investment Banks/Brokers,93.0,91.0,93.0,89.0,560.66K,523.23K,10471.5,4408.15,-1.23
174,MUTHOOTFIN.NS,3800.1,328.56K,Finance,Finance/Rental/Leasing,93.0,94.0,93.0,93.0,556.19K,389.47K,3833.0,1930.1,-0.86
175,ASHAPURMIN.NS,679.55,420.30K,Non-Energy Minerals,Other Metals/Minerals,93.0,89.0,89.0,94.0,805.98K,494.68K,754.9,301.6,-9.98
176,THANGAMAYL.NS,3223.3,21.56K,Consumer Durables,Other Consumer Specialties,93.0,83.0,95.0,94.0,139.26K,90.24K,3470.0,1523.1,-7.11
177,ARFIN.NS,60.77,257.86K,Non-Energy Minerals,Aluminum,93.0,91.0,96.0,,418.38K,194.11K,62.4,31.43,-2.61
178,APOLLO.NS,261.9,2015.94K,Electronic Technology,Electronic Production Equipment,93.0,65.0,29.0,86.0,6968.63K,2683.51K,354.7,92.55,-26.16
