20260511T,0,1000,0,240.2,0
20260512T,0,1000,0,240.2,0
20260513T,0,1000,0,240.2,0
20260514T,0,1000,0,240.2,0
20260515T,0,1000,0,240.2,0
20260511T,0,1000,0,136.97,0
20260512T,0,1000,0,136.97,0
20260513T,0,1000,0,136.97,0
20260514T,0,1000,0,136.97,0
20260515T,0,1000,0,136.97,0
20260511T,0,1000,0,108.89,0
20260512T,0,1000,0,108.89,0
20260513T,0,1000,0,108.89,0
20260514T,0,1000,0,108.89,0
20260515T,0,1000,0,108.89,0
20260511T,0,1000,0,97.95,0
20260512T,0,1000,0,97.95,0
20260513T,0,1000,0,97.95,0
20260514T,0,1000,0,97.95,0
20260515T,0,1000,0,97.95,0
20260511T,0,1000,0,88.64,0
20260512T,0,1000,0,88.64,0
20260513T,0,1000,0,88.64,0
20260514T,0,1000,0,88.64,0
20260515T,0,1000,0,88.64,0
20260511T,0,1000,0,75.97,0
20260512T,0,1000,0,75.97,0
20260513T,0,1000,0,75.97,0
20260514T,0,1000,0,75.97,0
20260515T,0,1000,0,75.97,0
20260511T,0,1000,0,57.75,0
20260512T,0,1000,0,57.75,0
20260513T,0,1000,0,57.75,0
20260514T,0,1000,0,57.75,0
20260515T,0,1000,0,57.75,0
