Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
5,TANDHANIN.BO,151.95,150.75,1.55K,Finance,Investment Banks/Brokers,98.0,62.0,97.0,98.0,7.8107,7.4714,3.24K,4.17K,164.0,10.48,7.56B,No,151.21,141.08,61.5,144.93,82.96,497
14,CALLISTA.BO,182.3,186.0,2.06K,Consumer Durables,Home Furnishings,98.0,18.0,92.0,69.0,8.4393,6.2929,2.51K,7.23K,225.95,8.33,1.38B,No,175.05,177.65,145.54,177.96,172.64,496
39,TRANSCHEM.BO,302.5,304.85,7.07K,Health Technology,Pharmaceuticals: Other,97.0,13.0,96.0,91.0,14.3786,12.8429,6.69K,9.41K,377.65,38.31,3.70B,No,335.84,315.46,189.06,319.41,220.69,496
60,VIVAA.BO,104.9,104.9,6.00K,Consumer Non-Durables,Apparel/Footwear,97.0,95.0,98.0,97.0,1.2436,0.2879,13.28K,12.00K,105.06,31.84,413.04M,No,96.52,73.97,47.29,81.28,51.06,496
62,AHLWEST.NS,542.0,535.9,1.07K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,14.0,83.0,98.0,25.3643,22.8357,2.09K,0.72K,751.4,137.0,6.31B,No,558.61,572.25,299.95,573.36,360.62,500
84,BHAGYANGR.NS,382.05,383.75,61.42K,Producer Manufacturing,Electrical Products,96.0,50.0,85.0,95.0,21.2214,19.7607,142.24K,103.53K,432.3,85.62,12.22B,No,387.55,369.44,224.36,372.63,256.02,500
89,VENUSREM.NS,1562.7,1524.3,47.24K,Health Technology,Pharmaceuticals: Major,96.0,7.0,95.0,94.0,100.8071,100.3357,88.19K,51.77K,2044.3,424.0,20.91B,No,1670.55,1681.78,1003.81,1703.38,1156.33,497
92,FREDUN.BO,1270.1,1313.3,35.62K,Health Technology,Pharmaceuticals: Major,96.0,96.0,94.0,96.0,76.2357,74.0393,41.76K,30.23K,1331.0,338.73,21.01B,No,974.29,892.82,672.69,909.84,717.11,500
103,VEERHEALTH.BO,43.99,44.03,70.67K,Health Technology,Pharmaceuticals: Other,96.0,94.0,98.0,96.0,1.0229,1.0229,156.06K,80.46K,44.07,16.7,879.73M,No,41.29,33.52,22.92,34.8,25.06,496
108,DEEDEV.NS,650.0,665.9,86.35K,Producer Manufacturing,Industrial Machinery,96.0,24.0,91.0,98.0,34.2179,33.8286,225.20K,70.16K,760.0,183.0,48.91B,No,676.31,674.33,383.12,677.67,446.03,499
109,CHOKSI.BO,242.25,238.15,2.07K,Health Technology,Medical Specialties,96.0,96.0,96.0,94.0,18.4714,18.2643,5.89K,17.24K,258.9,75.0,1.38B,No,201.24,171.77,139.6,179.17,155.23,497
128,SCPL.NS,648.6,644.75,37.17K,Consumer Non-Durables,Food: Meat/Fish/Dairy,95.0,94.0,92.0,95.0,45.1179,40.0,54.09K,144.48K,660.0,190.03,6.81B,No,551.72,508.21,357.61,519.22,403.5,497
172,TIRUPATIFL.NS,70.62,70.5,208.23K,Producer Manufacturing,Industrial Conglomerates,94.0,57.0,95.0,95.0,4.9079,4.7679,903.59K,975.69K,83.9,30.11,8.35B,No,71.81,59.63,43.71,60.4,47.16,497
174,MENONBE.NS,231.0,232.86,25.65K,Producer Manufacturing,Metal Fabrication,94.0,96.0,95.0,94.0,13.3121,13.08,262.42K,105.97K,235.7,101.5,12.88B,No,208.68,180.43,134.8,182.71,143.69,499
175,FERMENTA.NS,546.0,551.1,82.95K,Health Technology,Biotechnology,94.0,97.0,97.0,,27.8179,26.8786,220.93K,218.38K,557.0,248.85,,No,463.35,389.42,,405.05,,76
183,PAISALO.NS,68.98,69.14,18175.89K,Finance,Finance/Rental/Leasing,94.0,30.0,90.0,94.0,2.9764,2.9593,15958.83K,10076.78K,77.39,29.86,62.74B,No,71.59,65.22,44.81,66.25,48.38,500
184,RRKABEL.NS,2764.4,2793.0,427.50K,Producer Manufacturing,Electrical Products,94.0,93.0,92.0,94.0,112.1857,107.1071,745.76K,1081.12K,2810.5,1165.0,312.67B,No,2478.67,2346.55,1701.4,2392.41,1823.16,499
194,SEDEMAC.NS,2794.3,2846.3999,66.23K,Producer Manufacturing,Auto Parts: Oem,93.0,62.0,92.0,,118.0,114.5643,175.06K,139.40K,2977.7,1413.1,123.42B,No,2725.23,2680.87,,2703.69,,103
216,MARC.NS,118.0,116.6,,Industrial Services,Engineering & Construction,93.0,93.0,89.0,96.0,7.5857,6.4857,,,,,,No,107.35,93.03,,94.76,77.74,148
218,MWL.NS,42.67,42.85,3547.29K,Non-Energy Minerals,Steel,93.0,84.0,82.0,87.0,1.77,1.7443,751.36K,527.19K,43.5,18.01,12.78B,No,37.37,37.47,30.12,37.7,32.07,500
220,RPEL.NS,1267.4,1248.6,26.80K,Process Industries,Chemicals: Major Diversified,93.0,32.0,95.0,91.0,46.75,46.75,161.75K,46.02K,1371.8,561.3,58.20B,No,1278.21,1212.8,910.46,1232.54,899.48,497
221,AFCOM.BO,1474.4,1456.8,74.88K,Transportation,Airlines,93.0,82.0,93.0,95.0,62.2821,60.1214,128.99K,80.77K,1508.0,637.85,42.31B,No,1409.63,1232.68,929.18,1278.1,971.44,494
228,ACUTAAS.NS,3260.6,3282.8,107.78K,Health Technology,Pharmaceuticals: Major,92.0,17.0,80.0,91.0,155.1071,154.9,446.54K,545.08K,3740.0,1261.2,266.95B,No,3400.58,3331.27,2386.17,3335.98,2651.55,500
230,VPAL.BO,201.05,208.35,67.20K,Retail Trade,Food Retail,92.0,95.0,,,10.5643,9.9607,175.32K,66.88K,210.0,116.95,3.34B,No,165.48,151.59,,157.56,,51
232,SHREEREF.BO,332.0,334.1,138.00K,Producer Manufacturing,Industrial Machinery,92.0,21.0,91.0,94.0,18.775,17.8857,276.99K,340.35K,406.2,153.0,11.88B,No,340.74,337.19,237.1,339.77,246.08,250
242,SATANIBRG.BO,277.4,277.4,0.29K,Producer Manufacturing,Metal Fabrication,92.0,65.0,43.0,24.0,0.7464,0.4607,0.08K,0.14K,310.25,103.1,5.55B,No,272.84,272.25,243.75,272.23,286.0,496
250,SENORES.NS,1328.5,1323.3,90.23K,Health Technology,Pharmaceuticals: Major,92.0,42.0,92.0,91.0,55.9786,54.5214,467.92K,324.14K,1509.8,632.05,61.18B,No,1387.55,1290.5,942.56,1313.01,1008.31,400
254,ASMTEC.BO,4961.3,4946.1001,46.58K,Technology Services,Information Technology Services,92.0,90.0,91.0,90.0,248.9822,239.7715,29.95K,30.49K,5100.0,2099.9,72.38B,No,4471.1,4006.43,3285.34,4090.06,3226.72,497
255,CNL.NS,1089.45,1131.65,78.73K,Distribution Services,Electronics Distributors,92.0,96.0,96.0,88.0,68.1321,67.6286,271.79K,886.86K,1142.0,525.0,16.36B,No,970.12,818.19,703.01,841.88,704.58,498
257,BLUSPRING.NS,115.59,116.24,235.21K,Commercial Services,Miscellaneous Commercial Services,92.0,75.0,96.0,94.0,6.1629,6.1421,1062.72K,354.77K,131.82,43.98,17.27B,No,112.3,105.21,74.82,108.59,76.35,289
261,RISHABH.NS,647.05,647.15,72.88K,Producer Manufacturing,Electrical Products,91.0,38.0,86.0,91.0,24.9036,24.3464,275.71K,117.50K,692.8,278.0,24.99B,No,640.13,597.83,464.12,606.25,489.84,498
263,SMLMAH.NS,5672.5,5917.5,187.98K,Consumer Durables,Motor Vehicles,91.0,97.0,93.0,90.0,366.5929,329.7643,129.88K,461.31K,5987.9,2719.0,82.09B,No,4527.14,4161.09,3899.35,4333.81,4134.54,500
267,SGFIN.NS,709.85,694.25,232.23K,Finance,Investment Banks/Brokers,91.0,69.0,80.0,95.0,34.7036,32.9357,528.45K,499.02K,723.6,323.0,46.78B,No,665.14,627.13,479.88,636.57,516.52,250
285,SBC.NS,41.18,41.3,5491.75K,Distribution Services,Wholesale Distributors,91.0,38.0,82.0,83.0,0.7757,0.7757,12751.31K,8319.11K,45.0,15.55,19.61B,No,42.01,40.61,32.54,41.15,35.36,499
291,MAJESAUT.NS,494.05,487.9,47.65K,Commercial Services,Miscellaneous Commercial Services,91.0,97.0,94.0,,19.3071,18.6679,7.55K,23.02K,497.0,274.0,5.15B,No,423.82,371.44,,378.6,,76
293,INDOBORAX.NS,407.05,412.25,91.51K,Process Industries,Chemicals: Specialty,91.0,34.0,93.0,90.0,31.4393,27.5286,502.40K,1375.19K,499.0,224.0,13.16B,No,423.26,394.0,291.21,399.85,305.97,499
308,INOXINDIA.NS,1957.0,1937.5,79.91K,Producer Manufacturing,Industrial Machinery,90.0,59.0,85.0,91.0,87.8714,86.4786,415.45K,219.72K,2119.8,1065.0,177.62B,No,1954.89,1860.74,1388.19,1887.33,1478.24,499
309,RICOAUTO.NS,152.38,155.81,2842.03K,Producer Manufacturing,Auto Parts: Oem,90.0,87.0,83.0,77.0,8.2957,8.2321,3492.01K,2303.47K,157.6,65.73,20.61B,No,137.9,135.09,119.85,138.08,124.16,500
313,BAJAJCON.NS,532.6,530.4,282.09K,Consumer Non-Durables,Household/Personal Care,90.0,5.0,55.0,87.0,20.2071,19.8286,1030.10K,631.87K,692.0,220.1,69.57B,No,553.5,576.48,409.16,576.6,466.92,500
319,PPARIVAH.BO,233.75,234.95,6.00K,Transportation,Marine Shipping,90.0,68.0,92.0,76.0,8.8071,8.4286,45.09K,30.00K,235.0,108.0,2.65B,No,225.14,205.09,169.33,210.19,175.76,340
325,IIRM.BO,139.0,136.95,12.97K,Producer Manufacturing,Miscellaneous Manufacturing,90.0,69.0,94.0,88.0,7.5571,7.5571,33.95K,43.19K,151.85,68.0,9.42B,No,132.7,126.33,95.97,129.01,103.87,497
328,KAMADGIRI.BO,144.9,138.0,2.06K,Process Industries,Textiles,90.0,95.0,94.0,92.0,8.1536,7.0429,1.88K,0.62K,146.0,64.05,850.47M,No,123.99,120.94,98.14,122.34,101.67,498
335,ELFIN.BO,81.2,81.2,6.00K,Process Industries,Agricultural Commodities/Milling,89.0,84.0,75.0,,1.7157,0.9286,17.16K,6.60K,87.0,47.3,1.58B,No,80.02,75.44,,76.19,,101
337,SHRIPISTON.NS,4325.4,4440.7998,36.86K,Producer Manufacturing,Auto Parts: Oem,89.0,60.0,82.0,89.0,187.0928,177.3786,63.46K,55.13K,4547.0,2354.1,190.53B,No,4289.38,3972.61,3277.4,4012.03,3445.96,498
339,KDDL.NS,3702.2,3704.3999,57.60K,Consumer Durables,Other Consumer Specialties,89.0,90.0,93.0,88.0,154.4571,153.2143,48.87K,16.45K,3799.0,1990.0,45.58B,No,3281.78,3121.89,2572.65,3172.94,2637.31,498
345,TANFACIND.BO,3087.2,3068.45,13.49K,Process Industries,Chemicals: Specialty,89.0,95.0,87.0,85.0,170.025,165.4535,23.39K,37.04K,3227.4,1632.6,65.48B,No,2728.38,2409.78,2166.4,2490.14,2243.95,498
356,HRS.BO,252.0,252.0,0.40K,Non-Energy Minerals,Aluminum,89.0,42.0,82.0,79.0,2.2536,1.8321,24.96K,39.32K,292.6,126.0,4.84B,No,247.44,246.34,,246.91,235.76,157
358,GNA.NS,532.45,529.7,128.72K,Producer Manufacturing,Auto Parts: Oem,89.0,84.0,81.0,84.0,29.175,28.9143,528.03K,404.10K,601.65,291.8,22.86B,No,527.33,456.32,390.45,468.51,421.65,500
362,AEQUS.NS,239.05,239.95,2164.68K,Electronic Technology,Aerospace & Defense,89.0,14.0,79.0,91.0,9.525,9.4871,6534.72K,2473.98K,274.39,113.3,156.54B,No,234.54,221.11,,223.17,177.66,165
399,CYBELEIND.BO,44.0,45.7,2.03K,Producer Manufacturing,Electrical Products,88.0,36.0,38.0,69.0,2.445,2.3286,5.30K,1.38K,77.01,18.25,465.91M,No,44.66,46.98,41.27,46.92,45.46,497
401,APOLLOPIPE.NS,527.25,534.15,828.87K,Producer Manufacturing,Miscellaneous Manufacturing,88.0,81.0,62.0,94.0,18.8071,18.6143,281.32K,218.89K,554.0,252.1,23.16B,No,505.84,494.27,391.81,499.19,433.15,500
402,JOJO.BO,307.8,301.65,63.32K,Consumer Services,Movies/Entertainment,88.0,97.0,83.0,65.0,20.8607,19.6571,10.62K,11.36K,313.0,138.5,10.61B,No,248.32,228.25,229.36,236.47,237.94,500
409,GEE.BO,113.75,109.95,11.71K,Producer Manufacturing,Industrial Machinery,87.0,80.0,91.0,87.0,6.75,6.7107,69.02K,41.01K,127.0,53.61,5.91B,No,112.69,101.87,81.84,104.08,82.05,498
411,INDNIPPON.NS,1157.5,1136.6,31.62K,Producer Manufacturing,Auto Parts: Oem,87.0,83.0,91.0,89.0,52.3786,51.7857,74.20K,34.50K,1278.2,675.0,26.07B,No,1189.34,1039.99,871.22,1055.76,870.05,499
417,EFORU.BO,94.99,92.76,44.67K,Distribution Services,Wholesale Distributors,87.0,52.0,86.0,85.0,5.9721,5.9671,5.75K,16.12K,109.0,43.82,567.23M,No,93.71,90.37,78.6,91.12,86.07,497
425,ARYAVAN.BO,67.4,68.44,8.24K,Distribution Services,Wholesale Distributors,87.0,94.0,87.0,83.0,4.9993,4.9593,17.08K,17.23K,69.88,34.51,471.39M,No,59.52,53.5,48.95,55.4,53.13,495
428,WABAG.NS,1990.7,2002.8,203.69K,Industrial Services,Engineering & Construction,87.0,19.0,88.0,92.0,75.25,70.6357,742.91K,601.69K,2253.5,1033.0,124.25B,No,2032.28,1920.54,1468.62,1956.81,1521.42,500
435,WELINV.NS,1851.4,1854.2,0.01K,Finance,Investment Banks/Brokers,87.0,64.0,71.0,84.0,67.8071,66.2571,1.01K,0.12K,1980.0,865.0,6.79B,No,1850.61,1812.83,1457.24,1819.9,1538.99,497
440,DCI.NS,350.9,350.2,27.29K,Electronic Technology,Telecommunications Equipment,87.0,92.0,85.0,88.0,21.9857,21.9393,17.55K,55.14K,475.0,208.98,5.75B,No,293.2,281.63,268.47,288.18,280.61,498
465,VAPIENTER.BO,159.2,167.5,0.83K,Finance,Finance/Rental/Leasing,86.0,97.0,93.0,82.0,8.475,6.1929,0.57K,3.22K,171.55,89.55,363.21M,No,131.52,113.8,111.13,118.89,109.98,496
482,HALDYNGL.NS,132.21,137.5,52.82K,Process Industries,Containers/Packaging,85.0,80.0,80.0,,5.6314,4.905,87.81K,36.66K,134.0,85.0,,No,122.88,120.4,,121.25,,76
483,TINNARUBR.NS,1100.6,1127.8,52.12K,Process Industries,Industrial Specialties,85.0,90.0,88.0,92.0,86.975,82.2536,154.40K,439.14K,1322.0,527.45,19.83B,No,1066.61,960.71,808.21,970.97,785.71,325
493,SUNRAKSHAK.BO,362.0,361.95,2.54K,Process Industries,Textiles,85.0,86.0,75.0,87.0,17.4179,16.3536,13.67K,17.65K,376.95,197.0,11.22B,No,347.71,336.53,268.89,336.62,289.91,497
500,JNKINDIA.NS,423.25,418.8,108.10K,Producer Manufacturing,Building Products,85.0,8.0,77.0,92.0,20.5393,20.0,1291.71K,264.21K,558.0,200.92,23.68B,No,469.45,466.37,318.97,468.74,340.7,499
502,STEELCAS.NS,337.75,337.0,52.73K,Non-Energy Minerals,Steel,85.0,76.0,77.0,92.0,11.7536,11.75,209.92K,90.96K,344.0,176.02,34.18B,No,312.46,301.24,250.86,305.11,265.98,498
505,SATIN.NS,232.89,230.91,159.72K,Finance,Finance/Rental/Leasing,85.0,16.0,75.0,84.0,11.9057,11.9057,1235.82K,832.23K,274.14,133.01,25.62B,No,253.34,244.47,180.99,244.3,193.3,499
506,QUESS.NS,315.25,314.5,341.42K,Commercial Services,Personnel Services,85.0,72.0,90.0,86.0,14.5,14.2143,1187.35K,2364.81K,349.5,166.3,47.09B,No,304.3,272.18,222.64,279.39,224.52,500
508,TATVA.NS,1731.1,1720.8,33.84K,Process Industries,Chemicals: Specialty,85.0,97.0,86.0,86.0,108.9286,102.3643,153.58K,334.06K,1838.1,976.4,40.49B,No,1629.1,1368.21,1313.41,1402.58,1271.82,500
510,SEAMECLTD.NS,1495.5,1509.7,20.32K,Industrial Services,Oilfield Services/Equipment,85.0,67.0,43.0,63.0,55.2857,54.35,98.86K,43.87K,1709.2,755.0,38.16B,No,1426.16,1475.32,1280.59,1457.89,1424.33,497
514,ORCHPHARMA.NS,999.35,990.35,49.40K,Health Technology,Pharmaceuticals: Major,85.0,39.0,92.0,83.0,36.3964,36.3214,194.66K,59.41K,1119.8,480.0,50.59B,No,1013.14,962.73,761.33,968.67,741.55,500
525,REMIEDEL.BO,214.0,212.6,1.75K,Non-Energy Minerals,Steel,84.0,89.0,88.0,89.0,14.1536,14.1321,5.13K,6.86K,222.8,118.4,2.70B,No,192.87,187.04,154.07,188.26,160.96,497
536,NYKAA.NS,331.95,335.35,6078.41K,Retail Trade,Internet Retail,84.0,60.0,83.0,81.0,8.4,8.0786,7448.03K,5050.15K,344.9,200.14,950.99B,No,329.57,305.44,269.98,309.1,275.19,500
542,AMBALALSA.NS,43.7,42.9,334.56K,Health Technology,Pharmaceuticals: Major,84.0,95.0,90.0,,2.6579,2.63,96.42K,165.00K,44.72,30.15,3.35B,No,33.71,33.21,,33.61,,76
571,PANACHE.NS,442.85,440.0,11.71K,Electronic Technology,Computer Peripherals,83.0,66.0,87.0,87.0,23.5107,23.05,18.85K,5.86K,472.15,237.05,6.74B,No,433.62,411.77,360.03,415.57,350.68,498
