Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
2,EASTSILK.NS,56.78,0.01K,Process Industries,Textiles,98.0,21.0,32.0,21.0,3.19K,1.02K,99.25,1.8,283.90M,No
17,BELDING.BO,1359.35,3.92K,Producer Manufacturing,Metal Fabrication,98.0,40.0,98.0,98.0,0.62K,0.74K,1847.05,425.6,19.68B,No
35,GUJINJEC.BO,102.1,70.84K,Distribution Services,Medical Distributors,97.0,81.0,97.0,98.0,39.70K,43.08K,115.5,19.01,1.50B,No
44,CUPID.NS,120.31,11158.01K,Consumer Non-Durables,Household/Personal Care,97.0,75.0,94.0,97.0,19676.51K,16954.27K,133.92,17.68,161.78B,No
96,ACUTAAS.NS,2951.2,333.88K,Health Technology,Pharmaceuticals: Major,96.0,92.0,94.0,96.0,536.75K,469.57K,3025.0,1059.0,241.62B,No
99,CNCRD.BO,2700.0,1.80K,Electronic Technology,Electronic Equipment/Instruments,95.0,83.0,73.0,86.0,9.75K,18.94K,2844.95,888.0,27.32B,No
103,RAPICUT.BO,182.45,4.13K,Non-Energy Minerals,Other Metals/Minerals,95.0,24.0,85.0,97.0,8.68K,4.92K,204.95,66.66,979.98M,No
110,CPPLUS.NS,2416.0,85.38K,Consumer Durables,Electronics/Appliances,95.0,83.0,95.0,93.0,389.00K,211.99K,2575.0,1015.0,284.73B,No
113,APLAB.BO,114.15,2.79K,Electronic Technology,Electronic Equipment/Instruments,95.0,97.0,94.0,89.0,9.36K,16.04K,122.0,37.71,2.87B,No
115,SHADOWFAX.NS,201.28,2783.80K,Technology Services,Packaged Software,95.0,94.0,96.0,,2353.91K,6119.28K,211.77,98.55,117.70B,No
130,GVT&D.NS,4849.5,795.69K,Producer Manufacturing,Electrical Products,94.0,87.0,90.0,94.0,728.46K,769.42K,4962.4,1855.5,1241.70B,No
132,GVTD.BO,4851.2,29.90K,Producer Manufacturing,Electrical Products,94.0,87.0,90.0,94.0,31.70K,41.45K,4908.1,1252.85,,No
144,ROSSTECH.NS,923.65,37.11K,Electronic Technology,Telecommunications Equipment,94.0,47.0,90.0,91.0,111.37K,165.64K,1061.9,354.0,34.95B,No
145,ADANIPOWER.NS,219.32,17088.15K,Utilities,Electric Utilities,94.0,63.0,95.0,92.0,44001.03K,37889.34K,234.4,105.42,4229.52B,No
152,RPTECH.NS,545.5,118.24K,Distribution Services,Electronics Distributors,94.0,88.0,94.0,95.0,208.05K,334.23K,560.0,275.6,35.95B,No
160,RACHIT.BO,185.0,4.00K,Consumer Non-Durables,Apparel/Footwear,94.0,84.0,93.0,92.0,20.34K,10.80K,192.99,95.0,913.36M,No
162,SGMART.NS,616.4,188.78K,Utilities,Electric Utilities,93.0,86.0,94.0,96.0,385.11K,584.62K,638.1,313.1,77.67B,No
164,BHEL.NS,408.55,7876.53K,Producer Manufacturing,Electrical Products,93.0,93.0,95.0,93.0,17102.05K,15540.31K,417.9,205.12,1422.60B,No
165,SEAMECLTD.NS,1607.8,64.80K,Industrial Services,Oilfield Services/Equipment,93.0,74.0,78.0,96.0,96.28K,260.42K,1709.2,752.55,41.02B,No
183,SCANPRO.BO,121.0,0.02K,Industrial Services,Engineering & Construction,93.0,27.0,92.0,95.0,0.74K,0.44K,136.4,59.41,347.67M,No
198,NETWEB.NS,3851.3,594.01K,Electronic Technology,Computer Peripherals,92.0,38.0,86.0,78.0,1810.68K,1190.74K,4492.0,1700.1,219.30B,No
199,DHINDIA.BO,250.85,3.33K,Process Industries,Industrial Specialties,92.0,7.0,97.0,95.0,25.63K,5.11K,304.8,121.5,2.57B,No
201,APEX.NS,448.95,331.38K,Consumer Non-Durables,Food: Meat/Fish/Dairy,92.0,31.0,60.0,95.0,913.80K,630.54K,514.5,208.74,14.03B,No
202,PRECOT.NS,732.6,5.49K,Process Industries,Textiles,92.0,96.0,95.0,95.0,5.96K,9.93K,783.9,300.05,8.79B,No
203,APOLLOPIPE.NS,516.35,642.59K,Producer Manufacturing,Miscellaneous Manufacturing,92.0,84.0,96.0,96.0,2178.80K,670.66K,554.0,252.1,22.68B,No
208,DIACABS.NS,193.5,2433.52K,Producer Manufacturing,Electrical Products,92.0,92.0,92.0,88.0,3445.49K,8376.57K,204.8,93.9,101.97B,No
216,RAMAVISION.BO,156.55,3.22K,Distribution Services,Medical Distributors,92.0,22.0,76.0,90.0,4.59K,4.78K,190.85,74.0,1.63B,No
219,SPORTKING.NS,163.51,387.82K,Process Industries,Textiles,92.0,89.0,94.0,95.0,380.71K,364.08K,165.4,78.17,20.81B,No
223,ADANIENSOL.NS,1367.9,3343.29K,Utilities,Electric Utilities,91.0,57.0,91.0,90.0,2950.97K,3852.62K,1463.65,744.9,1643.23B,No
227,IIRM.BO,122.77,35.19K,Producer Manufacturing,Miscellaneous Manufacturing,91.0,98.0,91.0,95.0,19.99K,55.50K,128.99,68.0,8.37B,No
231,LTELEVATOR.BO,229.65,313.60K,Producer Manufacturing,Building Products,91.0,96.0,89.0,92.0,100.74K,236.16K,257.0,125.33,4.40B,No
237,IOLCP.NS,118.73,5829.12K,Process Industries,Chemicals: Specialty,91.0,94.0,96.0,85.0,2817.11K,8639.31K,126.72,67.19,34.85B,No
238,WAAREEINDO.NS,393.4,15.15K,Electronic Technology,Electronic Equipment/Instruments,91.0,2.0,43.0,12.0,104.34K,40.15K,725.0,165.07,16.37B,No
240,GODAVARI.BO,126.75,1.70K,Health Technology,Pharmaceuticals: Major,91.0,73.0,93.0,94.0,11.45K,10.24K,134.5,69.7,1.28B,No
249,IMFA.NS,1433.2,85.30K,Non-Energy Minerals,Other Metals/Minerals,91.0,31.0,52.0,77.0,193.19K,180.90K,1679.9,614.5,77.33B,No
251,INA.NS,138.14,587.03K,Electronic Technology,Semiconductors,91.0,18.0,,,1281.41K,786.95K,161.81,79.75,30.45B,No
253,MANINDS.NS,571.2,1897.64K,Producer Manufacturing,Industrial Machinery,91.0,66.0,92.0,93.0,859.89K,1069.21K,606.4,302.05,42.85B,No
265,AVANTIFEED.NS,1306.8,287.84K,Process Industries,Agricultural Commodities/Milling,90.0,18.0,40.0,96.0,873.43K,376.09K,1593.8,614.25,178.05B,No
279,GMDCLTD.NS,651.5,1245.30K,Distribution Services,Wholesale Distributors,90.0,31.0,77.0,78.0,5033.85K,2427.86K,771.9,346.9,207.18B,No
281,GOKULAGRO.NS,221.39,409.37K,Process Industries,Agricultural Commodities/Milling,90.0,30.0,91.0,78.0,2649.99K,755.21K,249.92,119.21,65.33B,No
282,AGRIBIO.BO,296.9,13.49K,Distribution Services,Wholesale Distributors,90.0,75.0,86.0,90.0,10.10K,10.39K,314.0,177.95,3.23B,No
286,KTKBANK.NS,264.5,1835.12K,Finance,Regional Banks,90.0,73.0,88.0,94.0,4140.86K,3845.25K,275.3,169.12,100.03B,No
296,RAMRAT.NS,432.65,109.23K,Producer Manufacturing,Electrical Products,89.0,84.0,92.0,91.0,211.03K,124.60K,474.15,268.0,40.39B,No
301,ANANDRATHI.NS,3575.5,97.79K,Finance,Investment Managers,89.0,52.0,81.0,82.0,259.57K,301.43K,3735.0,1832.4,296.84B,No
303,SOBME.BO,903.0,0.12K,Non-Energy Minerals,Construction Materials,89.0,58.0,83.0,66.0,0.53K,0.62K,920.6,423.4,8.80B,No
