Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Insurance Brokers/Services,Finance,98,17,0,94,RRFIN.BO
2,Discount Stores,Retail Trade,91,31,10,43,SPICELOUNG.BO
3,Cable/Satellite Tv,Consumer Services,90,92,91,94,NDLVENTURE.NS
4,Real Estate Investment Trusts,Finance,81,71,80,82,"FUNDVISER.BO,MINDSPACE.BO,EMBASSY.BO,KRT.BO,BIRET.BO,NXST.BO,INDUSINVIT.BO"
5,Drugstore Chains,Retail Trade,79,80,89,72,MEDPLUS.NS
6,Computer Communications,Electronic Technology,79,87,60,79,KERNEX.NS
7,Major Banks,Finance,78,59,75,80,"FEDERALBNK.NS,BANKINDIA.NS,INDIANB.NS,UNIONBANK.NS,SOUTHBANK.NS,RBLBANK.NS,CANBK.NS,IDBI.NS,MAHABANK.NS,AXISBANK.NS,BANKBARODA.NS,PNB.NS,INDUSINDBK.NS,CSBBANK.NS,BANDHANBNK.NS,KOTAKBANK.NS,HDFCBANK.NS,CENTRALBK.NS,IOB.NS"
8,Life/Health Insurance,Finance,73,54,72,70,"CANHLIFE.NS,MFSL.NS,SBILIFE.NS,STARHEALTH.NS,ICICIPRULI.NS,BAJAJFINSV.NS,LICI.NS,NIVABUPA.NS"
9,Motor Vehicles,Consumer Durables,71,47,66,69,"FORCEMOT.NS,ATHERENERG.NS,TMCV.NS,SMLMAH.NS,ZELIO.BO,EICHERMOT.NS,TVSMOTOR.NS,HEROMOTOCO.NS,SANDHAR.NS,MARUTI.NS,M&M.NS,SEVL.BO,HYUNDAI.NS,ATULAUTO.NS,TMPV.NS,ATLASCYCLE.NS,OLECTRA.NS,OLAELEC.NS"
10,Wireless Telecommunications,Communications,70,44,58,66,"BHARTIARTL.NS,BHARTIHEXA.NS"
11,Computer Peripherals,Electronic Technology,69,48,44,68,"NETWEB.NS,PANACHE.NS,CONTROLPR.NS,INDTONER.BO"
12,Medical Distributors,Distribution Services,68,46,76,63,"CHECKPOINT.BO,GUJINJEC.BO,APPL.BO,RAMAVISION.BO,EVERESTO.BO,ENTERO.NS,APL.BO,ROYAL.BO"
13,Precious Metals,Non-Energy Minerals,68,94,79,76,"DECNGOLD.BO,MIDWEST.BO"
14,Financial Publishing/Services,Commercial Services,68,44,64,62,"CARERATING.NS,ICRA.NS"
15,Aluminum,Non-Energy Minerals,66,53,57,66,"NATIONALUM.NS,ARFIN.NS,HRS.BO,VEDL.NS,HINDALUMI.BO,MAANALU.NS,ORIENTCER.NS,ALUFLUOR.BO,MAITRI.BO,EUROBOND.NS,SUDAI.BO,SPINAROO.BO,SAMPAT.BO,KANISHK.BO"
16,Regional Banks,Finance,66,55,60,72,"CMBL.BO,KARURVYSYA.NS,TMB.NS,UJJIVANSFB.NS,SBIN.NS,CUB.NS,DCBBANK.NS,AUBANK.NS,IDFCFIRSTB.NS,KTKBANK.NS,EQUITASBNK.NS,SURYODAY.NS,ICICIBANK.NS,J&KBANK.NS,JAGSONSER.BO,CAPITALSFB.NS,FINOPB.NS,JSFB.NS,MONEYBOXX.NS,EMERALD.BO,DAMCAPITAL.NS"
17,Oil Refining/Marketing,Energy Minerals,65,64,59,66,"MRPL.NS,CHENNPETRO.NS,BPCL.NS,OIL.NS,HINDPETRO.NS,ONGC.NS,RELIANCE.NS,GULFOILLUB.NS,CASTROLIND.NS,VEEDOL.NS,GULFPETRO.NS,CONTPTR.BO"
18,Biotechnology,Health Technology,65,59,72,65,"TITANBIO.BO,RUBICON.NS,FERMENTA.BO,HALEOSLABS.NS,AKUMS.NS,ANTHEM.NS,FABTECH.NS,ANL.BO"
