Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
5,SAMTELIN.BO,40.18,41.0,7.93K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,0.0,54.0,98.0,3.0507,2.3729,13.37K,17.75K,72.95,1.89,284.79M,No,44.91,53.35,25.14,51.33,34.5,249
8,ARIHANT.NS,1031.6,1048.5,3.57K,Finance,Real Estate Development,98.0,94.0,83.0,,69.2036,68.125,8.96K,2.87K,1225.0,39.65,11.21B,No,1076.53,930.97,,948.69,,89
20,TRADWIN.BO,659.9,630.9,0.01K,Consumer Services,Other Consumer Services,98.0,88.0,48.0,33.0,39.5964,27.3464,0.03K,0.04K,846.45,47.04,1.98B,No,615.56,603.44,522.1,603.91,614.38,498
34,HIKLASS.BO,88.0,87.51,13.50K,Finance,Investment Banks/Brokers,98.0,93.0,17.0,97.0,0.8629,0.3571,1.28K,4.38K,108.35,11.04,2.66B,No,83.83,78.95,54.81,79.1,71.04,496
41,EMROCK.BO,273.0,277.0,1.76K,Consumer Durables,Homebuilding,97.0,79.0,24.0,52.0,6.0036,5.6464,2.91K,3.64K,305.95,25.39,4.32B,No,259.11,265.05,232.21,263.61,270.31,495
50,FILTRON.BO,77.0,78.5,0.04K,Producer Manufacturing,Industrial Machinery,97.0,86.0,12.0,10.0,1.8586,0.7657,0.58K,1.75K,106.41,7.35,4.89B,No,69.52,76.85,84.4,75.12,88.98,497
54,COVANCE.BO,223.3,235.05,7.11K,Technology Services,Information Technology Services,97.0,9.0,84.0,86.0,15.2036,12.0429,9.79K,8.67K,270.0,26.67,4.95B,No,232.0,207.62,155.78,217.8,183.28,364
62,UFBL.NS,762.6,754.9,21.09K,Consumer Services,Restaurants,97.0,77.0,97.0,97.0,42.4572,39.7036,429.55K,227.22K,845.0,172.34,29.83B,No,730.5,693.43,366.34,720.08,451.96,497
65,YASHO.NS,4362.3,4215.7002,58.05K,Consumer Non-Durables,Food: Specialty/Candy,97.0,97.0,98.0,98.0,286.3285,245.4357,59.24K,123.67K,4490.0,1130.0,52.58B,No,3722.42,3194.93,1951.19,3378.69,2217.59,494
84,KREONFIN.BO,85.34,87.0,7.80K,Finance,Finance/Rental/Leasing,96.0,73.0,98.0,97.0,5.1286,5.005,37.40K,12.32K,96.89,23.92,1.73B,No,86.21,76.16,43.36,79.91,49.3,495
87,PURPLEWAVE.BO,283.25,298.15,38.00K,Technology Services,Packaged Software,96.0,99.0,98.0,96.0,20.8036,19.4036,42.17K,76.80K,312.0,95.1,,No,203.8,149.96,,169.53,134.11,161
99,RPTECH.NS,871.85,834.05,278.81K,Distribution Services,Electronics Distributors,96.0,89.0,95.0,96.0,46.8071,44.3964,1349.31K,682.85K,967.7,276.0,57.45B,No,833.58,766.45,486.34,802.1,553.82,499
108,SANSERA.NS,4002.0,3924.6001,192.32K,Producer Manufacturing,Auto Parts: Oem,96.0,92.0,95.0,94.0,163.55,157.6357,342.70K,393.19K,4038.0,1241.3,249.74B,No,3531.62,3274.62,2372.38,3418.83,2717.1,499
