Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Insurance Brokers/Services,Finance,93,6,7,0,RRFIN.BO
2,Cable/Satellite Tv,Consumer Services,92,26,89,90,NDLVENTURE.NS
3,Computer Communications,Electronic Technology,88,87,80,78,KERNEX.NS
4,Computer Processing Hardware,Electronic Technology,84,10,73,74,IDM.BO
5,Contract Drilling,Industrial Services,80,86,89,79,JINDRILL.NS
6,Precious Metals,Non-Energy Minerals,76,13,5,96,"MIDWEST.BO,DECNGOLD.NS"
7,Computer Peripherals,Electronic Technology,74,71,70,55,"SAMTELIN.BO,NETWEB.NS,PANACHE.NS,INDTONER.BO,CONTROLPR.NS"
8,Telecommunications Equipment,Electronic Technology,72,63,70,64,"HFCL.NS,MIRCELECTR.NS,ADCINDIA.BO,VALIANT.BO,ROSSTECH.NS,SMARTLINK.NS,ASTRAMICRO.NS,AVANTEL.NS,DCI.NS,DLINKINDIA.NS,TEJASNET.NS,KAVDEFENCE.NS,PRECISIO.BO,PUNJCOMMU.BO,BPL.NS"
9,Biotechnology,Health Technology,72,69,82,73,"TITANBIO.BO,ANL.BO,RUBICON.NS,HALEOSLABS.NS,ANTHEM.NS,AKUMS.NS,FABTECH.NS,FERMENTA.NS"
10,Beverages: Non-Alcoholic,Consumer Non-Durables,71,70,53,78,"VALENCIA.BO,ORIBEVER.BO,VBL.NS"
11,Aerospace & Defense,Electronic Technology,69,75,79,66,"MTARTECH.NS,IDEAFORGE.NS,KRISHNADEF.NS,AEQUS.NS,PARAS.NS,BEL.NS,HAL.NS,ROSSELLIND.NS,SIKA.NS,BDL.NS,TANAA.BO,DRONACHRYA.BO"
12,Alternative Power Generation,Utilities,68,59,64,54,"CLEANMAX.NS,ADANIGREEN.NS,UEL.NS,SUGSLLOYD.BO,NTPCGREEN.NS,INOXGREEN.NS,POWERGRID.NS,KPIGREEN.NS,WAAREERTL.NS,KPEL.NS,RELTD.NS"
13,Real Estate Investment Trusts,Finance,67,42,54,73,"FUNDVISER.BO,ANNAINFRA.BO,NXST.BO,KRT.BO,MINDSPACE.BO,EMBASSY.BO,BIRET.BO,PSCELESTIA.BO"
14,Pharmaceuticals: Generic,Health Technology,66,44,55,69,"NUTRICIRCLE.BO,ZIMLAB.NS,JAGSNPHARM.NS,DENISCHEM.BO"
15,Semiconductors,Electronic Technology,64,61,68,38,"GRERENEW.BO,INA.NS,HIGHNESS.BO,UTLSOLAR.NS,EMMVEE.NS,MOSCHIP.NS,WEBELSOLAR.NS,STERPOW.BO,SPELS.BO,PREMIERENE.NS,WAAREEENER.NS,ADTECH.BO,METSL.BO,RIR.BO,VIKRAMSOLR.NS,SOLARIUM.BO"
16,Other Metals/Minerals,Non-Energy Minerals,64,70,54,66,"PARMESHWAR.BO,RAPICUT.BO,HINDCOPPER.NS,VIDYAWIRES.NS,IMFA.NS,JAINREC.NS,SCBL.BO,HINDALCO.NS,POCL.NS,HINDZINC.NS,ASHAPURMIN.NS,SERA.BO,SANDUMA.NS,NMDC.NS,MANAKALUCO.NS,SBCL.NS,MIDHANI.NS,CUBEXTUB.NS,MMP.NS,MCL.NS,NILE.NS,GRAVITA.NS,COCHINM.BO,CHROME.BO,MAITHANALL.NS,MOIL.NS,NRL.NS,INDSILHYD.BO,ZODJRDMKJ.BO,SOUTHMG.BO,SHARVAYA.BO,KRUPALU.BO,SIYARAM.BO"
17,Drugstore Chains,Retail Trade,64,45,55,78,MEDPLUS.NS
18,Electrical Products,Producer Manufacturing,63,67,67,62,"BHAGYANGR.NS,MODINSU.BO,ATLANTAELE.NS,YASHHV.BO,PRECWIRE.NS,TDPOWERSYS.NS,QPOWER.NS,COSPOWER.BO,KSHINTL.NS,KIRLOSENG.NS,INDOTECH.NS,CYBELEIND.BO,GVTD.BO,GVT&D.NS,BHEL.NS,RISHABH.NS,RRKABEL.NS,INDOSMC.BO,ADVAIT.NS,RAMRAT.NS,DIACABS.NS,PARACABLES.NS,FINCABLES.NS,SWITCHTE.BO,POWERICA.NS,ACCORDTS.BO,JDCABLES.BO,ESABINDIA.NS,HIRECT.NS,RNITAI.BO,POLYCAB.NS,CGPOWER.NS,KEI.NS,RMC.NS,S&SPOWER.NS,CORDSCABLE.NS,VOLTAMP.NS,BIRLACABLE.NS,ABB.NS,HBLENGINE.NS,SIEMENS.NS,KECL.NS,BONLON.NS,PLAZACABLE.NS,ENRIN.NS,LGBBROSLTD.NS,DYCL.NS,MARSONS.NS,SHILCTECH.NS,SWELECTES.NS,ALFATRAN.BO,VETO.NS,RTSPOWR.BO,DCXINDIA.NS,SALZERELEC.NS,FOCUS.NS,SUZLON.NS,ELECON.NS,LAKSELEC.BO,HIGHENE.BO,PANCARBON.BO,EXICOM.NS,HONDAPOWER.NS,PROSTARM.NS,NIPPOBATRY.NS,EVEREADY.NS,STARDELTA.BO,CLN.BO,VGUARD.NS,IKIO.NS,ARE&M.NS,WSI.NS,SERVOTECH.NS,STDBAT.BO,TARIL.NS,QUADFUTURE.NS,JSLINDL.BO,EPIC.BO,JIGAR.BO,KAYCEEI.BO,BBL.NS,DEL.BO,JYOTI.BO,PANAENERG.BO,HAVELLS.NS,CALCOM.BO,INOXWIND.NS,DLTNCBL.BO,URAVIDEF.NS"
19,Electronic Equipment/Instruments,Electronic Technology,63,57,59,56,"APLABPP.BO,CNCRD.BO,APLAB.BO,POWERINDIA.NS,APARINDS.NS,WAAREEINDO.NS,DIGILOGIC.BO,NAGPI.BO,TVSELECT.NS,GENUSPOWER.NS,DENORA.NS,NITIRAJ.NS,SPECTRUM.NS,JGTL.BO,SHRADDHA.BO,HPL.NS,HINDHARD.BO,HONAUT.NS,WEL.NS"
20,Electronic Components,Electronic Technology,63,51,56,55,"ELPROINTL.NS,UNIVCABLES.NS,CENTUM.NS,BCCFUBA.BO,HEG.NS,NWIL.BO,INCAP.BO,MEIL.NS,GUJARATPOLY.BO,FINELINE.BO"
21,Integrated Oil,Energy Minerals,61,70,60,66,"ANTELOPUS.NS,IRMENERGY.NS,HINDOILEXP.NS,GNRL.NS,IOC.NS"
22,Aluminum,Non-Energy Minerals,61,52,52,58,"ARFIN.NS,NATIONALUM.NS,HRS.BO,HINDALUMI.BO,NIRAVCOM.BO,ALUFLUOR.BO,MAITRI.BO,MAANALU.NS,ORIENTCER.NS,EUROBOND.NS,SUDAI.BO,KANISHK.BO,VEDL.NS,SAMPAT.BO"
23,Steel,Non-Energy Minerals,60,56,59,59,"MSCTC.BO,SALSTEEL.NS,MAHASTEEL.NS,JAYNECOIND.NS,MWL.NS,SUNFLAG.NS,REMIEDEL.BO,SAIL.NS,STEELCAS.NS,UMIYA.BO,GALLANTT.NS,VISASTEEL.NS,LLOYDSME.NS,MSPL.NS,MPKSTEELS.BO,KANSHST.BO,GPIL.NS,GOODLUCK.NS,BMW.BO,TATASTEEL.NS,NELCAST.NS,PANCHMAHQ.BO,RATNAVEER.NS,BGWTATO.BO,RATNAMANI.NS,RSL.NS,JINDALSAW.NS,GANDHITUBE.NS,JINDALSTEL.NS,KIOCL.NS,NATGENI.BO,SUPERIRON.BO,SCANSTL.NS,JSWSTEEL.NS,NSLNISP.NS,SARDAEN.NS,MAHSEAMLES.NS,MUKANDLTD.NS,WELSPLSOL.NS,SAMBHV.NS,TIINDIA.NS,KAJARIR.BO,IMEC.BO,TULSYAN.BO,JTLIND.NS,VASWANI.NS,KIRLFER.NS,SGIL.NS,VENUSPIPES.NS,VSSL.NS,KSL.NS,SHAHALLOYS.NS,MANAKSTEEL.NS,NCML.BO,APLAPOLLO.NS,GUJINTRX.BO,ELECTCAST.NS,TALBROSENG.BO,JSL.NS,BEEKAY.NS,COCKERILL.NS,SCODATUBES.NS,CREATIVE.BO,SHBAJRG.NS,NEETUYOSHI.BO,NITINCAST.BO,HITECH.NS,PRAKASH.NS,INCREDIBLE.NS,BLOIN.BO,MAIDEN.BO,VSTL.NS,JAIBALAJI.NS,BANSALWIRE.NS,KIRLOSIND.NS,METALCO.BO,MANAKSIA.NS,VRAJ.NS,SURYAROSNI.NS,UNIAUTO.BO,ORISSAMINE.NS,KVSCASTING.BO,HISARMETAL.NS,SURAJ.BO,CHENFERRO.BO,SURAJLTD.NS,ELECTHERM.NS,AZADIND.BO,GARGFUR.BO,MANAKCOAT.NS,BEDMUTHA.NS,PENIND.NS,SMLT.NS,HARIOMPIPE.NS,VMSTMT.NS,SHRDAIS.BO,COSMICCRF.BO,MITTALSTL.BO"
24,Electric Utilities,Utilities,59,62,64,63,"SGMART.NS,ADANIPOWER.NS,ADANIENSOL.NS,NLCINDIA.NS,NAVA.NS,PTC.NS,NTPC.NS,CESC.NS,TATAPOWER.NS,TORNTPOWER.NS,JSWENERGY.NS,TEXINFRA.NS,KARMAENG.NS,WAA.BO,NHPC.NS,SJVN.NS,OMPOWER.NS,PACEDIGITK.NS,GIPCL.NS,GITARENEW.BO,EKI.BO,SWANCORP.NS"
25,Auto Parts: Oem,Producer Manufacturing,59,50,50,57,"AMS.BO,OMAXAUTO.NS,WHEELS.NS,SANSERA.NS,LUMAXTECH.NS,BELRISE.NS,BHARATSE.NS,SJS.NS,SEDEMAC.NS,CUMMINSIND.NS,LUMAXIND.NS,RICOAUTO.NS,SHRIPISTON.NS,RACLGEAR.NS,UNIPARTS.NS,NRBBEARING.NS,GABRIEL.NS,TENNIND.NS,SONACOMS.NS,MOTHERSON.NS,DIVGIITTS.NS,CARRARO.NS,JAMNAAUTO.NS,MUNJALAU.NS,ACGL.BO,PRICOLLTD.NS,KROSS.NS,FIEMIND.NS,RML.NS,JAYUSH.BO,GNA.NS,CIEINDIA.NS,TVSHLTD.NS,JBMA.NS,GSAUTO.BO,MUNJALSHOW.NS,ASAL.NS,PORWAL.BO,ZFCVINDIA.NS,VARROC.NS,MENNPIS.NS,PPAP.NS,EMMFORCE.BO,UNOMINDA.NS,HIMTEK.BO,AUTOIND.NS,BOSCHLTD.NS,INDNIPPON.NS,HINDCOMPOS.NS,NDRAUTO.NS,SWARAJENG.NS,JMA.NS,PRECAM.NS,EXIDEIND.NS,SNL.BO,KALYANIFRG.NS,MSUMI.NS,ASKAUTOLTD.NS,SSWL.NS,BIMETAL.NS,SUPRAJIT.NS,AUTOAXLES.NS,SUNDRMBRAK.NS,MINDACORP.NS,SHANTIGEAR.NS,SHARDAMOTR.NS,REMSONSIND.NS,RASANDIK.BO,MACPLASQ.BO,SUNCLAY.NS,ISTLTD.BO,SUNDRMFAST.NS,KINETICENG.BO,IGARASHI.NS,HITECHGEAR.NS,ALICON.NS,RANEHOLDIN.NS,SAMKRG.BO,ZFSTEERING.NS,ENKEIWHEL.BO,SALAUTO.BO,SKFINDUS.NS,ESCORTS.NS,UCAL.NS,JAGANLAM.BO,KRANTI.BO,SINTERCOM.NS"
26,Hospital/Nursing Management,Health Services,59,52,61,50,"PARKHOSPS.NS,ASARFI.BO,YATHARTH.NS,GKSL.NS,KMCSHIL.BO,ASTERDM.NS,KIMS.NS,ARTEMISMED.NS,FORTIS.NS,APOLLOHOSP.NS,SHARMEH.BO,HANNAH.BO,NH.NS,RAINBOW.NS,HCG.NS,MEDANTA.NS,KKSHL.BO,KOVAI.NS,CMMHOSP.BO,GPTHEALTH.NS,JLHL.NS,INDRAMEDCO.NS,MAXHEALTH.NS,SHANMUGA.BO,FORTISMLR.BO,NGIND.BO,SHALBY.NS,AASHKA.BO"
27,Medical Specialties,Health Technology,59,55,60,55,"HSIL.BO,CHOKSI.BO,AMKAY.BO,SHREEPAC.BO,LENSKART.NS,RAAJMEDI.BO,NURECA.NS,SETL.NS,GKB.BO,MICEL.NS,EARKART.BO,NOVATEOR.BO,POLYMED.NS,CSURGSU.BO,PREVEST.BO,VOEPL.BO"
28,Marine Shipping,Transportation,59,53,43,59,"COASTCORP.NS,GESHIP.NS,DREDGECORP.NS,PPARIVAH.BO,GPPL.NS,GLOTTIS.NS,TRANSWORLD.NS"
