Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Insurance Brokers/Services,Finance,98,4,66,97,RRFIN.BO
2,Discount Stores,Retail Trade,95,0,35,74,SPICELOUNG.BO
3,Real Estate Investment Trusts,Finance,81,74,80,82,"FUNDVISER.BO,MINDSPACE.BO,KRT.BO,EMBASSY.BO,BIRET.BO,INDUSINVIT.BO"
4,Major Banks,Finance,80,76,80,77,"SOUTHBANK.NS,CSBBANK.NS,CANBK.NS,RBLBANK.NS,UNIONBANK.NS,INDIANB.NS,BANKINDIA.NS,BANKBARODA.NS,MAHABANK.NS,IDBI.NS,FEDERALBNK.NS,PNB.NS,INDUSINDBK.NS,AXISBANK.NS,KOTAKBANK.NS,HDFCBANK.NS,CENTRALBK.NS,BANDHANBNK.NS,IOB.NS"
5,Life/Health Insurance,Finance,76,68,73,69,"CANHLIFE.NS,SBILIFE.NS,MFSL.NS,ICICIPRULI.NS,STARHEALTH.NS,BAJAJFINSV.NS,NIVABUPA.NS,LICI.NS"
6,Computer Communications,Electronic Technology,76,95,56,78,KERNEX.NS
7,Motor Vehicles,Consumer Durables,75,66,66,77,"ZELIO.BO,FORCEMOT.NS,ATHERENERG.NS,SMLMAH.NS,TMCV.NS,TVSMOTOR.NS,SEVL.BO,HEROMOTOCO.NS,EICHERMOT.NS,MARUTI.NS,SANDHAR.NS,M&M.NS,HYUNDAI.NS,ATLASCYCLE.NS,TMPV.NS,ATULAUTO.NS,OLECTRA.NS,OLAELEC.NS"
8,Financial Publishing/Services,Commercial Services,72,72,72,49,"CARERATING.NS,ICRA.NS"
9,Wireless Telecommunications,Communications,72,50,67,68,"BHARTIARTL.NS,BHARTIHEXA.NS,AIRTELPP.BO"
10,Drugstore Chains,Retail Trade,71,79,85,55,MEDPLUS.NS
11,Savings Banks,Finance,68,47,39,0,NSDL.BO
12,Aluminum,Non-Energy Minerals,67,60,61,64,"HINDALUMI.BO,NATIONALUM.NS,ARFIN.NS,VEDL.NS,MAANALU.NS,HRS.BO,ORIENTCER.NS,SUDAI.BO,EUROBOND.NS,ALUFLUOR.BO,NIRAVCOM.BO,SAMPAT.BO,SPINAROO.BO"
13,Biotechnology,Health Technology,66,44,55,57,"TITANBIO.BO,RUBICON.NS,FERMENTA.BO,FABTECH.NS,HALEOSLABS.NS,AKUMS.NS,ANTHEM.NS"
