Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
1,FILTRON.BO,101.3,0.50K,Producer Manufacturing,Industrial Machinery,99.0,95.0,98.0,,2.36K,4.97K,106.41,11.63,6.43B,No
2,EASTINDIA.BO,101.32,4.08K,Process Industries,Containers/Packaging,98.0,9.0,66.0,,3.09K,1.90K,148.0,20.2,1.50B,No
3,AXISOL.BO,154.95,3.01K,Technology Services,Information Technology Services,98.0,98.0,,,0.83K,1.61K,154.95,24.38,7.32B,No
4,SIMANDHAR.BO,136.05,0.00K,Distribution Services,Wholesale Distributors,98.0,98.0,,,12.76K,1.95K,136.05,21.5,415.89M,No
5,BIZOTIC.BO,1030.0,1.20K,Consumer Non-Durables,Apparel/Footwear,98.0,49.0,93.0,98.0,7.35K,4.28K,1053.0,73.4,8.28B,No
6,SERIND.BO,761.4,0.28K,Transportation,Air Freight/Couriers,98.0,92.0,98.0,98.0,1.18K,2.06K,793.05,88.87,753.47M,No
7,CIL.BO,267.0,0.01K,Commercial Services,Advertising/Marketing Services,98.0,51.0,97.0,98.0,1.20K,1.23K,307.0,30.5,1.44B,No
8,MAXGROW.BO,63.79,5.22K,Commercial Services,Personnel Services,98.0,98.0,,,22.11K,45.49K,73.36,12.15,2.55B,No
9,ISTRNETWK.BO,41.11,30.54K,Commercial Services,Miscellaneous Commercial Services,98.0,6.0,23.0,97.0,86.76K,28.31K,72.15,4.47,2.73B,No
10,SPICEISLIN.BO,291.55,0.92K,Process Industries,Textiles,98.0,96.0,98.0,98.0,21.05K,30.67K,313.15,31.6,1.82B,No
11,MAGNUS.BO,52.89,0.81K,Commercial Services,Miscellaneous Commercial Services,98.0,92.0,98.0,98.0,3.93K,4.81K,52.89,8.26,178.78M,No
12,AUTOINT.BO,490.3,3.38K,Finance,Finance/Rental/Leasing,98.0,0.0,1.0,97.0,2.25K,1.93K,1031.0,38.72,1.71B,No
13,STEELCO.BO,74.67,0.07K,Non-Energy Minerals,Steel,98.0,98.0,,,0.08K,0.07K,74.67,16.53,370.81M,No
14,SESHACHAL.BO,70.59,0.01K,Technology Services,Information Technology Services,98.0,86.0,,,1.25K,3.80K,84.5,15.0,490.15M,No
15,TELECANOR.BO,44.61,22.13K,Technology Services,Packaged Software,98.0,96.0,98.0,98.0,88.71K,43.65K,46.87,5.37,508.15M,No
16,HIKLASS.BO,41.98,0.00K,Finance,Investment Banks/Brokers,98.0,98.0,98.0,98.0,2.38K,0.00K,41.98,6.49,864.64M,No
17,SYNTHFO.BO,1925.65,0.31K,Producer Manufacturing,Metal Fabrication,98.0,93.0,94.0,98.0,1.51K,1.34K,2400.0,206.4,27.88B,No
18,SOMAPPR.BO,278.05,20.32K,Process Industries,Pulp & Paper,98.0,72.0,98.0,98.0,6.07K,6.46K,290.95,43.89,32.11B,No
19,JAUSPOL.BO,32.35,108.06K,Process Industries,Containers/Packaging,98.0,98.0,98.0,98.0,8.18K,15.31K,32.35,5.8,149.64M,No
20,SRICC.BO,49.64,1.69K,Non-Energy Minerals,Construction Materials,98.0,1.0,2.0,12.0,2.92K,4.22K,99.29,11.38,446.76M,No
21,APIS.BO,67.75,46.17K,Consumer Non-Durables,Food: Major Diversified,98.0,1.0,96.0,98.0,86.39K,72.08K,110.42,10.68,9.33B,No
22,AMITSEC.BO,54.88,6.86K,Commercial Services,Miscellaneous Commercial Services,98.0,96.0,67.0,96.0,2.02K,0.73K,67.16,7.28,389.65M,No
23,TAKE.NS,47.49,1254.93K,Technology Services,Information Technology Services,98.0,88.0,96.0,98.0,1731.26K,1314.37K,49.94,6.51,7.03B,No
24,CHECKPOINT.BO,99.1,12.44K,Distribution Services,Medical Distributors,98.0,3.0,90.0,97.0,11.51K,3.57K,144.4,12.22,541.91M,No
25,PANKAJPO.BO,55.99,8.95K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,50.0,98.0,98.0,19.89K,14.50K,75.97,12.84,310.40M,No
26,CRIMSON.BO,51.85,0.10K,Non-Energy Minerals,Steel,98.0,35.0,96.0,97.0,0.26K,0.04K,61.35,10.33,229.60M,No
27,EMAINDIA.BO,433.4,13.29K,Producer Manufacturing,Industrial Machinery,98.0,92.0,98.0,97.0,5.59K,4.97K,455.6,86.5,435.57M,No
28,GHVINFRA.BO,318.8,18.66K,Technology Services,Data Processing Services,98.0,96.0,68.0,52.0,10.05K,22.94K,362.4,36.26,22.98B,No
