Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Computer Communications,Electronic Technology,93,87,96,93,KERNEX.NS
2,Precious Metals,Non-Energy Minerals,90,11,18,13,"DECNGOLD.NS,REMAGNET.BO"
3,Airlines,Transportation,76,78,80,74,"AFCOM.BO,TAALTECH.NS,INDIGO.NS"
4,Biotechnology,Health Technology,74,62,66,74,"RUBICON.NS,TITANBIO.BO,AKUMS.NS,ANL.BO,FERMENTA.NS,HALEOSLABS.NS,VANTABIO.BO,ANTHEM.NS,GVBL.BO,FABTECH.NS"
5,Contract Drilling,Industrial Services,69,77,72,70,JINDRILL.NS
6,Nan,Nan,69,11,79,0,KRISHPP.BO
7,Electronics Distributors,Distribution Services,67,50,67,53,"RPTECH.NS,STARCOM.BO,PANIDPR.BO,CNL.NS,COLAB.BO,OPTIEMUS.NS,LABELKRAFT.BO,REDINGTON.NS,PALREDTEC.NS,ACCEDERE.BO,BRISK.BO,MISQUITA.BO"
8,Aerospace & Defense,Electronic Technology,65,42,65,69,"MTARTECH.NS,IDEAFORGE.NS,PARAS.NS,KRISHNADEF.NS,AEQUS.NS,SIKA.NS,ROSSELLIND.NS,HAL.NS,BEL.NS,TANAA.BO,DRONACHRYA.BO,BDL.NS"
9,Telecommunications Equipment,Electronic Technology,64,38,63,64,"HFCL.NS,ASTRAMICRO.NS,SMARTLINK.NS,ADCINDIA.BO,ROSSTECH.NS,ONIDA.NS,VALIANT.BO,PRECISIO.BO,TEJASNET.NS,AVANTEL.NS,DCI.NS,DLINKINDIA.NS,PUNJCOMMU.BO,KAVDEFENCE.NS,BPL.NS,SALORAINTL.BO"
10,Computer Peripherals,Electronic Technology,64,37,61,67,"PANACHE.NS,NETWEB.NS,WEPSOLN.BO,INDTONER.BO,CONTROLPR.NS"
11,Auto Parts: Oem,Producer Manufacturing,62,58,60,59,"OMAXAUTO.NS,AMS.BO,SANSERA.NS,SEDEMAC.NS,WHEELS.NS,SJS.NS,INDNIPPON.NS,EMMFORCE.BO,SHRIPISTON.NS,UNIPARTS.NS,NRBBEARING.NS,SONACOMS.NS,RML.NS,DIVGIITTS.NS,BELRISE.NS,GNA.NS,RICOAUTO.NS,BHARATSE.NS,GABRIEL.NS,SSWL.NS,RANEHOLDIN.NS,PPAP.NS,MENNPIS.NS,CUMMINSIND.NS,MOTHERSON.NS,BIMETAL.NS,MUNJALAU.NS,RACLGEAR.NS,AFLTD.BO,MINDACORP.NS,EXIDEIND.NS,SUNDRMBRAK.NS,JAMNAAUTO.NS,AUTOIND.NS,HIMTEK.BO,ACGL.BO,VARROC.NS,PRICOLLTD.NS,BOSCHLTD.NS,FIEMIND.NS,SUPRAJIT.NS,SKFINDUS.NS,TVSHLTD.NS,KROSS.NS,ASKAUTOLTD.NS,ASAL.NS,JBMA.NS,JAYUSH.BO,CARRARO.NS,LUMAXTECH.NS,MUNJALSHOW.NS,LUMAXIND.NS,TENNIND.NS,SNL.BO,SUNDRMFAST.NS,ZFCVINDIA.NS,IGARASHI.NS,PORWAL.BO,KINETICENG.BO,JMA.NS,AUTOAXLES.NS,NDRAUTO.NS,UNOMINDA.NS,UCAL.NS,CIEINDIA.NS,SAMKRG.BO,HINDCOMPOS.NS,MACPLASQ.BO,ARISINT.BO,KALYANIFRG.NS,MSUMI.NS,SUNCLAY.NS,RASANDIK.BO,SWARAJENG.NS,SHARDAMOTR.NS,SHANTIGEAR.NS,SINTERCOM.NS,HITECHGEAR.NS,ESCORTS.NS,ALICON.NS,PRECAM.NS,ISTLTD.BO,ENKEIWHEL.BO,ZFSTEERING.NS,SALAUTO.BO,JAGANLAM.BO,KRANTI.BO,REMSONSIND.NS"
12,Publishing: Books/Magazines,Consumer Services,62,69,69,67,"MPSLTD.NS,DACHEPALLI.BO,SCHAND.NS"
13,Electronic Production Equipment,Electronic Technology,62,64,67,70,"AVALON.NS,SYRMA.NS,APOLLO.NS,CYIENTDLM.NS,DATAPATTNS.NS,NELCO.NS,DIXON.NS,PGEL.NS,CONTAINE.BO,KAYNES.NS,ELIN.NS"
14,Pharmaceuticals: Generic,Health Technology,62,29,67,72,"ZIMLAB.NS,ZENLABS.BO,JAGSNPHARM.NS,DENISCHEM.BO"
15,Electronic Equipment/Instruments,Electronic Technology,61,39,55,55,"SPECTRUM.NS,POWERINDIA.NS,APARINDS.NS,DIGILOGIC.BO,CNCRD.BO,APLAB.BO,NAGPI.BO,APLABPP.BO,DENORA.NS,HONAUT.NS,NITIRAJ.NS,TVSELECT.NS,GENUSPOWER.NS,SHRADDHA.BO,JGTL.BO,WAAREEINDO.NS,HINDHARD.BO,HPL.NS,WEL.NS"
16,Hospital/Nursing Management,Health Services,60,53,60,57,"KOVAI.NS,KMCSHIL.BO,PARKHOSPS.NS,HANNAH.BO,ASARFI.BO,YATHARTH.NS,ASTERDM.NS,GKSL.NS,APOLLOHOSP.NS,MEDANTA.NS,JLHL.NS,KIMS.NS,ARTEMISMED.NS,RAINBOW.NS,NH.NS,HCG.NS,GPTHEALTH.NS,FORTIS.NS,MAXHEALTH.NS,SHANMUGA.BO,AASHKA.BO,KKSHL.BO,CMMHOSP.BO,SHARMEH.BO,SHALBY.NS,INDRAMEDCO.NS,NGIND.BO,FORTISMLR.BO"
17,Regional Banks,Finance,60,68,63,54,"J&KBANK.NS,TMB.NS,SURYODAY.NS,KTKBANK.NS,ESAFSFB.NS,KARURVYSYA.NS,UJJIVANSFB.NS,EQUITASBNK.NS,MUNOTHFI.BO,JSFB.NS,CUB.NS,DCBBANK.NS,CAPITALSFB.NS,IDFCFIRSTB.NS,JAGSONSER.BO,ICICIBANK.NS,AUBANK.NS,SBIN.NS,UCOBANK.NS,FINOPB.NS,MONEYBOXX.NS,DAMCAPITAL.NS,EMERALD.BO,CMBL.BO"
18,Marine Shipping,Transportation,60,42,51,55,"PPARIVAH.BO,GESHIP.NS,DREDGECORP.NS,COASTCORP.NS,GLOTTIS.NS,GPPL.NS,TRANSWORLD.NS"
19,Electronic Components,Electronic Technology,60,49,55,56,"ELPROINTL.NS,BCCFUBA.BO,UNIVCABLES.NS,CENTUM.NS,MRTX.BO,HEG.NS,GUJARATPOLY.BO,INCAP.BO,FINELINE.BO,MEIL.NS,PANELEC.BO"
20,Miscellaneous,Miscellaneous,59,51,60,62,"INOVSYNTH.BO,ASHIKA.NS,SCILAL.NS"
