Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
6,SWANDEF.NS,1910.4,8.30K,Producer Manufacturing,Trucks/Construction/Farm Machinery,98.0,61.0,84.0,98.0,26.11K,28.32K,2489.0,162.47,-23.25
11,EASTSILK.NS,57.88,1.09K,Process Industries,Textiles,98.0,46.0,26.0,25.0,3.23K,0.97K,99.25,1.8,-41.68
19,AHLWEST.NS,715.65,2.29K,Consumer Services,Hotels/Resorts/Cruise Lines,98.0,99.0,,,2.78K,5.16K,715.65,137.0,0.0
31,STLTECH.NS,420.15,2686.22K,Technology Services,Information Technology Services,98.0,97.0,98.0,98.0,7906.19K,5048.97K,434.7,67.7,-3.35
33,MTARTECH.NS,7947.5,4822.18K,Electronic Technology,Aerospace & Defense,97.0,98.0,98.0,98.0,876.20K,2087.61K,8025.0,1390.5,-0.97
42,CUPID.NS,120.16,14482.37K,Consumer Non-Durables,Household/Personal Care,97.0,80.0,93.0,97.0,19767.59K,17026.19K,133.92,17.68,-10.27
54,BHAGYANGR.NS,277.6,149.54K,Producer Manufacturing,Electrical Products,97.0,95.0,97.0,97.0,345.04K,193.46K,351.9,70.21,-21.11
66,DEEDEV.NS,498.9,853.70K,Producer Manufacturing,Industrial Machinery,96.0,92.0,98.0,97.0,5381.28K,466.26K,511.0,183.0,-2.37
68,SALSTEEL.NS,58.01,107.67K,Non-Energy Minerals,Steel,96.0,72.0,84.0,92.0,161.88K,135.35K,63.49,14.37,-8.63
74,BAJAJCON.NS,546.65,1010.88K,Consumer Non-Durables,Household/Personal Care,96.0,91.0,94.0,97.0,1410.19K,1535.15K,567.95,168.25,-3.75
78,UFBL.NS,480.95,7103.79K,Consumer Services,Restaurants,96.0,98.0,97.0,97.0,197.43K,611.44K,480.95,172.34,0.0
81,AEROFLEX.NS,379.95,1660.90K,Producer Manufacturing,Industrial Machinery,96.0,95.0,97.0,97.0,3270.03K,6134.76K,458.7,158.0,-17.17
82,OMNI.NS,422.95,349.65K,Producer Manufacturing,Metal Fabrication,96.0,93.0,,,1222.68K,474.66K,479.4,176.25,-11.78
85,SAKAR.NS,786.75,185.46K,Health Technology,Pharmaceuticals: Major,96.0,95.0,97.0,97.0,182.41K,496.05K,829.6,306.0,-5.17
86,WHEELS.NS,1676.4,519.46K,Producer Manufacturing,Auto Parts: Oem,96.0,98.0,97.0,96.0,208.00K,465.73K,1725.0,705.85,-2.82
88,VENUSREM.NS,1030.55,71.82K,Health Technology,Pharmaceuticals: Major,96.0,57.0,92.0,96.0,56.57K,47.27K,1088.8,349.0,-5.35
89,TDPOWERSYS.NS,1302.1,2062.13K,Producer Manufacturing,Electrical Products,96.0,95.0,95.0,94.0,1378.30K,2493.65K,1361.0,453.1,-4.33
91,KSHINTL.NS,694.0,601.36K,Producer Manufacturing,Electrical Products,96.0,87.0,97.0,,386.48K,395.68K,701.95,330.0,-1.13
92,ACUTAAS.NS,3000.4,825.07K,Health Technology,Pharmaceuticals: Major,96.0,94.0,95.0,96.0,531.69K,426.49K,3025.0,1059.0,-0.81
94,KMEW.NS,2161.4,134.07K,Producer Manufacturing,Trucks/Construction/Farm Machinery,96.0,95.0,87.0,94.0,135.15K,142.59K,2285.4,732.7,-5.43
98,OMAXAUTO.NS,206.62,41.35K,Producer Manufacturing,Auto Parts: Oem,95.0,98.0,97.0,97.0,207.99K,227.12K,240.0,82.91,-13.91
99,HFCL.NS,141.75,40885.25K,Electronic Technology,Telecommunications Equipment,95.0,97.0,97.0,96.0,47318.64K,73505.36K,155.3,59.82,-8.73
101,ATLANTAELE.NS,1640.9,74.94K,Producer Manufacturing,Electrical Products,95.0,91.0,97.0,95.0,242.78K,165.24K,1901.8,707.6,-13.72
102,BBOX.NS,952.05,498.04K,Technology Services,Information Technology Services,95.0,98.0,97.0,96.0,957.80K,2427.41K,966.0,435.05,-1.44
104,SIGMAADV.NS,332.95,109.95K,Technology Services,Information Technology Services,95.0,98.0,97.0,,296.23K,359.79K,354.9,140.1,-6.18
107,MCX.NS,3322.8,3459.46K,Finance,Investment Banks/Brokers,95.0,89.0,93.0,96.0,3371.60K,3606.43K,3480.0,1250.4,-4.52
108,ARFIN.NS,92.51,2201.77K,Non-Energy Minerals,Aluminum,95.0,30.0,86.0,95.0,1668.69K,3562.94K,106.2,31.43,-12.89
111,CPPLUS.NS,2416.3,128.85K,Consumer Durables,Electronics/Appliances,95.0,76.0,95.0,95.0,393.56K,221.66K,2575.0,1015.0,-6.16
112,SANSERA.NS,2854.5,3037.26K,Producer Manufacturing,Auto Parts: Oem,95.0,91.0,87.0,96.0,215.98K,143.77K,2898.0,1216.3,-1.5
113,SHADOWFAX.NS,205.42,9529.13K,Technology Services,Packaged Software,95.0,96.0,96.0,,2227.99K,5255.68K,211.77,98.55,-3.0
114,MAHASTEEL.NS,808.65,7.86K,Non-Energy Minerals,Steel,95.0,14.0,74.0,73.0,7.14K,3.06K,1050.0,274.6,-22.99
115,POWERINDIA.NS,36450.0,164.51K,Electronic Technology,Electronic Equipment/Instruments,95.0,92.0,96.0,95.0,140.56K,135.48K,36750.0,16111.0,-0.82
116,KOTYARK.NS,460.1,147.77K,Process Industries,Industrial Specialties,95.0,94.0,97.0,95.0,60.59K,80.24K,464.0,191.2,-0.84
117,PRECWIRE.NS,398.4,556.84K,Producer Manufacturing,Electrical Products,95.0,65.0,95.0,95.0,985.83K,492.50K,445.5,168.51,-10.57
118,APOLLO.NS,358.6,53083.65K,Electronic Technology,Electronic Production Equipment,95.0,94.0,95.0,87.0,13325.38K,26261.00K,377.7,135.5,-5.06
119,VIDYAWIRES.NS,89.1,3613.98K,Non-Energy Minerals,Other Metals/Minerals,95.0,90.0,97.0,,5926.52K,7320.19K,103.61,42.51,-14.0
120,ATHERENERG.NS,889.3,3263.67K,Consumer Durables,Motor Vehicles,95.0,51.0,86.0,91.0,4212.50K,4390.51K,989.4,301.0,-10.12
123,GVPIL.NS,697.55,139.17K,Industrial Services,Engineering & Construction,95.0,97.0,94.0,97.0,228.39K,265.85K,748.4,270.9,-6.79
126,MWL.NS,369.0,127.06K,Non-Energy Minerals,Steel,95.0,96.0,91.0,95.0,85.64K,77.91K,377.0,150.0,-2.12
131,BLISSGVS.NS,295.2,2682.82K,Health Technology,Pharmaceuticals: Major,94.0,86.0,91.0,96.0,1825.18K,2291.56K,301.45,118.0,-2.07
132,SBC.NS,37.88,29976.14K,Distribution Services,Wholesale Distributors,94.0,83.0,86.0,94.0,11522.36K,14187.48K,38.31,14.21,-1.12
133,MCLEODRUSS.NS,71.05,987.43K,Consumer Non-Durables,Food: Specialty/Candy,94.0,92.0,96.0,86.0,655.97K,562.78K,73.8,28.5,-3.73
136,AGIIL.NS,380.5,2201.72K,Finance,Real Estate Development,94.0,68.0,96.0,93.0,3172.97K,2090.57K,434.4,162.58,-12.41
137,QPOWER.NS,1121.8,166.71K,Producer Manufacturing,Electrical Products,94.0,12.0,92.0,86.0,1187.04K,983.29K,1441.0,403.1,-22.15
140,RPTECH.NS,550.95,458.32K,Distribution Services,Electronics Distributors,94.0,88.0,95.0,95.0,203.66K,308.46K,560.0,275.6,-1.62
142,MIRCELECTR.NS,38.61,1281.72K,Electronic Technology,Telecommunications Equipment,94.0,92.0,87.0,93.0,2545.98K,8694.44K,49.23,13.1,-21.57
143,WELINV.NS,1800.0,0.63K,Finance,Investment Banks/Brokers,94.0,95.0,92.0,94.0,0.84K,0.95K,1953.0,800.25,-7.83
144,SCHNEIDER.NS,1325.3,219.62K,Distribution Services,Wholesale Distributors,94.0,94.0,96.0,95.0,178.31K,166.95K,1370.0,571.85,-3.26
145,GVT&D.NS,4794.6,1086.90K,Producer Manufacturing,Electrical Products,94.0,85.0,91.0,94.0,722.17K,749.60K,4962.4,1805.1,-3.38
147,ROSSTECH.NS,928.75,80.33K,Electronic Technology,Telecommunications Equipment,94.0,50.0,89.0,90.0,111.91K,184.91K,1061.9,354.0,-12.54
149,NATIONALUM.NS,406.4,5308.86K,Non-Energy Minerals,Aluminum,94.0,38.0,79.0,94.0,13125.34K,7503.15K,445.15,176.34,-8.7
150,ADANIPOWER.NS,219.33,34979.43K,Utilities,Electric Utilities,94.0,78.0,95.0,92.0,44159.21K,38097.31K,234.4,105.42,-6.43
151,JAYNECOIND.NS,106.49,7508.99K,Non-Energy Minerals,Steel,94.0,77.0,92.0,92.0,6250.02K,5110.44K,117.0,34.9,-8.98
152,HINDCOPPER.NS,552.15,3536.95K,Non-Energy Minerals,Other Metals/Minerals,94.0,55.0,31.0,95.0,9748.30K,10394.71K,760.05,224.51,-27.35
153,DSSL.NS,1640.6,795.46K,Technology Services,Information Technology Services,94.0,98.0,96.0,96.0,107.60K,200.35K,1755.0,781.0,-6.52
154,UNIVPHOTO.NS,415.15,0.10K,Consumer Durables,Electronics/Appliances,94.0,46.0,96.0,95.0,26.79K,0.13K,515.8,180.6,-19.51
160,PARKHOSPS.NS,255.76,770.40K,Health Services,Hospital/Nursing Management,93.0,86.0,94.0,,956.34K,1165.93K,266.8,138.1,-4.14
161,SGMART.NS,618.1,517.87K,Utilities,Electric Utilities,93.0,85.0,95.0,96.0,382.78K,553.55K,638.1,313.1,-3.13
162,ELPROINTL.NS,165.51,45.92K,Electronic Technology,Electronic Components,93.0,,,,334.66K,540.44K,170.7,86.0,-3.04
163,SENORES.NS,1109.35,306.56K,Health Technology,Pharmaceuticals: Major,93.0,93.0,93.0,92.0,358.84K,1007.21K,1194.4,500.0,-7.12
164,SEAMECLTD.NS,1587.1,77.87K,Industrial Services,Oilfield Services/Equipment,93.0,70.0,78.0,96.0,96.60K,255.06K,1709.2,752.55,-7.14
165,NINSYS.NS,624.4,5.86K,Technology Services,Packaged Software,93.0,94.0,97.0,93.0,15.84K,10.55K,631.0,281.05,-1.05
166,AXISCADES.NS,2045.9,114.63K,Commercial Services,Miscellaneous Commercial Services,93.0,75.0,94.0,92.0,160.79K,120.87K,2211.0,939.0,-7.47
167,IDEAFORGE.NS,739.0,276.46K,Electronic Technology,Aerospace & Defense,93.0,97.0,97.0,95.0,2163.63K,1861.61K,888.0,366.0,-16.78
168,APOLLOPIPE.NS,547.75,1247.40K,Producer Manufacturing,Miscellaneous Manufacturing,93.0,92.0,96.0,96.0,2195.14K,776.33K,554.0,252.1,-1.13
169,BHEL.NS,408.15,8199.72K,Producer Manufacturing,Electrical Products,93.0,93.0,96.0,92.0,17258.17K,18440.87K,417.9,205.12,-2.33
172,PRECOT.NS,769.4,30.80K,Process Industries,Textiles,93.0,96.0,95.0,95.0,5.52K,7.77K,783.9,300.05,-1.85
173,NDLVENTURE.NS,127.2,23.22K,Consumer Services,Cable/Satellite Tv,93.0,54.0,86.0,92.0,57.01K,28.83K,140.0,59.0,-9.14
175,WELCORP.NS,1330.2,936.31K,Producer Manufacturing,Industrial Machinery,93.0,92.0,96.0,92.0,816.93K,740.70K,1377.4,710.0,-3.43
176,SCPL.NS,461.8,44.43K,Consumer Non-Durables,Food: Meat/Fish/Dairy,93.0,97.0,91.0,97.0,11.05K,16.53K,480.0,190.03,-3.79
177,SOUTHWEST.NS,255.98,787.60K,Energy Minerals,Coal,93.0,73.0,92.0,89.0,334.53K,451.14K,268.79,121.0,-4.77
178,NGLFINE.NS,2501.9,11.24K,Health Technology,Pharmaceuticals: Major,93.0,82.0,70.0,96.0,8.41K,13.36K,2767.9,980.0,-9.61
179,NORBTEAEXP.NS,82.22,7.93K,Consumer Non-Durables,Food: Specialty/Candy,93.0,91.0,60.0,91.0,6.10K,11.74K,99.35,30.5,-17.24
181,BSE.NS,4186.9,3506.02K,Finance,Investment Banks/Brokers,93.0,90.0,92.0,94.0,4451.29K,5306.44K,4298.9,2021.5,-2.61
184,NITTAGELA.NS,1348.85,7.69K,Consumer Non-Durables,Food: Specialty/Candy,93.0,,,,13.05K,12.27K,1354.0,837.05,-0.38
