Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
6,MODMA.BO,58.8,0.40K,Producer Manufacturing,Metal Fabrication,98.0,2.0,98.0,98.0,2.1407,1.7786,3.68K,1.28K,85.79,1.1,6.85B,No,68.88,25.07,69.1,33.85
16,KARTKIN.BO,9436.0,0.04K,Finance,Financial Conglomerates,98.0,75.0,98.0,98.0,385.4072,206.4929,0.03K,0.05K,10741.85,1087.8,2.30B,No,8563.08,3358.46,8690.74,4293.13
30,STLTECH.NS,518.15,1890.44K,Technology Services,Information Technology Services,98.0,12.0,98.0,98.0,32.4464,28.2929,4324.91K,2521.84K,679.9,84.6,266.28B,No,525.11,238.29,536.35,287.88
47,SWANDEF.NS,2254.6,38.11K,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,75.0,72.0,91.0,92.6429,91.6643,19.55K,20.55K,2489.0,291.67,118.78B,No,2034.73,1573.02,2053.16,1874.42
54,INDUSFINL.BO,144.2,0.48K,Finance,Investment Banks/Brokers,97.0,92.0,98.0,98.0,5.775,5.4071,8.19K,7.77K,162.75,38.94,1.34B,No,118.93,68.15,121.85,77.04
57,NATHUEC.BO,35.0,11.66K,Transportation,Air Freight/Couriers,97.0,9.0,98.0,97.0,1.1279,0.7414,15.03K,3.58K,39.68,7.52,145.09M,No,32.24,17.44,33.02,19.65
98,NOVARTIND.NS,1664.8,307.55K,Health Technology,Pharmaceuticals: Major,96.0,78.0,,,54.2857,54.1857,27.73K,14.11K,1690.0,672.25,41.11B,No,1348.19,,1372.43,
110,SICAGEN.NS,52.61,6.84K,Distribution Services,Wholesale Distributors,95.0,27.0,,,2.0543,2.0436,14.78K,6.70K,61.5,24.35,2.08B,No,54.09,,54.06,
126,ATHERENERG.NS,1184.6,3601.23K,Consumer Durables,Motor Vehicles,95.0,85.0,92.0,92.0,47.7929,47.7929,4712.49K,5461.77K,1253.6,329.2,454.07B,No,1001.78,778.51,1008.89,827.37
130,KRISHNA.BO,42.36,12.92K,Industrial Services,Engineering & Construction,95.0,97.0,96.0,95.0,2.725,2.1093,18.98K,23.18K,51.72,12.44,457.49M,No,32.12,22.7,33.05,25.99
133,CRYOGENIC.BO,295.95,23.25K,Industrial Services,Oilfield Services/Equipment,95.0,76.0,93.0,93.0,13.2464,12.2107,61.73K,22.88K,310.0,99.01,4.23B,No,241.14,193.22,243.82,195.3
142,IOLCP.NS,169.09,3125.95K,Process Industries,Chemicals: Specialty,94.0,94.0,97.0,96.0,9.6321,9.4993,5469.32K,12073.20K,177.9,67.19,49.63B,No,128.06,95.54,129.44,95.46
146,VEERHEALTH.BO,38.82,157.47K,Health Technology,Pharmaceuticals: Other,94.0,97.0,95.0,95.0,1.3443,1.3436,153.10K,262.04K,40.74,16.7,776.34M,No,26.64,20.82,27.15,21.94
150,SENORES.NS,1435.5,299.46K,Health Technology,Pharmaceuticals: Major,94.0,92.0,95.0,93.0,55.9643,55.9643,474.94K,333.41K,1487.9,601.1,66.11B,No,1159.65,882.04,1195.66,937.53
167,KERNEX.NS,2233.4,163.13K,Electronic Technology,Computer Communications,94.0,76.0,95.0,94.0,118.1857,114.5071,333.55K,274.90K,2445.0,850.0,37.53B,No,1800.1,1321.24,1843.08,1379.77
168,INDOBORAX.NS,472.65,396.51K,Process Industries,Chemicals: Specialty,94.0,91.0,95.0,91.0,22.0214,20.8536,250.89K,257.91K,475.4,224.0,15.17B,No,344.8,273.89,354.4,285.72
183,AEGISLOG.NS,1293.6,1463.95K,Distribution Services,Wholesale Distributors,93.0,98.0,96.0,93.0,83.2571,81.9072,2935.57K,3438.99K,1423.5,576.1,454.05B,No,908.33,767.71,930.27,764.2
188,EBGNG.NS,608.55,272.42K,Technology Services,Information Technology Services,93.0,98.0,93.0,95.0,36.075,33.2214,764.96K,976.29K,689.5,239.0,69.38B,No,486.4,374.17,492.41,394.24
190,AVALON.NS,1720.9,175.44K,Electronic Technology,Electronic Production Equipment,93.0,82.0,94.0,95.0,80.2071,78.2571,553.11K,424.06K,1853.0,777.3,114.98B,No,1557.53,1134.05,1604.98,1174.79
193,KMCSHIL.BO,133.0,106.16K,Health Services,Hospital/Nursing Management,93.0,81.0,92.0,94.0,7.8107,7.6964,219.04K,320.66K,145.9,62.5,21.69B,No,111.56,86.65,113.13,92.94
194,UNIABEXAL.BO,5626.7,0.25K,Producer Manufacturing,Metal Fabrication,93.0,93.0,96.0,94.0,250.5036,242.6464,1.57K,1.42K,5750.0,2667.0,11.11B,No,4253.34,3425.06,4350.8,3473.34
205,PARKHOSPS.NS,290.45,785.27K,Health Services,Hospital/Nursing Management,93.0,45.0,85.0,95.0,10.55,10.4679,937.17K,956.14K,305.0,138.1,125.45B,No,272.5,,274.23,213.02
244,RATEGAIN.NS,946.7,227.12K,Technology Services,Packaged Software,92.0,87.0,94.0,85.0,34.6857,34.2107,700.54K,521.53K,970.0,417.6,112.05B,No,775.98,656.18,785.72,645.52
249,RRKABEL.NS,2374.8,819.22K,Producer Manufacturing,Electrical Products,91.0,47.0,92.0,90.0,88.7,88.25,773.77K,565.67K,2549.0,1165.0,268.60B,No,2132.14,1584.47,2167.01,1684.04
252,RML.NS,1254.3,30.00K,Producer Manufacturing,Auto Parts: Oem,91.0,96.0,95.0,92.0,59.65,58.7607,96.29K,121.49K,1323.9,608.5,34.67B,No,993.25,838.02,1013.82,853.87
253,ADANIENSOL.NS,1644.6,1061.27K,Utilities,Electric Utilities,91.0,66.0,90.0,91.0,55.2,54.3214,3517.21K,3478.79K,1712.0,744.9,1975.63B,No,1476.67,1123.92,1484.5,1185.43
261,KPL.NS,2654.9,17.15K,Health Technology,Pharmaceuticals: Major,91.0,51.0,,,140.6143,136.8714,42.59K,42.92K,2890.3,1561.0,,No,2244.12,,2388.72,
272,NRBBEARING.NS,424.1,315.17K,Producer Manufacturing,Auto Parts: Oem,91.0,28.0,93.0,91.0,19.5071,19.2714,1103.98K,859.66K,467.6,212.55,41.10B,No,388.89,300.46,392.99,307.02
289,ORCHPHARMA.NS,1007.4,154.83K,Health Technology,Pharmaceuticals: Major,90.0,86.0,95.0,84.0,54.0464,51.8393,181.38K,471.49K,1094.0,480.0,51.09B,No,845.73,734.63,858.77,710.17
291,ARVIND.NS,544.35,770.09K,Process Industries,Textiles,90.0,63.0,84.0,92.0,24.6,24.2,1112.94K,1279.32K,600.0,274.8,142.68B,No,495.07,376.46,498.76,397.86
294,ONEGLOBAL.BO,594.2,6.93K,Commercial Services,Miscellaneous Commercial Services,90.0,62.0,44.0,46.0,37.4179,34.05,61.96K,24.07K,790.0,220.25,11.61B,No,557.05,528.66,557.5,586.32
297,RAIN.NS,213.41,9308.51K,Process Industries,Industrial Specialties,90.0,54.0,94.0,88.0,8.1879,8.0943,7093.78K,4788.34K,218.9,99.9,71.78B,No,178.88,142.26,181.04,149.53
299,IKOMA.BO,66.8,47.38K,Producer Manufacturing,Building Products,90.0,76.0,97.0,96.0,3.8486,3.6836,108.72K,123.22K,87.75,13.81,1.55B,No,64.07,48.13,65.0,40.63
302,HANNAH.BO,111.0,28.00K,Health Services,Hospital/Nursing Management,90.0,66.0,87.0,,4.6643,3.775,33.97K,41.00K,128.8,55.99,2.52B,No,91.72,,93.42,
307,UNICHEMLAB.NS,596.95,432.86K,Health Technology,Pharmaceuticals: Major,90.0,97.0,96.0,88.0,33.9929,33.8464,842.08K,1541.03K,687.2,278.2,42.03B,No,416.86,411.79,427.81,388.45
