Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
15,SMTEL.BO,444.9,0.30K,Commercial Services,Miscellaneous Commercial Services,98.0,38.0,46.0,96.0,26.5714,25.7929,0.37K,0.38K,494.85,23.35,8.04B,No,415.46,286.45,411.66,370.06
18,KARTKIN.BO,9932.55,0.06K,Finance,Financial Conglomerates,98.0,76.0,98.0,98.0,385.4072,206.4929,0.02K,0.05K,10741.85,1036.0,2.42B,No,8563.08,3358.46,8690.74,4293.13
26,CUPID.NS,196.98,77331.81K,Consumer Non-Durables,Household/Personal Care,98.0,97.0,97.0,95.0,10.7264,10.4257,20629.42K,27537.71K,226.0,21.29,264.87B,No,151.61,94.74,156.87,111.59
27,EMROCK.BO,277.9,2.01K,Consumer Durables,Homebuilding,98.0,26.0,54.0,88.0,18.0571,17.9607,3.10K,2.14K,305.95,24.19,4.40B,No,282.88,205.32,281.16,258.25
30,AXISOL.BO,305.0,11.12K,Technology Services,Information Technology Services,98.0,19.0,75.0,98.0,4.55,2.9821,4.41K,1.80K,350.0,15.0,14.38B,No,290.85,160.2,295.43,210.43
33,MAGNUS.BO,74.85,241.10K,Commercial Services,Miscellaneous Commercial Services,98.0,0.0,2.0,95.0,4.0907,0.5193,59.77K,122.49K,223.4,8.33,253.02M,No,130.52,68.17,125.53,89.5
38,SIGMAADV.NS,531.5,608.93K,Technology Services,Information Technology Services,97.0,94.0,98.0,97.0,32.3071,26.6857,463.76K,407.18K,638.1,95.53,93.67B,No,437.33,245.05,457.65,276.58
43,INTEGFD.BO,150.2,0.70K,Process Industries,Agricultural Commodities/Milling,97.0,60.0,95.0,98.0,7.1964,7.075,3.71K,2.99K,155.0,20.71,2.81B,No,135.93,66.0,139.34,81.17
60,MTARTECH.NS,6826.5,246.78K,Electronic Technology,Aerospace & Defense,97.0,15.0,94.0,97.0,376.8929,341.5,1598.53K,297.05K,8714.0,1390.5,209.98B,No,7341.63,4078.44,7467.7,4842.42
64,BLISSGVS.NS,512.95,514.84K,Health Technology,Pharmaceuticals: Major,97.0,92.0,97.0,97.0,27.3,27.1429,2197.72K,1076.92K,553.0,118.0,54.40B,No,401.92,239.79,415.75,277.29
66,INDOSMC.BO,404.5,79.00K,Producer Manufacturing,Electrical Products,97.0,97.0,98.0,,19.6929,17.225,135.32K,113.33K,442.0,134.0,9.24B,No,301.09,,312.78,
70,RAJPALAYAM.NS,796.4,6.39K,Process Industries,Textiles,96.0,38.0,,,27.2857,26.7357,1.99K,2.88K,875.0,314.45,,No,818.98,,822.32,
71,SHARP.BO,117.05,45.22K,Consumer Durables,Electronics/Appliances,96.0,54.0,98.0,97.0,0.3286,0.1643,54.05K,7.37K,118.8,36.0,3.02B,No,106.67,61.94,108.83,67.77
78,ISTRNETWK.BO,48.1,31.29K,Commercial Services,Miscellaneous Commercial Services,96.0,31.0,66.0,45.0,2.51,2.4736,26.27K,36.18K,72.15,9.18,3.45B,No,47.35,45.29,47.4,46.67
79,ZELIO.BO,590.5,14.50K,Consumer Durables,Motor Vehicles,96.0,84.0,92.0,82.0,13.4607,7.7714,30.02K,14.28K,613.8,154.9,12.49B,No,521.92,,527.92,416.7
84,GVPIL.NS,849.55,271.18K,Industrial Services,Engineering & Construction,96.0,21.0,96.0,97.0,52.2072,52.175,365.65K,360.09K,1084.0,270.9,57.11B,No,835.52,487.79,852.73,556.86
86,KOVAI.NS,5968.5,1.74K,Health Services,Hospital/Nursing Management,96.0,59.0,,,149.5714,147.5357,5.34K,7.57K,6340.0,2576.65,65.31B,No,5676.38,,5695.45,
90,KELENRG.BO,9034.7,12.47K,Process Industries,Industrial Specialties,96.0,98.0,98.0,96.0,388.9607,264.7071,1.84K,3.48K,9109.6,2900.0,9.03B,No,5692.22,4241.21,5906.78,4317.48
104,NINSYS.NS,901.9,4.30K,Technology Services,Packaged Software,95.0,93.0,97.0,96.0,41.2429,40.7821,8.16K,7.15K,935.0,281.05,16.75B,No,697.19,468.99,720.55,490.02
115,INDSWFTLAB.NS,225.47,4929.16K,Health Technology,Pharmaceuticals: Major,95.0,97.0,93.0,97.0,10.4893,10.2086,1494.82K,1231.49K,238.0,87.15,19.61B,No,164.64,127.14,171.5,140.38
137,VEL.BO,60.88,75.44K,Distribution Services,Wholesale Distributors,94.0,48.0,80.0,92.0,2.3129,2.3107,26.40K,9.59K,68.0,16.49,1.55B,No,56.29,44.29,56.5,48.25
140,SPARC.NS,269.98,8318.50K,Health Technology,Pharmaceuticals: Major,94.0,95.0,97.0,95.0,12.4079,12.1107,6496.15K,3342.92K,289.0,108.0,87.61B,No,209.45,152.43,217.51,160.43
143,IOLCP.NS,167.11,33177.47K,Process Industries,Chemicals: Specialty,94.0,93.0,96.0,96.0,9.3536,9.2207,4722.60K,9558.56K,177.9,67.19,49.05B,No,126.52,95.28,129.14,95.37
145,VEERHEALTH.BO,37.08,992.20K,Health Technology,Pharmaceuticals: Other,94.0,97.0,94.0,95.0,1.3836,1.3829,133.11K,176.55K,40.74,16.7,741.54M,No,26.3,20.72,27.13,21.93
146,MODISONLTD.NS,286.8,63.13K,Industrial Services,Engineering & Construction,94.0,7.0,97.0,94.0,17.0214,16.5571,217.37K,92.19K,362.7,114.0,9.31B,No,261.27,174.97,268.86,184.47
148,SALSTEEL.NS,59.28,126.48K,Non-Energy Minerals,Steel,94.0,27.0,82.0,85.0,2.8743,2.8279,180.84K,88.46K,65.5,14.37,8.58B,No,58.16,44.89,58.23,49.29
155,SHADOWFAX.NS,218.86,1559.66K,Technology Services,Packaged Software,94.0,49.0,95.0,,11.0543,11.0543,2909.90K,1908.01K,241.63,98.55,128.07B,No,202.35,,205.99,
165,AEROFLEX.NS,400.95,1894.28K,Producer Manufacturing,Industrial Machinery,94.0,22.0,92.0,95.0,26.4679,26.4679,3175.09K,1527.72K,521.9,158.0,53.06B,No,421.27,258.79,431.79,293.35
168,KERNEX.NS,2038.6,423.30K,Electronic Technology,Computer Communications,94.0,81.0,96.0,93.0,120.9572,117.2786,329.14K,237.48K,2445.0,850.0,34.26B,No,1783.92,1316.01,1839.73,1378.65
171,IDEAFORGE.NS,859.85,313.97K,Electronic Technology,Aerospace & Defense,93.0,7.0,96.0,94.0,40.5357,39.5536,1457.61K,196.05K,992.25,366.0,37.31B,No,836.6,552.26,850.36,580.54
179,RPEL.NS,1289.1,155.61K,Process Industries,Chemicals: Major Diversified,93.0,76.0,96.0,86.0,43.5071,42.3786,167.49K,89.21K,1330.0,561.3,59.20B,No,1036.79,851.56,1075.3,853.17
183,ASTRAMICRO.NS,1809.3,818.74K,Electronic Technology,Telecommunications Equipment,93.0,93.0,95.0,94.0,60.7429,60.5714,1021.98K,876.68K,1871.0,851.0,171.78B,No,1423.73,1098.81,1478.13,1140.67
184,SANSERA.NS,3096.7,304.92K,Producer Manufacturing,Auto Parts: Oem,93.0,67.0,86.0,94.0,115.5572,114.5,318.99K,262.91K,3339.0,1216.3,193.25B,No,2846.4,2100.48,2896.44,2347.35
186,SHREEREF.BO,339.2,284.50K,Producer Manufacturing,Industrial Machinery,93.0,84.0,95.0,94.0,21.6857,20.6786,237.18K,199.56K,406.2,153.0,12.14B,No,296.68,228.69,302.46,226.69
190,ONIDA.NS,42.9,756.14K,Electronic Technology,Telecommunications Equipment,93.0,80.0,87.0,90.0,1.8664,1.8421,2177.31K,465.82K,49.23,13.85,15.85B,No,40.3,31.13,41.16,33.3
192,SBC.NS,42.06,7445.94K,Distribution Services,Wholesale Distributors,93.0,83.0,78.0,89.0,0.815,0.7479,13635.39K,8803.33K,45.0,15.05,20.03B,No,38.05,30.66,38.94,33.56
193,KMEW.NS,2236.9,178.05K,Producer Manufacturing,Trucks/Construction/Farm Machinery,93.0,85.0,80.0,77.0,134.3714,129.75,156.54K,125.57K,2408.8,787.45,54.68B,No,2073.39,1680.61,2069.34,1814.57
194,VIDYAWIRES.NS,94.23,1226.65K,Non-Energy Minerals,Other Metals/Minerals,93.0,56.0,94.0,94.0,4.4279,4.1857,6827.92K,1690.75K,117.35,42.51,20.04B,No,97.23,,96.99,69.28
196,SCHNEIDER.NS,1496.6,633.70K,Producer Manufacturing,Electrical Products,93.0,96.0,91.0,96.0,69.3214,66.8429,436.59K,644.48K,1548.0,571.85,357.84B,No,1302.7,943.06,1313.67,1007.17
199,BBOX.NS,931.7,233.18K,Technology Services,Information Technology Services,93.0,26.0,96.0,93.0,43.4714,43.4357,1132.00K,425.03K,1103.0,435.05,165.47B,No,940.33,631.49,962.13,669.38
216,RISHABH.NS,650.8,792.90K,Producer Manufacturing,Electrical Products,92.0,92.0,91.0,92.0,32.3679,31.4679,255.54K,324.58K,692.8,272.3,25.16B,No,545.26,440.36,557.01,457.43
217,ATLANTAELE.NS,1652.7,91.20K,Producer Manufacturing,Electrical Products,92.0,6.0,81.0,94.0,84.95,84.8429,177.59K,90.19K,2152.6,707.6,127.09B,No,1799.81,,1798.63,1305.65
221,CMPDI.NS,259.31,3178.94K,Commercial Services,Miscellaneous Commercial Services,92.0,72.0,93.0,,12.7,12.3864,6147.00K,5634.81K,283.69,150.16,,No,238.99,,243.99,
222,BELDING.BO,1414.35,0.79K,Producer Manufacturing,Metal Fabrication,92.0,77.0,25.0,36.0,93.3928,92.0428,1.04K,1.27K,2400.0,425.6,20.48B,No,1429.98,1503.26,1427.28,1616.43
