Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
6,ARIHANT.NS,798.4,2.89K,Finance,Real Estate Development,98.0,26.0,,,6.88K,10.83K,1100.0,39.65,-27.42
16,EASTSILK.NS,50.6,0.30K,Process Industries,Textiles,98.0,18.0,3.0,3.0,1.32K,0.50K,99.25,1.8,-49.02
20,BATLIBOI.NS,82.56,33.01K,Producer Manufacturing,Industrial Machinery,98.0,82.0,,,34.57K,34.58K,97.45,15.7,-15.28
26,CUPID.NS,210.01,104255.58K,Consumer Non-Durables,Household/Personal Care,98.0,97.0,97.0,95.0,22714.15K,40595.81K,226.0,21.65,-7.08
29,STLTECH.NS,554.35,3994.51K,Technology Services,Information Technology Services,98.0,9.0,98.0,98.0,4609.08K,2199.76K,679.9,84.6,-18.47
31,SANGINITA.NS,49.61,209.23K,Process Industries,Chemicals: Specialty,98.0,97.0,97.0,98.0,189.41K,128.15K,49.61,9.09,0.0
34,AHLWEST.NS,585.0,0.56K,Consumer Services,Hotels/Resorts/Cruise Lines,98.0,51.0,98.0,98.0,2.44K,0.68K,751.4,137.0,-22.15
38,SIGMAADV.NS,558.05,231.63K,Technology Services,Information Technology Services,97.0,94.0,98.0,97.0,472.38K,450.13K,638.1,95.53,-12.55
47,SWANDEF.NS,2161.5,16.75K,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,72.0,66.0,90.0,18.97K,15.81K,2489.0,277.79,-13.16
54,BHAGYANGR.NS,373.95,59.14K,Producer Manufacturing,Electrical Products,97.0,90.0,97.0,96.0,290.33K,156.29K,432.3,78.32,-13.5
57,UFBL.NS,727.0,53.79K,Consumer Services,Restaurants,97.0,95.0,98.0,98.0,427.72K,144.94K,735.0,172.34,-1.09
60,MTARTECH.NS,6938.5,122.60K,Electronic Technology,Aerospace & Defense,97.0,15.0,94.0,97.0,1576.03K,189.58K,8714.0,1390.5,-20.38
64,BLISSGVS.NS,524.15,472.80K,Health Technology,Pharmaceuticals: Major,97.0,92.0,97.0,97.0,2153.74K,1034.61K,553.0,118.0,-5.22
65,HFCL.NS,214.68,21986.22K,Electronic Technology,Telecommunications Equipment,97.0,89.0,98.0,98.0,56952.12K,25879.12K,229.5,59.82,-6.46
67,VENUSREM.NS,1702.5,39.01K,Health Technology,Pharmaceuticals: Major,97.0,66.0,95.0,96.0,93.48K,70.05K,2044.3,424.0,-16.72
68,ONELIFECAP.NS,38.46,33.94K,Finance,Investment Managers,96.0,97.0,98.0,96.0,174.84K,49.07K,40.1,11.15,-4.09
70,RAJPALAYAM.NS,813.75,1.16K,Process Industries,Textiles,96.0,38.0,,,2.05K,3.37K,875.0,314.45,-7.0
75,CPPLUS.NS,3644.2,188.40K,Consumer Durables,Electronics/Appliances,96.0,62.0,96.0,97.0,393.64K,240.95K,3787.0,1015.0,-3.77
80,DEEDEV.NS,677.5,111.57K,Producer Manufacturing,Industrial Machinery,96.0,35.0,97.0,98.0,568.76K,112.11K,760.0,183.0,-10.86
81,THANGAMAYL.NS,6598.5,514.93K,Consumer Durables,Other Consumer Specialties,96.0,89.0,93.0,95.0,209.25K,348.84K,7165.0,1750.1,-7.91
84,GVPIL.NS,860.7,183.82K,Industrial Services,Engineering & Construction,96.0,21.0,96.0,97.0,368.61K,362.67K,1084.0,270.9,-20.6
86,KOVAI.NS,5970.5,1.92K,Health Services,Hospital/Nursing Management,96.0,59.0,,,5.28K,6.37K,6340.0,2576.65,-5.83
96,OMAXAUTO.NS,230.72,43.98K,Producer Manufacturing,Auto Parts: Oem,96.0,68.0,97.0,96.0,211.55K,49.71K,263.4,84.5,-12.41
98,NOVARTIND.NS,1466.3,44.65K,Health Technology,Pharmaceuticals: Major,96.0,77.0,,,27.59K,12.13K,1589.2,672.25,-7.73
99,RPTECH.NS,779.25,1127.03K,Distribution Services,Electronics Distributors,96.0,97.0,96.0,96.0,1266.28K,902.02K,812.85,275.6,-4.13
100,BAJAJCON.NS,643.55,934.47K,Consumer Non-Durables,Household/Personal Care,96.0,77.0,92.0,97.0,1402.07K,515.03K,648.7,220.1,-0.79
102,SAYAJIHOTL.NS,300.05,0.08K,Consumer Services,Hotels/Resorts/Cruise Lines,95.0,58.0,,,0.10K,0.23K,330.0,138.7,-9.08
104,NINSYS.NS,914.15,3.14K,Technology Services,Packaged Software,95.0,93.0,97.0,96.0,8.17K,6.55K,935.0,281.05,-2.23
105,OMNI.NS,529.3,688.65K,Producer Manufacturing,Metal Fabrication,95.0,69.0,95.0,,688.53K,628.98K,590.1,176.25,-10.3
106,SICAGEN.NS,52.49,8.12K,Distribution Services,Wholesale Distributors,95.0,32.0,,,15.06K,8.34K,61.5,24.35,-14.65
107,KIRLOSENG.NS,2424.8,1094.05K,Producer Manufacturing,Electrical Products,95.0,95.0,93.0,95.0,825.74K,1022.51K,2720.0,833.65,-10.85
109,CEMPRO.NS,1554.1,559.17K,Industrial Services,Engineering & Construction,95.0,94.0,98.0,95.0,1557.98K,803.95K,1597.4,503.3,-2.71
113,NITTAGELA.NS,1928.7,27.64K,Consumer Non-Durables,Food: Specialty/Candy,95.0,95.0,,,19.49K,15.62K,1960.0,882.0,-1.6
114,ACUTAAS.NS,3458.8,486.22K,Health Technology,Pharmaceuticals: Major,95.0,72.0,90.0,95.0,489.21K,588.40K,3740.0,1117.6,-7.52
115,INDSWFTLAB.NS,235.58,1375.88K,Health Technology,Pharmaceuticals: Major,95.0,97.0,93.0,97.0,1536.12K,1631.67K,238.0,87.15,-1.02
118,ATHERENERG.NS,1218.4,5424.78K,Consumer Durables,Motor Vehicles,95.0,87.0,91.0,92.0,5180.77K,5412.33K,1242.9,325.55,-1.97
119,JAYBARMARU.NS,187.13,485.38K,Distribution Services,Wholesale Distributors,95.0,96.0,97.0,95.0,1510.72K,1053.45K,191.0,71.01,-2.03
120,KSHINTL.NS,848.2,301.88K,Producer Manufacturing,Electrical Products,95.0,58.0,93.0,97.0,536.80K,359.45K,908.9,330.0,-6.68
121,INDOTECH.NS,3147.0,12.60K,Producer Manufacturing,Electrical Products,95.0,90.0,98.0,95.0,77.87K,62.83K,3300.0,1100.0,-4.64
123,PAISALO.NS,72.4,18935.34K,Finance,Finance/Rental/Leasing,95.0,89.0,96.0,95.0,15521.83K,27712.11K,74.9,29.86,-3.34
125,GRWRHITECH.NS,6922.0,47.03K,Process Industries,Chemicals: Specialty,95.0,79.0,95.0,96.0,117.78K,58.87K,7117.0,2681.0,-2.74
128,RUBICON.NS,1407.2,185.30K,Health Technology,Biotechnology,95.0,89.0,94.0,96.0,557.45K,281.09K,1468.7,570.75,-4.19
131,HITECHCORP.NS,327.4,50.48K,Producer Manufacturing,Miscellaneous Manufacturing,95.0,66.0,97.0,94.0,32.73K,14.31K,327.4,112.0,0.0
136,NGLFINE.NS,3211.3,13.68K,Health Technology,Pharmaceuticals: Major,94.0,83.0,86.0,96.0,19.75K,13.31K,3329.0,1175.5,-3.54
