Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
5,ARIHANT.NS,1124.3,0.77K,Finance,Real Estate Development,98.0,96.0,84.0,,9.04K,8.87K,1225.0,39.65,-8.22
8,EASTSILK.NS,66.15,2.90K,Process Industries,Textiles,98.0,95.0,62.0,19.0,1.06K,1.20K,99.25,1.8,-33.35
22,SANGINITA.NS,57.92,45.45K,Process Industries,Chemicals: Specialty,98.0,86.0,98.0,98.0,149.62K,287.31K,68.02,9.09,-14.85
25,CUPID.NS,262.71,25886.88K,Consumer Non-Durables,Household/Personal Care,98.0,93.0,97.0,98.0,30372.58K,31199.74K,267.95,31.82,-1.96
29,BATLIBOI.NS,87.77,87.90K,Producer Manufacturing,Industrial Machinery,98.0,70.0,62.0,,70.40K,197.70K,106.5,15.7,-17.59
33,STLTECH.NS,637.75,1312.04K,Technology Services,Information Technology Services,98.0,89.0,95.0,98.0,2984.58K,2792.93K,679.9,84.6,-6.2
36,SIGMAADV.NS,703.95,145.25K,Technology Services,Information Technology Services,98.0,91.0,98.0,98.0,421.19K,322.09K,721.5,108.75,-2.43
48,SWANDEF.NS,2622.5,6.87K,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,89.0,89.0,85.0,19.06K,25.68K,2749.4,342.0,-4.62
51,UFBL.NS,798.1,196.39K,Consumer Services,Restaurants,97.0,71.0,98.0,98.0,426.47K,220.21K,845.0,172.34,-5.55
60,AHLWEST.NS,545.0,0.72K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,17.0,79.0,98.0,1.57K,0.55K,751.4,137.0,-27.47
69,YASHO.NS,4201.3,28.60K,Consumer Non-Durables,Food: Specialty/Candy,97.0,96.0,98.0,97.0,58.73K,144.31K,4490.0,1130.0,-6.43
76,BLISSGVS.NS,479.8,540.99K,Health Technology,Pharmaceuticals: Major,96.0,16.0,96.0,97.0,1747.53K,257.30K,553.0,118.0,-13.24
