Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
27,CUPID.NS,112.94,22887.09K,,,99.0,96.0,86.0,98.0,28228.37K,22708.99K,113.0,14.3,-0.05
36,TAKE.NS,48.16,4.92K,,,98.0,85.0,76.0,98.0,929.45K,1346.14K,50.14,7.3,-3.95
39,STLTECH.NS,290.99,6588.60K,,,98.0,97.0,99.0,98.0,10368.77K,9347.23K,292.39,58.86,-0.48
43,MTARTECH.NS,5279.6,515.20K,,,98.0,97.0,98.0,98.0,625.17K,1049.15K,5350.0,1358.0,-1.32
56,SALSTEEL.NS,56.55,263.06K,,,98.0,97.0,93.0,98.0,139.47K,448.15K,57.75,14.37,-2.08
57,BGRENERGY.NS,341.56,42.38K,,,98.0,49.0,67.0,53.0,103.36K,80.70K,490.8,89.2,-30.41
67,VENUSREM.NS,1052.15,64.69K,,,97.0,74.0,93.0,98.0,44.50K,65.61K,1088.8,294.15,-3.37
69,QPOWER.NS,1272.7,678.91K,,,97.0,98.0,98.0,90.0,1337.67K,2077.02K,1298.4,330.1,-1.98
73,PRECWIRE.NS,395.65,600.26K,,,97.0,89.0,97.0,97.0,1453.27K,1190.62K,398.6,129.51,-0.74
77,PFOCUS.NS,332.5,690.94K,,,97.0,87.0,93.0,97.0,5314.53K,2371.44K,367.0,92.01,-9.4
80,WAAREEINDO.NS,488.2,16.21K,,,97.0,95.0,52.0,98.0,99.57K,214.06K,725.0,165.07,-32.66
81,MAHASTEEL.NS,912.15,4.60K,,,97.0,19.0,72.0,96.0,10.40K,4.01K,1050.0,234.0,-13.13
82,BHAGYANGR.NS,210.57,255.54K,,,97.0,95.0,88.0,98.0,252.45K,809.72K,222.0,65.0,-5.15
85,ATHERENERG.NS,905.5,5375.48K,,,97.0,80.0,94.0,93.0,3190.04K,9365.41K,948.0,288.15,-4.48
86,BAJAJCON.NS,469.5,1694.39K,,,97.0,92.0,97.0,96.0,1958.75K,4013.98K,496.85,161.4,-5.5
87,APEX.NS,476.3,657.87K,,,97.0,90.0,98.0,98.0,1994.33K,1954.74K,514.5,198.0,-7.42
93,ROSSTECH.NS,942.6,49.33K,,,97.0,93.0,95.0,92.0,134.47K,215.69K,1016.85,301.5,-7.3
98,UNIVPHOTO.NS,424.0,1.16K,,,96.0,4.0,99.0,95.0,36.32K,3.62K,515.8,180.6,-17.8
99,AVANTIFEED.NS,1442.7,637.53K,,,96.0,73.0,97.0,98.0,1855.13K,2298.40K,1593.8,614.25,-9.48
101,NATIONALUM.NS,435.95,12616.38K,,,96.0,59.0,82.0,97.0,15863.68K,12046.95K,440.0,149.0,-0.92
102,TDPOWERSYS.NS,1062.7,1014.43K,,,96.0,88.0,97.0,96.0,1211.47K,1909.31K,1066.9,387.05,-0.39
104,AHLWEST.NS,269.95,11.02K,,,96.0,,,,0.87K,0.81K,269.95,137.0,0.0
105,POWERINDIA.NS,30335.0,112.17K,,,96.0,81.0,98.0,96.0,157.24K,190.42K,30470.0,13360.0,-0.44
106,GVT&D.NS,4239.4,419.88K,,,96.0,55.0,96.0,94.0,729.12K,771.89K,4344.0,1437.1,-2.41
110,ARFIN.NS,94.59,2853.63K,,,96.0,86.0,82.0,97.0,1163.54K,1815.53K,100.25,31.43,-5.65
111,OMNI.NS,373.48,920.97K,,,96.0,98.0,,,1578.45K,1346.36K,381.9,176.25,-2.2
112,BLISSGVS.NS,273.59,4044.43K,,,96.0,88.0,97.0,97.0,2649.09K,1543.18K,276.95,109.03,-1.21
113,LUMAXTECH.NS,1794.4,258.55K,,,96.0,46.0,82.0,95.0,311.13K,323.94K,1898.0,509.55,-5.46
114,SAKAR.NS,620.9,74.40K,,,96.0,68.0,96.0,96.0,120.24K,121.92K,639.8,264.25,-2.95
120,SANSERA.NS,2547.0,779.27K,,,96.0,70.0,95.0,96.0,258.28K,279.35K,2567.9,1051.5,-0.81
122,KIRLOSENG.NS,1640.1,285.03K,,,96.0,65.0,94.0,97.0,490.72K,622.00K,1687.5,664.05,-2.81
123,ACUTAAS.NS,2423.2,334.62K,,,96.0,41.0,94.0,95.0,504.01K,365.65K,2634.8,1059.0,-8.03
125,CPPLUS.NS,2183.9,390.82K,,,96.0,90.0,96.0,95.0,330.40K,562.72K,2365.0,1015.0,-7.66
126,DEEDEV.NS,411.7,1470.62K,,,96.0,97.0,98.0,95.0,5171.84K,1770.89K,424.9,183.0,-3.11
130,ATLANTAELE.NS,1470.2,322.05K,,,95.0,94.0,98.0,93.0,173.35K,228.57K,1480.0,707.6,-0.66
132,JAYNECOIND.NS,97.29,6008.24K,,,95.0,92.0,75.0,91.0,4785.81K,9700.11K,101.64,34.15,-4.28
135,KSHINTL.NS,596.65,301.04K,,,95.0,96.0,97.0,,278.64K,534.42K,620.95,330.0,-3.91
138,NGLFINE.NS,2274.4,1.83K,,,95.0,29.0,96.0,95.0,7.99K,6.97K,2575.0,980.0,-11.67
140,AEROFLEX.NS,304.52,3360.49K,,,95.0,83.0,97.0,97.0,2994.56K,2806.47K,321.4,152.1,-5.25
144,HINDCOPPER.NS,556.95,3352.69K,,,95.0,63.0,44.0,95.0,22287.54K,6899.67K,760.05,198.0,-26.72
146,SBC.NS,33.37,10268.44K,,,95.0,30.0,81.0,94.0,10954.48K,10999.34K,34.2,12.85,-2.43
148,NETWEB.NS,4019.6,2801.13K,,,95.0,82.0,89.0,70.0,2022.12K,1665.60K,4479.0,1397.1,-10.26
149,RISHABH.NS,504.05,532.65K,,,95.0,89.0,94.0,92.0,105.33K,197.09K,514.85,230.2,-2.1
150,THANGAMAYL.NS,4022.9,125.39K,,,95.0,67.0,65.0,98.0,121.47K,135.70K,4373.0,1750.1,-8.01
152,APARINDS.NS,11789.0,118.04K,,,95.0,83.0,97.0,93.0,140.01K,152.52K,12327.5,5190.0,-4.37
154,BELRISE.NS,222.13,3027.21K,,,95.0,80.0,90.0,94.0,5720.56K,6316.96K,226.3,89.15,-1.84
155,IMFA.NS,1519.9,121.04K,,,95.0,80.0,85.0,89.0,170.93K,295.00K,1582.7,550.1,-3.97
156,ADANIPOWER.NS,215.65,117134.15K,,,95.0,95.0,96.0,92.0,34547.65K,67566.53K,216.5,101.0,-0.39
162,SOUTHWEST.NS,234.62,317.68K,,,95.0,65.0,88.0,97.0,212.11K,631.86K,264.0,113.02,-11.13
163,GALLANTT.NS,870.55,1834.83K,,,94.0,98.0,96.0,91.0,3021.00K,15656.58K,948.0,400.0,-8.17
165,SCHNEIDER.NS,1111.7,232.78K,,,94.0,84.0,98.0,91.0,383.04K,216.77K,1111.7,540.0,0.0
168,GLOBAL.NS,100.11,43.80K,,,94.0,12.0,87.0,96.0,120.27K,155.34K,112.35,50.06,-10.89
169,NDLVENTURE.NS,124.06,78.86K,,,94.0,43.0,93.0,94.0,82.08K,58.69K,140.0,55.0,-11.39
172,KMEW.NS,1739.8,53.99K,,,94.0,55.0,26.0,95.0,112.72K,89.77K,1959.3,650.5,-11.2
173,MCX.NS,2783.2,2904.11K,,,94.0,39.0,80.0,94.0,4413.06K,3567.76K,2903.0,1120.0,-4.13
174,SEAMECLTD.NS,1517.4,63.42K,,,94.0,50.0,94.0,96.0,81.89K,51.96K,1598.0,752.55,-5.04
175,UEL.NS,167.18,16.21K,,,94.0,44.0,93.0,89.0,15.94K,23.02K,220.0,83.55,-24.01
176,MANINDS.NS,555.65,764.52K,,,94.0,96.0,97.0,92.0,1208.24K,1333.77K,563.95,258.05,-1.47
178,INA.NS,152.51,1656.92K,,,94.0,98.0,,,1490.66K,2953.91K,153.8,79.75,-0.84
180,NARMADA.NS,34.64,82.10K,,,94.0,30.0,89.0,92.0,257.92K,496.21K,36.99,14.82,-6.35
182,AGIIL.NS,359.7,527.03K,,,94.0,78.0,89.0,91.0,2651.55K,5127.50K,387.65,147.0,-7.21
183,AXISCADES.NS,1925.9,248.02K,,,94.0,92.0,95.0,86.0,161.36K,195.06K,2001.0,735.05,-3.75
185,SGMART.NS,543.9,768.11K,,,94.0,84.0,97.0,95.0,372.96K,256.16K,572.75,313.1,-5.04
187,PARKHOSPS.NS,231.68,1272.83K,,,94.0,68.0,96.0,,1190.44K,1131.66K,233.98,138.1,-0.98
189,GMDCLTD.NS,691.35,3108.43K,,,94.0,84.0,85.0,82.0,5493.94K,12723.04K,771.9,288.95,-10.44
191,KRISHANA.NS,638.5,189.64K,,,94.0,91.0,91.0,83.0,154.71K,399.94K,657.8,265.42,-2.93
192,SOMATEX.NS,113.71,104.98K,,,94.0,74.0,42.0,92.0,10.41K,17.01K,161.25,41.28,-29.48
193,DATAPATTNS.NS,3828.3,2963.16K,,,94.0,70.0,96.0,93.0,1084.30K,1043.72K,3885.0,2030.0,-1.46
194,SHARDACROP.NS,1158.8,529.87K,,,94.0,66.0,94.0,93.0,609.73K,450.78K,1297.0,506.6,-10.66
195,SMSPHARMA.NS,420.25,198.91K,,,93.0,50.0,88.0,95.0,412.55K,330.99K,447.8,207.7,-6.15
196,INFOBEAN.NS,182.67,652.52K,,,93.0,90.0,23.0,94.0,1932.82K,2449.43K,257.5,73.08,-29.06
200,BHARATFORG.NS,1903.2,1054.63K,,,93.0,33.0,91.0,95.0,1606.15K,1351.39K,1935.5,1080.0,-1.67
202,SPORTKING.NS,141.18,328.06K,,,93.0,81.0,97.0,94.0,334.71K,816.20K,153.0,78.17,-7.73
204,GROWW.NS,217.9,122229.22K,,,93.0,93.0,91.0,,39116.96K,95860.46K,222.88,112.0,-2.23
205,KRN.NS,1202.1,665.16K,,,93.0,93.0,97.0,93.0,1805.25K,1783.30K,1314.0,589.8,-8.52
206,GOKULAGRO.NS,235.49,27320.52K,,,93.0,87.0,95.0,92.0,1952.52K,560.46K,246.0,106.31,-4.27
207,ADANIENSOL.NS,1368.1,6546.63K,,,93.0,92.0,95.0,94.0,2113.42K,3422.06K,1383.4,744.9,-1.11
210,SYRMA.NS,997.75,1419.05K,,,93.0,88.0,94.0,88.0,1590.64K,1965.70K,1032.0,446.8,-3.32
212,GVPIL.NS,502.65,97.45K,,,93.0,58.0,97.0,95.0,1243.51K,116.16K,552.05,270.9,-8.95
214,MIRCELECTR.NS,32.04,679.79K,,,93.0,82.0,46.0,84.0,1114.06K,1401.28K,37.4,12.86,-14.33
215,BUILDPRO.NS,1179.55,33.00K,,,93.0,84.0,96.0,,79.84K,133.67K,1244.0,636.0,-5.18
216,DYNAMATECH.NS,11541.0,111.61K,,,93.0,73.0,89.0,94.0,27.51K,19.55K,11800.0,6120.0,-2.19
218,VEDL.NS,757.0,14254.00K,,,93.0,56.0,76.0,95.0,16914.23K,16571.93K,795.0,398.6,-4.78
220,KOTYARK.NS,367.75,17.30K,,,93.0,37.0,97.0,88.0,33.73K,26.97K,459.6,191.2,-19.98
221,LOKESHMACH.NS,265.99,49.89K,,,93.0,89.0,95.0,94.0,93.76K,151.48K,286.8,138.96,-7.26
223,UFBL.NS,319.25,47.41K,,,93.0,96.0,97.0,93.0,215.02K,192.25K,327.9,172.34,-2.64
226,ABB.NS,7587.0,1729.18K,,,93.0,78.0,96.0,94.0,469.74K,529.39K,7822.5,4637.5,-3.01
229,APOLLO.NS,287.25,9153.73K,,,92.0,95.0,81.0,65.0,7364.32K,23132.59K,354.7,110.37,-19.02
230,GAUDIUMIVF.NS,117.59,7022.41K,,,92.0,85.0,,,1710.13K,3145.58K,119.7,69.18,-1.76
234,DBOL.NS,114.92,70.05K,,,92.0,72.0,95.0,94.0,362.55K,216.00K,126.6,66.0,-9.23
237,VOLTAMP.NS,11051.0,127.15K,,,92.0,88.0,96.0,95.0,45.38K,73.92K,11168.0,6666.0,-1.05
242,INDSWFTLAB.NS,142.38,621.85K,,,92.0,12.0,94.0,92.0,1192.67K,3522.06K,156.8,68.72,-9.2
244,SHRIPISTON.NS,3591.6,105.35K,,,92.0,75.0,85.0,91.0,105.41K,155.41K,3764.9,1761.7,-4.6
246,SHADOWFAX.NS,158.7,2086.38K,,,92.0,96.0,,,2843.30K,2752.67K,161.0,98.55,-1.43
249,RUBICON.NS,933.95,174.68K,,,92.0,81.0,93.0,,240.46K,489.75K,952.7,570.75,-1.97
250,BHARATSE.NS,178.01,122.24K,,,92.0,39.0,75.0,52.0,927.74K,247.48K,239.45,72.81,-25.66
252,WELCORP.NS,1139.2,3971.98K,,,92.0,95.0,96.0,92.0,557.81K,983.68K,1151.0,710.0,-1.03
253,FORCEMOT.NS,21770.0,59.73K,,,92.0,19.0,67.0,90.0,123.22K,163.11K,26450.0,8745.0,-17.69
254,VIDYAWIRES.NS,73.83,2872.28K,,,92.0,93.0,96.0,,2445.79K,6106.80K,76.85,42.51,-3.93
256,RPTECH.NS,475.3,110.47K,,,92.0,94.0,91.0,93.0,165.04K,287.28K,487.95,260.8,-2.59
258,ADVAIT.NS,1994.2,116.93K,,,92.0,82.0,,,52.05K,70.20K,2095.0,1351.0,-4.81
260,BORANA.NS,373.75,69.15K,,,91.0,14.0,83.0,96.0,60.04K,44.27K,420.0,211.0,-11.01
261,CUMMINSIND.NS,5211.8,503.32K,,,91.0,53.0,90.0,90.0,785.23K,848.88K,5272.7,2706.0,-1.16
264,SCI.NS,297.89,6057.59K,,,91.0,85.0,94.0,89.0,9394.17K,24382.65K,322.8,158.06,-7.72
265,PROZONER.NS,64.65,1182.66K,,,91.0,96.0,80.0,78.0,284.59K,509.97K,72.77,32.0,-11.16
266,IZMO.NS,714.8,15.70K,,,91.0,13.0,54.0,19.0,174.86K,32.89K,1374.7,263.5,-48.0
267,HIRECT.NS,931.7,158.81K,,,91.0,83.0,92.0,82.0,178.56K,442.10K,1054.25,434.77,-11.62
269,GESHIP.NS,1449.1,233.85K,,,91.0,18.0,90.0,93.0,608.94K,571.76K,1509.0,845.0,-3.97
271,INOXINDIA.NS,1592.9,601.02K,,,91.0,93.0,94.0,92.0,144.41K,491.80K,1604.4,951.55,-0.72
272,MANAKSTEEL.NS,83.46,1221.95K,,,91.0,98.0,91.0,93.0,61.07K,205.52K,87.13,45.11,-4.21
273,MCLEODRUSS.NS,58.17,1784.85K,,,91.0,98.0,90.0,84.0,553.95K,655.65K,68.47,28.5,-15.04
275,CHENNPETRO.NS,1071.4,3469.54K,,,91.0,34.0,86.0,93.0,2290.18K,1911.91K,1103.0,587.1,-2.86
277,BSE.NS,3499.2,1770.61K,,,91.0,72.0,87.0,93.0,5174.46K,5779.35K,3570.0,2021.5,-1.98
278,RMC.NS,521.2,17.36K,,,91.0,,,,12.16K,12.79K,522.2,370.4,-0.19
280,TMB.NS,667.4,164.73K,,,91.0,33.0,83.0,95.0,354.18K,253.91K,721.0,411.8,-7.43
281,PRECOT.NS,543.25,2.73K,,,91.0,45.0,97.0,94.0,10.20K,4.80K,643.65,300.05,-15.6
282,STEELCAS.NS,290.18,81.41K,,,91.0,84.0,94.0,91.0,92.24K,122.18K,304.0,164.21,-4.55
285,HAPPYFORGE.NS,1330.5,81.50K,,,91.0,25.0,86.0,94.0,69.85K,92.73K,1398.0,753.45,-4.83
288,JINDALPOLY.NS,710.85,89.36K,,,91.0,1.0,97.0,88.0,472.24K,75.50K,1026.45,365.0,-30.75
290,ANANDRATHI.NS,3614.0,110.62K,,,91.0,75.0,82.0,82.0,242.18K,502.79K,3735.0,1641.0,-3.24
293,MAHABANK.NS,79.76,52364.49K,,,90.0,85.0,86.0,91.0,23461.49K,36638.70K,82.15,47.51,-2.91
294,GNA.NS,457.2,132.13K,,,90.0,69.0,89.0,94.0,142.14K,172.22K,470.0,291.8,-2.72
296,WHEELS.NS,1077.2,83.11K,,,90.0,53.0,92.0,83.0,84.68K,100.65K,1108.95,634.05,-2.86
297,MMFL.NS,502.85,435.62K,,,90.0,69.0,86.0,96.0,105.59K,132.99K,526.95,288.1,-4.57
298,MAHLOG.NS,434.7,305.61K,,,90.0,63.0,95.0,88.0,513.34K,263.12K,439.0,275.05,-0.98
302,APOLLOPIPE.NS,462.5,1565.01K,,,90.0,66.0,97.0,93.0,2135.92K,908.97K,494.95,252.1,-6.56
303,HFCL.NS,100.37,49426.41K,,,90.0,94.0,96.0,90.0,24654.60K,51571.10K,101.5,59.82,-1.11
304,MBAPL.NS,507.55,162.46K,,,90.0,61.0,89.0,85.0,325.10K,323.27K,559.0,252.0,-9.2
309,AETHER.NS,1183.3,344.13K,,,90.0,53.0,84.0,95.0,347.05K,302.05K,1250.0,725.0,-5.34
315,SHILCTECH.NS,5142.9,51.70K,,,90.0,89.0,96.0,,45.62K,46.08K,5249.9,2852.5,-2.04
