Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
50,AHLWEST.NS,534.65,549.1,1.22K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,46.0,27.0,98.0,26.8929,25.6607,0.71K,0.65K,751.4,137.0,6.23B,No,539.52,559.16,335.54,557.32,413.62,500
52,VTMLTD.NS,59.43,57.04,100.56K,Process Industries,Textiles,97.0,,,,4.4279,2.7221,34.05K,53.56K,61.9,22.95,5.98B,No,,,,,,16
64,BEEZAASAN.BO,573.3,585.0,5.60K,Process Industries,Industrial Specialties,96.0,97.0,98.0,97.0,12.0821,3.7536,30.29K,22.32K,585.0,177.05,8.69B,No,493.24,421.61,278.12,440.41,305.4,372
70,TEJASSVI.BO,65.94,66.88,2.94K,Process Industries,Textiles,96.0,52.0,96.0,91.0,3.2021,2.535,63.78K,13.39K,74.0,13.8,3.84B,No,67.45,60.14,37.81,61.8,44.96,497
81,YASHO.NS,4269.8,4208.5,17.17K,Consumer Non-Durables,Food: Specialty/Candy,96.0,78.0,97.0,97.0,249.5714,246.2429,59.92K,82.37K,4994.0,1130.0,51.48B,No,4308.04,3592.25,2122.08,3732.92,2440.32,497
89,SCPL.NS,644.0,634.75,5.48K,Consumer Non-Durables,Food: Meat/Fish/Dairy,96.0,67.0,89.0,94.0,38.4143,38.3607,71.20K,26.68K,690.0,190.03,6.76B,No,650.77,579.08,397.21,599.67,451.25,498
95,AVALON.NS,2318.6,2373.3,301.06K,Electronic Technology,Electronic Production Equipment,95.0,92.0,93.0,96.0,122.7429,120.1071,427.95K,556.63K,2400.0,777.3,155.07B,No,2091.46,1880.98,1284.66,1947.0,1466.75,500
96,SVRL.BO,513.8,525.9,19.78K,Process Industries,Agricultural Commodities/Milling,95.0,87.0,97.0,93.0,29.5929,29.5,17.43K,8.14K,559.7,200.0,11.36B,No,518.59,422.47,306.45,446.99,319.39,498
110,VENUSREM.NS,1600.9,1663.6,26.57K,Health Technology,Pharmaceuticals: Major,95.0,56.0,70.0,95.0,82.8929,78.4214,80.81K,26.69K,2044.3,424.0,21.42B,No,1660.71,1700.02,1119.23,1672.95,1282.49,498
118,SBCL.NS,1047.9,1070.0,308.20K,Non-Energy Minerals,Other Metals/Minerals,95.0,95.0,90.0,95.0,50.6857,50.6857,666.53K,326.22K,1105.05,368.6,60.36B,No,1003.01,848.23,596.9,883.49,669.59,499
146,SHARDUL.NS,52.77,51.96,5.82K,Finance,Investment Banks/Brokers,94.0,92.0,96.0,,1.9,1.5343,15.96K,18.90K,60.0,23.05,4.62B,No,49.86,44.01,,45.88,,94
155,COSPOWER.BO,1970.1,1972.85,0.25K,Producer Manufacturing,Electrical Products,93.0,36.0,71.0,95.0,30.7036,29.8393,0.80K,0.46K,2140.0,595.0,3.62B,No,1904.33,1903.56,1273.64,1931.33,1426.28,498
156,SAYAJIHOTL.NS,316.0,318.55,0.06K,Consumer Services,Hotels/Resorts/Cruise Lines,93.0,75.0,57.0,,19.8536,18.0321,0.23K,0.63K,365.2,138.7,5.54B,No,321.01,309.77,,310.72,,100
163,PPARIVAH.BO,282.0,280.15,12.00K,Transportation,Marine Shipping,93.0,90.0,96.0,89.0,9.675,9.0786,37.84K,31.44K,294.7,108.0,3.20B,No,269.84,241.94,180.6,249.27,190.79,358
170,AETHER.NS,1683.7,1691.3,102.38K,Process Industries,Chemicals: Major Diversified,93.0,76.0,93.0,90.0,54.25,54.0786,402.57K,256.85K,1717.0,726.45,223.47B,No,1633.06,1512.88,1150.59,1552.66,1258.61,500
173,SHREEJISPG.NS,637.1,644.6,536.70K,Transportation,Other Transportation,93.0,46.0,88.0,87.0,29.025,28.5107,1059.87K,1036.59K,681.55,222.0,103.80B,No,642.77,598.91,435.83,617.63,478.5,255
179,GRWRHITECH.NS,7209.5,7137.5,30.91K,Process Industries,Chemicals: Specialty,93.0,54.0,79.0,91.0,201.2143,198.1786,71.68K,65.34K,7990.0,2690.7,167.49B,No,7144.2,7014.71,4899.13,7048.7,5504.9,500
180,PREMIERPOL.NS,90.44,90.58,300.46K,Non-Energy Minerals,Forest Products,93.0,93.0,94.0,90.0,5.7014,5.6657,526.76K,1367.37K,97.99,38.0,9.47B,No,82.69,74.74,57.44,77.1,63.54,499
183,QUESS.NS,379.5,381.75,560.75K,Commercial Services,Personnel Services,93.0,82.0,96.0,93.0,15.1536,15.0821,1309.84K,1126.23K,388.75,166.3,56.68B,No,341.61,311.64,232.78,323.43,244.57,500
186,QPOWER.NS,1488.0,1435.8,304.54K,Producer Manufacturing,Electrical Products,92.0,93.0,90.0,89.0,60.35,59.3286,192.96K,315.61K,1502.7,581.0,115.24B,No,1292.54,1213.77,991.67,1234.43,1114.77,378
188,SENORES.NS,1454.7,1432.8,492.85K,Health Technology,Pharmaceuticals: Major,92.0,79.0,89.0,92.0,56.2429,55.6857,321.94K,200.60K,1599.0,662.45,66.99B,No,1467.47,1407.5,1009.26,1416.84,1099.73,419
189,SHAHALLOYS.NS,113.0,107.69,450.45K,Non-Energy Minerals,Steel,92.0,98.0,94.0,89.0,8.1293,7.7121,68.00K,365.14K,116.85,53.1,2.24B,No,79.98,73.85,69.16,78.26,70.75,499
196,BLSE.NS,327.7,327.9,231.37K,Technology Services,Internet Software/Services,92.0,75.0,91.0,94.0,10.3393,10.3393,839.74K,483.52K,331.3,124.3,29.71B,No,317.29,287.01,212.61,298.54,221.17,500
202,LOKESHMACH.NS,346.25,345.25,94.10K,Technology Services,Information Technology Services,92.0,60.0,88.0,93.0,17.8357,17.4536,29.99K,56.41K,374.8,138.96,7.55B,No,332.61,325.32,236.24,332.37,266.67,499
204,NAGPI.BO,201.3,203.25,2.56K,Electronic Technology,Electronic Equipment/Instruments,92.0,94.0,90.0,81.0,12.5679,12.5679,6.37K,9.62K,214.9,80.16,2.64B,No,194.85,165.28,144.57,171.18,155.95,497
209,SBECSUG.BO,64.98,66.3,4.73K,Process Industries,Agricultural Commodities/Milling,92.0,67.0,92.0,94.0,4.265,4.0271,13.97K,4.26K,88.84,26.85,3.10B,No,67.98,66.24,42.54,65.4,46.86,497
227,RITESHIN.BO,75.5,77.7,2.58K,Process Industries,Chemicals: Specialty,91.0,35.0,93.0,73.0,3.5386,3.5257,11.79K,4.10K,87.98,30.85,645.74M,No,77.78,72.76,63.45,73.85,62.39,497
237,MARKSANS.NS,322.4,321.6,1408.81K,Health Technology,Pharmaceuticals: Major,91.0,91.0,86.0,92.0,14.5821,14.5321,3379.38K,2128.04K,345.5,155.0,146.10B,No,310.66,282.12,213.84,288.89,228.65,500
238,ADOR.NS,1700.8,1705.2,51.28K,Producer Manufacturing,Miscellaneous Manufacturing,91.0,85.0,93.0,87.0,76.5929,75.6929,54.00K,89.20K,1766.4,848.0,29.60B,No,1568.11,1449.31,1147.34,1494.12,1194.47,500
