Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
1,EASTSILK.NS,59.0,0.53K,Process Industries,Textiles,98.0,3.0,10.0,44.0,3.45K,0.72K,99.25,1.8,-40.55
8,SWANDEF.NS,1852.6,8.71K,Producer Manufacturing,Trucks/Construction/Farm Machinery,98.0,55.0,97.0,98.0,25.75K,10.10K,2489.0,127.33,-25.57
39,CUPID.NS,130.86,21178.76K,Consumer Non-Durables,Household/Personal Care,97.0,94.0,95.0,97.0,19780.82K,16922.67K,126.94,15.9,3.09
47,STLTECH.NS,324.8,4161.69K,Technology Services,Information Technology Services,97.0,97.0,98.0,97.0,9834.71K,7404.70K,309.5,59.26,4.94
52,MTARTECH.NS,6266.0,598.93K,Electronic Technology,Aerospace & Defense,97.0,97.0,97.0,97.0,597.69K,974.52K,6787.0,1358.0,-7.68
57,AHLWEST.NS,398.75,2.87K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,,,,1.65K,2.47K,379.8,137.0,4.99
74,BHAGYANGR.NS,276.4,261.48K,Producer Manufacturing,Electrical Products,96.0,97.0,94.0,97.0,328.86K,641.04K,285.49,65.0,-3.18
78,TAKE.NS,38.54,740.84K,Technology Services,Information Technology Services,96.0,5.0,40.0,94.0,780.98K,252.37K,50.14,7.3,-23.14
80,UNIVPHOTO.NS,500.0,2.45K,Consumer Durables,Electronics/Appliances,96.0,72.0,98.0,96.0,38.11K,5.46K,515.8,180.6,-3.06
82,QPOWER.NS,1331.8,707.99K,Producer Manufacturing,Electrical Products,96.0,95.0,97.0,89.0,1296.33K,1268.30K,1441.0,330.1,-7.58
85,PRECWIRE.NS,431.7,741.60K,Producer Manufacturing,Electrical Products,96.0,90.0,96.0,96.0,1485.71K,828.89K,445.5,129.51,-3.1
88,SALSTEEL.NS,56.13,186.42K,Non-Energy Minerals,Steel,96.0,93.0,92.0,93.0,152.34K,175.24K,60.0,14.37,-6.45
90,TDPOWERSYS.NS,1176.8,627.80K,Producer Manufacturing,Electrical Products,96.0,88.0,96.0,95.0,1183.11K,1332.28K,1195.0,387.05,-1.52
95,ATHERENERG.NS,937.8,3763.47K,Consumer Durables,Motor Vehicles,96.0,67.0,94.0,88.0,3528.60K,5100.77K,971.15,288.15,-3.43
98,OMNI.NS,420.1,890.59K,Producer Manufacturing,Metal Fabrication,96.0,94.0,,,1434.89K,899.39K,433.0,176.25,-2.98
101,KMEW.NS,2209.7,752.31K,Producer Manufacturing,Trucks/Construction/Farm Machinery,95.0,90.0,85.0,96.0,121.91K,208.33K,2254.4,650.5,-1.98
102,POWERINDIA.NS,34255.0,90.73K,Electronic Technology,Electronic Equipment/Instruments,95.0,88.0,97.0,96.0,155.08K,145.77K,34365.0,14152.0,-0.32
105,ATLANTAELE.NS,1587.4,105.28K,Producer Manufacturing,Electrical Products,95.0,84.0,97.0,94.0,228.62K,434.70K,1846.2,707.6,-14.02
106,CPPLUS.NS,2460.6,527.19K,Consumer Durables,Electronics/Appliances,95.0,88.0,96.0,95.0,379.78K,416.70K,2453.0,1015.0,0.31
107,BAJAJCON.NS,488.75,734.30K,Consumer Non-Durables,Household/Personal Care,95.0,87.0,93.0,95.0,1264.19K,1383.54K,496.85,161.4,-1.63
110,DEEDEV.NS,441.4,419.43K,Producer Manufacturing,Industrial Machinery,95.0,95.0,97.0,95.0,5437.98K,895.43K,445.2,183.0,-0.85
113,JAYNECOIND.NS,112.79,5466.31K,Non-Energy Minerals,Steel,95.0,92.0,93.0,92.0,6085.76K,12604.50K,116.25,34.9,-2.98
114,GVPIL.NS,628.25,160.23K,Industrial Services,Engineering & Construction,95.0,96.0,97.0,96.0,1288.62K,191.54K,634.55,270.9,-0.99
119,VENUSREM.NS,949.9,59.73K,Health Technology,Pharmaceuticals: Major,95.0,35.0,84.0,97.0,51.70K,68.65K,1088.8,294.15,-12.76
121,PFOCUS.NS,310.25,748.35K,Consumer Services,Movies/Entertainment,95.0,4.0,89.0,95.0,4332.73K,921.57K,367.0,92.01,-15.46
122,MAHASTEEL.NS,863.15,3.67K,Non-Energy Minerals,Steel,95.0,2.0,60.0,92.0,10.23K,4.33K,1050.0,234.0,-17.8
123,ARFIN.NS,93.34,790.61K,Non-Energy Minerals,Aluminum,95.0,70.0,82.0,95.0,1146.51K,1367.74K,100.25,31.43,-6.89
129,VIDYAWIRES.NS,93.54,9926.89K,Non-Energy Minerals,Other Metals/Minerals,95.0,97.0,97.0,,4697.69K,14949.84K,95.5,42.51,-2.05
133,AXISCADES.NS,2129.4,262.59K,Commercial Services,Miscellaneous Commercial Services,94.0,86.0,96.0,92.0,171.79K,191.28K,2108.9,735.05,0.97
134,GVT&D.NS,4578.9,473.62K,Producer Manufacturing,Electrical Products,94.0,62.0,92.0,93.0,664.68K,769.89K,4694.0,1500.0,-2.45
135,IDEAFORGE.NS,804.1,7679.80K,Electronic Technology,Aerospace & Defense,94.0,98.0,96.0,94.0,1559.77K,3973.38K,731.0,355.05,10.0
136,KIRLOSENG.NS,1737.1,175.94K,Producer Manufacturing,Electrical Products,94.0,77.0,94.0,96.0,530.62K,454.00K,1755.0,664.05,-1.02
