Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1,SALSAIN.BO,379.0,374.95,0.47K,Finance,Financial Conglomerates,98.0,72.0,94.0,81.0,24.2429,21.3536,0.64K,0.40K,828.95,14.58,2.64B,No,359.5,325.21,271.01,337.27,364.38,498
2,TANDHANIN.BO,166.3,163.3,11.43K,Finance,Investment Banks/Brokers,98.0,83.0,91.0,98.0,8.3179,5.85,6.45K,15.37K,170.8,10.48,8.28B,No,140.17,145.66,73.55,148.73,100.08,498
3,APOLLOIN.BO,80.42,84.65,3.51K,Process Industries,Agricultural Commodities/Milling,98.0,0.0,86.0,98.0,3.6914,0.0071,2.69K,0.66K,146.05,5.16,836.37M,No,117.41,112.51,47.03,112.22,63.23,498
4,AXISOL.BO,546.1,557.2,2.05K,Technology Services,Information Technology Services,98.0,97.0,97.0,98.0,18.8036,5.7679,7.52K,8.78K,667.75,25.59,25.81B,No,552.44,418.46,240.58,437.57,308.46,499
5,MODMA.BO,44.05,46.36,0.50K,Producer Manufacturing,Metal Fabrication,98.0,28.0,0.0,98.0,2.0307,0.6914,1.37K,1.09K,85.79,1.9,5.13B,No,47.28,52.54,33.58,50.44,44.86,498
6,ARIHANT.NS,900.0,907.8,2.20K,Finance,Real Estate Development,98.0,2.0,66.0,,71.0893,71.0893,8.18K,4.76K,1225.0,39.65,9.78B,No,1033.22,955.92,,960.64,,100
7,SAMTELIN.BO,38.96,39.74,1.89K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,12.0,11.0,97.0,1.2836,1.1614,12.00K,4.41K,72.95,1.89,276.15M,No,39.06,49.49,27.18,47.01,36.41,260
8,MRUTR.BO,115.3,109.83,239.52K,Finance,Investment Banks/Brokers,98.0,93.0,98.0,98.0,3.5607,2.0471,11.53K,44.02K,115.3,0.58,83.30B,No,94.18,79.3,32.64,85.12,45.73,498
9,SESHACHAL.BO,66.66,70.16,0.50K,Technology Services,Information Technology Services,98.0,5.0,3.0,23.0,0.7907,0.0007,0.62K,0.06K,105.31,2.39,46.29M,No,74.31,75.82,75.67,73.89,88.53,498
10,MAXGROW.BO,164.55,161.33,2.19K,Commercial Services,Personnel Services,98.0,98.0,98.0,97.0,5.4593,0.4814,26.08K,8.96K,164.55,12.76,6.57B,No,115.13,88.16,58.65,100.17,68.16,498
11,VINRKLB.BO,50.74,49.75,1.60K,Health Technology,Pharmaceuticals: Major,98.0,98.0,73.0,93.0,1.9671,1.2064,1.27K,2.94K,50.74,4.5,564.01M,No,39.63,34.42,26.75,35.58,36.03,498
12,HARCR.BO,27.22,26.69,0.06K,Producer Manufacturing,Auto Parts: Oem,98.0,98.0,98.0,98.0,0.8386,0.0,0.22K,0.10K,27.22,2.87,285.81M,No,19.72,14.74,8.84,16.37,10.33,499
13,NEWMKTAVE.BO,67.05,67.05,0.00K,Finance,Investment Managers,98.0,98.0,98.0,98.0,0.8571,0.0,,0.00K,67.05,9.1,686.59M,No,59.74,48.05,24.12,51.79,31.47,498
14,LIPPISYS.BO,200.25,209.0,22.40K,Producer Manufacturing,Industrial Machinery,98.0,1.0,97.0,98.0,7.0393,3.8071,33.32K,12.83K,281.2,22.11,1.40B,No,234.76,233.9,97.19,230.94,126.33,497
15,PANKAJPO.BO,140.4,133.74,4.22K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,98.0,98.0,95.0,6.1014,3.2443,16.58K,23.68K,140.4,15.36,778.36M,No,101.71,87.22,61.89,94.13,73.64,497
16,ASIACAP.BO,107.95,105.84,0.14K,Finance,Finance/Rental/Leasing,98.0,90.0,94.0,98.0,1.9479,0.4764,0.69K,0.30K,114.85,17.37,333.78M,No,103.91,89.99,47.59,94.23,61.44,498
17,RANJITSE.BO,59.38,62.5,0.56K,Finance,Finance/Rental/Leasing,98.0,38.0,10.0,2.0,1.2207,0.6307,0.15K,0.12K,122.1,6.24,159.58M,No,62.01,61.14,,60.85,73.77,189
18,APPL.BO,314.3,315.0,27.20K,Distribution Services,Medical Distributors,98.0,81.0,93.0,97.0,6.1536,1.3607,15.94K,11.44K,327.1,32.32,5.39B,No,287.68,262.25,159.01,270.02,196.12,231
19,SANGINITA.NS,58.76,55.97,75.45K,Process Industries,Chemicals: Specialty,98.0,13.0,97.0,98.0,3.0871,1.505,259.44K,698.81K,68.02,9.23,1.52B,No,56.3,54.6,26.88,56.09,34.04,499
20,CUPID.NS,275.05,280.46,17008.39K,Consumer Non-Durables,Household/Personal Care,98.0,87.0,97.0,98.0,15.0807,15.0807,33811.76K,22901.25K,299.0,32.87,369.85B,No,278.22,237.18,133.18,246.79,157.21,500
21,INDUSFINL.BO,243.5,238.75,5.76K,Finance,Investment Banks/Brokers,98.0,97.0,97.0,98.0,4.9107,2.8179,8.08K,5.69K,243.5,38.94,2.25B,No,207.18,171.75,93.25,183.32,114.5,497
22,BATLIBOI.NS,85.1,86.32,25.75K,Producer Manufacturing,Industrial Machinery,98.0,64.0,62.0,,3.7493,3.7493,78.40K,24.26K,106.5,15.7,4.02B,No,88.22,85.74,,85.5,,100
23,PARMSILK.BO,305.05,321.1,0.08K,Process Industries,Textiles,98.0,4.0,98.0,98.0,17.3643,14.8857,1.00K,0.20K,472.35,45.65,915.49M,No,332.14,338.96,161.87,343.15,198.38,356
24,PARMAX.BO,132.45,131.15,12.77K,Health Technology,Pharmaceuticals: Major,98.0,89.0,98.0,98.0,1.5321,0.1107,14.37K,6.64K,132.45,22.6,495.54M,No,119.7,103.43,51.96,110.09,61.57,496
25,SHANTAI.BO,90.43,91.34,6.58K,Process Industries,Textiles,98.0,44.0,23.0,96.0,0.23,0.0993,2.88K,1.01K,102.01,11.15,678.23M,No,92.17,93.01,60.13,92.56,78.97,497
26,SHENTRA.BO,132.0,131.0,0.65K,Process Industries,Chemicals: Specialty,98.0,54.0,93.0,95.0,0.2714,0.1929,0.12K,0.16K,134.85,16.65,585.84M,No,131.41,123.12,74.59,125.72,90.68,230
27,DUKEOFS.BO,58.95,57.8,2.69K,Retail Trade,Specialty Stores,98.0,97.0,98.0,98.0,1.0143,0.0,8.39K,21.51K,58.95,13.12,581.08M,No,49.21,37.92,22.99,41.44,26.96,497
28,TRADWIN.BO,544.45,555.55,0.23K,Consumer Services,Other Consumer Services,98.0,9.0,13.0,40.0,18.7214,7.2179,0.05K,0.12K,846.45,47.04,1.63B,No,605.23,594.53,550.11,584.64,597.35,499
29,PURPLEWAVE.BO,410.5,391.0,10.00K,Technology Services,Packaged Software,98.0,98.0,99.0,98.0,19.6214,14.2393,37.06K,17.60K,410.5,95.1,3.80B,No,307.79,199.78,,228.42,154.18,184
30,HIKLASS.BO,91.0,91.1,70.00K,Finance,Investment Banks/Brokers,98.0,74.0,56.0,94.0,0.9214,0.7171,5.35K,24.98K,108.35,12.16,2.75B,No,88.86,80.54,59.17,82.42,75.18,498
31,GLITTEKG.BO,68.73,65.46,5.19K,Non-Energy Minerals,Construction Materials,98.0,73.0,96.0,41.0,1.6279,0.3686,12.40K,8.69K,80.2,7.91,1.78B,No,65.38,56.88,41.13,59.6,51.95,497
32,NEELKAN.BO,59.69,60.9,0.35K,Non-Energy Minerals,Construction Materials,97.0,87.0,98.0,97.0,1.6121,1.3107,5.37K,1.11K,63.0,13.34,301.06M,No,59.48,50.66,27.21,51.67,32.06,497
33,SANCODE.BO,589.95,578.4,8.50K,Technology Services,Information Technology Services,97.0,95.0,98.0,97.0,6.8643,0.7071,2.16K,0.85K,589.95,91.95,4.40B,No,521.39,427.84,261.27,456.54,314.58,497
34,PHCAP.BO,1109.5,1123.05,5.55K,Finance,Investment Banks/Brokers,97.0,76.0,87.0,93.0,47.2464,47.0929,3.63K,7.59K,1158.9,165.05,3.33B,No,1037.39,1010.47,671.69,1025.62,814.77,497
35,TRANSCHEM.BO,351.65,352.55,5.25K,Health Technology,Pharmaceuticals: Other,97.0,85.0,90.0,94.0,15.5214,15.3893,6.75K,4.33K,377.65,46.01,4.30B,No,322.52,331.77,213.36,331.66,243.21,497
36,VOLKAI.BO,181.25,172.66,20.14K,Distribution Services,Wholesale Distributors,97.0,98.0,98.0,98.0,8.3829,5.1764,9.76K,16.66K,181.25,40.0,214.41M,No,126.36,100.94,64.65,111.24,75.86,497
37,INDSWFTLAB.NS,368.15,364.87,1382.04K,Health Technology,Pharmaceuticals: Major,97.0,98.0,98.0,96.0,21.0693,20.5164,1447.41K,1771.88K,389.5,87.15,32.01B,No,311.31,258.33,159.64,273.71,188.86,499
38,PHOTON.BO,348.05,344.65,0.35K,Finance,Investment Managers,97.0,65.0,98.0,97.0,0.725,0.0,0.08K,0.03K,348.05,90.0,946.94M,No,340.27,293.73,162.27,315.82,191.34,497
