Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
1,JTLDEFENCE.BO,506.8,1.75K,Non-Energy Minerals,Other Metals/Minerals,98.0,95.0,99.0,98.0,7.8286,0.0,2.56K,0.98K,506.8,51.23,5.33B,No,357.12,137.28,374.78,167.84
2,TANDHANIN.BO,148.9,11.85K,Finance,Investment Banks/Brokers,98.0,94.0,98.0,98.0,3.4107,1.7464,0.78K,3.96K,149.55,10.48,7.41B,No,108.79,44.07,115.05,59.97
3,MODMA.BO,61.0,1.90K,Producer Manufacturing,Metal Fabrication,98.0,0.0,98.0,98.0,1.3336,0.5707,3.70K,1.06K,85.79,1.1,7.11B,No,66.54,22.97,68.29,32.0
4,MRUTR.BO,58.05,0.01K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,1.0007,0.0,0.51K,1.17K,58.05,0.46,41.94B,No,37.55,14.8,40.22,21.2
5,KETOMOTORS.BO,207.6,1.41K,Process Industries,Chemicals: Agricultural,98.0,95.0,97.0,96.0,3.7786,1.1571,5.46K,3.58K,207.6,4.57,14.62B,No,137.39,102.9,142.52,108.44
6,SESHACHAL.BO,87.06,2.35K,Technology Services,Information Technology Services,98.0,12.0,4.0,95.0,0.4536,0.0,0.30K,0.14K,105.31,2.39,60.45M,No,95.1,64.93,94.69,84.18
7,SMTEL.BO,427.1,0.28K,Commercial Services,Miscellaneous Commercial Services,98.0,75.0,21.0,97.0,27.3429,27.1286,0.39K,0.39K,494.85,21.19,7.72B,No,417.47,274.85,413.38,360.33
8,SAMTELIN.BO,57.54,4.09K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,91.0,98.0,98.0,1.4171,0.5407,6.45K,18.91K,62.4,1.89,407.84M,No,44.51,17.0,46.9,24.36
9,APOLLOIN.BO,90.94,4.70K,Process Industries,Agricultural Commodities/Milling,98.0,97.0,98.0,98.0,1.6886,0.2507,5.82K,5.99K,90.94,5.16,945.78M,No,60.91,22.78,64.62,31.26
10,ARIHANT.NS,788.9,7.36K,Finance,Real Estate Development,98.0,26.0,,,53.4786,52.6071,7.04K,8.89K,1100.0,39.65,8.57B,No,869.09,,862.38,
