Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Insurance Brokers/Services,Finance,97,56,4,7,RRFIN.BO
2,Cable/Satellite Tv,Consumer Services,94,49,93,93,NDLVENTURE.NS
3,Precious Metals,Non-Energy Minerals,78,40,54,63,"MIDWEST.BO,DECNGOLD.BO"
4,Real Estate Investment Trusts,Finance,73,35,59,72,"FUNDVISER.BO,ANNAINFRA.BO,INDUSINVIT.BO,MINDSPACE.BO,EMBASSY.BO,NXST.BO,KRT.BO,BIRET.BO"
5,Beverages: Non-Alcoholic,Consumer Non-Durables,72,65,54,80,"VALENCIA.BO,ORIBEVER.BO,VBL.NS"
6,Drugstore Chains,Retail Trade,69,34,63,80,MEDPLUS.NS
7,Alternative Power Generation,Utilities,69,66,68,60,"UEL.NS,SUGSLLOYD.BO,CLEANMAX.NS,NTPCGREEN.NS,POWERGRID.NS,WAAREERTL.NS,INOXGREEN.NS,RELTD.NS,KPIGREEN.NS,KPEL.NS"
8,Aluminum,Non-Energy Minerals,68,55,58,76,"ARFIN.NS,NATIONALUM.NS,HRS.BO,VEDL.NS,ALUFLUOR.BO,MAITRI.BO,HINDALUMI.BO,NIRAVCOM.BO,MAANALU.NS,SPINAROO.BO,ORIENTCER.NS,EUROBOND.NS,SUDAI.BO,KANISHK.BO,SAMPAT.BO"
9,Biotechnology,Health Technology,67,52,67,69,"TITANBIO.BO,RUBICON.NS,AKUMS.NS,ANTHEM.NS,ANL.BO,HALEOSLABS.NS,FERMENTA.BO,FABTECH.NS"
10,Major Banks,Finance,65,33,45,72,"MAHABANK.NS,FEDERALBNK.NS,INDIANB.NS,UNIONBANK.NS,RBLBANK.NS,SOUTHBANK.NS,CANBK.NS,BANKINDIA.NS,AXISBANK.NS,BANDHANBNK.NS,BANKBARODA.NS,INDUSINDBK.NS,PNB.NS,CENTRALBK.NS,CSBBANK.NS,IOB.NS,KOTAKBANK.NS,HDFCBANK.NS,IDBI.NS"
11,Computer Communications,Electronic Technology,64,84,35,42,KERNEX.NS
12,Computer Peripherals,Electronic Technology,64,33,62,42,"NETWEB.NS,PANACHE.NS,INDTONER.BO,CONTROLPR.NS"
13,Motor Vehicles,Consumer Durables,64,46,47,60,"ZELIO.BO,ATHERENERG.NS,FORCEMOT.NS,TMCV.NS,TVSMOTOR.NS,SMLMAH.NS,EICHERMOT.NS,HEROMOTOCO.NS,OLECTRA.NS,ATULAUTO.NS,M&M.NS,SANDHAR.NS,ATLASCYCLE.NS,TMPV.NS,MARUTI.NS,SEVL.BO,HYUNDAI.NS,OLAELEC.NS"
14,Electronic Equipment/Instruments,Electronic Technology,63,48,59,61,"WAAREEINDO.NS,POWERINDIA.NS,CNCRD.BO,APARINDS.NS,APLABPP.BO,NAGPI.BO,APLAB.BO,DIGILOGIC.BO,DENORA.NS,TVSELECT.NS,NITIRAJ.NS,GENUSPOWER.NS,SHRADDHA.BO,HONAUT.NS,JGTL.BO,HINDHARD.BO,SPECTRUM.NS,HPL.NS,WEL.NS"
15,Electrical Products,Producer Manufacturing,63,63,68,59,"MODINSU.BO,QPOWER.NS,HIIL.BO,BHAGYANGR.NS,PRECWIRE.NS,GVTD.BO,GVT&D.NS,TDPOWERSYS.NS,KIRLOSENG.NS,KSHINTL.NS,YASHHV.BO,CYBELEIND.BO,ATLANTAELE.NS,RISHABH.NS,COSPOWER.BO,CLENON.BO,ABB.NS,VOLTAMP.NS,ADVAIT.NS,HIRECT.NS,BHEL.NS,RMC.NS,RAMRAT.NS,SHILCTECH.NS,CGPOWER.NS,KEI.NS,INDOSMC.BO,DIACABS.NS,SWITCHTE.BO,SIEMENS.NS,KECL.NS,LGBBROSLTD.NS,ACCORDTS.BO,INDOTECH.NS,POWERICA.NS,RNITAI.BO,POLYCAB.NS,ENRIN.NS,RRKABEL.NS,MARSONS.NS,FINCABLES.NS,JDCABLES.BO,S&SPOWER.NS,HBLENGINE.NS,ESABINDIA.NS,BONLON.NS,BIRLACABLE.NS,SWELECTES.NS,DEL.BO,STARDELTA.BO,HIGHENE.BO,DYCL.NS,ELECON.NS,STDBAT.BO,CORDSCABLE.NS,LAKSELEC.BO,SUZLON.NS,VGUARD.NS,VETO.NS,CLN.BO,PANCARBON.BO,HONDAPOWER.NS,BBL.NS,EVEREADY.NS,INTEGSW.BO,KAYCEEI.BO,ALFATRAN.BO,RTSPOWR.BO,PROSTARM.NS,EPIC.BO,FOCUS.NS,WSI.NS,HAVELLS.NS,PARACABLES.NS,TARIL.NS,CALCOM.BO,DCXINDIA.NS,PANAENERG.BO,SALZERELEC.NS,JSLINDL.BO,EXICOM.NS,PLAZACABLE.NS,SERVOTECH.NS,JYOTI.BO,NDMETAL.BO,QUADFUTURE.NS,ARE&M.NS,NIPPOBATRY.NS,IKIO.NS,INOXWIND.NS,DLTNCBL.BO,URAVIDEF.NS"
16,Other Metals/Minerals,Non-Energy Minerals,62,57,48,65,"RAPICUT.BO,SCBL.BO,PARMESHWAR.BO,HINDCOPPER.NS,IMFA.NS,VIDYAWIRES.NS,HINDALCO.NS,NMDC.NS,SERA.BO,JAINREC.NS,SANDUMA.NS,SBCL.NS,HINDZINC.NS,POCL.NS,MIDHANI.NS,NILE.BO,ASHAPURMIN.NS,MCL.NS,COCHINM.BO,GRAVITA.NS,CUBEXTUB.NS,MANAKALUCO.NS,MAITHANALL.NS,MMP.NS,KACHCHH.BO,INDSILHYD.BO,MOIL.NS,NRL.NS,CHROME.BO,SOUTHMG.BO,ZODJRDMKJ.BO,SHARVAYA.BO,SIYARAM.BO"
17,Telecommunications Equipment,Electronic Technology,62,60,60,54,"ROSSTECH.NS,VALIANT.BO,MIRCELECTR.NS,HFCL.NS,DCI.NS,ASTRAMICRO.NS,ADCINDIA.BO,SMARTLINK.NS,AVANTEL.NS,KAVDEFENCE.NS,DLINKINDIA.NS,PUNJCOMMU.BO,PRECISIO.BO,SALORAINTL.BO,TEJASNET.NS,BPL.NS"
18,Marine Shipping,Transportation,61,49,49,64,"GESHIP.NS,COASTCORP.NS,DREDGECORP.NS,PPARIVAH.BO,GPPL.NS,GLOTTIS.NS,TRANSWORLD.NS"
19,Medical Distributors,Distribution Services,61,51,49,59,"APPL.BO,GUJINJEC.BO,SPML.BO,RAMAVISION.BO,BIJHANS.BO,CHECKPOINT.BO,ENTERO.NS,ROYAL.BO,APL.BO,EVERESTO.BO,CBPL.BO"
20,Aerospace & Defense,Electronic Technology,60,56,67,55,"MTARTECH.NS,AEQUS.NS,KRISHNADEF.NS,PARAS.NS,BEL.NS,IDEAFORGE.NS,SIKA.BO,HAL.NS,BDL.NS,ROSSELLIND.NS,TANAA.BO,DRONACHRYA.BO"
21,Auto Parts: Oem,Producer Manufacturing,60,45,52,55,"AMS.BO,ARISINT.BO,LUMAXTECH.NS,SANSERA.NS,BELRISE.NS,SHRIPISTON.NS,BHARATSE.NS,CUMMINSIND.NS,LUMAXIND.NS,CARRARO.NS,GNA.NS,RACLGEAR.NS,WHEELS.NS,DIVGIITTS.NS,RICOAUTO.NS,SJS.NS,SONACOMS.NS,JAMNAAUTO.NS,TVSHLTD.NS,UNIPARTS.NS,MOTHERSON.NS,JAYUSH.BO,CIEINDIA.NS,FIEMIND.NS,PRICOLLTD.NS,TENNIND.NS,GABRIEL.NS,OMAXAUTO.NS,ZFCVINDIA.NS,NRBBEARING.NS,HIMTEK.BO,ACGL.BO,SEDEMAC.NS,HINDCOMPOS.NS,BOSCHLTD.NS,EMMFORCE.BO,GSAUTO.BO,UNOMINDA.NS,MUNJALAU.NS,MUNJALSHOW.NS,SWARAJENG.NS,SSWL.NS,KROSS.NS,JMA.NS,SHANTIGEAR.NS,AUTOAXLES.NS,PORWAL.BO,INDNIPPON.NS,JBMA.NS,PPAP.NS,MINDACORP.NS,VARROC.NS,SUNCLAY.NS,MENNPIS.BO,ASAL.NS,KALYANIFRG.NS,RML.NS,ESCORTS.NS,SHARDAMOTR.NS,SUPRAJIT.NS,MSUMI.NS,ASKAUTOLTD.NS,KINETICENG.BO,NDRAUTO.NS,ALICON.NS,BIMETAL.BO,PRECAM.NS,AUTOIND.NS,SNL.BO,ZFSTEERING.BO,MACPLASQ.BO,SAMKRG.BO,EXIDEIND.NS,SUNDRMBRAK.NS,SUNDRMFAST.NS,HITECHGEAR.NS,ISTLTD.BO,SKFINDUS.NS,SALAUTO.BO,UCAL.NS,ENKEIWHEL.BO,REMSONSIND.NS,RASANDIK.BO,JAGANLAM.BO,RANEHOLDIN.NS,KRANTI.BO,IGARASHI.NS,SINTERCOM.NS"
22,Regional Banks,Finance,60,47,49,62,"TMB.NS,KTKBANK.NS,DCBBANK.NS,AUBANK.NS,J&KBANK.NS,KARURVYSYA.NS,SBIN.NS,CUB.NS,UJJIVANSFB.NS,SURYODAY.NS,MONEYBOXX.NS,EQUITASBNK.NS,ICICIBANK.NS,JSFB.NS,CAPITALSFB.NS,JAGSONSER.BO,IDFCFIRSTB.NS,CMBL.BO,EMERALD.BO,DAMCAPITAL.NS,FINOPB.NS"
23,Specialty Insurance,Finance,60,26,60,69,"GICRE.NS,ICICIGI.NS"
24,Pharmaceuticals: Generic,Health Technology,60,41,51,68,"NUTRICIRCLE.BO,ZIMLAB.NS,JAGSNPHARM.NS,DENISCHEM.BO"
25,Medical Specialties,Health Technology,60,49,57,53,"HSIL.BO,CHOKSI.BO,SDL.BO,LENSKART.NS,SHREEPAC.BO,GKB.BO,AMKAY.BO,RAAJMEDI.BO,NURECA.NS,SETL.NS,EARKART.BO,CSURGSU.BO,MICEL.NS,PREVEST.BO,VOEPL.BO,POLYMED.NS"
26,Life/Health Insurance,Finance,59,25,46,64,"STARHEALTH.NS,CANHLIFE.NS,MFSL.NS,SBILIFE.NS,NIVABUPA.NS,LICI.NS,BAJAJFINSV.NS,ICICIPRULI.NS"
27,Metal Fabrication,Producer Manufacturing,58,56,59,58,"BELDING.BO,SATANIBRG.BO,OMNI.NS,CARNATIN.BO,BHARATFORG.NS,PRADPME.BO,INVPRECQ.BO,HAPPYFORGE.NS,MMFL.NS,SIMMOND.BO,FRONTSP.BO,SIMPLEXCAS.BO,ROLEXRINGS.NS,MAGNAELQ.BO,AUTOPINS.BO,AZAD.NS,ALPHAIND.BO,BHARATWIRE.NS,SHIVAUM.NS,AANCHALISP.BO,KENNAMET.BO,TEMBO.NS,NIBL.NS,RAJRATAN.NS,SCHAEFFLER.NS,AMIC.BO,USHAMART.NS,KVFORGE.BO,TIIL.NS,MENONBE.NS,SKIPPER.NS,SYSTEMATIC.BO,PTCIL.NS,CTCL.BO,HARSHA.NS,UNIABEXAL.BO,NATFIT.BO,ENDURANCE.NS,GALAPREC.NS,GALAGEX.BO,SHYAMMETL.NS,RKFORGE.NS,SHREMETAL.BO,BOMBWIR.BO,AUSTENG.BO,KPGEL.BO,ROLCOEN.BO,STERTOOLS.NS,KASTURI.BO,DPWIRES.NS,DELTAMAGNT.NS,VISHALBL.BO,AEL.BO,JYOTICNC.NS,KARBON.BO,GALXBRG.BO,STAL.BO,RELICAB.BO,GTIL.BO,COSMOFE.BO,SKFINDIA.NS,NARMADESH.BO,ASGARD.BO,MODMA.BO"
