Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
31,STELLANT.BO,558.75,0.53K,Finance,Investment Banks/Brokers,98.0,53.0,5.0,89.0,32.5107,32.3821,2.98K,2.58K,683.8,46.76,3.09B,No,567.24,450.0,568.7,559.54
43,PHCAP.BO,958.05,1.03K,Finance,Investment Banks/Brokers,97.0,93.0,92.0,98.0,29.1393,27.325,3.58K,4.03K,970.0,165.05,2.87B,No,767.38,458.06,788.85,582.55
55,CDG.BO,233.65,1.66K,Process Industries,Industrial Specialties,97.0,88.0,95.0,98.0,14.2536,11.7143,3.40K,4.53K,263.9,52.6,2.16B,No,194.7,119.46,199.03,147.11
56,ISTRNETWK.BO,48.54,27.56K,Commercial Services,Miscellaneous Commercial Services,97.0,73.0,48.0,32.0,2.52,1.9171,26.02K,29.43K,72.15,5.16,3.42B,No,47.28,43.23,47.66,46.76
67,VENUSREM.NS,1739.1,44.03K,Health Technology,Pharmaceuticals: Major,97.0,98.0,95.0,96.0,108.2714,98.3072,90.56K,198.76K,1943.8,416.0,23.27B,No,1209.77,794.97,1240.76,938.13
68,RAJPALAYAM.NS,839.75,0.82K,Process Industries,Textiles,96.0,76.0,,,24.7821,24.5429,1.85K,1.91K,875.0,314.45,,No,,,765.87,
77,DHRUVCA.BO,433.95,2.00K,Finance,Finance/Rental/Leasing,96.0,67.0,95.0,97.0,6.8929,5.7071,4.82K,4.16K,445.5,111.0,3.12B,No,383.02,218.86,388.75,252.94
81,TRUEGREEN.BO,195.0,22.30K,Process Industries,Textiles,96.0,88.0,71.0,97.0,3.9429,1.5071,10.26K,15.69K,200.85,52.75,6.43B,No,156.79,96.86,160.3,111.27
94,KOVAI.NS,5842.5,1.60K,Health Services,Hospital/Nursing Management,96.0,72.0,,,151.4286,147.7857,3.94K,5.41K,6052.6,2576.65,63.93B,No,,,5281.64,
97,PARMESHWAR.BO,200.9,1.00K,Non-Energy Minerals,Other Metals/Minerals,96.0,17.0,94.0,93.0,8.225,6.5429,30.88K,17.80K,241.5,60.01,3.07B,No,188.49,126.73,189.13,151.44
107,SANCODE.BO,259.0,3.00K,Technology Services,Information Technology Services,95.0,56.0,20.0,87.0,6.9893,3.5214,2.62K,4.75K,271.6,49.97,1.05B,No,245.74,190.12,244.03,204.6
118,FREDUN.BO,2619.7,8.71K,Health Technology,Pharmaceuticals: Major,95.0,69.0,91.0,90.0,133.4679,129.7072,13.32K,12.44K,2699.0,794.0,14.34B,No,2279.61,1757.78,2315.92,1874.01
121,THANGAMAYL.NS,5454.6,58.33K,Consumer Durables,Other Consumer Specialties,95.0,96.0,90.0,93.0,326.9785,319.7785,180.09K,222.81K,5764.2,1750.1,169.54B,No,4346.72,3382.37,4411.4,3799.25
122,BBOX.NS,1023.0,492.86K,Technology Services,Information Technology Services,95.0,70.0,96.0,95.0,54.7214,54.0071,1124.65K,721.24K,1103.0,435.05,181.68B,No,826.01,595.95,846.51,625.77
126,RUBICON.NS,1361.8,334.27K,Health Technology,Biotechnology,95.0,95.0,94.0,96.0,104.4214,103.9,547.87K,710.28K,1400.0,570.75,224.36B,No,1041.16,,1053.95,831.76
150,SENORES.NS,1315.0,185.60K,Health Technology,Pharmaceuticals: Major,94.0,89.0,94.0,93.0,63.5572,61.1357,458.77K,525.76K,1360.0,515.0,60.56B,No,1025.47,834.91,1057.14,881.43
164,YASHO.NS,2878.6,31.16K,Consumer Non-Durables,Food: Specialty/Candy,94.0,95.0,96.0,94.0,190.9929,188.0643,33.20K,59.84K,3025.0,1130.0,34.76B,No,1943.77,1630.99,2007.15,1620.57
178,DECNGOLD.NS,214.72,2772.48K,Non-Energy Minerals,Precious Metals,93.0,96.0,,,13.7786,12.9379,2414.21K,4273.31K,221.27,114.8,,No,,,,
183,SPARC.NS,238.09,1854.78K,Health Technology,Pharmaceuticals: Major,93.0,93.0,96.0,93.0,12.4157,12.1786,6487.88K,3799.65K,253.17,108.0,77.27B,No,182.13,145.45,186.36,149.85
187,ATHERENERG.NS,971.7,2072.31K,Consumer Durables,Motor Vehicles,93.0,66.0,79.0,89.0,48.2107,48.2107,4970.12K,3497.33K,1069.0,314.15,372.28B,No,942.16,736.09,940.31,783.49
