Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Computer Communications,Electronic Technology,95,88,97,95,KERNEX.NS
2,Precious Metals,Non-Energy Minerals,86,23,53,4,"DECNGOLD.NS,REMAGNET.BO"
3,Airlines,Transportation,80,57,87,78,"AFCOM.BO,TAALTECH.NS,INDIGO.NS"
4,Biotechnology,Health Technology,74,62,62,75,"RUBICON.NS,TITANBIO.BO,FERMENTA.NS,ANL.BO,AKUMS.NS,ANTHEM.NS,HALEOSLABS.NS,GVBL.BO,FABTECH.NS"
5,Electronics Distributors,Distribution Services,69,52,66,60,"RPTECH.NS,CNL.NS,REDINGTON.NS,OPTIEMUS.NS,PANIDPR.BO,COLAB.BO,ACCEDERE.BO,LABELKRAFT.BO,PALREDTEC.NS,BRISK.BO,MISQUITA.BO"
6,Contract Drilling,Industrial Services,69,87,78,75,JINDRILL.NS
7,Catalog/Specialty Distribution,Retail Trade,65,85,78,60,ETHOSLTD.NS
8,Electronic Production Equipment,Electronic Technology,65,72,64,76,"AVALON.NS,SYRMA.NS,APOLLO.NS,CYIENTDLM.NS,DATAPATTNS.NS,NELCO.NS,DIXON.NS,SELECTRIC.BO,PGEL.NS,CONTAINE.BO,KAYNES.NS,ELIN.NS"
9,Telecommunications Equipment,Electronic Technology,64,34,64,64,"HFCL.NS,ASTRAMICRO.NS,SMARTLINK.NS,ROSSTECH.NS,DCI.NS,ONIDA.NS,ADCINDIA.BO,VALIANT.BO,PRECISIO.BO,TEJASNET.NS,AVANTEL.NS,DLINKINDIA.NS,PUNJCOMMU.BO,BPL.NS,KAVDEFENCE.NS,SALORAINTL.BO"
10,Pharmaceuticals: Generic,Health Technology,63,24,62,57,"ZIMLAB.NS,NUTRICIRCLE.BO,ZENLABS.BO,JAGSNPHARM.NS,DENISCHEM.BO"
11,Motor Vehicles,Consumer Durables,63,65,65,58,"ZELIO.BO,ATHERENERG.NS,SMLMAH.NS,TVSMOTOR.NS,SANDHAR.NS,ATULAUTO.NS,EICHERMOT.NS,TMCV.NS,HEROMOTOCO.NS,OLAELEC.NS,HYUNDAI.NS,OLECTRA.NS,M&M.NS,MARUTI.NS,FORCEMOT.NS,ATLASCYCLE.NS,TMPV.NS,SEVL.BO"
12,Miscellaneous,Miscellaneous,62,61,66,60,"INOVSYNTH.BO,ASHIKAG.NS,SCILAL.NS"
13,Computer Peripherals,Electronic Technology,61,50,58,64,"NETWEB.NS,PANACHE.NS,WEPSOLN.BO,INDTONER.BO,CONTROLPR.NS"
14,Hospital/Nursing Management,Health Services,61,49,58,60,"KOVAI.NS,PARKHOSPS.NS,KMCSHIL.BO,HANNAH.BO,ARTEMISMED.NS,ASTERDM.NS,RAINBOW.NS,JLHL.NS,SHANMUGA.BO,APOLLOHOSP.NS,YATHARTH.NS,GKSL.NS,MEDANTA.NS,KIMS.NS,ASARFI.BO,GPTHEALTH.NS,HCG.NS,NH.NS,MAXHEALTH.NS,FORTIS.NS,SHARMEH.BO,CMMHOSP.BO,KKSHL.BO,SHALBY.NS,AASHKA.BO,NGIND.BO,FORTISMLR.BO,INDRAMEDCO.NS"
15,Auto Parts: Oem,Producer Manufacturing,61,57,61,61,"SANSERA.NS,AMS.BO,SEDEMAC.NS,UNIPARTS.NS,NRBBEARING.NS,SONACOMS.NS,RICOAUTO.NS,SJS.NS,SHRIPISTON.NS,DIVGIITTS.NS,WHEELS.NS,GABRIEL.NS,SSWL.NS,GNA.NS,INDNIPPON.NS,PRICOLLTD.NS,EMMFORCE.BO,RANEHOLDIN.NS,BELRISE.NS,ASKAUTOLTD.NS,BHARATSE.NS,MOTHERSON.NS,MINDACORP.NS,RML.NS,PPAP.NS,MENNPIS.NS,EXIDEIND.NS,AFLTD.BO,JAMNAAUTO.NS,HIMTEK.BO,MUNJALAU.NS,VARROC.NS,BIMETAL.NS,OMAXAUTO.NS,AUTOIND.NS,RACLGEAR.NS,LUMAXTECH.NS,CUMMINSIND.NS,LUMAXIND.NS,SUPRAJIT.NS,FIEMIND.NS,ACGL.BO,BOSCHLTD.NS,SUNDRMBRAK.NS,SUNDRMFAST.NS,SKFINDUS.NS,ZFCVINDIA.NS,UNOMINDA.NS,AUTOAXLES.NS,TENNIND.NS,JBMA.NS,TVSHLTD.NS,JAYUSH.BO,KROSS.NS,CARRARO.NS,JMA.NS,MUNJALSHOW.NS,SNL.BO,PORWAL.BO,ASAL.NS,UCAL.NS,IGARASHI.NS,NDRAUTO.NS,MSUMI.NS,ARISINT.BO,SHARDAMOTR.NS,MACPLASQ.BO,KALYANIFRG.NS,CIEINDIA.NS,SAMKRG.BO,HINDCOMPOS.NS,SWARAJENG.NS,ALICON.NS,ESCORTS.NS,RASANDIK.BO,PRECAM.NS,SINTERCOM.NS,SHANTIGEAR.NS,KINETICENG.BO,HITECHGEAR.NS,SUNCLAY.NS,SALAUTO.BO,ISTLTD.BO,ZFSTEERING.NS,ENKEIWHEL.BO,JAGANLAM.BO,REMSONSIND.NS,KRANTI.BO"
16,Pharmaceuticals: Major,Health Technology,59,49,59,60,"VINRKLB.BO,PARMAX.BO,BLISSGVS.NS,FREDUN.BO,BAFNAPH.NS,VENUSREM.NS,SAKAR.NS,NOVARTIND.NS,INDSWFTLAB.NS,NGLFINE.NS,SHILPAMED.NS,LAURUSLABS.NS,ACUTAAS.NS,MOREPENLAB.NS,ASTONEALAB.BO,SUVEN.NS,SENORES.NS,VIKRAMTH.BO,COLINZ.BO,PHRMASI.BO,BETA.NS,KPL.NS,HESTERBIO.NS,ORCHPHARMA.NS,SPARC.NS,MARKSANS.NS,AMANTA.NS,CORONA.NS,NOVELIX.BO,VIYASH.NS,SGRL.BO,WOCKPHARMA.NS,CAPLIPOINT.NS,GLAND.NS,HEXAGON.NS,AMBALALSA.NS,SUPRIYA.NS,EMCURE.NS,JBCHEPHARM.NS,ALIVUS.NS,NEULANDLAB.NS,DIVISLAB.NS,SUDARSHAN.BO,KOPRAN.NS,TORNTPHARM.NS,BPLPHARMA.BO,GUFICBIO.NS,AJANTPHARM.NS,IPCALAB.NS,ANG.BO,ZYDUSLIFE.NS,SAIPARENT.NS,MAKERSL.BO,THEMISMED.NS,PGHL.NS,RPGLIFE.NS,WANBURY.NS,SMSPHARMA.NS,UNICHEMLAB.NS,INNOVACAP.NS,VRL.BO,PPLPHARMA.NS,BIOCON.NS,BALPHARMA.NS,SUNPHARMA.NS,BLUEJET.NS,MEDICO.NS,LINCOLN.NS,KILITCH.NS,AAREYDRUGS.NS,GLENMARK.NS,SUNLOC.BO,ALKEM.NS,PANACEABIO.NS,SANJIVIN.BO,MANKIND.NS,GODAVARI.BO,SHUKRAPHAR.BO,INDGN.NS,PRAVEG.NS,HIKAL.NS,CONCORD.BO,TTKHLTCARE.NS,JENBURPH.BO,TYCHE.BO,PFIZER.NS,GUJTERC.BO,ANURAS.NS,AUROLAB.BO,STAR.NS,GLAXO.NS,APLLTD.NS,SMRUTHIORG.BO,ABBOTINDIA.NS,SANOFICONR.NS,AARTIDRUGS.NS,PARNAXLAB.BO,MERCURYLAB.BO,WINDLAS.NS,ZOTA.NS,FDC.NS,LACTOSE.BO,NATCOPHARM.NS,ROOPAIND.BO,ANUHPHR.NS,DRREDDY.NS,TLL.BO,ONESOURCE.NS,SOLARA.NS,ASTRAZEN.NS,ERIS.NS,GUJTHEM.NS,PANCHSHEEL.BO,ZENOTECH.BO,INDOCO.NS,ALEMBICLTD.NS,JUBLPHARMA.NS,DCAL.NS,ALBERTDAVD.NS,BIOFILCHEM.NS,BAJAJHCARE.NS,ALPA.NS,BROOKS.NS,KREBSBIO.NS,AARTIPHARM.NS,DESHRAK.BO,KIMIABL.BO,SANOFI.NS,MEDICAPQ.BO,VALIANTLAB.NS,PHARMAID.BO,COHANCE.NS,OXYGENTAPH.BO,SHELTER.BO,MEDICAMEQ.NS,SYSCHEM.BO,MANGALAM.NS,STARSOURCE.BO,BACPHAR.BO"
17,Aerospace & Defense,Electronic Technology,59,38,54,63,"MTARTECH.NS,PARAS.NS,IDEAFORGE.NS,AEQUS.NS,KRISHNADEF.NS,SIKA.NS,ROSSELLIND.NS,HAL.NS,BEL.NS,TANAA.BO,BDL.NS,DRONACHRYA.BO"
18,Regional Banks,Finance,59,58,58,50,"TMB.NS,KTKBANK.NS,ESAFSFB.NS,J&KBANK.NS,JSFB.NS,UJJIVANSFB.NS,KARURVYSYA.NS,MUNOTHFI.BO,EQUITASBNK.NS,AUBANK.NS,IDFCFIRSTB.NS,DCBBANK.NS,SURYODAY.NS,SBIN.NS,CUB.NS,ICICIBANK.NS,CAPITALSFB.NS,JAGSONSER.BO,UCOBANK.NS,MONEYBOXX.NS,FINOPB.NS,DAMCAPITAL.NS,EMERALD.BO,CMBL.BO"
