Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1,ARIHANT.NS,887.5,919.55,,Finance,Real Estate Development,98.0,2.0,43.0,,60.1143,60.0036,,,,,,No,980.52,962.56,,975.58,,105
2,SAMTELIN.BO,39.52,38.94,,Producer Manufacturing,Miscellaneous Manufacturing,98.0,58.0,4.0,96.0,0.8936,0.6986,,,,,,No,39.19,47.34,28.09,45.18,37.28,265
3,SOURCEIND.BO,52.07,51.05,0.26K,Consumer Durables,Home Furnishings,98.0,97.0,98.0,98.0,0.9521,0.0036,0.36K,0.29K,52.07,4.18,593.76M,No,42.72,33.51,15.01,36.47,20.06,499
4,MODMA.BO,45.73,43.56,,Producer Manufacturing,Metal Fabrication,98.0,88.0,1.0,98.0,1.9164,1.16,,,,,,No,48.25,50.59,34.6,49.13,46.09,498
5,APOLLOIN.BO,79.82,76.02,,Process Industries,Agricultural Commodities/Milling,98.0,0.0,73.0,98.0,4.3929,0.0586,,,,,,No,101.01,111.51,48.75,109.78,65.18,498
6,MRUTR.BO,102.25,104.3,4.43K,Finance,Investment Banks/Brokers,98.0,68.0,98.0,98.0,3.8464,2.0471,21.18K,80.06K,115.3,0.66,73.87B,No,97.22,84.67,35.26,88.75,48.58,498
7,AXISOL.BO,590.8,579.25,0.76K,Technology Services,Information Technology Services,98.0,92.0,95.0,98.0,14.2036,3.3964,6.25K,4.38K,667.75,26.86,27.92B,No,581.62,442.04,253.23,466.52,323.59,499
8,SALSAIN.BO,371.95,369.0,,Finance,Financial Conglomerates,98.0,62.0,91.0,62.0,23.5393,19.3607,,,,,,No,364.19,341.78,279.87,352.92,370.4,498
9,ISERA.BO,143.9,143.9,,Technology Services,Packaged Software,98.0,55.0,89.0,98.0,0.0,0.0,,,,,,No,143.9,143.21,73.5,143.9,97.43,497
10,JTLDEFENCE.BO,888.35,870.95,,Non-Energy Minerals,Other Metals/Minerals,98.0,97.0,98.0,98.0,33.9,11.2964,,,,,,No,606.06,610.12,269.69,646.25,362.64,499
11,TANDHANIN.BO,157.0,151.75,,Finance,Investment Banks/Brokers,98.0,70.0,77.0,98.0,9.325,6.8286,,,,,,No,142.81,147.15,77.2,148.45,104.45,498
