Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
26,STLTECH.NS,543.05,2041.61K,Technology Services,Information Technology Services,98.0,12.0,98.0,98.0,32.4464,28.2929,4455.16K,2575.18K,679.9,84.6,279.07B,No,525.11,238.29,536.35,287.88
42,SWANDEF.NS,2233.0,67.08K,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,76.0,73.0,91.0,92.6429,91.6643,18.65K,15.37K,2489.0,277.79,117.64B,No,2034.73,1573.02,2053.16,1874.42
48,INDUSFINL.BO,151.75,4.70K,Finance,Investment Banks/Brokers,97.0,92.0,98.0,98.0,5.775,5.4071,8.15K,8.11K,162.75,38.94,1.40B,No,118.93,68.15,121.85,77.04
51,NATHUEC.BO,35.07,1.97K,Transportation,Air Freight/Couriers,97.0,9.0,98.0,97.0,1.1279,0.7414,15.00K,3.75K,39.68,7.52,145.38M,No,32.24,17.44,33.02,19.65
89,NOVARTIND.NS,1494.6,18.71K,Health Technology,Pharmaceuticals: Major,96.0,78.0,,,54.2857,54.1857,27.88K,13.59K,1589.2,672.25,36.90B,No,1348.19,,1372.43,
99,SICAGEN.NS,52.7,4.63K,Distribution Services,Wholesale Distributors,95.0,27.0,,,2.0543,2.0436,14.94K,6.91K,61.5,24.35,2.09B,No,54.09,,54.06,
115,ATHERENERG.NS,1225.8,2266.98K,Consumer Durables,Motor Vehicles,95.0,85.0,92.0,92.0,47.7929,47.7929,5130.26K,5816.70K,1242.9,325.55,469.86B,No,1001.78,778.51,1008.89,827.37
122,CRYOGENIC.BO,283.1,11.25K,Industrial Services,Oilfield Services/Equipment,95.0,76.0,93.0,93.0,13.2464,12.2107,61.71K,24.17K,310.0,98.44,4.04B,No,241.14,193.22,243.82,195.3
131,IOLCP.NS,171.06,4119.30K,Process Industries,Chemicals: Specialty,94.0,94.0,97.0,95.0,9.6321,9.4993,5423.97K,12956.89K,177.9,67.19,50.21B,No,128.06,95.54,129.44,95.46
134,VEERHEALTH.BO,38.0,127.31K,Health Technology,Pharmaceuticals: Other,94.0,97.0,95.0,95.0,1.3443,1.3436,151.30K,277.01K,40.74,16.7,759.94M,No,26.64,20.82,27.15,21.94
136,SENORES.NS,1417.8,194.71K,Health Technology,Pharmaceuticals: Major,94.0,92.0,95.0,93.0,55.9643,55.9643,477.66K,348.79K,1487.9,585.9,65.29B,No,1159.65,882.04,1195.66,937.53
151,INDOBORAX.NS,453.8,299.96K,Process Industries,Chemicals: Specialty,94.0,92.0,94.0,91.0,22.0214,20.8536,247.11K,253.24K,464.45,222.0,14.56B,No,344.8,273.89,354.4,285.72
166,AEGISLOG.NS,1246.1,1663.76K,Distribution Services,Wholesale Distributors,93.0,97.0,96.0,93.0,83.2571,81.9072,2914.32K,3636.14K,1423.5,576.1,437.38B,No,908.33,767.71,930.27,764.2
171,AVALON.NS,1768.1,219.21K,Electronic Technology,Electronic Production Equipment,93.0,82.0,94.0,95.0,80.2071,78.2571,551.84K,446.83K,1853.0,777.3,118.13B,No,1557.53,1134.05,1604.98,1174.79
174,UNIABEXAL.BO,5601.2,0.43K,Producer Manufacturing,Metal Fabrication,93.0,93.0,95.0,94.0,250.5036,242.6464,1.59K,1.52K,5750.0,2667.0,11.06B,No,4253.34,3425.06,4350.8,3473.34
184,PARKHOSPS.NS,286.1,786.12K,Health Services,Hospital/Nursing Management,93.0,45.0,85.0,95.0,10.55,10.4679,937.15K,974.96K,305.0,138.1,123.58B,No,272.5,,274.23,213.02
219,RATEGAIN.NS,944.7,238.18K,Technology Services,Packaged Software,91.0,88.0,93.0,85.0,34.6857,34.2107,701.48K,553.01K,970.0,417.6,111.81B,No,775.98,656.18,785.72,645.52
227,RRKABEL.NS,2225.7,197.93K,Producer Manufacturing,Electrical Products,91.0,47.0,91.0,90.0,88.7,88.25,773.45K,606.53K,2549.0,1165.0,251.74B,No,2132.14,1584.47,2167.01,1684.04
229,RML.NS,1299.6,39.71K,Producer Manufacturing,Auto Parts: Oem,91.0,97.0,95.0,92.0,59.65,58.7607,95.94K,130.54K,1323.9,608.5,35.92B,No,993.25,838.02,1013.82,853.87
230,ADANIENSOL.NS,1654.0,1603.45K,Utilities,Electric Utilities,91.0,66.0,90.0,92.0,55.2,54.3214,3557.99K,3687.12K,1712.0,744.9,1986.92B,No,1476.67,1123.92,1484.5,1185.43
248,NRBBEARING.NS,428.95,186.44K,Producer Manufacturing,Auto Parts: Oem,91.0,28.0,93.0,91.0,19.5071,19.2714,1102.58K,934.46K,467.6,212.55,41.57B,No,388.89,300.46,392.99,307.02
263,ORCHPHARMA.NS,1012.55,287.99K,Health Technology,Pharmaceuticals: Major,90.0,86.0,95.0,84.0,54.0464,51.8393,177.24K,491.86K,1094.0,480.0,51.36B,No,845.73,734.63,858.77,710.17
265,ARVIND.NS,526.7,605.93K,Process Industries,Textiles,90.0,63.0,84.0,92.0,24.6,24.2,1106.81K,1354.07K,600.0,274.8,138.06B,No,495.07,376.46,498.76,397.86
268,ONEGLOBAL.BO,613.0,8.46K,Commercial Services,Miscellaneous Commercial Services,90.0,62.0,44.0,46.0,37.4179,34.05,62.27K,25.80K,790.0,220.25,11.98B,No,557.05,528.66,557.5,586.32
271,RAIN.NS,207.05,4246.16K,Process Industries,Industrial Specialties,90.0,54.0,94.0,87.0,8.1879,8.0943,7081.30K,4848.44K,214.17,99.9,69.64B,No,178.88,142.26,181.04,149.53
273,IKOMA.BO,68.73,56.67K,Producer Manufacturing,Building Products,90.0,76.0,97.0,96.0,3.8486,3.6836,108.51K,130.61K,91.9,13.81,1.59B,No,64.07,48.13,65.0,40.63
275,HANNAH.BO,111.4,46.00K,Health Services,Hospital/Nursing Management,90.0,66.0,87.0,,4.6643,3.775,34.07K,40.44K,128.8,55.99,2.53B,No,91.72,,93.42,
278,UNICHEMLAB.NS,638.75,1113.12K,Health Technology,Pharmaceuticals: Major,90.0,97.0,96.0,88.0,33.9929,33.8464,824.38K,1588.57K,687.2,278.2,44.97B,No,416.86,411.79,427.81,388.45
284,CHOKSI.BO,173.0,2.31K,Health Technology,Medical Specialties,89.0,91.0,60.0,92.0,8.5214,8.0036,7.48K,2.59K,212.9,75.0,986.29M,No,145.78,128.43,148.03,142.15
291,BHARATSE.NS,241.54,561.12K,Producer Manufacturing,Auto Parts: Oem,89.0,95.0,84.0,87.0,14.4807,13.7821,908.41K,4785.56K,259.0,101.1,15.17B,No,195.36,182.95,198.69,178.99
299,HONASA.NS,472.1,1069.30K,Retail Trade,Specialty Stores,89.0,79.0,89.0,92.0,15.8179,15.8179,2741.11K,2215.99K,478.8,248.4,153.92B,No,404.3,319.65,410.27,336.01
301,NITINSPIN.NS,543.2,67.72K,Process Industries,Textiles,89.0,51.0,85.0,93.0,20.1,20.1,202.91K,93.36K,580.5,302.2,30.54B,No,526.53,391.06,529.0,416.81
310,ANTELOPUS.NS,817.3,90.22K,Energy Minerals,Integrated Oil,89.0,34.0,72.0,95.0,38.125,37.45,167.52K,93.44K,933.65,357.0,28.74B,No,783.27,586.3,782.39,617.55
311,BLSE.NS,263.25,321.79K,Technology Services,Internet Software/Services,89.0,83.0,92.0,81.0,10.5229,10.445,602.99K,2302.14K,285.9,124.3,23.86B,No,223.43,191.37,226.1,188.25
313,SPECTRUM.NS,1921.6,13.62K,Electronic Technology,Electronic Equipment/Instruments,89.0,86.0,89.0,90.0,121.9071,121.0357,37.78K,107.13K,2200.0,1050.0,30.20B,No,1591.94,1370.71,1629.55,1400.94
327,PANAMAPET.NS,428.1,89.37K,Process Industries,Industrial Specialties,88.0,76.0,91.0,89.0,23.7893,22.7036,713.26K,293.03K,512.05,229.0,25.90B,No,363.57,302.44,373.5,312.04
328,SSFLPP.BO,165.4,0.23K,Finance,Finance/Rental/Leasing,88.0,96.0,95.0,74.0,10.9643,10.0393,1.50K,3.85K,182.0,67.1,14.66B,No,129.86,124.02,132.41,122.71
332,MARKSANS.NS,272.4,2191.07K,Health Technology,Pharmaceuticals: Major,88.0,73.0,91.0,90.0,11.2236,11.1179,3157.00K,2289.14K,281.6,155.0,123.44B,No,239.16,193.44,240.14,196.75
337,NETWEB.NS,4305.0,583.20K,Electronic Technology,Computer Peripherals,88.0,37.0,80.0,86.0,185.1357,182.6214,1992.62K,1292.40K,5244.0,1808.0,245.13B,No,4391.0,3679.69,4477.52,3729.24
345,PANACHE.NS,442.3,15.15K,Electronic Technology,Computer Peripherals,87.0,87.0,87.0,83.0,26.0286,26.0286,21.30K,30.75K,472.15,209.1,6.74B,No,381.49,356.73,380.81,336.4
351,SUNSHIEL.BO,1203.45,1.44K,Process Industries,Chemicals: Major Diversified,87.0,41.0,90.0,84.0,58.2071,56.3929,4.55K,2.81K,1299.0,721.05,10.58B,No,1062.35,937.0,1071.19,916.58
356,ADANIPOWER.NS,218.45,26192.99K,Utilities,Electric Utilities,87.0,31.0,79.0,90.0,5.7929,5.7107,44772.66K,33887.86K,254.2,110.45,4212.74B,No,226.33,172.25,226.63,179.55
368,SVRL.BO,360.0,1.50K,Process Industries,Agricultural Commodities/Milling,87.0,97.0,80.0,78.0,16.4857,15.4786,9.17K,36.22K,363.9,185.75,7.96B,No,262.93,270.84,267.39,269.98
