Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
2,ARIHANT.NS,919.55,0.92K,Finance,Real Estate Development,98.0,3.0,65.0,,7.96K,3.99K,1225.0,39.65,-24.93
19,STLTECH.NS,824.7,2215.89K,Technology Services,Information Technology Services,98.0,93.0,86.0,98.0,2130.80K,1274.60K,825.6,84.6,-0.11
22,SANGINITA.NS,61.9,46.67K,Process Industries,Chemicals: Specialty,98.0,68.0,97.0,98.0,290.40K,489.78K,68.02,9.26,-9.0
27,BATLIBOI.NS,87.63,41.91K,Producer Manufacturing,Industrial Machinery,98.0,37.0,76.0,,81.37K,42.41K,106.5,15.7,-17.72
30,CUPID.NS,274.8,7742.13K,Consumer Non-Durables,Household/Personal Care,98.0,68.0,96.0,97.0,33401.61K,11521.16K,299.0,37.46,-8.09
31,SIGMAADV.NS,777.15,174.85K,Technology Services,Information Technology Services,98.0,79.0,95.0,98.0,346.27K,321.26K,801.0,140.1,-2.98
35,TBZ.NS,555.3,188.87K,Consumer Durables,Other Consumer Specialties,98.0,98.0,98.0,98.0,2839.91K,6184.84K,555.3,110.5,0.0
42,BLISSGVS.NS,722.3,433.36K,Health Technology,Pharmaceuticals: Major,97.0,97.0,95.0,97.0,580.28K,374.02K,725.9,118.0,-0.5
43,BODALCHEM.NS,184.05,5495.23K,Process Industries,Industrial Specialties,97.0,98.0,98.0,98.0,1311.89K,7382.35K,186.0,42.81,-1.05
45,INDSWFTLAB.NS,388.3,2094.82K,Health Technology,Pharmaceuticals: Major,97.0,98.0,98.0,97.0,1418.61K,1326.70K,401.45,87.15,-3.28
58,HFCL.NS,250.76,15850.77K,Electronic Technology,Telecommunications Equipment,97.0,87.0,91.0,98.0,23718.55K,12446.02K,256.7,59.82,-2.31
62,KABRAEXTRU.NS,656.45,524.62K,Producer Manufacturing,Industrial Machinery,97.0,93.0,98.0,96.0,295.19K,261.80K,677.75,180.0,-3.14
63,SETL.NS,404.5,897.99K,Health Technology,Medical Specialties,97.0,96.0,98.0,98.0,1310.45K,1415.09K,412.8,104.56,-2.01
67,MODISONLTD.NS,499.35,243.33K,Industrial Services,Engineering & Construction,97.0,98.0,93.0,98.0,155.48K,367.27K,546.0,114.0,-8.54
68,WELCORP.NS,2599.5,1053.53K,Producer Manufacturing,Industrial Machinery,97.0,96.0,97.0,97.0,1651.75K,2776.44K,2676.0,710.0,-2.86
70,MTARTECH.NS,7799.5,197.20K,Electronic Technology,Aerospace & Defense,97.0,79.0,54.0,94.0,632.19K,104.88K,8714.0,1400.0,-10.49
72,MOREPENLAB.NS,117.16,18544.52K,Health Technology,Pharmaceuticals: Major,97.0,97.0,98.0,97.0,21950.15K,24946.65K,122.55,33.05,-4.4
78,AHLWEST.NS,515.5,1.17K,Consumer Services,Hotels/Resorts/Cruise Lines,96.0,33.0,19.0,98.0,0.69K,0.79K,751.4,137.0,-31.39
79,KSHINTL.NS,1176.75,691.48K,Producer Manufacturing,Electrical Products,96.0,93.0,89.0,97.0,363.02K,272.20K,1197.0,330.0,-1.69
80,CYIENTDLM.NS,976.25,3128.53K,Electronic Technology,Electronic Production Equipment,96.0,96.0,97.0,97.0,821.73K,798.93K,1009.0,265.2,-3.25
83,VTMLTD.NS,56.58,2.88K,Process Industries,Textiles,96.0,,,,32.81K,51.91K,61.9,22.95,-8.59
84,BHAGYANGR.NS,392.05,194.59K,Producer Manufacturing,Electrical Products,96.0,52.0,82.0,95.0,120.29K,79.57K,432.3,88.25,-9.31
85,UFBL.NS,717.6,49.62K,Consumer Services,Restaurants,96.0,11.0,83.0,97.0,152.88K,69.01K,850.0,172.34,-15.58
95,AEROFLEX.NS,573.5,1970.98K,Producer Manufacturing,Industrial Machinery,96.0,94.0,86.0,96.0,1699.27K,1547.61K,584.15,158.0,-1.82
102,SHILPAMED.NS,959.9,714.41K,Health Technology,Pharmaceuticals: Major,96.0,88.0,95.0,97.0,1810.30K,1496.80K,980.1,259.5,-2.06
104,BAFNAPH.NS,307.75,6.17K,Health Technology,Pharmaceuticals: Major,96.0,75.0,96.0,97.0,28.33K,14.46K,318.5,94.77,-3.38
105,SAKAR.NS,1157.85,579.97K,Health Technology,Pharmaceuticals: Major,96.0,91.0,89.0,94.0,165.94K,255.13K,1211.0,326.0,-4.39
107,SWANDEF.NS,2484.0,11.44K,Producer Manufacturing,Trucks/Construction/Farm Machinery,96.0,21.0,80.0,72.0,22.37K,37.16K,2750.0,523.5,-9.67
110,CALSOFT.NS,37.0,43.63K,Technology Services,Information Technology Services,96.0,98.0,96.0,97.0,201.02K,414.30K,43.13,10.9,-14.21
112,RUBICON.NS,1860.6,316.20K,Health Technology,Biotechnology,96.0,86.0,93.0,96.0,386.48K,292.43K,1899.0,570.75,-2.02
113,SKYGOLD.NS,820.0,1443.34K,Consumer Durables,Other Consumer Specialties,95.0,69.0,94.0,95.0,1207.58K,972.12K,868.8,259.0,-5.62
114,UNIVASTU.NS,164.79,38.44K,Industrial Services,Engineering & Construction,95.0,90.0,97.0,96.0,206.18K,88.82K,178.98,56.02,-7.93
115,SALSTEEL.NS,79.63,554.70K,Non-Energy Minerals,Steel,95.0,93.0,85.0,87.0,355.54K,660.32K,86.25,26.1,-7.68
117,PVP.NS,64.07,2145.79K,Technology Services,Information Technology Services,95.0,98.0,97.0,95.0,1766.06K,4393.07K,71.9,23.0,-10.89
118,MENONBE.NS,291.05,71.64K,Producer Manufacturing,Metal Fabrication,95.0,90.0,95.0,96.0,205.22K,107.15K,324.0,101.5,-10.17
119,SCPL.NS,662.2,12.18K,Consumer Non-Durables,Food: Meat/Fish/Dairy,95.0,64.0,91.0,93.0,71.40K,10.04K,690.0,190.03,-4.03
120,IOLCP.NS,210.98,4113.80K,Process Industries,Chemicals: Specialty,95.0,92.0,94.0,97.0,5109.07K,6701.00K,219.04,67.19,-3.68
121,E2E.NS,617.6,909.21K,Technology Services,Information Technology Services,95.0,74.0,92.0,96.0,1701.53K,660.43K,698.0,183.36,-11.52
