Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Cable/Satellite Tv,Consumer Services,91,78,89,93,NDLVENTURE.NS
2,Precious Metals,Non-Energy Minerals,90,81,31,92,"MIDWEST.BO,DECNGOLD.NS"
3,Computer Communications,Electronic Technology,87,86,86,81,KERNEX.NS
4,Insurance Brokers/Services,Finance,77,0,0,0,RRFIN.BO
5,Contract Drilling,Industrial Services,75,87,91,76,JINDRILL.NS
6,Computer Peripherals,Electronic Technology,72,64,65,49,"SAMTELIN.BO,NETWEB.NS,PANACHE.NS,INDTONER.BO,CONTROLPR.NS"
7,Biotechnology,Health Technology,70,60,73,71,"TITANBIO.BO,RUBICON.NS,ANL.BO,HALEOSLABS.NS,ANTHEM.NS,AKUMS.NS,FERMENTA.NS,FABTECH.NS"
8,Drugstore Chains,Retail Trade,68,46,60,80,MEDPLUS.NS
9,Marine Shipping,Transportation,67,68,60,64,"GESHIP.NS,COASTCORP.NS,DREDGECORP.NS,PPARIVAH.BO,GLOTTIS.NS,GPPL.NS,TRANSWORLD.NS"
10,Telecommunications Equipment,Electronic Technology,66,70,65,62,"HFCL.NS,ADCINDIA.BO,ROSSTECH.NS,MIRCELECTR.NS,VALIANT.BO,ASTRAMICRO.NS,AVANTEL.NS,SMARTLINK.NS,DCI.NS,TEJASNET.NS,DLINKINDIA.NS,KAVDEFENCE.NS,PRECISIO.BO,PUNJCOMMU.BO,BPL.NS,SALORAINTL.BO"
11,Coal,Energy Minerals,65,72,76,69,"SOUTHWEST.NS,COALINDIA.NS,STRATMONT.BO,BHARATCOAL.NS,REFEX.NS"
12,Beverages: Non-Alcoholic,Consumer Non-Durables,64,66,44,79,"VALENCIA.BO,VBL.NS,ORIBEVER.BO"
13,Electronic Equipment/Instruments,Electronic Technology,64,61,63,56,"APLABPP.BO,CNCRD.BO,APLAB.BO,POWERINDIA.NS,WAAREEINDO.NS,APARINDS.NS,NAGPI.BO,TVSELECT.NS,DIGILOGIC.BO,GENUSPOWER.NS,HONAUT.NS,DENORA.NS,JGTL.BO,SPECTRUM.NS,NITIRAJ.NS,HINDHARD.BO,SHRADDHA.BO,HPL.NS,WEL.NS"
14,Alternative Power Generation,Utilities,63,39,59,56,"ADANIGREEN.NS,CLEANMAX.NS,SUGSLLOYD.BO,UEL.NS,NTPCGREEN.NS,KPEL.NS,POWERGRID.NS,WAAREERTL.NS,INOXGREEN.NS,KPIGREEN.NS,RELTD.NS"
15,Other Metals/Minerals,Non-Energy Minerals,63,59,56,62,"JTLDEFENCE.BO,PARMESHWAR.BO,VIDYAWIRES.NS,RAPICUT.BO,HINDCOPPER.NS,IMFA.NS,SBCL.NS,HINDALCO.NS,POCL.NS,ASHAPURMIN.NS,HINDZINC.NS,SCBL.BO,SERA.BO,SANDUMA.NS,MANAKALUCO.NS,NMDC.NS,MMP.NS,MIDHANI.NS,JAINREC.NS,MCL.NS,NILE.NS,CHROME.BO,COCHINM.BO,INDSILHYD.BO,GRAVITA.NS,CUBEXTUB.NS,MOIL.NS,MAITHANALL.NS,NRL.NS,SOUTHMG.BO,ZODJRDMKJ.BO,SHARVAYA.BO,KRUPALU.BO,SIYARAM.BO"
16,Real Estate Investment Trusts,Finance,62,41,41,68,"FUNDVISER.BO,EMBASSY.BO,NXST.BO,MINDSPACE.BO,ANNAINFRA.BO,BAGMANE.BO,KRT.BO,BIRET.BO"
17,Electrical Products,Producer Manufacturing,61,51,65,62,"HIIL.BO,MODINSU.BO,BHAGYANGR.NS,TDPOWERSYS.NS,PRECWIRE.NS,YASHHV.BO,ATLANTAELE.NS,KSHINTL.NS,COSPOWER.BO,INDOSMC.BO,GVT&D.NS,GVTD.BO,BHEL.NS,QPOWER.NS,KIRLOSENG.NS,PARACABLES.NS,CYBELEIND.BO,RISHABH.NS,DIACABS.NS,RAMRAT.NS,RRKABEL.NS,CLENON.BO,INDOTECH.NS,POWERICA.NS,HIRECT.NS,ADVAIT.NS,ESABINDIA.NS,POLYCAB.NS,KEI.NS,CORDSCABLE.NS,FINCABLES.NS,JDCABLES.BO,SWITCHTE.BO,EXICOM.NS,CGPOWER.NS,ABB.NS,ENRIN.NS,ACCORDTS.BO,SIEMENS.NS,KECL.NS,VOLTAMP.NS,MARSONS.NS,BIRLACABLE.NS,S&SPOWER.NS,RNITAI.BO,ELECON.NS,RMC.NS,FOCUS.NS,PLAZACABLE.NS,VETO.NS,SUZLON.NS,HBLENGINE.NS,BBL.NS,SHILCTECH.NS,BONLON.NS,SWELECTES.NS,INTEGSW.BO,LGBBROSLTD.NS,DCXINDIA.NS,DEL.BO,SERVOTECH.NS,PANCARBON.BO,ARE&M.NS,LAKSELEC.BO,HONDAPOWER.NS,PANAENERG.BO,STARDELTA.BO,EVEREADY.NS,EPIC.BO,RTSPOWR.BO,DYCL.NS,STDBAT.BO,TARIL.NS,JYOTI.BO,PROSTARM.NS,HIGHENE.BO,VGUARD.NS,IKIO.NS,NIPPOBATRY.NS,WSI.NS,CALCOM.BO,SALZERELEC.NS,QUADFUTURE.NS,CLN.BO,HAVELLS.NS,JSLINDL.BO,NDMETAL.BO,ALFATRAN.BO,KAYCEEI.BO,INOXWIND.NS,DLTNCBL.BO,URAVIDEF.NS"
18,Pharmaceuticals: Major,Health Technology,61,62,62,60,"VINRKLB.BO,VENUSREM.NS,SAKAR.NS,FREDUN.BO,ACUTAAS.NS,PHRMASI.BO,BLISSGVS.NS,NGLFINE.NS,SPARC.NS,SENORES.NS,LAURUSLABS.NS,ASTONEALAB.BO,SUVEN.NS,GODAVARI.BO,SHILPAMED.NS,STAR.NS,NOVARTIND.NS,NATCOPHARM.NS,KPL.NS,CONCORD.BO,GLAND.NS,EMCURE.NS,KOPRAN.NS,VIYASH.NS,BACPHAR.BO,GLENMARK.NS,INDSWFTLAB.NS,SUDARSHAN.BO,SMSPHARMA.NS,LINCOLN.NS,BAFNAPH.NS,NEULANDLAB.NS,NOVELIX.BO,JBCHEPHARM.NS,AAREYDRUGS.NS,SGRL.BO,TORNTPHARM.NS,SAIPARENT.NS,ANURAS.NS,PARNAXLAB.BO,BPLPHARMA.BO,MAKERSL.BO,ONESOURCE.NS,WOCKPHARMA.NS,LACTOSE.BO,ZYDUSLIFE.NS,BIOCON.NS,MARKSANS.NS,CORONA.NS,AJANTPHARM.NS,HESTERBIO.NS,INNOVACAP.NS,GUJTHEM.NS,PANCHSHEEL.BO,WANBURY.NS,IPCALAB.NS,SHUKRAPHAR.BO,ALIVUS.NS,SUPRIYA.NS,MANKIND.NS,AMANTA.NS,TYCHE.BO,CAPLIPOINT.NS,MERCURYLAB.BO,SOLARA.NS,SUNPHARMA.NS,DIVISLAB.NS,RPGLIFE.NS,PANACEABIO.NS,BALPHARMA.NS,DRREDDY.NS,JENBURPH.BO,PARMAX.BO,PGHL.NS,VALIANTLAB.NS,ROOPAIND.BO,JUBLPHARMA.NS,AUROLAB.BO,MEDICO.NS,ASTRAZEN.NS,AMBALALSA.NS,SYSCHEM.BO,KILITCH.NS,SMRUTHIORG.BO,SANOFICONR.NS,ALKEM.NS,PRAVEG.NS,ORCHPHARMA.NS,PPLPHARMA.NS,GUFICBIO.NS,VIKRAMTH.BO,KIMIABL.BO,AARTIPHARM.NS,INDGN.NS,MOREPENLAB.NS,ABBOTINDIA.NS,BETA.NS,BLUEJET.NS,PFIZER.NS,STARSOURCE.BO,COLINZ.BO,THEMISMED.NS,KREBSBIO.NS,ERIS.NS,ALBERTDAVD.NS,AARTIDRUGS.NS,TLL.BO,SUNLOC.BO,WINDLAS.NS,ZENOTECH.BO,ANUHPHR.NS,DCAL.NS,FDC.NS,HIKAL.NS,APLLTD.NS,COHANCE.NS,GLAXO.NS,ALEMBICLTD.NS,ZOTA.NS,TTKHLTCARE.NS,INDOCO.NS,ALPA.NS,BIOFILCHEM.NS,GUJTERC.BO,OXYGENTAPH.BO,UNICHEMLAB.NS,MEDICAMEQ.NS,SHELTER.BO,SANJIVIN.BO,BAJAJHCARE.NS,VRL.BO,SANOFI.NS,BROOKS.NS"
19,Pharmaceuticals: Generic,Health Technology,61,67,71,65,"ZIMLAB.NS,ZENLABS.BO,JAGSNPHARM.NS,DENISCHEM.BO"
20,Aerospace & Defense,Electronic Technology,61,64,74,59,"MTARTECH.NS,IDEAFORGE.NS,AEQUS.NS,PARAS.NS,KRISHNADEF.NS,BEL.NS,ROSSELLIND.NS,HAL.NS,SIKA.NS,TANAA.BO,BDL.NS,DRONACHRYA.BO"
21,Hospital/Nursing Management,Health Services,61,61,60,54,"PARKHOSPS.NS,ASARFI.BO,GKSL.NS,KMCSHIL.BO,YATHARTH.NS,ASTERDM.NS,ARTEMISMED.NS,FORTIS.NS,APOLLOHOSP.NS,CMMHOSP.BO,KIMS.NS,HANNAH.BO,NH.NS,MEDANTA.NS,HCG.NS,RAINBOW.NS,SHARMEH.BO,JLHL.NS,KOVAI.NS,GPTHEALTH.NS,SHALBY.NS,MAXHEALTH.NS,FORTISMLR.BO,INDRAMEDCO.NS,NGIND.BO"
22,Semiconductors,Electronic Technology,61,44,66,36,"GRERENEW.BO,INA.NS,UTLSOLAR.NS,EMMVEE.NS,WEBELSOLAR.NS,HIGHNESS.BO,PREMIERENE.NS,MOSCHIP.NS,SPELS.BO,STERPOW.BO,WAAREEENER.NS,METSL.BO,ADTECH.BO,RIR.BO,SOLARIUM.BO,VIKRAMSOLR.NS"
23,Medical/Nursing Services,Health Services,60,65,59,52,"ASPIRA.BO,JSTL.BO,GAUDIUMIVF.NS,VIJAYA.NS,NEPHROPLUS.NS,THYROCARE.NS,LOTUSEYE.NS,METROPOLIS.NS,LALPATHLAB.NS,AGARWALEYE.NS,DRAGARWQ.NS,SURAKSHA.NS,LAXMIDENTL.NS,MAXIND.NS,KRSNAA.NS,JSLL.NS,STARIMAGIN.BO"
24,Motor Vehicles,Consumer Durables,60,52,40,64,"ZELIO.BO,ATHERENERG.NS,SANDHAR.NS,FORCEMOT.NS,EICHERMOT.NS,SMLMAH.NS,OLAELEC.NS,TMCV.NS,TVSMOTOR.NS,ATULAUTO.NS,ATLASCYCLE.NS,OLECTRA.NS,TMPV.NS,HEROMOTOCO.NS,M&M.NS,MARUTI.NS,SEVL.BO,HYUNDAI.NS"
25,Integrated Oil,Energy Minerals,60,59,61,61,"ANTELOPUS.NS,HINDOILEXP.NS,IRMENERGY.NS,GNRL.NS,IOC.NS"
