Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
8,ARIHANT.NS,971.9,5.56K,Finance,Real Estate Development,98.0,25.0,71.0,,8.99K,3.17K,1225.0,39.65,-20.66
23,CUPID.NS,281.76,11340.14K,Consumer Non-Durables,Household/Personal Care,98.0,93.0,98.0,98.0,33924.71K,37841.87K,299.0,32.87,-5.77
27,BATLIBOI.NS,86.13,20.77K,Producer Manufacturing,Industrial Machinery,98.0,52.0,63.0,,79.96K,77.68K,106.5,15.7,-19.13
30,STLTECH.NS,651.35,796.69K,Technology Services,Information Technology Services,98.0,83.0,90.0,98.0,2485.07K,1546.69K,683.5,84.6,-4.7
34,SANGINITA.NS,50.92,254.43K,Process Industries,Chemicals: Specialty,98.0,3.0,97.0,98.0,222.52K,551.84K,68.02,9.23,-25.14
37,SIGMAADV.NS,692.7,124.32K,Technology Services,Information Technology Services,98.0,94.0,97.0,98.0,414.70K,306.48K,721.5,126.73,-3.99
57,UFBL.NS,796.1,42.70K,Consumer Services,Restaurants,97.0,86.0,94.0,97.0,193.65K,79.90K,845.0,172.34,-5.79
59,INDSWFTLAB.NS,324.38,269.74K,Health Technology,Pharmaceuticals: Major,97.0,96.0,98.0,96.0,1576.62K,3150.87K,351.3,87.15,-7.66
65,AHLWEST.NS,535.6,0.16K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,18.0,10.0,98.0,1.05K,0.33K,751.4,137.0,-28.72
68,HFCL.NS,238.01,16048.85K,Electronic Technology,Telecommunications Equipment,97.0,91.0,91.0,97.0,31375.57K,19647.32K,244.3,59.82,-2.57
69,KABRAEXTRU.NS,609.15,270.13K,Producer Manufacturing,Industrial Machinery,97.0,97.0,98.0,96.0,262.15K,385.71K,625.15,180.0,-2.56
75,SWANDEF.NS,2333.8,106.48K,Producer Manufacturing,Trucks/Construction/Farm Machinery,96.0,28.0,79.0,77.0,19.42K,13.79K,2750.0,390.8,-15.13
77,BLISSGVS.NS,561.5,220.47K,Health Technology,Pharmaceuticals: Major,96.0,91.0,91.0,96.0,1272.68K,555.10K,602.45,118.0,-6.8
78,BHAGYANGR.NS,383.3,54.52K,Producer Manufacturing,Electrical Products,96.0,18.0,89.0,96.0,136.90K,187.92K,432.3,86.0,-11.33
80,WELCORP.NS,2345.5,2478.50K,Producer Manufacturing,Industrial Machinery,96.0,97.0,96.0,97.0,1374.24K,3134.13K,2433.9,710.0,-3.63
82,YASHO.NS,4201.7,41.03K,Consumer Non-Durables,Food: Specialty/Candy,96.0,96.0,97.0,97.0,60.92K,83.59K,4994.0,1130.0,-15.87
89,MODISONLTD.NS,414.85,136.46K,Industrial Services,Engineering & Construction,96.0,97.0,97.0,97.0,214.99K,200.51K,416.0,114.0,-0.28
93,OMNI.NS,577.0,649.94K,Producer Manufacturing,Metal Fabrication,96.0,21.0,87.0,,1171.53K,1675.85K,764.85,176.25,-24.56
95,UNIVASTU.NS,161.7,146.56K,Industrial Services,Engineering & Construction,96.0,94.0,98.0,96.0,229.41K,211.94K,178.98,56.02,-9.65
98,MTARTECH.NS,6928.5,55.63K,Electronic Technology,Aerospace & Defense,96.0,89.0,18.0,93.0,826.78K,99.87K,8714.0,1390.5,-20.49
99,SKYGOLD.NS,842.3,1438.07K,Consumer Durables,Other Consumer Specialties,96.0,92.0,95.0,95.0,1414.10K,1067.17K,849.9,259.0,-0.89
100,VENUSREM.NS,1657.4,30.04K,Health Technology,Pharmaceuticals: Major,96.0,48.0,91.0,95.0,86.58K,52.56K,2044.3,424.0,-18.93
101,RUBICON.NS,1708.8,429.63K,Health Technology,Biotechnology,96.0,80.0,96.0,95.0,607.83K,655.44K,1820.1,570.75,-6.12
102,SCPL.NS,658.2,14.65K,Consumer Non-Durables,Food: Meat/Fish/Dairy,96.0,83.0,93.0,94.0,73.40K,122.60K,690.0,190.03,-4.61
104,SALSTEEL.NS,74.49,1183.42K,Non-Energy Minerals,Steel,96.0,92.0,88.0,88.0,276.19K,1028.50K,81.8,16.85,-8.94
106,SETL.NS,314.75,1678.26K,Health Technology,Medical Specialties,96.0,80.0,98.0,96.0,1207.30K,1338.68K,322.35,104.56,-2.36
107,MOREPENLAB.NS,93.9,8953.42K,Health Technology,Pharmaceuticals: Major,96.0,98.0,97.0,96.0,19478.80K,29516.04K,98.28,33.05,-4.46
108,SHILPAMED.NS,861.55,1201.18K,Health Technology,Pharmaceuticals: Major,96.0,96.0,95.0,97.0,1827.14K,1282.22K,869.0,259.5,-0.86
109,ATHERENERG.NS,1439.4,1064.49K,Consumer Durables,Motor Vehicles,96.0,87.0,93.0,94.0,4668.97K,2983.02K,1580.0,413.3,-8.9
112,DIACABS.NS,339.3,2026.69K,Producer Manufacturing,Electrical Products,95.0,83.0,95.0,96.0,6431.35K,1165.43K,379.0,115.57,-10.47
114,E2E.NS,596.35,522.09K,Technology Services,Information Technology Services,95.0,78.0,93.0,95.0,1963.27K,880.90K,698.0,183.36,-14.56
115,KSHINTL.NS,970.2,132.09K,Producer Manufacturing,Electrical Products,95.0,77.0,85.0,97.0,472.99K,650.18K,1059.9,330.0,-8.46
118,BAFNAPH.NS,267.25,10.74K,Health Technology,Pharmaceuticals: Major,95.0,79.0,97.0,96.0,27.64K,7.54K,290.7,94.77,-8.07
119,RPTECH.NS,779.45,4680.45K,Distribution Services,Electronics Distributors,95.0,38.0,91.0,95.0,1349.50K,251.85K,967.7,276.55,-19.45
121,AEROFLEX.NS,495.75,947.86K,Producer Manufacturing,Industrial Machinery,95.0,88.0,80.0,95.0,1819.21K,1507.32K,521.9,158.0,-5.01
125,MENONBE.NS,264.5,96.28K,Producer Manufacturing,Metal Fabrication,95.0,91.0,96.0,95.0,205.32K,77.43K,291.9,101.5,-9.39
127,AVADHSUGAR.NS,806.15,352.51K,Process Industries,Agricultural Commodities/Milling,95.0,97.0,95.0,96.0,220.26K,663.31K,884.8,306.05,-8.89
128,DEEDEV.NS,647.8,99.37K,Producer Manufacturing,Industrial Machinery,95.0,27.0,77.0,97.0,161.09K,164.88K,760.0,183.0,-14.76
131,MACPOWER.NS,1903.0,100.56K,Producer Manufacturing,Industrial Machinery,95.0,97.0,95.0,95.0,60.24K,55.38K,2050.0,761.0,-7.17
134,NRL.NS,122.41,117.86K,Non-Energy Minerals,Other Metals/Minerals,95.0,84.0,98.0,96.0,141.30K,50.75K,122.41,45.1,0.0
136,TFCILTD.NS,137.02,20325.17K,Finance,Finance/Rental/Leasing,95.0,97.0,97.0,93.0,11507.23K,16838.67K,137.94,51.0,-0.67
138,RPEL.NS,1603.1,77.11K,Process Industries,Chemicals: Major Diversified,95.0,90.0,95.0,95.0,109.09K,144.88K,1700.0,561.3,-5.7
140,RAJPALAYAM.NS,816.65,1.01K,Process Industries,Textiles,95.0,51.0,47.0,,2.16K,2.20K,875.0,314.45,-6.67
