Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Computer Communications,Electronic Technology,94,87,96,93,KERNEX.NS
2,Precious Metals,Non-Energy Minerals,91,32,62,17,"DECNGOLD.NS,REMAGNET.BO"
3,Airlines,Transportation,78,67,84,73,"AFCOM.BO,TAALTECH.NS,INDIGO.NS"
4,Biotechnology,Health Technology,74,65,69,74,"RUBICON.NS,TITANBIO.BO,FERMENTA.NS,AKUMS.NS,ANL.BO,HALEOSLABS.NS,VANTABIO.BO,ANTHEM.NS,GVBL.BO,FABTECH.NS"
5,Nan,Nan,72,8,82,0,KRISHPP.BO
6,Electronics Distributors,Distribution Services,68,48,68,56,"RPTECH.NS,CNL.NS,STARCOM.BO,PANIDPR.BO,OPTIEMUS.NS,COLAB.BO,REDINGTON.NS,LABELKRAFT.BO,ACCEDERE.BO,PALREDTEC.NS,BRISK.BO,MISQUITA.BO"
7,Computer Peripherals,Electronic Technology,66,34,67,66,"NETWEB.NS,PANACHE.NS,WEPSOLN.BO,INDTONER.BO,CONTROLPR.NS"
8,Telecommunications Equipment,Electronic Technology,65,35,62,66,"HFCL.NS,ASTRAMICRO.NS,SMARTLINK.NS,ADCINDIA.BO,ONIDA.NS,ROSSTECH.NS,VALIANT.BO,PRECISIO.BO,TEJASNET.NS,DCI.NS,AVANTEL.NS,DLINKINDIA.NS,PUNJCOMMU.BO,KAVDEFENCE.NS,SALORAINTL.BO,BPL.NS"
9,Aerospace & Defense,Electronic Technology,64,47,63,69,"MTARTECH.NS,IDEAFORGE.NS,PARAS.NS,AEQUS.NS,KRISHNADEF.NS,SIKA.NS,ROSSELLIND.NS,HAL.NS,TANAA.BO,BEL.NS,BDL.NS,DRONACHRYA.BO"
10,Hospital/Nursing Management,Health Services,62,53,61,58,"KOVAI.NS,KMCSHIL.BO,PARKHOSPS.NS,HANNAH.BO,ASARFI.BO,ASTERDM.NS,JLHL.NS,YATHARTH.NS,APOLLOHOSP.NS,KIMS.NS,MEDANTA.NS,GKSL.NS,GPTHEALTH.NS,ARTEMISMED.NS,RAINBOW.NS,NH.NS,HCG.NS,FORTIS.NS,MAXHEALTH.NS,SHANMUGA.BO,AASHKA.BO,KKSHL.BO,SHARMEH.BO,CMMHOSP.BO,SHALBY.NS,INDRAMEDCO.NS,FORTISMLR.BO,NGIND.BO"
11,Contract Drilling,Industrial Services,62,78,66,66,JINDRILL.NS
12,Pharmaceuticals: Generic,Health Technology,62,35,68,72,"ZIMLAB.NS,ZENLABS.BO,JAGSNPHARM.NS,DENISCHEM.BO"
13,Electronic Production Equipment,Electronic Technology,62,65,64,71,"AVALON.NS,SYRMA.NS,CYIENTDLM.NS,APOLLO.NS,DATAPATTNS.NS,NELCO.NS,DIXON.NS,SELECTRIC.BO,PGEL.NS,CONTAINE.BO,KAYNES.NS,ELIN.NS"
14,Auto Parts: Oem,Producer Manufacturing,61,56,60,59,"AMS.BO,OMAXAUTO.NS,SANSERA.NS,SEDEMAC.NS,SJS.NS,WHEELS.NS,EMMFORCE.BO,NRBBEARING.NS,UNIPARTS.NS,INDNIPPON.NS,RICOAUTO.NS,SHRIPISTON.NS,DIVGIITTS.NS,RML.NS,GNA.NS,GABRIEL.NS,SONACOMS.NS,BELRISE.NS,RANEHOLDIN.NS,SSWL.NS,BHARATSE.NS,MOTHERSON.NS,MUNJALAU.NS,MINDACORP.NS,PPAP.NS,CUMMINSIND.NS,MENNPIS.NS,AUTOIND.NS,BIMETAL.NS,AFLTD.BO,HIMTEK.BO,JAMNAAUTO.NS,RACLGEAR.NS,PRICOLLTD.NS,VARROC.NS,ACGL.BO,EXIDEIND.NS,SUPRAJIT.NS,SUNDRMBRAK.NS,ASKAUTOLTD.NS,FIEMIND.NS,BOSCHLTD.NS,LUMAXTECH.NS,LUMAXIND.NS,SKFINDUS.NS,JBMA.NS,TVSHLTD.NS,MUNJALSHOW.NS,IGARASHI.NS,CARRARO.NS,SUNDRMFAST.NS,JAYUSH.BO,SNL.BO,JMA.NS,UNOMINDA.NS,PORWAL.BO,TENNIND.NS,UCAL.NS,KROSS.NS,ZFCVINDIA.NS,MSUMI.NS,ASAL.NS,MACPLASQ.BO,AUTOAXLES.NS,NDRAUTO.NS,SUNCLAY.NS,ARISINT.BO,CIEINDIA.NS,SAMKRG.BO,KALYANIFRG.NS,HINDCOMPOS.NS,SWARAJENG.NS,KINETICENG.BO,SHARDAMOTR.NS,ALICON.NS,RASANDIK.BO,SHANTIGEAR.NS,ESCORTS.NS,HITECHGEAR.NS,SINTERCOM.NS,PRECAM.NS,ZFSTEERING.NS,ENKEIWHEL.BO,SALAUTO.BO,ISTLTD.BO,JAGANLAM.BO,REMSONSIND.NS,KRANTI.BO"
15,Marine Shipping,Transportation,61,43,51,60,"PPARIVAH.BO,DREDGECORP.NS,GESHIP.NS,COASTCORP.NS,GLOTTIS.NS,GPPL.NS,TRANSWORLD.NS"
16,Pharmaceuticals: Major,Health Technology,60,54,61,60,"PARMAX.BO,VINRKLB.BO,BLISSGVS.NS,VENUSREM.NS,NOVARTIND.NS,INDSWFTLAB.NS,BAFNAPH.NS,ACUTAAS.NS,NGLFINE.NS,SAKAR.NS,SENORES.NS,FREDUN.BO,COLINZ.BO,LAURUSLABS.NS,SHILPAMED.NS,ASTONEALAB.BO,KPL.NS,PHRMASI.BO,VIKRAMTH.BO,SUDARSHAN.BO,SUVEN.NS,HESTERBIO.NS,SPARC.NS,BETA.NS,ORCHPHARMA.NS,NOVELIX.BO,CAPLIPOINT.NS,WANBURY.NS,MARKSANS.NS,CORONA.NS,GLAND.NS,RPGLIFE.NS,JBCHEPHARM.NS,NEULANDLAB.NS,WOCKPHARMA.NS,INNOVACAP.NS,SAIPARENT.NS,VIYASH.NS,TORNTPHARM.NS,SGRL.BO,AMANTA.NS,MOREPENLAB.NS,KOPRAN.NS,HEXAGON.NS,UNICHEMLAB.NS,AJANTPHARM.NS,SMSPHARMA.NS,EMCURE.NS,PGHL.NS,BPLPHARMA.BO,IPCALAB.NS,GODAVARI.BO,ZYDUSLIFE.NS,GUFICBIO.NS,BIOCON.NS,SUPRIYA.NS,ALIVUS.NS,ANG.BO,DIVISLAB.NS,SUNPHARMA.NS,VRL.BO,HAMPS.BO,STAR.NS,BALPHARMA.NS,PRAVEG.NS,MAKERSL.BO,PANACEABIO.NS,PPLPHARMA.NS,PARNAXLAB.BO,MANKIND.NS,BLUEJET.NS,THEMISMED.NS,SUNLOC.BO,KILITCH.NS,TTKHLTCARE.NS,LINCOLN.NS,ALKEM.NS,INDOCO.NS,FDC.NS,SHUKRAPHAR.BO,GLENMARK.NS,ANURAS.NS,HIKAL.NS,TYCHE.BO,SANOFICONR.NS,MERCURYLAB.BO,JENBURPH.BO,GLAXO.NS,INDGN.NS,SIGACHI.NS,ABBOTINDIA.NS,WINDLAS.NS,APLLTD.NS,AARTIDRUGS.NS,ANUHPHR.NS,AUROLAB.BO,NATCOPHARM.NS,TLL.BO,ERIS.NS,PANCHSHEEL.BO,ONESOURCE.NS,MEDICO.NS,SMRUTHIORG.BO,JUBLPHARMA.NS,AAREYDRUGS.NS,ZOTA.NS,GUJTHEM.NS,AMBALALSA.NS,PFIZER.NS,CONCORD.BO,ASTRAZEN.NS,ROOPAIND.BO,ZENOTECH.BO,DESHRAK.BO,SOLARA.NS,BIOFILCHEM.NS,ALEMBICLTD.NS,DRREDDY.NS,ALBERTDAVD.NS,LACTOSE.BO,ALPA.NS,AARTIPHARM.NS,SYSCHEM.BO,MEDICAPQ.BO,KIMIABL.BO,KREBSBIO.NS,DCAL.NS,BAJAJHCARE.NS,GUJTERC.BO,OXYGENTAPH.BO,SANOFI.NS,BROOKS.NS,SANJIVIN.BO,VALIANTLAB.NS,MEDICAMEQ.NS,COHANCE.NS,SHELTER.BO,PHARMAID.BO,STARSOURCE.BO,MANGALAM.NS,BACPHAR.BO"
17,Regional Banks,Finance,60,68,63,54,"TMB.NS,J&KBANK.NS,KTKBANK.NS,ESAFSFB.NS,UJJIVANSFB.NS,KARURVYSYA.NS,SURYODAY.NS,MUNOTHFI.BO,EQUITASBNK.NS,JSFB.NS,CUB.NS,AUBANK.NS,IDFCFIRSTB.NS,DCBBANK.NS,CAPITALSFB.NS,ICICIBANK.NS,SBIN.NS,JAGSONSER.BO,UCOBANK.NS,FINOPB.NS,MONEYBOXX.NS,DAMCAPITAL.NS,EMERALD.BO,CMBL.BO"
18,Electronic Components,Electronic Technology,60,52,62,57,"UNIVCABLES.NS,ELPROINTL.NS,BCCFUBA.BO,CENTUM.NS,MRTX.BO,HEG.NS,GUJARATPOLY.BO,INCAP.BO,FINELINE.BO,MEIL.NS,PANELEC.BO"
19,Electronic Equipment/Instruments,Electronic Technology,59,36,54,53,"SPECTRUM.NS,APARINDS.NS,POWERINDIA.NS,DIGILOGIC.BO,CNCRD.BO,APLAB.BO,DENORA.NS,NAGPI.BO,HONAUT.NS,NITIRAJ.NS,TVSELECT.NS,APLABPP.BO,GENUSPOWER.NS,JGTL.BO,SHRADDHA.BO,HINDHARD.BO,WEL.NS,HPL.NS,WAAREEINDO.NS"
20,Miscellaneous,Miscellaneous,59,52,64,62,"INOVSYNTH.BO,ASHIKA.NS,SCILAL.NS"
21,Publishing: Books/Magazines,Consumer Services,59,57,65,64,"MPSLTD.NS,DACHEPALLI.BO,SCHAND.NS"
22,Metal Fabrication,Producer Manufacturing,58,52,55,56,"MODMA.BO,OMNI.NS,AANCHALISP.BO,MENONBE.NS,SATANIBRG.BO,CARNATIN.BO,GALAPREC.NS,UNIABEXAL.BO,GALXBRG.BO,HAPPYFORGE.NS,INVPRECQ.NS,BHARATFORG.NS,SWASTIKAAL.BO,AZAD.NS,MMFL.NS,PRADPME.NS,GALAGEX.BO,SIMMOND.BO,AUSTENG.BO,SHIVAUM.NS,NIBL.NS,MILLWORKS.BO,COSMOFE.BO,AMIC.BO,SHYAMMETL.NS,KVFORGE.BO,ALPHAIND.BO,USHAMART.NS,SKIPPER.NS,RAJRATAN.NS,SIMPLEXCAS.BO,PTCIL.NS,KENNAMET.NS,GTIL.BO,ENDURANCE.NS,RKFORGE.NS,MAGNAELQ.BO,AUTOPINS.BO,TIIL.NS,HARSHA.NS,SCHAEFFLER.NS,BHARATWIRE.NS,BELDING.BO,SHIVAGR.BO,ROLEXRINGS.NS,SYSTEMATIC.BO,TEMBO.NS,JYOTICNC.NS,SHREMETAL.BO,BOMBWIR.BO,NATFIT.BO,FRONTSP.NS,CMRGREEN.NS,STERTOOLS.NS,KASTURI.BO,DPWIRES.NS,NARMADESH.BO,RELICAB.BO,ROLCOEN.BO,DELTAMAGNT.NS,AEL.BO,VISHALBL.BO,KPGEL.BO,SKFINDIA.NS,ASGARD.BO,STAL.BO,KARBON.BO"
23,Department Stores,Retail Trade,57,79,84,52,SHOPERSTOP.NS
24,Real Estate Investment Trusts,Finance,57,62,42,53,"FUNDVISER.BO,MINDSPACE.BO,NXST.BO,BIRET.BO,EMBASSY.BO,KRT.BO,BAGMANE.BO,PSCELESTIA.BO,ANNAINFRA.BO"
25,Specialty Stores,Retail Trade,57,66,61,55,"DUKEOFS.BO,CONFIPET.NS,BLUESTONE.NS,HONASA.NS,ALANSCOTT.BO,KALYANKJIL.NS,LANDMARK.NS,PANORAMA.BO,PNGJL.NS,DPABHUSHAN.NS,VMART.NS,RECODE.BO,COMPEAU.BO,DMART.NS,PVSL.NS,MVGJL.NS,RAL.BO,WAKEFIT.NS,GARGI.BO,MANOJJEWEL.BO"
26,Coal,Energy Minerals,57,34,55,67,"SOUTHWEST.NS,REFEX.NS,COALINDIA.NS,BHARATCOAL.NS,STRATMONT.BO"
27,Electronics/Appliances,Consumer Durables,56,58,52,62,"CPPLUS.NS,SHARP.BO,UNIVPHOTO.NS,APIL.BO,STOVEKRAFT.NS,JAIPAN.BO,BUTTERFLY.NS,KHAITANLTD.NS,IFBIND.NS,LGEINDIA.NS,SINGERIND.NS,ORIENTELEC.NS,INFLAME.BO,GORANIN.BO,WHIRLPOOL.NS,BAJAJELEC.NS"
28,Cable/Satellite Tv,Consumer Services,56,14,46,54,"NDLVENTURE.NS,DEN.NS"
