Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Computer Communications,Electronic Technology,94,74,95,92,KERNEX.NS
2,Cable/Satellite Tv,Consumer Services,84,46,53,87,NDLVENTURE.NS
3,Computer Peripherals,Electronic Technology,82,68,80,80,"PANACHE.NS,NETWEB.NS,WEPSOLN.BO,INDTONER.BO"
4,Biotechnology,Health Technology,79,46,64,80,"TITANBIO.BO,AKUMS.NS,ANL.BO,VANTABIO.BO,ANTHEM.NS"
5,Pharmaceuticals: Generic,Health Technology,79,44,83,85,"ZIMLAB.NS,ZENLABS.BO,JAGSNPHARM.NS"
6,Airlines,Transportation,76,86,79,72,"AFCOM.BO,TAALTECH.NS,INDIGO.NS"
7,Computer Processing Hardware,Electronic Technology,74,92,43,76,IDM.BO
8,Multi-Line Insurance,Finance,70,82,67,70,"ABCAPITAL.NS,NIACL.NS"
9,Electronic Production Equipment,Electronic Technology,68,72,75,69,"SELECTRIC.BO,SYRMA.NS,AVALON.NS,APOLLO.NS,NELCO.NS,DIXON.NS,PGEL.NS,KAYNES.NS"
10,Telecommunications Equipment,Electronic Technology,66,51,68,63,"ASTRAMICRO.NS,ADCINDIA.BO,ONIDA.NS,SMARTLINK.NS,PRECISIO.BO,VALIANT.BO,TEJASNET.NS,AVANTEL.NS,DLINKINDIA.NS,PUNJCOMMU.BO,BPL.NS,KAVDEFENCE.NS"
11,Nan,Nan,66,56,74,0,KRISHPP.BO
12,Regional Banks,Finance,65,58,58,61,"J&KBANK.NS,TMB.NS,KTKBANK.NS,SURYODAY.NS,UJJIVANSFB.NS,KARURVYSYA.NS,MUNOTHFI.BO,AUBANK.NS,JSFB.NS,CAPITALSFB.NS,SBIN.NS,IDFCFIRSTB.NS,ICICIBANK.NS,JAGSONSER.BO,UCOBANK.NS,MONEYBOXX.NS"
13,Contract Drilling,Industrial Services,63,44,60,70,JINDRILL.NS
14,Aerospace & Defense,Electronic Technology,63,57,67,69,"MTARTECH.NS,IDEAFORGE.NS,PARAS.NS,AEQUS.NS,KRISHNADEF.NS,SIKA.NS,BEL.NS,TANAA.BO,DRONACHRYA.BO,BDL.NS"
15,Hospital/Nursing Management,Health Services,63,52,61,59,"KOVAI.NS,PARKHOSPS.NS,KMCSHIL.BO,ASARFI.BO,ASTERDM.NS,KIMS.NS,YATHARTH.NS,APOLLOHOSP.NS,RAINBOW.NS,ARTEMISMED.NS,SHANMUGA.BO,NH.NS,JLHL.NS,AASHKA.BO,KKSHL.BO,SHALBY.NS,SHARMEH.BO,INDRAMEDCO.NS,NGIND.BO"
16,Marine Shipping,Transportation,62,50,71,56,"PPARIVAH.BO,DREDGECORP.NS,TRANSWORLD.NS"
