Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
13,SWANDEF.NS,1917.9,5.82K,Producer Manufacturing,Trucks/Construction/Farm Machinery,98.0,50.0,95.0,98.0,27.05K,28.43K,2489.0,154.74,101.04B,No
38,MTARTECH.NS,7234.0,1807.03K,Electronic Technology,Aerospace & Defense,97.0,97.0,98.0,98.0,749.75K,1656.63K,7730.0,1390.5,222.51B,No
40,TITANBIO.BO,452.9,18.79K,Health Technology,Biotechnology,97.0,65.0,98.0,97.0,126.42K,41.69K,555.65,74.73,18.71B,No
46,TRANSCHEM.BO,195.05,1.41K,Health Technology,Pharmaceuticals: Other,97.0,89.0,87.0,97.0,3.29K,3.62K,214.8,37.0,2.39B,No
52,PANKAJPO.BO,66.15,0.87K,Producer Manufacturing,Miscellaneous Manufacturing,97.0,77.0,76.0,98.0,5.02K,5.05K,75.97,14.7,366.73M,No
60,APIS.BO,59.29,6.68K,Consumer Non-Durables,Food: Major Diversified,97.0,13.0,13.0,94.0,22.52K,13.06K,110.42,11.78,8.17B,No
71,RAPICUT.BO,199.4,4.69K,Non-Energy Minerals,Other Metals/Minerals,96.0,76.0,96.0,97.0,9.58K,7.87K,204.95,66.66,1.07B,No
75,SKM.BO,324.0,26.00K,Process Industries,Chemicals: Major Diversified,96.0,96.0,98.0,95.0,38.26K,47.20K,325.5,102.05,3.97B,No
84,SKPMIL.BO,128.4,1.32K,Process Industries,Pulp & Paper,96.0,98.0,88.0,90.0,0.88K,1.42K,135.2,29.7,1.74B,No
92,HFCL.NS,147.89,31303.34K,Electronic Technology,Telecommunications Equipment,96.0,98.0,98.0,97.0,45519.01K,118116.36K,155.3,59.82,226.31B,No
106,PRECWIRE.NS,376.05,258.11K,Producer Manufacturing,Electrical Products,95.0,74.0,94.0,95.0,1457.38K,690.97K,445.5,164.0,68.74B,No
114,MAHASTEEL.NS,825.65,0.47K,Non-Energy Minerals,Steel,95.0,13.0,84.0,89.0,7.37K,3.62K,1050.0,242.8,13.57B,No
115,CNCRD.BO,2577.6,5.60K,Electronic Technology,Electronic Equipment/Instruments,95.0,65.0,44.0,90.0,9.23K,19.28K,2844.95,804.34,26.09B,No
121,VISTARAMAR.BO,211.6,2.47K,Finance,Investment Banks/Brokers,95.0,66.0,97.0,96.0,14.96K,3.40K,238.5,91.15,1.22B,No
125,KMEW.NS,1977.8,78.08K,Producer Manufacturing,Trucks/Construction/Farm Machinery,95.0,77.0,75.0,92.0,130.78K,282.24K,2285.4,732.7,48.35B,No
127,KSHINTL.NS,635.25,179.57K,Producer Manufacturing,Electrical Products,95.0,89.0,97.0,,365.51K,522.61K,701.95,330.0,43.04B,No
132,OMNITEX.BO,800.0,0.01K,Process Industries,Textiles,94.0,25.0,96.0,91.0,0.96K,0.59K,892.0,282.05,3.36B,No
156,DHINDIA.BO,271.15,2.64K,Process Industries,Industrial Specialties,94.0,71.0,97.0,96.0,26.14K,4.83K,304.8,121.5,2.78B,No
161,ECOBOAR.BO,60.88,0.99K,Non-Energy Minerals,Forest Products,94.0,4.0,77.0,96.0,10.61K,5.98K,77.8,26.2,1.61B,No
165,INDOTECH.NS,2599.8,29.83K,Producer Manufacturing,Electrical Products,93.0,97.0,97.0,95.0,87.25K,119.38K,2977.6,1100.0,27.61B,No
170,NDLVENTURE.NS,120.4,11.74K,Consumer Services,Cable/Satellite Tv,93.0,33.0,91.0,90.0,85.75K,19.81K,140.0,58.0,4.05B,No
175,SBC.NS,33.52,9854.57K,Distribution Services,Wholesale Distributors,93.0,52.0,72.0,89.0,11262.17K,12995.83K,35.1,14.0,15.96B,No
