Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
22,CUPID.NS,280.46,282.33,10056.87K,Consumer Non-Durables,Household/Personal Care,98.0,88.0,98.0,97.0,14.8807,14.6829,33798.80K,27729.67K,299.0,32.87,377.12B,No,276.37,235.32,132.12,247.33,157.39,499
26,STELLANT.BO,1074.6,1101.15,4.21K,Finance,Investment Banks/Brokers,98.0,96.0,97.0,94.0,63.0643,61.1321,8.19K,10.96K,1104.6,122.99,6.11B,No,992.81,759.61,594.92,840.83,677.09,496
47,SMTEL.BO,379.1,380.0,0.75K,Commercial Services,Miscellaneous Commercial Services,97.0,7.0,50.0,38.0,26.1464,23.0393,0.93K,1.00K,594.35,40.45,6.85B,No,420.39,439.78,352.95,431.59,421.16,496
75,UFBL.NS,727.6,740.25,53.25K,Consumer Services,Restaurants,96.0,71.0,92.0,97.0,44.775,43.825,180.54K,65.64K,850.0,172.34,28.46B,No,776.96,727.26,392.5,739.36,488.47,496
88,KABRAEXTRU.NS,600.3,603.5,208.32K,Producer Manufacturing,Industrial Machinery,96.0,97.0,98.0,95.0,30.1929,29.6214,269.43K,345.34K,625.15,180.0,20.99B,No,527.68,401.99,272.68,440.58,302.01,498
103,DIACABS.NS,347.3,349.4,598.14K,Producer Manufacturing,Electrical Products,96.0,71.0,96.0,97.0,16.45,16.4357,5588.02K,969.01K,379.0,115.57,207.71B,No,352.56,289.38,185.5,305.47,209.44,499
109,MACPOWER.NS,1989.3,2007.1,50.07K,Producer Manufacturing,Industrial Machinery,96.0,95.0,97.0,95.0,119.8,118.5357,60.15K,73.52K,2050.0,761.0,19.90B,No,1811.95,1527.84,1120.57,1622.49,1213.83,498
112,RPTECH.NS,816.1,828.55,283.62K,Distribution Services,Electronics Distributors,95.0,41.0,91.0,96.0,48.525,46.625,1426.71K,833.06K,967.7,276.55,53.78B,No,851.8,805.72,511.23,813.91,584.1,499
115,AEROFLEX.NS,525.4,542.1,953.13K,Producer Manufacturing,Industrial Machinery,95.0,88.0,81.0,96.0,24.3786,24.2964,1819.88K,1760.33K,547.0,158.0,69.53B,No,475.13,452.51,309.03,459.32,368.62,499
149,EMAINDIA.BO,709.0,696.4,0.27K,Producer Manufacturing,Industrial Machinery,94.0,59.0,16.0,89.0,18.6393,13.875,1.16K,0.80K,876.75,163.45,712.55M,No,661.97,736.11,563.73,717.91,621.15,496
156,KANORICHEM.NS,159.08,158.79,25.87K,Process Industries,Chemicals: Specialty,94.0,77.0,95.0,95.0,7.8836,7.8321,43.83K,36.15K,164.6,56.0,6.95B,No,153.18,144.6,94.76,149.19,105.54,498
169,MARINE.NS,400.85,406.8,1843.24K,Distribution Services,Wholesale Distributors,94.0,97.0,93.0,94.0,19.8786,19.7036,1015.09K,823.05K,412.15,150.86,53.18B,No,361.83,303.58,233.32,320.04,249.21,499
185,SGMART.NS,803.3,789.3,715.86K,Utilities,Electric Utilities,94.0,83.0,88.0,92.0,35.7107,35.5393,527.42K,444.80K,860.6,313.1,101.24B,No,768.77,694.46,515.75,717.13,593.03,241
218,BLUSPRING.NS,126.4,131.56,238.06K,Commercial Services,Miscellaneous Commercial Services,93.0,77.0,93.0,95.0,7.7521,7.6486,1100.89K,812.72K,136.67,43.98,18.90B,No,119.08,114.58,78.13,118.25,84.86,305
223,PREMIERPOL.NS,90.58,95.21,356.25K,Non-Energy Minerals,Forest Products,92.0,89.0,94.0,91.0,5.6421,5.6064,523.21K,1327.38K,95.9,38.0,9.49B,No,80.77,73.63,56.91,77.25,63.59,497
230,MBAPL.NS,161.45,162.78,458.73K,Process Industries,Chemicals: Agricultural,92.0,37.0,92.0,90.0,6.02,6.02,1315.61K,808.90K,174.94,74.63,70.74B,No,163.94,144.72,106.66,152.13,119.0,498
233,GRWRHITECH.NS,7137.5,7224.5,46.30K,Process Industries,Chemicals: Specialty,92.0,49.0,77.0,91.0,202.25,199.2143,72.38K,64.92K,7990.0,2690.7,165.82B,No,7150.02,7006.08,4881.88,7041.5,5502.5,499
241,GEE.BO,131.8,131.5,13.99K,Producer Manufacturing,Industrial Machinery,92.0,84.0,95.0,92.0,6.3857,5.7857,88.95K,53.93K,142.8,53.61,6.85B,No,128.81,117.62,85.57,121.09,90.11,496
244,INOXINDIA.NS,2134.2,2177.8999,324.87K,Producer Manufacturing,Industrial Machinery,92.0,79.0,91.0,93.0,77.2071,76.2929,453.21K,605.43K,2267.9,1068.2,193.71B,No,1957.99,1947.17,1449.5,1988.12,1602.78,497
248,DIVGIITTS.NS,1186.7,1195.5,81.34K,Producer Manufacturing,Auto Parts: Oem,92.0,90.0,91.0,86.0,66.8286,59.6179,276.77K,205.32K,1318.8,573.7,36.29B,No,1156.1,1025.78,764.78,1075.92,852.55,496
260,CHANDNIMACH.BO,98.05,98.5,4.52K,Producer Manufacturing,Industrial Machinery,91.0,17.0,93.0,80.0,7.45,7.3929,17.98K,10.43K,127.74,31.0,690.11M,No,104.15,96.9,79.64,101.38,80.54,495
266,IKOMA.BO,61.5,61.28,35.40K,Producer Manufacturing,Building Products,91.0,27.0,40.0,98.0,2.9836,2.9836,103.28K,52.54K,85.5,13.81,1.43B,No,64.34,67.69,46.16,66.55,49.93,495
270,KRISHANA.NS,191.03,191.92,583.82K,Process Industries,Chemicals: Agricultural,91.0,67.0,89.0,93.0,7.9186,7.9186,1502.63K,1039.20K,206.39,86.2,59.05B,No,189.53,163.87,124.45,172.82,136.7,498
292,OMAXE.NS,125.52,131.74,4347.48K,Finance,Real Estate Development,91.0,96.0,94.0,88.0,9.0029,8.6736,2972.89K,5613.69K,134.3,62.5,23.05B,No,99.19,91.61,79.7,98.27,84.27,498
295,AKSHARCHEM.NS,366.35,365.65,4.79K,Process Industries,Chemicals: Specialty,91.0,96.0,97.0,89.0,14.4064,12.8779,14.44K,14.08K,367.4,141.3,2.94B,No,301.97,263.46,228.21,280.63,228.15,497
312,GENUSPRIME.BO,40.52,40.68,17.53K,Industrial Services,Engineering & Construction,90.0,96.0,92.0,86.0,2.3129,2.1557,12.09K,14.81K,42.13,16.3,3.16B,No,36.11,32.91,26.53,33.98,28.99,495
341,MITSU.BO,183.85,184.65,12.39K,Producer Manufacturing,Miscellaneous Manufacturing,89.0,90.0,83.0,89.0,8.7464,6.85,34.56K,67.44K,201.05,80.3,2.50B,No,170.84,155.13,123.83,160.31,133.9,495
370,STYLAMIND.NS,3464.5,3507.5,24.11K,Non-Energy Minerals,Forest Products,88.0,58.0,73.0,86.0,118.3785,117.3071,79.90K,47.44K,4150.0,1594.1,58.75B,No,3573.33,3412.95,2615.6,3431.85,2819.92,499
378,JGCHEM.NS,633.3,651.3,549.47K,Process Industries,Chemicals: Specialty,88.0,91.0,91.0,90.0,37.0179,36.625,534.62K,893.80K,675.0,298.4,24.82B,No,599.36,513.51,408.75,539.88,436.3,498
392,EXPOEAPL.BO,96.15,94.69,10.79K,Producer Manufacturing,Industrial Machinery,88.0,93.0,96.0,88.0,6.5957,6.3664,35.95K,69.47K,111.0,46.4,2.49B,No,84.21,75.7,66.53,79.78,67.81,495
