20260415T,0,1000,0,221.73,0
20260416T,0,1000,0,221.73,0
20260417T,0,1000,0,221.73,0
20260420T,0,1000,0,221.73,0
20260421T,0,1000,0,221.73,0
20260415T,0,1000,0,134.65,0
20260416T,0,1000,0,134.65,0
20260417T,0,1000,0,134.65,0
20260420T,0,1000,0,134.65,0
20260421T,0,1000,0,134.65,0
20260415T,0,1000,0,107.68,0
20260416T,0,1000,0,107.68,0
20260417T,0,1000,0,107.68,0
20260420T,0,1000,0,107.68,0
20260421T,0,1000,0,107.68,0
20260415T,0,1000,0,96.67,0
20260416T,0,1000,0,96.67,0
20260417T,0,1000,0,96.67,0
20260420T,0,1000,0,96.67,0
20260421T,0,1000,0,96.67,0
20260415T,0,1000,0,87.66,0
20260416T,0,1000,0,87.66,0
20260417T,0,1000,0,87.66,0
20260420T,0,1000,0,87.66,0
20260421T,0,1000,0,87.66,0
20260415T,0,1000,0,75.23,0
20260416T,0,1000,0,75.23,0
20260417T,0,1000,0,75.23,0
20260420T,0,1000,0,75.23,0
20260421T,0,1000,0,75.23,0
20260415T,0,1000,0,55.14,0
20260416T,0,1000,0,55.14,0
20260417T,0,1000,0,55.14,0
20260420T,0,1000,0,55.14,0
20260421T,0,1000,0,55.14,0
