Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
12,ARIHANT.NS,907.85,6.56K,Finance,Real Estate Development,98.0,75.0,36.0,,8.13K,9.81K,1100.0,39.65,-17.47
14,EASTSILK.NS,51.95,0.49K,Process Industries,Textiles,98.0,54.0,19.0,6.0,0.92K,0.21K,99.25,1.8,-47.66
22,SANGINITA.NS,59.25,45.19K,Process Industries,Chemicals: Specialty,98.0,98.0,98.0,98.0,151.03K,90.39K,59.25,9.09,0.0
27,STLTECH.NS,552.95,2249.43K,Technology Services,Information Technology Services,98.0,11.0,97.0,98.0,3705.89K,2218.20K,679.9,84.6,-18.67
29,BATLIBOI.NS,88.25,61.71K,Producer Manufacturing,Industrial Machinery,98.0,80.0,63.0,,42.41K,60.46K,97.45,15.7,-9.44
33,CUPID.NS,206.9,26822.55K,Consumer Non-Durables,Household/Personal Care,98.0,88.0,97.0,96.0,28137.98K,61975.24K,226.0,29.12,-8.45
44,SWANDEF.NS,2399.6,19.55K,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,88.0,84.0,80.0,19.11K,21.58K,2489.0,306.25,-3.59
45,SIGMAADV.NS,526.1,112.38K,Technology Services,Information Technology Services,97.0,35.0,98.0,97.0,480.06K,430.71K,638.1,105.0,-17.55
50,AHLWEST.NS,560.0,0.28K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,12.0,98.0,98.0,2.20K,0.52K,751.4,137.0,-25.47
57,BHAGYANGR.NS,384.4,43.28K,Producer Manufacturing,Electrical Products,97.0,31.0,96.0,96.0,215.76K,81.16K,432.3,85.62,-11.08
65,HFCL.NS,217.9,55912.09K,Electronic Technology,Telecommunications Equipment,97.0,73.0,98.0,98.0,51889.44K,17799.34K,229.5,59.82,-5.05
68,UFBL.NS,666.75,34.97K,Consumer Services,Restaurants,97.0,56.0,97.0,98.0,418.58K,114.08K,763.35,172.34,-12.65
70,VENUSREM.NS,1686.9,57.43K,Health Technology,Pharmaceuticals: Major,97.0,56.0,94.0,96.0,91.50K,50.24K,2044.3,424.0,-17.48
76,ONELIFECAP.NS,37.28,79.81K,Finance,Investment Managers,96.0,88.0,98.0,96.0,129.20K,31.09K,40.1,11.15,-7.03
80,BLISSGVS.NS,448.1,488.23K,Health Technology,Pharmaceuticals: Major,96.0,32.0,96.0,97.0,1963.44K,313.10K,553.0,118.0,-18.97
82,THANGAMAYL.NS,6476.0,103.71K,Consumer Durables,Other Consumer Specialties,96.0,90.0,93.0,92.0,223.33K,257.98K,7165.0,1750.1,-9.62
87,CEMPRO.NS,1596.6,732.93K,Industrial Services,Engineering & Construction,96.0,94.0,98.0,96.0,1576.31K,614.47K,1649.2,503.3,-3.19
89,OMNI.NS,580.65,305.61K,Producer Manufacturing,Metal Fabrication,96.0,90.0,95.0,,616.24K,353.01K,590.1,176.25,-1.6
91,CPPLUS.NS,3446.3,164.06K,Consumer Durables,Electronics/Appliances,96.0,33.0,92.0,97.0,336.24K,185.67K,3866.0,1015.0,-10.86
92,DEEDEV.NS,667.05,78.00K,Producer Manufacturing,Industrial Machinery,96.0,50.0,94.0,98.0,328.98K,88.75K,760.0,183.0,-12.23
93,NOVARTIND.NS,1699.8,24.40K,Health Technology,Pharmaceuticals: Major,96.0,88.0,96.0,,38.68K,76.47K,1723.0,672.25,-1.35
95,GVPIL.NS,805.05,104.14K,Industrial Services,Engineering & Construction,96.0,2.0,94.0,97.0,384.03K,256.35K,1084.0,270.9,-25.73
99,MTARTECH.NS,5852.0,192.93K,Electronic Technology,Aerospace & Defense,96.0,0.0,74.0,95.0,1454.90K,184.12K,8714.0,1390.5,-32.84
101,SAYAJIHOTL.NS,300.0,0.22K,Consumer Services,Hotels/Resorts/Cruise Lines,96.0,64.0,98.0,,0.11K,0.10K,330.0,138.7,-9.09
104,ACUTAAS.NS,3659.6,161.63K,Health Technology,Pharmaceuticals: Major,96.0,86.0,93.0,95.0,469.79K,275.19K,3740.0,1125.0,-2.15
105,YASHO.NS,3218.2,21.84K,Consumer Non-Durables,Food: Specialty/Candy,96.0,86.0,97.0,97.0,37.51K,16.13K,3262.8,1130.0,-1.37
107,KSHINTL.NS,893.7,146.82K,Producer Manufacturing,Electrical Products,95.0,71.0,92.0,97.0,511.21K,345.69K,930.0,330.0,-3.9
108,ATHERENERG.NS,1268.2,2689.90K,Consumer Durables,Motor Vehicles,95.0,96.0,90.0,94.0,4720.50K,6445.90K,1345.0,329.2,-5.71
109,SHARDUL.NS,59.39,19.97K,Finance,Investment Banks/Brokers,95.0,98.0,,,8.52K,29.34K,59.39,23.05,0.0
112,SHREEJISPG.NS,626.1,536.73K,Transportation,Other Transportation,95.0,94.0,95.0,92.0,1091.29K,1315.69K,628.4,222.0,-0.37
114,OMAXAUTO.NS,224.4,43.34K,Producer Manufacturing,Auto Parts: Oem,95.0,40.0,97.0,96.0,206.00K,48.94K,263.4,84.5,-14.81
117,SCPL.NS,582.6,323.30K,Consumer Non-Durables,Food: Meat/Fish/Dairy,95.0,91.0,97.0,94.0,37.88K,50.25K,599.3,190.03,-2.79
118,RUBICON.NS,1466.4,386.08K,Health Technology,Biotechnology,95.0,78.0,94.0,95.0,528.18K,272.04K,1539.0,570.75,-4.72
119,RPTECH.NS,744.95,116.08K,Distribution Services,Electronics Distributors,95.0,48.0,93.0,95.0,1281.93K,511.67K,812.85,275.6,-8.35
122,NITTAGELA.NS,1836.5,7.17K,Consumer Non-Durables,Food: Specialty/Candy,95.0,88.0,,,20.35K,28.82K,2087.2,882.0,-12.01
124,RAJPALAYAM.NS,820.7,1.80K,Process Industries,Textiles,95.0,50.0,55.0,,2.08K,1.84K,875.0,314.45,-6.21
125,INDSWFTLAB.NS,233.07,447.59K,Health Technology,Pharmaceuticals: Major,95.0,93.0,94.0,96.0,1204.94K,1209.91K,248.45,87.15,-6.19
127,HITECHCORP.NS,321.2,12.89K,Producer Manufacturing,Miscellaneous Manufacturing,95.0,74.0,98.0,95.0,34.49K,23.76K,333.9,112.0,-3.8
128,TIRUPATIFL.NS,81.55,3362.05K,Producer Manufacturing,Industrial Conglomerates,95.0,98.0,96.0,96.0,820.48K,876.06K,83.9,30.11,-2.8
131,NINSYS.NS,870.6,8.44K,Technology Services,Packaged Software,95.0,89.0,96.0,96.0,7.11K,3.95K,935.0,281.05,-6.89
133,BAFNAPH.NS,238.25,9.52K,Health Technology,Pharmaceuticals: Major,95.0,97.0,96.0,93.0,15.73K,4.83K,238.25,78.18,0.0
134,KANORICHEM.NS,153.34,32.63K,Process Industries,Chemicals: Specialty,95.0,92.0,97.0,95.0,44.67K,47.20K,156.4,56.0,-1.96
135,AEROFLEX.NS,407.1,818.13K,Producer Manufacturing,Industrial Machinery,95.0,2.0,89.0,96.0,2885.37K,1186.05K,521.9,158.0,-22.0
136,PAISALO.NS,73.23,10988.08K,Finance,Finance/Rental/Leasing,95.0,93.0,94.0,95.0,16640.32K,25362.79K,77.39,29.86,-5.38
137,GRWRHITECH.NS,6713.0,56.17K,Process Industries,Chemicals: Specialty,95.0,40.0,95.0,96.0,111.87K,43.24K,7185.0,2681.0,-6.57
139,MODISONLTD.NS,293.25,40.04K,Industrial Services,Engineering & Construction,95.0,8.0,97.0,94.0,217.20K,51.18K,362.7,114.0,-19.15
141,NGLFINE.NS,3256.2,6.92K,Health Technology,Pharmaceuticals: Major,94.0,70.0,91.0,96.0,19.67K,8.11K,3329.0,1175.5,-2.19
142,KIRLOSENG.NS,2187.9,434.35K,Producer Manufacturing,Electrical Products,94.0,20.0,86.0,94.0,801.76K,545.02K,2720.0,855.8,-19.56
143,SAKAR.NS,837.25,133.33K,Health Technology,Pharmaceuticals: Major,94.0,66.0,88.0,96.0,208.16K,201.08K,960.0,311.0,-12.79
144,SKMEGGPROD.NS,314.05,267.20K,Process Industries,Agricultural Commodities/Milling,94.0,94.0,96.0,93.0,1178.95K,1104.72K,372.0,142.5,-15.58
145,SETL.NS,287.85,666.91K,Health Technology,Medical Specialties,94.0,97.0,97.0,95.0,984.19K,858.52K,305.3,104.56,-5.72
147,SKYGOLD.NS,671.25,1415.46K,Consumer Durables,Other Consumer Specialties,94.0,96.0,94.0,95.0,1559.15K,1391.10K,683.45,246.05,-1.79
152,JAYBARMARU.NS,168.07,383.61K,Distribution Services,Wholesale Distributors,94.0,69.0,96.0,93.0,1580.66K,1025.38K,207.0,71.01,-18.81
155,AEGISLOG.NS,1351.3,1774.52K,Distribution Services,Wholesale Distributors,94.0,94.0,96.0,94.0,2891.91K,2380.14K,1434.5,576.1,-5.8
157,RUBYMILLS.NS,417.2,39.20K,Process Industries,Textiles,94.0,93.0,96.0,95.0,79.37K,47.94K,424.9,169.02,-1.81
159,KMEW.NS,2426.7,30.16K,Producer Manufacturing,Trucks/Construction/Farm Machinery,94.0,72.0,90.0,81.0,158.86K,104.63K,2540.0,797.5,-4.46
160,INDOTECH.NS,3412.9,11.38K,Producer Manufacturing,Electrical Products,94.0,92.0,95.0,96.0,60.35K,21.05K,3550.0,1100.0,-3.86
161,PRECOT.NS,834.45,8.26K,Process Industries,Textiles,94.0,83.0,91.0,96.0,8.90K,7.28K,876.75,300.05,-4.82
162,RAMCOSYS.NS,816.45,1201.90K,Technology Services,Information Technology Services,94.0,97.0,97.0,92.0,2316.11K,1663.97K,967.5,342.1,-15.61
163,SENORES.NS,1393.4,360.73K,Health Technology,Pharmaceuticals: Major,94.0,80.0,93.0,92.0,458.23K,278.07K,1509.8,601.1,-7.71
165,SPORTKING.NS,200.92,381.41K,Process Industries,Textiles,94.0,86.0,90.0,96.0,548.02K,747.25K,209.9,78.17,-4.28
166,SANSERA.NS,3255.2,181.52K,Producer Manufacturing,Auto Parts: Oem,94.0,82.0,89.0,93.0,310.70K,279.76K,3457.5,1216.3,-5.85
168,SEDEMAC.NS,2775.2,156.00K,Producer Manufacturing,Auto Parts: Oem,94.0,43.0,95.0,,201.57K,71.34K,2977.7,1413.1,-6.8
171,NRL.NS,107.82,1.43K,Non-Energy Minerals,Other Metals/Minerals,94.0,95.0,97.0,95.0,136.88K,164.16K,114.0,45.1,-5.42
172,SHADOWFAX.NS,217.15,890.15K,Technology Services,Packaged Software,94.0,51.0,89.0,,2936.63K,2849.25K,241.63,98.55,-10.13
173,STYLAMIND.NS,3587.4,1979.90K,Non-Energy Minerals,Forest Products,94.0,87.0,94.0,91.0,47.79K,40.36K,4150.0,1594.1,-13.56
176,DIACABS.NS,269.14,9492.15K,Producer Manufacturing,Electrical Products,93.0,95.0,95.0,95.0,6909.42K,8583.97K,276.7,115.57,-2.73
177,VELJAN.NS,1730.0,0.94K,Producer Manufacturing,Industrial Machinery,93.0,96.0,,,2.42K,0.90K,1980.0,812.0,-12.63
179,AVALON.NS,1743.7,428.99K,Electronic Technology,Electronic Production Equipment,93.0,63.0,94.0,94.0,544.94K,312.70K,1853.0,777.3,-5.9
180,SALSTEEL.NS,56.98,86.43K,Non-Energy Minerals,Steel,93.0,56.0,56.0,86.0,120.74K,64.65K,65.5,14.37,-13.01
181,RPEL.NS,1274.5,33.66K,Process Industries,Chemicals: Major Diversified,93.0,77.0,96.0,85.0,172.35K,80.87K,1371.8,561.3,-7.09
182,KERNEX.NS,2195.6,176.56K,Electronic Technology,Computer Communications,93.0,85.0,96.0,95.0,331.59K,181.33K,2445.0,850.0,-10.2
183,BALAMINES.NS,2380.3,212.96K,Process Industries,Chemicals: Specialty,93.0,86.0,97.0,94.0,475.89K,462.77K,2443.6,968.1,-2.59
185,KOVAI.NS,5749.0,7.44K,Health Services,Hospital/Nursing Management,93.0,49.0,55.0,,5.68K,3.56K,6340.0,2576.65,-9.32
187,E2E.NS,468.7,120.31K,Technology Services,Information Technology Services,93.0,74.0,94.0,96.0,1721.11K,1776.51K,469.4,183.36,-0.15
189,IDEAFORGE.NS,861.65,184.56K,Electronic Technology,Aerospace & Defense,93.0,41.0,96.0,93.0,1145.48K,226.50K,992.25,366.0,-13.16
190,RRKABEL.NS,2432.4,1392.98K,Producer Manufacturing,Electrical Products,93.0,70.0,95.0,91.0,781.13K,433.25K,2549.0,1165.0,-4.57
191,COCKERILL.NS,9026.0,3.31K,Non-Energy Minerals,Steel,93.0,48.0,,,22.89K,10.91K,10871.5,5015.25,-16.98
192,GCSL.NS,523.55,452.55K,Finance,Investment Banks/Brokers,93.0,93.0,92.0,91.0,574.16K,758.22K,538.1,213.15,-2.7
193,MARC.NS,113.95,,Industrial Services,Engineering & Construction,93.0,97.0,93.0,95.0,,,,,
197,CYIENTDLM.NS,698.15,12932.01K,Electronic Technology,Electronic Production Equipment,93.0,97.0,97.0,93.0,462.58K,896.96K,734.95,265.2,-5.01
198,CHEMBONDCH.NS,257.68,9.41K,Process Industries,Chemicals: Major Diversified,93.0,92.0,94.0,93.0,20.66K,19.48K,279.8,104.85,-7.91
199,SPECTRUM.NS,2134.5,58.17K,Electronic Technology,Electronic Equipment/Instruments,93.0,92.0,96.0,94.0,39.91K,31.47K,2265.1,1050.0,-5.77
200,AMAGI.NS,611.85,763.31K,Technology Services,Packaged Software,93.0,89.0,94.0,,428.80K,465.80K,624.0,310.2,-1.95
204,BAJAJCON.NS,529.6,601.63K,Consumer Non-Durables,Household/Personal Care,93.0,6.0,74.0,94.0,1093.18K,1954.52K,692.0,220.1,-23.47
205,SBC.NS,42.12,8793.71K,Distribution Services,Wholesale Distributors,93.0,36.0,82.0,87.0,13040.55K,7666.20K,45.0,15.55,-6.4
206,GAUDIUMIVF.NS,158.16,482.35K,Health Services,Medical/Nursing Services,93.0,97.0,93.0,,319.51K,377.68K,163.18,69.18,-3.08
207,ASTRAMICRO.NS,1757.1,226.46K,Electronic Technology,Telecommunications Equipment,93.0,75.0,93.0,93.0,1008.65K,425.19K,1871.0,851.0,-6.09
208,SYRMA.NS,1363.5,479.11K,Electronic Technology,Electronic Production Equipment,93.0,66.0,89.0,94.0,1449.38K,1022.26K,1517.7,634.5,-10.16
210,IOLCP.NS,148.23,1635.41K,Process Industries,Chemicals: Specialty,92.0,87.0,94.0,94.0,5732.03K,8070.03K,179.6,67.19,-17.47
214,RISHABH.NS,648.7,164.55K,Producer Manufacturing,Electrical Products,92.0,84.0,88.0,93.0,274.96K,357.20K,692.8,272.3,-6.37
216,IZMO.NS,1084.1,70.66K,Technology Services,Packaged Software,92.0,69.0,93.0,88.0,117.84K,156.17K,1374.7,350.05,-21.14
217,WELCORP.NS,1611.8,340.69K,Producer Manufacturing,Industrial Machinery,92.0,88.0,91.0,95.0,1128.67K,1588.26K,1698.8,710.0,-5.12
218,MENONBE.NS,207.68,108.73K,Producer Manufacturing,Metal Fabrication,92.0,92.0,95.0,91.0,255.78K,136.77K,220.13,101.5,-5.66
223,FCL.NS,39.88,10370.65K,Process Industries,Industrial Specialties,92.0,10.0,96.0,92.0,23901.79K,11294.51K,47.18,19.1,-15.47
224,KPL.NS,2697.5,11.63K,Health Technology,Pharmaceuticals: Major,92.0,85.0,,,41.25K,22.27K,2890.3,1561.0,-6.67
225,HIRECT.NS,1278.4,129.05K,Producer Manufacturing,Electrical Products,92.0,85.0,90.0,93.0,257.07K,562.52K,1399.0,565.2,-8.62
