Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
1,SAMTELIN.BO,61.18,2.40K,Electronic Technology,Computer Peripherals,98.0,97.0,98.0,98.0,1.0529,0.0429,3.67K,2.19K,61.18,1.89,433.64M,No,39.73,14.98,44.12,22.55
2,SESHACHAL.BO,92.48,0.15K,Technology Services,Information Technology Services,98.0,22.0,8.0,97.0,0.1336,0.0,0.28K,0.01K,105.31,2.39,64.21M,No,96.7,61.4,96.01,81.91
3,JTLDEFENCE.BO,437.9,3.24K,Non-Energy Minerals,Other Metals/Minerals,98.0,92.0,99.0,98.0,4.2571,0.0,2.40K,0.61K,437.9,45.46,4.61B,No,294.2,121.54,330.54,153.09
4,COVIDH.BO,106.01,0.01K,Technology Services,Packaged Software,98.0,96.0,98.0,98.0,2.5,0.0,3.30K,5.96K,676.67,1.5,891.44M,No,80.48,34.78,83.77,48.43
5,MRUTR.BO,50.56,0.03K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,0.8707,0.0,0.39K,1.32K,50.56,0.46,36.53B,No,32.81,12.9,36.46,19.3
6,ARIHANT.NS,863.55,3.64K,Finance,Real Estate Development,98.0,22.0,,,56.4607,53.5143,6.42K,13.49K,1100.0,39.65,9.38B,No,,,879.35,
7,KETOMOTORS.BO,179.4,9.99K,Process Industries,Chemicals: Agricultural,98.0,96.0,95.0,95.0,2.8714,2.2643,4.92K,27.30K,179.4,4.57,12.64B,No,122.02,99.05,130.9,104.57
8,APOLLOIN.BO,79.21,4.17K,Process Industries,Agricultural Commodities/Milling,98.0,97.0,98.0,98.0,1.3664,0.01,4.92K,4.68K,79.21,5.16,823.78M,No,53.44,19.96,59.18,28.3
9,TANDHANIN.BO,146.65,0.30K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,2.3679,0.0,0.20K,0.56K,146.65,10.48,7.30B,No,97.38,39.36,107.52,55.57
10,MODMA.BO,68.72,0.60K,Producer Manufacturing,Metal Fabrication,98.0,71.0,98.0,98.0,1.2793,0.2079,3.60K,1.49K,85.79,1.1,8.01B,No,62.15,20.81,66.9,30.24
11,SMTEL.BO,406.0,0.14K,Commercial Services,Miscellaneous Commercial Services,98.0,51.0,7.0,97.0,27.2143,24.2,1.40K,0.61K,494.85,15.08,7.34B,No,416.23,261.44,413.22,350.37
12,SALSAIN.BO,220.0,0.35K,Finance,Financial Conglomerates,98.0,2.0,0.0,98.0,15.2429,14.7,1.23K,0.44K,828.95,14.58,1.53B,No,339.22,193.44,290.84,280.85
13,LIPPISYS.BO,195.69,73.27K,Producer Manufacturing,Industrial Machinery,98.0,99.0,98.0,98.0,9.5279,5.7629,34.91K,76.08K,195.69,19.9,1.37B,No,85.37,44.68,103.54,57.8
14,EASTSILK.NS,52.33,0.42K,Process Industries,Textiles,98.0,9.0,2.0,1.0,2.1714,1.8893,3.23K,1.86K,99.25,1.8,261.65M,No,57.08,64.32,55.45,67.31
15,CALLISTA.BO,186.0,0.02K,Consumer Durables,Home Furnishings,98.0,89.0,7.0,94.0,2.5786,1.125,2.36K,0.50K,225.95,8.33,566.67M,No,165.04,122.78,161.21,158.79
16,KARTKIN.BO,7171.8,0.01K,Finance,Financial Conglomerates,98.0,0.0,98.0,98.0,140.5143,5.3821,0.02K,0.01K,10741.85,1036.0,1.75B,No,7638.28,2892.32,8009.92,3760.73
17,VINRKLB.BO,37.45,4.19K,Health Technology,Pharmaceuticals: Major,98.0,66.0,65.0,98.0,0.7014,0.2471,4.18K,0.75K,46.65,4.5,225.75M,No,40.62,18.94,41.08,25.66
18,RANJITSE.BO,61.5,0.18K,Finance,Finance/Rental/Leasing,98.0,9.0,0.0,98.0,0.8421,0.27,0.60K,0.02K,122.1,6.24,165.28M,No,70.98,,69.51,61.0
19,BATLIBOI.NS,81.82,16.14K,Producer Manufacturing,Industrial Machinery,98.0,47.0,,,4.0143,3.9393,20.68K,22.93K,88.95,15.7,3.86B,No,,,79.78,
20,SURBHIN.BO,115.3,9.69K,Process Industries,Textiles,98.0,0.0,97.0,98.0,7.4607,0.975,3.73K,2.34K,249.65,12.76,396.33M,No,148.12,58.93,153.3,77.69
21,EMROCK.BO,272.55,0.47K,Consumer Durables,Homebuilding,98.0,14.0,14.0,95.0,16.0321,15.9893,3.76K,2.14K,305.95,24.19,4.31B,No,279.46,189.31,282.66,249.71
22,SPICEISLIN.BO,478.05,24.59K,Process Industries,Textiles,98.0,95.0,96.0,98.0,28.1536,24.4929,18.98K,28.87K,494.85,42.46,2.98B,No,374.11,213.83,397.32,282.03
23,MAGNUS.BO,88.2,17.99K,Commercial Services,Miscellaneous Commercial Services,98.0,0.0,77.0,97.0,6.075,1.2536,44.46K,83.47K,223.4,8.33,298.14M,No,147.78,63.54,143.12,86.44
24,HIKLASS.BO,76.87,0.23K,Finance,Investment Banks/Brokers,98.0,3.0,90.0,98.0,0.9936,0.6521,2.73K,0.10K,108.35,6.49,2.32B,No,90.37,42.54,90.16,55.87
25,STLTECH.NS,623.95,1637.95K,Technology Services,Information Technology Services,98.0,97.0,98.0,98.0,38.5964,33.7321,5498.35K,3098.67K,679.9,84.6,304.59B,No,439.13,205.72,481.55,257.55
26,SHANTAI.BO,96.06,5.06K,Process Industries,Textiles,98.0,19.0,95.0,98.0,0.21,0.0,8.28K,0.34K,102.01,11.15,720.45M,No,90.84,40.25,94.66,54.47
27,AXISOL.BO,323.05,12.39K,Technology Services,Information Technology Services,98.0,94.0,93.0,98.0,8.7536,5.5,4.67K,12.11K,350.0,15.0,15.23B,No,282.89,144.05,289.41,194.57
28,SIMANDHAR.BO,153.9,0.11K,Distribution Services,Wholesale Distributors,98.0,50.0,76.0,,9.2893,8.5321,4.24K,0.71K,180.95,21.5,470.46M,No,145.99,,149.74,
29,AHLWEST.NS,629.8,1.96K,Consumer Services,Hotels/Resorts/Cruise Lines,98.0,6.0,98.0,98.0,26.6321,20.7,2.35K,0.75K,751.4,137.0,7.34B,No,482.87,229.2,532.81,277.0
30,PARMSILK.BO,238.85,1.41K,Process Industries,Textiles,98.0,98.0,98.0,97.0,7.5429,0.0,0.01K,0.02K,238.85,29.99,716.81M,No,133.47,92.17,149.94,109.47
31,AANCHALISP.BO,95.48,52.48K,Producer Manufacturing,Metal Fabrication,98.0,98.0,98.0,0.0,3.3729,0.3914,1.56K,6.47K,508.0,7.62,404.20M,No,47.7,203.94,54.7,63.04
