Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Computer Communications,Electronic Technology,95,97,97,95,KERNEX.NS
2,Precious Metals,Non-Energy Minerals,94,54,6,63,"MIDWEST.BO,DECNGOLD.NS"
3,Cable/Satellite Tv,Consumer Services,86,62,51,88,NDLVENTURE.NS
4,Computer Peripherals,Electronic Technology,73,75,70,71,"SAMTELIN.BO,NETWEB.NS,PANACHE.NS,INDTONER.BO,CONTROLPR.NS"
5,Telecommunications Equipment,Electronic Technology,73,63,73,73,"HFCL.NS,ADCINDIA.BO,MIRCELECTR.NS,ROSSTECH.NS,VALIANT.BO,ASTRAMICRO.NS,PRECISIO.BO,SMARTLINK.NS,AVANTEL.NS,DLINKINDIA.NS,TEJASNET.NS,KAVDEFENCE.NS,DCI.NS,BPL.NS,PUNJCOMMU.BO"
6,Biotechnology,Health Technology,70,55,69,70,"TITANBIO.BO,RUBICON.NS,ANL.BO,AKUMS.NS,HALEOSLABS.NS,ANTHEM.NS,FERMENTA.NS,FABTECH.NS"
7,Airlines,Transportation,69,91,78,70,"AFCOM.BO,TAALTECH.NS,INDIGO.NS"
8,Marine Shipping,Transportation,68,53,61,64,"PPARIVAH.BO,DREDGECORP.NS,GESHIP.NS,COASTCORP.NS,GLOTTIS.NS,TRANSWORLD.NS,GPPL.NS"
9,Insurance Brokers/Services,Finance,66,43,4,0,RRFIN.BO
10,Electronic Equipment/Instruments,Electronic Technology,64,59,60,61,"APARINDS.NS,POWERINDIA.NS,CNCRD.BO,APLABPP.BO,APLAB.BO,DIGILOGIC.BO,SPECTRUM.NS,NAGPI.BO,TVSELECT.NS,HONAUT.NS,GENUSPOWER.NS,DENORA.NS,WAAREEINDO.NS,HPL.NS,JGTL.BO,SHRADDHA.BO,NITIRAJ.NS,HINDHARD.BO,WEL.NS"
11,Oil & Gas Pipelines,Industrial Services,64,84,78,59,RIIL.NS
12,Electronic Components,Electronic Technology,63,51,60,50,"UNIVCABLES.NS,ELPROINTL.NS,CENTUM.NS,MRTX.BO,BCCFUBA.BO,GUJARATPOLY.BO,HEG.NS,INCAP.BO,MEIL.NS,FINELINE.BO"
13,Pharmaceuticals: Generic,Health Technology,63,70,69,68,"ZIMLAB.NS,ZENLABS.BO,JAGSNPHARM.NS,DENISCHEM.BO"
14,Miscellaneous,Miscellaneous,63,65,68,70,"INOVSYNTH.BO,ASHIKA.NS,SCILAL.NS"
15,Electronics Distributors,Distribution Services,63,66,58,53,"RPTECH.NS,COLAB.BO,PANIDPR.BO,PALREDTEC.NS,LABELKRAFT.BO,BRISK.BO,CNL.NS,REDINGTON.NS,ACCEDERE.BO,OPTIEMUS.NS,STARCOM.BO,MISQUITA.BO"
16,Electronic Production Equipment,Electronic Technology,62,79,69,62,"AVALON.NS,SYRMA.NS,APOLLO.NS,DATAPATTNS.NS,CYIENTDLM.NS,NELCO.NS,DIXON.NS,PGEL.NS,KAYNES.NS,ELIN.NS"
17,Contract Drilling,Industrial Services,62,7,67,70,JINDRILL.NS
18,Aerospace & Defense,Electronic Technology,62,66,67,67,"MTARTECH.NS,IDEAFORGE.NS,PARAS.NS,KRISHNADEF.NS,AEQUS.NS,BEL.NS,ROSSELLIND.NS,SIKA.NS,HAL.NS,TANAA.BO,BDL.NS,DRONACHRYA.BO"
19,Major Banks,Finance,61,67,43,57,"MAHABANK.NS,SOUTHBANK.NS,FEDERALBNK.NS,DHANBANK.NS,RBLBANK.NS,BANDHANBNK.NS,INDUSINDBK.NS,INDIANB.NS,UNIONBANK.NS,AXISBANK.NS,BANKINDIA.NS,BANKBARODA.NS,CANBK.NS,KOTAKBANK.NS,IOB.NS,CSBBANK.NS,IDBI.NS,PNB.NS,CENTRALBK.NS,HDFCBANK.NS"
20,Coal,Energy Minerals,61,49,49,61,"SOUTHWEST.NS,REFEX.NS,BHARATCOAL.NS,COALINDIA.NS,STRATMONT.BO"
21,Electrical Products,Producer Manufacturing,61,58,64,64,"MODINSU.BO,BHAGYANGR.NS,HIIL.BO,KSHINTL.NS,INDOSMC.BO,ATLANTAELE.NS,COSPOWER.BO,YASHHV.BO,TDPOWERSYS.NS,PRECWIRE.NS,QPOWER.NS,KIRLOSENG.NS,PARACABLES.NS,GVT&D.NS,RRKABEL.NS,ADVAIT.NS,INDOTECH.NS,SCHNEIDER.NS,DIACABS.NS,BHEL.NS,HIRECT.NS,BIRLACABLE.NS,RISHABH.NS,EXICOM.NS,JDCABLES.BO,POLYCAB.NS,POWERICA.NS,KEI.NS,CYBELEIND.BO,FINCABLES.NS,CGPOWER.NS,CORDSCABLE.NS,ENRIN.NS,VETO.NS,QUADFUTURE.NS,SWITCHTE.BO,RAMRAT.NS,ABB.NS,STARDELTA.BO,VOLTAMP.NS,SIEMENS.NS,SUZLON.NS,ACCORDTS.BO,HBLENGINE.NS,SERVOTECH.NS,PLAZACABLE.NS,ELECON.NS,S&SPOWER.NS,FOCUS.NS,DYCL.NS,SHILCTECH.NS,INTEGSW.BO,JIGAR.BO,CLN.BO,EVEREADY.NS,BONLON.NS,SWELECTES.NS,BBL.NS,PANCARBON.BO,ESABINDIA.NS,KECL.NS,IKIO.NS,STDBAT.BO,NIPPOBATRY.NS,LGBBROSLTD.NS,LAKSELEC.BO,PROSTARM.NS,DCXINDIA.NS,ARE&M.NS,KAYCEEI.BO,SALZERELEC.NS,WSI.NS,ALFATRAN.BO,TARIL.NS,HONDAPOWER.NS,RNITAI.BO,PANAENERG.BO,VGUARD.NS,DEL.BO,EPIC.BO,HIGHENE.BO,CLENON.BO,NDMETAL.BO,MARSONS.NS,HAVELLS.NS,RTSPOWR.BO,JSLINDL.BO,INOXWIND.NS,CALCOM.BO,JYOTI.BO,DLTNCBL.BO,RMC.NS,URAVIDEF.NS"
22,Other Metals/Minerals,Non-Energy Minerals,61,43,55,61,"JTLDEFENCE.BO,PARMESHWAR.BO,VIDYAWIRES.NS,RAPICUT.BO,SBCL.NS,MANAKALUCO.NS,HINDCOPPER.NS,ASHAPURMIN.NS,SCBL.BO,IMFA.NS,NRL.NS,POCL.NS,KACHCHH.BO,HINDALCO.NS,MIDHANI.NS,SANDUMA.NS,NMDC.NS,MMP.NS,MAITHANALL.NS,HINDZINC.NS,SERA.BO,MCL.NS,GRAVITA.NS,NILE.NS,JAINREC.NS,CHROME.BO,INDSILHYD.BO,COCHINM.BO,CUBEXTUB.NS,SOUTHMG.BO,MOIL.NS,ZODJRDMKJ.BO,KRUPALU.BO,SHARVAYA.BO,SIYARAM.BO"
