Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
7,EASTSILK.NS,54.5,0.80K,Process Industries,Textiles,98.0,26.0,2.0,12.0,2.83K,0.76K,99.25,1.8,-45.09
13,ARIHANT.NS,829.05,1.83K,Finance,Real Estate Development,98.0,20.0,,,4.74K,10.22K,1100.0,39.65,-24.63
18,STLTECH.NS,620.6,3222.71K,Technology Services,Information Technology Services,98.0,98.0,98.0,98.0,6970.33K,2134.40K,620.6,73.01,0.0
20,BATLIBOI.NS,77.24,15.68K,Producer Manufacturing,Industrial Machinery,98.0,34.0,,,19.87K,19.30K,88.95,15.7,-13.16
26,SWANDEF.NS,1978.8,14.64K,Producer Manufacturing,Trucks/Construction/Farm Machinery,98.0,81.0,75.0,96.0,24.98K,17.56K,2489.0,170.59,-20.5
27,AHLWEST.NS,578.45,1.11K,Consumer Services,Hotels/Resorts/Cruise Lines,98.0,98.0,98.0,98.0,2.18K,4.63K,751.4,137.0,-23.02
37,MTARTECH.NS,7468.0,1337.56K,Electronic Technology,Aerospace & Defense,97.0,92.0,97.0,97.0,1134.82K,2462.70K,8449.5,1390.5,-11.62
41,SIGMAADV.NS,436.9,840.71K,Technology Services,Information Technology Services,97.0,97.0,98.0,97.0,358.37K,669.55K,446.0,81.61,-2.04
44,BHAGYANGR.NS,339.35,233.36K,Producer Manufacturing,Electrical Products,97.0,91.0,98.0,97.0,333.96K,170.49K,351.9,70.21,-3.57
45,CUPID.NS,129.8,9277.63K,Consumer Non-Durables,Household/Personal Care,97.0,67.0,94.0,96.0,19516.99K,12208.89K,133.92,17.68,-3.08
49,HFCL.NS,199.41,65706.56K,Electronic Technology,Telecommunications Equipment,97.0,98.0,98.0,97.0,54418.50K,67919.71K,199.43,59.82,-0.01
52,RAJPALAYAM.NS,840.45,2.25K,Process Industries,Textiles,97.0,67.0,,,1.77K,3.95K,875.0,314.45,-3.95
54,VENUSREM.NS,1481.8,49.11K,Health Technology,Pharmaceuticals: Major,97.0,98.0,97.0,96.0,64.88K,98.81K,1481.8,415.4,0.0
57,BLISSGVS.NS,439.65,2646.19K,Health Technology,Pharmaceuticals: Major,97.0,98.0,97.0,97.0,2529.55K,6239.80K,447.0,118.0,-1.64
59,OMNI.NS,507.1,342.80K,Producer Manufacturing,Metal Fabrication,97.0,95.0,,,1204.21K,1008.20K,538.75,176.25,-5.87
