Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1,ISERA.BO,143.9,143.9,0.00K,Technology Services,Packaged Software,98.0,51.0,93.0,98.0,0.0,0.0,2.51K,0.28K,143.9,4.97,1.21B,No,143.9,142.18,71.48,143.21,93.67,494
2,ARIHANT.NS,919.55,953.15,0.92K,Finance,Real Estate Development,98.0,3.0,65.0,,61.7679,61.7679,7.96K,3.99K,1225.0,39.65,9.99B,No,992.11,961.7,,978.78,,104
3,MRUTR.BO,104.3,108.55,144.68K,Finance,Investment Banks/Brokers,98.0,76.0,98.0,98.0,3.8243,2.0471,18.96K,72.03K,115.3,0.66,75.35B,No,96.92,83.74,34.76,88.96,48.64,497
4,SALSAIN.BO,369.0,389.5,0.34K,Finance,Financial Conglomerates,98.0,65.0,92.0,70.0,24.6071,20.4679,0.61K,0.20K,828.95,14.58,2.57B,No,364.57,338.73,278.14,352.62,370.3,497
5,JTLDEFENCE.BO,870.95,790.0,5.27K,Non-Energy Minerals,Other Metals/Minerals,98.0,96.0,97.0,98.0,35.9857,14.625,3.43K,6.04K,870.95,55.58,9.17B,No,589.71,601.55,265.57,644.51,362.06,498
6,MODMA.BO,43.56,44.99,2.10K,Producer Manufacturing,Metal Fabrication,98.0,73.0,1.0,97.0,1.9407,1.1843,1.36K,1.35K,85.79,2.08,5.08B,No,48.0,50.92,34.39,48.91,46.02,497
7,SAMTELIN.BO,38.94,37.45,0.95K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,67.0,4.0,96.0,0.8193,0.6243,12.38K,5.32K,72.95,1.89,276.00M,No,39.24,47.75,27.9,45.12,37.26,264
8,SOURCEIND.BO,51.05,49.07,0.60K,Consumer Durables,Home Furnishings,98.0,97.0,98.0,98.0,0.9329,0.0036,0.35K,0.23K,51.05,4.18,582.13M,No,41.84,32.9,14.77,36.36,20.02,498
9,AXISOL.BO,579.25,556.8,0.98K,Technology Services,Information Technology Services,98.0,93.0,95.0,97.0,15.6036,4.725,6.24K,4.31K,667.75,26.86,27.38B,No,576.51,436.46,250.55,465.36,323.21,498
10,APOLLOIN.BO,76.02,68.96,0.58K,Process Industries,Agricultural Commodities/Milling,98.0,0.0,70.0,98.0,4.2929,0.0036,3.19K,4.32K,146.05,5.16,790.61M,No,103.76,111.66,48.38,109.4,65.05,497
11,SESHACHAL.BO,63.33,66.66,0.00K,Technology Services,Information Technology Services,98.0,6.0,2.0,5.0,0.5136,0.0007,0.62K,0.05K,105.31,2.39,43.97M,No,72.1,73.76,76.53,73.89,88.53,497
12,TANDHANIN.BO,151.75,158.4,4.37K,Finance,Investment Banks/Brokers,98.0,59.0,77.0,98.0,9.0786,6.5821,7.15K,13.32K,175.0,10.48,7.55B,No,142.05,146.91,76.48,147.93,104.28,497
