Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
33,MAXGROW.BO,39.66,36.98K,Commercial Services,Personnel Services,98.0,0.0,,,43.50K,58.06K,73.36,12.15,1.58B,No
41,APIS.BO,64.53,11.98K,Consumer Non-Durables,Food: Major Diversified,97.0,57.0,1.0,96.0,51.68K,32.54K,110.42,11.78,8.89B,No
45,PHRMASI.BO,112.95,0.09K,Health Technology,Pharmaceuticals: Major,97.0,90.0,53.0,97.0,1.37K,0.63K,131.75,26.0,771.11M,No
52,FUNDVISER.BO,417.0,0.53K,Finance,Real Estate Investment Trusts,97.0,90.0,97.0,97.0,3.62K,2.94K,443.5,127.2,3.29B,No
67,BRAHMINFRA.BO,156.65,4.72K,Industrial Services,Engineering & Construction,96.0,45.0,86.0,95.0,26.75K,14.27K,178.9,43.0,4.55B,No
77,CHOKSI.BO,187.0,75.03K,Health Technology,Medical Specialties,96.0,89.0,96.0,97.0,4.20K,10.97K,212.9,70.25,1.07B,No
81,AVANTIFEED.NS,1503.4,1627.17K,Process Industries,Agricultural Commodities/Milling,96.0,81.0,97.0,97.0,1818.58K,1989.72K,1545.0,614.25,204.83B,No
91,HIIL.BO,864.8,22.12K,Producer Manufacturing,Electrical Products,96.0,98.0,97.0,96.0,13.37K,35.31K,900.0,330.26,6.24B,No
104,NATIONALUM.NS,426.65,8191.73K,Non-Energy Minerals,Aluminum,95.0,60.0,84.0,96.0,16038.96K,13259.85K,440.0,149.0,784.47B,No
111,SHUBHAM.BO,63.48,7.39K,Process Industries,Textiles,95.0,72.0,73.0,93.0,35.88K,69.05K,79.0,18.2,769.50M,No
118,CPPLUS.NS,2273.8,422.63K,Consumer Durables,Electronics/Appliances,95.0,94.0,96.0,95.0,314.04K,462.42K,2285.9,1015.0,267.85B,No
141,AEROFLEX.NS,300.89,1187.41K,Producer Manufacturing,Industrial Machinery,94.0,78.0,96.0,95.0,2964.94K,2688.76K,321.4,152.1,39.82B,No
150,RAMAVISION.BO,173.6,14.54K,Distribution Services,Medical Distributors,94.0,92.0,91.0,93.0,4.54K,10.37K,187.0,74.0,1.81B,No
164,GALLANTT.NS,869.05,7011.88K,Non-Energy Minerals,Steel,93.0,97.0,95.0,90.0,2873.83K,17889.40K,948.0,400.0,209.69B,No
166,DEEDEV.NS,388.5,915.62K,Producer Manufacturing,Industrial Machinery,93.0,88.0,97.0,92.0,5141.61K,1818.04K,397.8,183.0,26.91B,No
183,MANINDS.NS,535.75,740.85K,Producer Manufacturing,Industrial Machinery,93.0,92.0,95.0,92.0,1199.79K,1490.80K,550.0,258.05,40.19B,No
193,GLOBAL.NS,98.86,81.26K,Commercial Services,Miscellaneous Commercial Services,93.0,15.0,89.0,94.0,117.74K,148.49K,112.35,48.12,5.03B,No
212,STEELCAS.NS,298.32,56.41K,Non-Energy Minerals,Steel,92.0,93.0,94.0,90.0,92.61K,121.10K,304.0,164.21,30.19B,No
222,COSPOWER.BO,942.0,0.50K,Producer Manufacturing,Electrical Products,92.0,12.0,90.0,88.0,0.87K,1.35K,999.0,527.65,1.73B,No
223,INA.NS,142.86,1510.63K,Electronic Technology,Semiconductors,92.0,96.0,,,1519.82K,2811.91K,147.0,79.75,,No
225,INDSWFTLAB.NS,138.9,3513.82K,Health Technology,Pharmaceuticals: Major,92.0,16.0,95.0,90.0,1110.10K,3000.45K,156.8,68.72,12.06B,No
229,ANANDRATHI.NS,3663.9,122.80K,Finance,Investment Managers,91.0,73.0,82.0,88.0,245.70K,538.95K,3735.0,1641.0,304.18B,No
233,SCI.NS,299.96,44980.41K,Transportation,Air Freight/Couriers,91.0,87.0,93.0,89.0,8506.04K,18871.82K,322.8,158.06,139.72B,No
234,GVPIL.NS,497.6,101.38K,Industrial Services,Engineering & Construction,91.0,52.0,96.0,93.0,1244.58K,119.02K,552.05,270.9,33.46B,No
235,OSIAJEE.BO,400.4,3.98K,Process Industries,Textiles,91.0,5.0,45.0,92.0,19.43K,5.43K,480.95,166.8,2.16B,No
236,PRECOT.NS,568.95,1.21K,Process Industries,Textiles,91.0,69.0,96.0,93.0,10.16K,4.65K,643.65,300.05,6.83B,No
242,UFBL.NS,321.79,63.37K,Consumer Services,Restaurants,91.0,97.0,95.0,92.0,214.14K,189.95K,327.9,172.34,12.58B,No
252,DBOL.NS,112.77,35.84K,Process Industries,Agricultural Commodities/Milling,91.0,64.0,94.0,91.0,367.12K,276.65K,126.6,66.0,7.42B,No
254,IZMO.NS,719.95,35.47K,Technology Services,Packaged Software,91.0,11.0,54.0,11.0,175.87K,32.66K,1374.7,263.5,10.77B,No
259,RDGAIL.BO,106.65,8.40K,Process Industries,Agricultural Commodities/Milling,90.0,5.0,95.0,,9.38K,11.16K,117.4,54.5,946.63M,No
265,SAYAJIIND.BO,101.5,2.12K,Process Industries,Chemicals: Specialty,90.0,24.0,93.0,87.0,3.81K,2.51K,106.99,53.75,2.57B,No
266,GODAVARI.BO,122.04,18.43K,Health Technology,Pharmaceuticals: Major,90.0,96.0,94.0,93.0,8.85K,24.99K,129.85,69.7,919.02M,No
267,GLOBALLOG.BO,114.0,1.60K,Transportation,Air Freight/Couriers,90.0,3.0,92.0,,27.27K,15.04K,172.91,79.2,1.65B,No
276,MBAPL.NS,520.3,383.38K,Process Industries,Chemicals: Agricultural,90.0,64.0,90.0,85.0,322.18K,320.82K,559.0,252.0,45.59B,No
298,MEAPL.BO,43.64,51.85K,Finance,Investment Banks/Brokers,89.0,94.0,95.0,72.0,26.55K,52.00K,49.89,24.79,674.24M,No
299,MAHLOG.NS,432.35,156.14K,Transportation,Air Freight/Couriers,89.0,62.0,94.0,87.0,511.24K,257.91K,436.7,275.05,42.90B,No
309,WELCORP.NS,1076.65,595.32K,Producer Manufacturing,Industrial Machinery,89.0,92.0,94.0,88.0,553.31K,928.66K,1097.0,710.0,283.92B,No
310,CHENNPETRO.NS,1007.55,1661.52K,Energy Minerals,Oil Refining/Marketing,89.0,17.0,86.0,89.0,2293.45K,2096.33K,1103.0,587.1,150.04B,No
312,INDOKEM.BO,505.0,1.58K,Process Industries,Industrial Specialties,89.0,41.0,2.0,59.0,5.41K,4.58K,930.0,133.2,14.08B,No
313,LYKISLTD.BO,48.71,21.09K,Consumer Non-Durables,Food: Major Diversified,89.0,16.0,86.0,92.0,96.17K,67.91K,61.8,29.19,943.76M,No
325,YASHINNO.BO,49.15,2.85K,Distribution Services,Wholesale Distributors,88.0,29.0,95.0,73.0,40.62K,35.89K,61.67,30.5,787.87M,No
334,GEL.BO,275.0,2.62K,Distribution Services,Wholesale Distributors,88.0,26.0,39.0,56.0,2.06K,7.76K,369.5,106.0,847.28M,No
376,SONACOMS.NS,576.55,1308.36K,Producer Manufacturing,Auto Parts: Oem,87.0,70.0,89.0,90.0,2329.22K,2893.96K,596.95,402.3,358.53B,No
382,PIONRINV.BO,105.46,0.26K,Finance,Investment Banks/Brokers,87.0,59.0,11.0,93.0,3.41K,3.71K,133.9,55.0,1.30B,No
388,TATVA.NS,1300.4,40.82K,Process Industries,Chemicals: Specialty,86.0,55.0,45.0,85.0,79.19K,47.95K,1610.0,672.0,30.42B,No
390,CLFL.BO,47.02,0.06K,Finance,Finance/Rental/Leasing,86.0,17.0,75.0,92.0,0.12K,0.15K,53.0,25.04,576.00M,No
396,SJS.NS,1682.2,68.27K,Producer Manufacturing,Auto Parts: Oem,86.0,32.0,47.0,79.0,122.39K,113.03K,1930.0,893.7,53.82B,No
404,ARMAN.BO,106.95,35.16K,Process Industries,Textiles,86.0,9.0,67.0,85.0,15.70K,6.35K,115.0,58.0,557.26M,No
429,MRPL.NS,180.0,4038.37K,Energy Minerals,Oil Refining/Marketing,85.0,2.0,87.0,88.0,17883.72K,6174.42K,212.31,120.0,315.47B,No
430,DCI.NS,318.45,3.00K,Electronic Technology,Telecommunications Equipment,85.0,82.0,91.0,89.0,44.00K,125.16K,475.0,201.35,5.22B,No
436,NAVA.NS,702.1,2714.56K,Utilities,Electric Utilities,85.0,89.0,88.0,81.0,737.45K,3195.47K,736.8,421.0,198.70B,No
471,KANPRPLA.NS,201.77,9.85K,Producer Manufacturing,Miscellaneous Manufacturing,84.0,87.0,87.0,53.0,14.81K,9.14K,249.5,113.75,4.84B,No
475,RAMRAT.NS,372.4,407.91K,Producer Manufacturing,Electrical Products,84.0,82.0,88.0,85.0,159.03K,399.48K,414.65,253.28,34.76B,No
476,ARIS.NS,127.87,804.66K,Technology Services,Packaged Software,84.0,79.0,,,1441.91K,995.36K,132.5,82.18,10.45B,No
480,SWITCHTE.BO,76.62,2.37K,Producer Manufacturing,Electrical Products,84.0,16.0,89.0,93.0,3.95K,1.93K,93.0,40.0,187.72M,No
483,KIOCL.NS,397.15,329.29K,Non-Energy Minerals,Steel,83.0,91.0,74.0,33.0,563.30K,801.97K,634.55,229.2,241.37B,No
495,KINGFA.NS,4761.0,4.02K,Process Industries,Chemicals: Specialty,83.0,57.0,74.0,71.0,5.11K,6.02K,4880.0,2550.0,64.52B,No
508,GOLDIAM.NS,407.25,829.61K,Consumer Durables,Other Consumer Specialties,83.0,93.0,83.0,79.0,985.23K,998.99K,444.0,265.0,45.99B,No
