Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Nan,Nan,92,43,85,74,SURAJINDPP.BO
2,Computer Communications,Electronic Technology,80,14,25,89,KERNEX.NS
3,Discount Stores,Retail Trade,76,96,95,74,SPICELOUNG.BO
4,Food: Meat/Fish/Dairy,Consumer Non-Durables,72,58,74,61,"SCPL.NS,MILKYMIST.NS,ESSEX.BO,KWIL.NS,MODAIRY.BO,HATSUN.NS,CHATHA.BO,SCAGRO.BO,NCCBLUE.BO,MUKKA.NS,PARAGMILK.NS,HERITGFOOD.NS,APEX.NS,DODLA.NS"
5,Electronics/Appliance Stores,Retail Trade,68,71,70,67,"EMIL.NS,BHATIA.BO,ROBU.BO,UML.BO,AVL.NS,MTL.BO,LOGICA.BO"
6,Biotechnology,Health Technology,67,57,60,63,"RUBICON.NS,AKUMS.NS,TITANBIO.BO,ANL.BO,ANTHEM.NS,HALEOSLABS.NS,FERMENTA.NS,GVBL.BO,FABTECH.NS"
7,Oil & Gas Production,Energy Minerals,65,47,77,68,"ASIANENE.NS,PRABHA.NS,VOGL.NS,BHAGWOX.BO"
8,Oilfield Services/Equipment,Industrial Services,64,47,64,67,"CRYOGENIC.BO,DOLPHIN.NS,TRISHAKT.BO,DEEPINDS.NS,SEAMECLTD.NS,ALPHAGEO.NS,OILCOUNTUB.NS,UNIDT.NS,COCHMAL.BO,RVTH.NS,GARWAOFFS.BO,GLOBALVECT.NS"
9,Pharmaceuticals: Major,Health Technology,63,61,60,63,"VINRKLB.BO,PARMAX.BO,INDSWFTLAB.NS,BLISSGVS.NS,MOREPENLAB.NS,SHILPAMED.NS,NOVARTIND.NS,SAKAR.NS,BAFNAPH.NS,VIKRAMTH.BO,VENUSREM.NS,VALIANTLAB.NS,KOPRAN.NS,LAURUSLABS.NS,SUVEN.NS,ASTONEALAB.BO,MARKSANS.NS,TLL.BO,SENORES.NS,INNOVACAP.NS,NGLFINE.NS,GLAND.NS,ACUTAAS.NS,DIVISLAB.NS,NEULANDLAB.NS,ORCHPHARMA.NS,AMANTA.NS,SMSPHARMA.NS,WOCKPHARMA.NS,SHUKRAPHAR.NS,ALIVUS.NS,COLINZ.BO,BALPHARMA.NS,CORONA.NS,SGRL.NS,SUDARSHAN.BO,SOLARA.NS,AAREYDRUGS.NS,WINDLAS.NS,IPCALAB.NS,SMRUTHIORG.BO,CAPLIPOINT.NS,SHAMROIN.BO,UNICHEMLAB.NS,GUFICBIO.NS,NOVELIX.BO,BETA.NS,SPARC.NS,SUPRIYA.NS,EMCURE.NS,STAR.NS,RPGLIFE.NS,PPLPHARMA.NS,HEXAGON.NS,PHRMASI.BO,AJANTPHARM.NS,AARTIPHARM.NS,BPLPHARMA.NS,THEMISMED.NS,HESTERBIO.NS,PANJON.BO,TORNTPHARM.NS,KILITCH.NS,ANUHPHR.NS,AMBALALSA.NS,ANG.BO,ALBERTDAVD.NS,MEDICAMEQ.NS,GLAXO.NS,GLENMARK.NS,BLUEJET.NS,ZYDUSLIFE.NS,SIGACHI.NS,GODAVARI.BO,INDGN.NS,GUJTHEM.NS,ALEMBICLTD.NS,MAKERSL.NS,VIYASH.NS,SUNLOC.NS,INDOCO.NS,TTKHLTCARE.NS,JUBLPHARMA.NS,AARTIDRUGS.NS,SAIPARENT.NS,MANKIND.NS,HIKAL.NS,KPL.NS,PARNAXLAB.NS,APLLTD.NS,LINCOLN.NS,BRAWN.BO,SUNPHARMA.NS,MANGALAM.NS,SHELTER.BO,MEDICAPQ.NS,PRAVEG.NS,ABBOTINDIA.NS,ZOTA.NS,ONESOURCE.NS,MERCURYLAB.BO,ZENOTECH.BO,BIOCON.NS,SANJIVIN.BO,VRL.BO,LACTOSE.BO,ALKEM.NS,CONCORD.BO,AUROLAB.BO,BAJAJHCARE.NS,ANURAS.NS,COHANCE.NS,FREDUN.NS,KIMIABL.BO,GUJTERC.BO,OXYGENTAPH.BO,HAMPS.BO,BIOFILCHEM.NS,PGHL.NS,TYCHE.BO,DRREDDY.NS,JENBURPH.NS,PANCHSHEEL.BO,PANACEABIO.NS,KREBSBIO.NS,NATCOPHARM.NS,FDC.NS,WANBURY.NS,ROOPAIND.BO,DCAL.NS,ERIS.NS,SANOFICONR.NS,ALPA.NS,PFIZER.NS,SANOFI.NS,MEDICO.NS,ASTRAZEN.NS,BROOKS.NS,PHARMAID.BO,STARSOURCE.BO,SYSCHEM.BO"
10,Contract Drilling,Industrial Services,62,18,56,64,JINDRILL.NS
11,Computer Peripherals,Electronic Technology,61,50,53,60,"PANACHE.NS,WEPSOLN.BO,NETWEB.NS,INDTONER.BO,CONTROLPR.NS"
12,Metal Fabrication,Producer Manufacturing,61,59,57,60,"MODMA.BO,AANCHALISP.BO,MENONBE.NS,GTIL.BO,OMNI.NS,SWASTIKAAL.BO,MILLWORKS.BO,NATFIT.BO,GALAGEX.BO,HAPPYFORGE.NS,KENNAMET.NS,AZAD.NS,AMIC.BO,SHIVAUM.NS,SATANIBRG.BO,SYSTEMATIC.BO,PPEL.BO,MMFL.NS,GALXBRG.BO,SIMMOND.BO,SIMPLEXCAS.BO,AUSTENG.NS,MAGNAELQ.BO,UNIABEXAL.BO,CARNATIN.BO,RKFORGE.NS,JYOTICNC.NS,PTCIL.NS,ROLEXRINGS.NS,CTCL.BO,SHYAMMETL.NS,TIIL.NS,SKIPPER.NS,BHARATFORG.NS,USHAMART.NS,GALAPREC.NS,HARSHA.NS,NARMADESH.BO,RAJRATAN.NS,AUTOPINS.BO,NIBL.NS,INVPRECQ.NS,ALPHAIND.BO,ENDURANCE.NS,COSMOFE.BO,SHREMETAL.BO,TEMBO.NS,SCHAEFFLER.NS,PRADPME.NS,CMRGREEN.NS,BELDING.BO,SHIVAGR.BO,BHARATWIRE.NS,KVFORGE.BO,STERTOOLS.NS,BOMBWIR.BO,VISHALBL.BO,ROLCOEN.BO,FRONTSP.NS,CENTEXT.NS,KASTURI.BO,RELICAB.BO,AEL.BO,DELTAMAGNT.NS,KARBON.BO,SKFINDIA.NS,DPWIRES.NS,ASGARD.BO,STAL.BO,KPGEL.BO,ADVANCETL.BO"
13,Other Consumer Specialties,Consumer Durables,61,58,58,57,"TBZ.NS,AJCJEWEL.BO,SJCORP.BO,SKYGOLD.NS,TIMEX.NS,RAMBHAJO.NS,KDDL.NS,SHOORA.BO,EIGHTY.BO,GOLKUNDIA.BO,THANGAMAYL.NS,KOURA.BO,RGL.NS,RBZJEWEL.NS,SONAMLTD.NS,RETAGGIO.BO,PNGSREVA.NS,SOVERDIA.BO,SHANTIGOLD.NS,TITAN.NS,GKL.BO,PJL.BO,SWARNSAR.NS,RADHIKAJWE.NS,GOLDIAM.NS,SHRINGARMS.NS,SENCO.NS,UDAYJEW.NS,BANARBEADS.NS,SILGO.NS,YAASHVI.BO,SHANKESH.NS,SMR.BO,VAIBHAVGBL.NS,VIPIND.NS,VARYAA.BO,SAFARI.NS,LUXURY.BO,SKRABUL.BO,LGHL.NS,EY.BO,RAJESHEXPO.NS"
14,Publishing: Books/Magazines,Consumer Services,60,51,64,63,"MPSLTD.NS,DACHEPALLI.BO,SCHAND.NS"
15,Telecommunications Equipment,Electronic Technology,60,53,46,63,"HFCL.NS,ROSSTECH.NS,VALIANT.BO,SMARTLINK.NS,ADCINDIA.BO,ASTRAMICRO.NS,PUNJCOMMU.BO,ONIDA.NS,KAVDEFENCE.NS,DCI.NS,PRECISIO.BO,TEJASNET.NS,AVANTEL.NS,DLINKINDIA.NS,BPL.NS,SALORAINTL.BO"
16,Auto Parts: Oem,Producer Manufacturing,60,50,59,59,"HARCR.BO,AFLTD.BO,SANSERA.NS,WHEELS.NS,SSWL.NS,NRBBEARING.NS,SEDEMAC.NS,UNIPARTS.NS,RML.NS,GNA.NS,RACLGEAR.NS,DIVGIITTS.NS,SONACOMS.NS,KALYANIFRG.NS,VARROC.NS,LUMAXTECH.NS,AMS.BO,SHANTIGEAR.NS,INDNIPPON.NS,ASKAUTOLTD.NS,OMAXAUTO.NS,SHRIPISTON.NS,HIMTEK.BO,KROSS.NS,EMMFORCE.BO,GABRIEL.NS,PRICOLLTD.NS,SJS.NS,SUNDRMFAST.NS,BOSCHLTD.NS,BHARATSE.NS,UCAL.NS,MOTHERSON.NS,BELRISE.NS,BIMETAL.NS,MUNJALAU.NS,SNL.BO,MINDACORP.NS,EXIDEIND.NS,LUMAXIND.NS,RANEHOLDIN.NS,MACPLASQ.BO,SHARDAMOTR.NS,AUTOIND.NS,CARRARO.NS,SMAUTO.BO,SKFINDUS.NS,SUPRAJIT.NS,JAYUSH.BO,RICOAUTO.NS,ALICON.NS,MUNJALSHOW.NS,PPAP.NS,JAMNAAUTO.NS,JMA.NS,ISTLTD.NS,UNOMINDA.NS,CUMMINSIND.NS,MENNPIS.NS,REMSONSIND.NS,ARISINT.BO,TENNIND.NS,IGARASHI.NS,ACGL.NS,SUNDRMBRAK.NS,ZFCVINDIA.NS,ENKEIWHEL.NS,AUTOAXLES.NS,JAGANLAM.BO,PORWAL.BO,ASAL.NS,RASANDIK.BO,SWARAJENG.NS,SINTERCOM.NS,NDRAUTO.NS,TVSHLTD.NS,SALAUTO.BO,JBMA.NS,SUNCLAY.NS,SAMKRG.BO,ZFSTEERING.NS,CIEINDIA.NS,HINDCOMPOS.NS,FIEMIND.NS,ESCORTS.NS,HITECHGEAR.NS,MSUMI.NS,LAPL.BO,GSAUTO.BO,KINETICENG.BO,PRECAM.NS,KRANTI.BO"
17,Electronic Production Equipment,Electronic Technology,60,47,62,66,"CYIENTDLM.NS,AVALON.NS,SYRMA.NS,APOLLO.NS,DATAPATTNS.NS,NELCO.NS,DIXON.NS,PGEL.NS,KAYNES.NS,SELECTRIC.BO,ELIN.NS"
18,Restaurants,Consumer Services,59,41,60,63,"UFBL.NS,RBA.NS,SPECIALITY.NS,SAPPHIRE.NS,DEVYANI.NS,WESTLIFE.NS,JUBLFOOD.NS,TRAVELFOOD.NS,COFFEEDAY.NS,KAMATS.BO"
19,Internet Retail,Retail Trade,59,57,60,61,"MSTCLTD.NS,ISFT.NS,NYKAA.NS,MANYAVAR.NS,HEALTHX.NS,INDIAMART.NS"
20,Aerospace & Defense,Electronic Technology,59,30,33,58,"MTARTECH.NS,PARAS.NS,AEQUS.NS,IDEAFORGE.NS,TANAA.NS,HAL.NS,KRISHNADEF.NS,SIKA.NS,BEL.NS,ROSSELLIND.NS,BDL.NS,DRONACHRYA.BO"
21,Catalog/Specialty Distribution,Retail Trade,59,20,67,61,ETHOSLTD.NS
22,Chemicals: Specialty,Process Industries,58,59,61,62,"SANGINITA.NS,SHENTRA.BO,SHHARICH.BO,RSCINT.BO,CHEMIESYNT.BO,KANORICHEM.NS,IOLCP.NS,BHAGERIA.NS,OAL.NS,CITURGIA.BO,VIKRAMAR.BO,SOTL.NS,AKSHARCHEM.NS,RITESHIN.BO,NEOGEN.NS,INDOBORAX.NS,DEVSON.BO,JGCHEM.NS,TANFACIND.BO,IVP.NS,GRWRHITECH.NS,BALAMINES.NS,RESONANCE.BO,ASAHISONG.NS,TATVA.NS,MANALIPETC.NS,APCOTEXIND.NS,VALIANTORG.NS,PAR.NS,SIGIND.NS,KINGFA.NS,ARCHITORG.BO,OCCLLTD.NS,ARVEE.NS,SHREEPUSHK.NS,GANESHBE.NS,IGPL.NS,NAVINFLUOR.NS,TNPETRO.NS,ALKALI.NS,VISHNU.NS,RISHIROOP.BO,KRONOX.NS,SUDARSCHEM.NS,ELLEN.NS,SHAILY.NS,ANDHRSUGAR.NS,DEEP.NS,CHEMCON.NS,FLUOROCHEM.NS,GNFC.NS,TRANSPEK.NS,KIRIINDUS.NS,TCMLMTD.BO,CENTENKA.NS,SRHHYPOLTD.NS,PREMEXPLN.NS,POLYPLEX.NS,NPL.BO,HOCL.BO,MOL.NS,ALKYLAMINE.NS,NOCIL.NS,LXCHEM.NS,ARCL.NS,20MICRONS.NS,SAYAJIIND.NS,POLYLINK.BO,ULTRAMAR.NS,KOTHARIPET.NS,KANCHI.NS,VITAL.NS,GUJALKALI.NS,JOCIL.NS,VINEETLAB.NS,GOTHIPL.BO,DHUNINV.NS,TGVSL.NS,DEEPAKNTR.NS,FAIRCHEMOR.NS,DAICHI.NS,PRIMO.NS,LINKPH.BO,POLSON.BO,CLEAN.NS,ZR2.BO,TUTIALKA.NS,LORDSCHLO.NS,SAMRATPH.BO,AMAL.NS,TPLPLASTEH.NS,HPIL.NS,STYRENIX.NS,LINDEINDIA.NS,BASF.NS,LAFFANSQ.BO,NAPEROL.BO,ANDHRAPET.BO,TRUALT.NS,DCW.NS,COROMANDEL.NS,MANORG.NS,AMNPLST.NS,NATPLASTI.BO,TULASEEBIOE.BO,SHK.NS,CHAMBLFERT.NS,GRAUWEIL.NS,GUJPETR.BO,EIKO.BO,SHLOKKA.BO,DHANUKA.NS,POEL.NS,CHEMFAB.NS,PNTKYOR.BO,AEONXDIGI.BO,ROSSARI.NS,NOL.BO,VINATIORGA.NS,PIIND.NS,TIRUMALCHM.NS,YASHCHEM.BO,FISCHER.NS,HILLTONE.BO,AGARIND.NS,MEHUL.BO,DAIKAFFI.BO,CAMLINFINE.NS,INDIAGLYCO.NS,BCCL.BO"
23,Pharmaceuticals: Generic,Health Technology,58,66,41,54,"ZIMLAB.NS,ZENLABS.BO,JAGSNPHARM.NS,NUTRICIRCLE.BO,DENISCHEM.BO"
24,Pharmaceuticals: Other,Health Technology,58,58,59,60,"TRANSCHEM.BO,VEERHEALTH.BO,CHEMKART.BO,SUDEEPPHRM.NS,GRANULES.NS,CRSTCHM.BO,AUROPHARMA.NS,LYKALABS.NS,BDH.BO,CORALAB.BO,BERLDRG.BO,NATCAPSUQ.NS,CIPLA.NS,ISHITADR.BO,LUPIN.NS,SOURCENTRL.BO,SANDUPHQ.BO,EMMESSA.BO,AMRUTANJAN.NS,KERALAYUR.BO"
25,Medical Distributors,Distribution Services,58,65,59,64,"APPL.BO,ARVAYA.BO,QMSMEDI.NS,NEXUSSURGL.BO,ENTERO.NS,RAMAVISION.BO,APL.BO,CBPL.BO,SPML.BO,BALAXI.NS,EVERESTO.BO,ROYAL.BO,CENTUPLE.BO,GLPL.BO"
26,Specialty Stores,Retail Trade,57,59,62,53,"DUKEOFS.BO,RECODE.BO,CONFIPET.NS,BLUESTONE.NS,HONASA.NS,KALYANKJIL.NS,LALITHAA.NS,MVGJL.NS,DPABHUSHAN.NS,PANORAMA.NS,VMART.NS,LANDMARK.NS,PNGJL.NS,COMPEAU.NS,WAKEFIT.NS,PVSL.NS,AUGMONT.NS,RAL.BO,KDML.BO,DMART.NS,ALANSCOTT.BO,GARGI.BO,AAYUSH.BO,MANOJJEWEL.BO"
27,Industrial Specialties,Process Industries,57,50,52,61,"BODALCHEM.NS,KELENRG.BO,BEEZAASAN.BO,CFL.BO,FCL.NS,JUJHARLOGI.BO,GANDHAR.NS,RAIN.NS,PANAMAPET.NS,ELANTAS.NS,SHALPAINTS.NS,GRAPHITE.NS,SOLARINDS.NS,BEPL.NS,VISAKAIND.NS,DYNAMIND.BO,GOCLCORP.NS,CARBORUNIV.NS,HSCL.NS,DICIND.NS,TINNARUBR.NS,VIPULORG.BO,SPLPETRO.NS,INDIGOPNTS.NS,PODDARMENT.NS,PCBL.NS,GRINDWELL.NS,AVIVA.BO,XPROINDIA.NS,HARDCAS.BO,PIDILITIND.NS,INDOKEM.NS,NIKHILAD.BO,SFL.NS,GOACARBON.NS,YUG.BO,MHLXMIRU.NS,HINDADH.NS,DUROPACK.BO,JSWDULUX.NS,BRIGHTBR.NS,KOTYARK.NS,JYOTIRES.NS,DHINDIA.BO,SEJALLTD.NS,ASIANPAINT.NS,AXELPOLY.BO,RUBFILA.NS,VINYOFL.BO,SIRCA.NS,ASSOCIATED.BO,SRF.NS,KAMAHOLD.NS,GMPL.BO,BERGEPAINT.NS,ESTER.NS,MULTIBASE.BO,BORORENEW.NS,KANSAINER.NS,WAAREE.BO,BEARDSELL.NS,GAGAN.BO,INNOVATORS.BO,RETINA.BO"
28,Medical Specialties,Health Technology,57,67,64,56,"SETL.NS,HSIL.BO,CHOKSI.BO,LENSKART.NS,NURECA.NS,RAAJMEDI.BO,NOVATEOR.BO,MOLBIO.NS,CSURGSU.BO,SHREEPAC.BO,VOEPL.NS,POLYMED.NS,AMKAY.BO,EARKART.BO,PREVEST.BO,SDL.BO,MICEL.NS,GKB.NS,TRANSPACT.BO"
29,Regional Banks,Finance,57,43,54,52,"MUNOTHFI.BO,TMB.NS,KTKBANK.NS,ESAFSFB.NS,DCBBANK.NS,JSFB.NS,UJJIVANSFB.NS,KARURVYSYA.NS,CUB.NS,J&KBANK.NS,EQUITASBNK.NS,IDFCFIRSTB.NS,AUBANK.NS,EMERALD.BO,CAPITALSFB.NS,SURYODAY.NS,SBIN.NS,ICICIBANK.NS,JAGSONSER.BO,UCOBANK.NS,MONEYBOXX.NS,DAMCAPITAL.NS,FINOPB.NS,CMBL.BO"
30,Hospital/Nursing Management,Health Services,56,58,51,54,"KOVAI.NS,GKSL.NS,HANNAH.BO,YATHARTH.NS,PARKHOSPS.NS,ARTEMISMED.NS,MEDANTA.NS,SHANMUGA.BO,HCG.NS,GPTHEALTH.NS,APOLLOHOSP.NS,KMCSHIL.NS,MANIPALHOS.NS,ASTERDM.NS,KIMS.NS,KKSHL.BO,RAINBOW.NS,NH.NS,JLHL.NS,FORTIS.NS,AASHKA.BO,MAXHEALTH.NS,ASARFI.BO,CMMHOSP.BO,INDRAMEDCO.NS,NGIND.BO,SHALBY.NS,SHARMEH.BO,FORTISMLR.BO"
31,Integrated Oil,Energy Minerals,55,61,65,56,"ANTELOPUS.NS,HINDOILEXP.NS,IRMENERGY.NS,SHRAJOI.BO,GNRL.NS,IOC.NS"
