Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Insurance Brokers/Services,Finance,98,2,65,98,RRFIN.BO
2,Discount Stores,Retail Trade,96,1,79,88,SPICELOUNG.BO
3,Computer Communications,Electronic Technology,81,96,84,75,KERNEX.NS
4,Major Banks,Finance,78,65,80,75,"SOUTHBANK.NS,RBLBANK.NS,CANBK.NS,CSBBANK.NS,INDIANB.NS,BANKINDIA.NS,UNIONBANK.NS,IDBI.NS,FEDERALBNK.NS,BANKBARODA.NS,MAHABANK.NS,PNB.NS,AXISBANK.NS,INDUSINDBK.NS,KOTAKBANK.NS,HDFCBANK.NS,CENTRALBK.NS,BANDHANBNK.NS,IOB.NS"
5,Real Estate Investment Trusts,Finance,78,48,73,79,"FUNDVISER.BO,MINDSPACE.BO,KRT.BO,EMBASSY.BO,BIRET.BO,INDUSINVIT.BO"
6,Catalog/Specialty Distribution,Retail Trade,77,35,83,77,ETHOSLTD.NS
7,Motor Vehicles,Consumer Durables,76,68,66,77,"ZELIO.BO,FORCEMOT.NS,ATHERENERG.NS,SMLMAH.NS,TVSMOTOR.NS,HEROMOTOCO.NS,TMCV.NS,EICHERMOT.NS,MARUTI.NS,SANDHAR.NS,SEVL.BO,M&M.NS,HYUNDAI.NS,ATLASCYCLE.NS,TMPV.NS,OLECTRA.NS,ATULAUTO.NS,OLAELEC.NS"
8,Wireless Telecommunications,Communications,76,50,74,66,"BHARTIARTL.NS,BHARTIHEXA.NS,AIRTELPP.BO"
9,Financial Publishing/Services,Commercial Services,74,76,77,56,"CARERATING.NS,ICRA.NS"
10,Aluminum,Non-Energy Minerals,73,69,68,74,"HINDALUMI.BO,NATIONALUM.NS,ARFIN.NS,MAANALU.NS,VEDL.NS,HRS.BO,ORIENTCER.NS,ALUFLUOR.BO,SUDAI.BO,EUROBOND.NS,SAMPAT.BO"
11,Life/Health Insurance,Finance,73,54,69,66,"CANHLIFE.NS,MFSL.NS,SBILIFE.NS,ICICIPRULI.NS,BAJAJFINSV.NS,STARHEALTH.NS,LICI.NS,NIVABUPA.NS"
12,Drugstore Chains,Retail Trade,71,56,78,62,MEDPLUS.NS
13,Regional Banks,Finance,68,53,73,72,"CMBL.BO,CUB.NS,AUBANK.NS,DCBBANK.NS,UJJIVANSFB.NS,KARURVYSYA.NS,TMB.NS,IDFCFIRSTB.NS,SBIN.NS,EQUITASBNK.NS,KTKBANK.NS,SURYODAY.NS,ICICIBANK.NS,J&KBANK.NS,CAPITALSFB.NS,JAGSONSER.BO,JSFB.NS,FINOPB.NS,EMERALD.BO,DAMCAPITAL.NS,MONEYBOXX.NS"
14,Savings Banks,Finance,68,47,35,0,NSDL.BO
15,Multi-Line Insurance,Finance,67,50,62,66,"ABCAPITAL.NS,HDFCLIFE.NS,RELIGARE.NS,GODIGIT.NS,NIACL.NS"
16,Medical Distributors,Distribution Services,66,71,69,71,"CHECKPOINT.BO,APPL.BO,GUJINJEC.BO,EVERESTO.BO,RAMAVISION.BO,ENTERO.NS,VIVOBIOT.BO,APL.BO,ROYAL.BO"
17,Biotechnology,Health Technology,65,60,67,64,"TITANBIO.BO,RUBICON.NS,FABTECH.NS,FERMENTA.BO,HALEOSLABS.NS,AKUMS.NS,ANTHEM.NS"
18,Other Metals/Minerals,Non-Energy Minerals,64,69,66,59,"PARMESHWAR.BO,HINDCOPPER.NS,SCBL.BO,ASHAPURMIN.NS,POCL.NS,SANDUMA.NS,RAPICUT.BO,IMFA.NS,MCL.NS,HINDALCO.NS,HINDZINC.NS,MANAKALUCO.NS,JAINREC.NS,NMDC.NS,CUBEXTUB.NS,SERA.BO,MOIL.NS,MIDHANI.NS,GRAVITA.NS,VIDYAWIRES.NS,CHROME.BO,COCHINM.BO,MAITHANALL.NS,MMP.NS,SHARVAYA.BO,INDSILHYD.BO,KACHCHH.BO,NILE.BO,SBCL.NS,NRL.NS,ZODJRDMKJ.BO,SOUTHMG.BO,SIYARAM.BO"
19,Cable/Satellite Tv,Consumer Services,64,57,67,62,"NDLVENTURE.NS,DEN.NS"
20,Consumer Sundries,Consumer Non-Durables,64,26,59,56,"GPSL.BO,BIL.NS,WELSPUNLIV.NS,RADIXIND.BO,LINC.NS"
21,Computer Peripherals,Electronic Technology,64,37,28,71,"NETWEB.NS,PANACHE.NS,INDTONER.BO,CONTROLPR.NS"
22,Auto Parts: Oem,Producer Manufacturing,62,58,56,63,"LUMAXTECH.NS,RICOAUTO.NS,LUMAXIND.NS,BELRISE.NS,SJS.NS,JAMNAAUTO.NS,SHRIPISTON.NS,BHARATSE.NS,SANSERA.NS,KINETICENG.BO,TVSHLTD.NS,FIEMIND.NS,GABRIEL.NS,PRICOLLTD.NS,EMMFORCE.BO,CARRARO.NS,JAYUSH.BO,MSUMI.NS,MOTHERSON.NS,UNOMINDA.NS,UNIPARTS.NS,CUMMINSIND.NS,GNA.NS,ZFCVINDIA.NS,WHEELS.NS,AUTOAXLES.NS,ESCORTS.NS,BOSCHLTD.NS,MINDACORP.NS,VARROC.NS,KROSS.NS,PPAP.NS,RACLGEAR.NS,SUPRAJIT.NS,INDNIPPON.NS,TENNIND.NS,HIMTEK.BO,NRBBEARING.NS,SONACOMS.NS,HITECHGEAR.NS,PORWAL.BO,RML.NS,JBMA.NS,MENNPIS.BO,ACGL.BO,DIVGIITTS.NS,MACPLASQ.BO,SSWL.NS,HINDCOMPOS.NS,AUTOIND.NS,SHARDAMOTR.NS,ALICON.NS,SNL.BO,OMAXAUTO.NS,SWARAJENG.NS,CIEINDIA.NS,SAMKRG.BO,BIMETAL.BO,ASKAUTOLTD.NS,SUNDRMFAST.NS,RANEHOLDIN.NS,SKFINDUS.NS,REMSONSIND.NS,ENKEIWHEL.BO,EXIDEIND.NS,MUNJALAU.NS,MUNJALSHOW.NS,JMA.NS,SHANTIGEAR.NS,KALYANIFRG.NS,GSAUTO.BO,NDRAUTO.NS,JAGANLAM.BO,IGARASHI.NS,ISTLTD.BO,KRANTI.BO,ASAL.NS,SALAUTO.BO,SUNDRMBRAK.NS,PRECAM.NS,SINTERCOM.NS,UCAL.NS,RASANDIK.BO,ZFSTEERING.BO,SUNCLAY.NS"
23,Specialty Insurance,Finance,62,40,70,64,"ICICIGI.NS,GICRE.NS"
24,Marine Shipping,Transportation,62,55,65,72,"PPARIVAH.BO,DREDGECORP.NS,GPPL.NS,COASTCORP.NS,GESHIP.NS,GLOTTIS.NS,TRANSWORLD.NS"
25,Other Consumer Specialties,Consumer Durables,62,61,66,70,"BGJL.BO,THANGAMAYL.NS,SKRABUL.BO,RETAGGIO.BO,SILGO.NS,TIMEX.BO,TITAN.NS,SHRINGARMS.NS,DEVLAB.BO,GOLKUNDIA.BO,LGHL.NS,NARBADA.BO,GOLDIAM.NS,SKYGOLD.NS,RBZJEWEL.NS,SENCO.NS,VAIBHAVGBL.NS,SHANTIGOLD.NS,VIPIND.NS,TBZ.NS,SWARNSAR.BO,EY.BO,SAFARI.NS,AJCJEWEL.BO,BANARBEADS.NS,RGL.NS,UDAYJEW.BO,RAJESHEXPO.NS,RADHIKAJWE.NS,EIGHTY.BO,SOVERDIA.BO,SONAMLTD.NS,KDDL.NS,SHOORA.BO,LUXURY.BO"
26,Oil Refining/Marketing,Energy Minerals,62,48,61,59,"CHENNPETRO.NS,BPCL.NS,HINDPETRO.NS,RELIANCE.NS,MRPL.NS,OIL.NS,ONGC.NS,GULFOILLUB.NS,VEEDOL.NS,CONTPTR.BO,CASTROLIND.NS,GULFPETRO.NS"
27,Hospital/Nursing Management,Health Services,61,42,50,65,"ASARFI.BO,SHARMEH.BO,KMCSHIL.BO,CMMHOSP.BO,NH.NS,HCG.NS,FORTIS.NS,YATHARTH.NS,SHANMUGA.BO,ASTERDM.NS,ARTEMISMED.NS,APOLLOHOSP.NS,PARKHOSPS.NS,GKSL.BO,MEDANTA.NS,NGIND.BO,KIMS.NS,RAINBOW.NS,KOVAI.BO,MAXHEALTH.NS,INDRAMEDCO.NS,JLHL.NS,GPTHEALTH.NS,SHALBY.NS,FORTISMLR.BO"
