Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
3,SESHACHAL.BO,77.73,0.16K,Technology Services,Information Technology Services,98.0,5.0,6.0,75.0,4.0971,2.0029,0.90K,3.04K,105.31,2.39,53.97M,No,85.52,69.29,84.18,87.88
12,EASTSILK.NS,55.45,0.08K,Process Industries,Textiles,98.0,86.0,31.0,16.0,2.1307,1.9107,0.94K,0.64K,99.25,1.8,277.25M,No,51.78,65.51,51.53,61.15
41,PHCAP.BO,1007.2,0.42K,Finance,Investment Banks/Brokers,97.0,66.0,89.0,94.0,24.7821,23.9214,2.69K,3.47K,1035.0,165.05,3.02B,No,934.63,570.28,954.24,729.27
77,OMNI.NS,597.8,149.24K,Producer Manufacturing,Metal Fabrication,96.0,92.0,90.0,,27.5929,27.4429,573.84K,341.05K,630.4,176.25,73.93B,No,513.32,,526.47,
104,RRMETAL.BO,64.03,39.66K,Distribution Services,Food Distributors,96.0,86.0,98.0,96.0,2.2121,1.47,11.44K,33.18K,67.41,23.8,576.84M,No,49.9,34.87,52.77,36.71
105,TITANBIO.BO,419.15,8.27K,Health Technology,Biotechnology,96.0,72.0,16.0,95.0,21.0536,20.9893,31.18K,27.45K,555.65,82.31,17.32B,No,423.58,322.59,420.95,373.85
108,NOVARTIND.NS,1595.9,39.67K,Health Technology,Pharmaceuticals: Major,95.0,83.0,94.0,,101.2857,100.0572,42.96K,62.88K,1780.0,672.25,39.40B,No,1469.79,,1484.43,
112,SHREEJISPG.NS,624.15,599.33K,Transportation,Other Transportation,95.0,95.0,95.0,92.0,18.2143,17.6072,1066.78K,783.92K,639.8,222.0,101.69B,No,514.62,389.44,531.93,428.23
122,NITTAGELA.NS,1852.6,2.89K,Consumer Non-Durables,Food: Specialty/Candy,95.0,77.0,97.0,,97.45,96.9715,20.59K,12.64K,2087.2,882.0,16.82B,No,1703.14,,1748.45,
151,CHOKSI.BO,220.35,60.34K,Health Technology,Medical Specialties,94.0,95.0,90.0,92.0,11.8964,11.7071,4.51K,6.38K,221.0,75.0,1.26B,No,159.1,134.96,166.69,150.41
