Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1,AXISOL.BO,604.2,616.5,3.73K,Technology Services,Information Technology Services,98.0,79.0,96.0,98.0,14.8429,5.6643,6.44K,7.50K,667.75,28.2,28.55B,No,592.95,465.98,264.24,498.82,339.36,498
55,NEELKAN.BO,58.66,59.85,2.00K,Non-Energy Minerals,Construction Materials,97.0,57.0,96.0,97.0,1.7329,1.1293,5.37K,1.65K,63.0,14.51,295.86M,No,59.47,53.25,29.11,54.65,34.77,496
56,SPICEISLIN.BO,90.45,89.85,14.59K,Process Industries,Textiles,97.0,27.0,45.0,92.0,6.3807,6.1257,63.90K,57.20K,110.0,14.2,2.82B,No,96.64,98.5,67.85,97.05,79.94,499
58,PARMESHWAR.BO,322.2,326.95,9.00K,Non-Energy Minerals,Other Metals/Minerals,97.0,98.0,95.0,96.0,20.5786,18.0179,24.11K,47.30K,342.85,64.71,4.93B,No,281.53,227.34,173.67,240.23,191.58,416
76,SHAHFOOD.BO,399.0,399.0,0.67K,Consumer Non-Durables,Food: Specialty/Candy,96.0,87.0,98.0,96.0,29.7643,27.4036,1.14K,1.45K,439.0,97.55,9.30B,No,388.87,375.08,216.3,385.46,247.74,498
92,MEGAMONT.BO,184.05,184.05,0.04K,Non-Energy Minerals,Forest Products,96.0,92.0,85.0,95.0,7.2893,6.7,0.57K,1.10K,206.0,40.1,6.14B,No,167.03,161.47,121.33,163.19,151.88,495
110,SPECTRUM.NS,3083.7,3173.6001,19.71K,Electronic Technology,Electronic Equipment/Instruments,96.0,96.0,97.0,94.0,146.6643,114.85,41.62K,16.55K,3173.6,1050.0,52.69B,No,2405.72,2298.24,1590.16,2399.48,1790.38,497
112,MENONBE.NS,297.15,304.35,53.19K,Producer Manufacturing,Metal Fabrication,96.0,94.0,95.0,95.0,19.28,18.5229,102.85K,98.19K,324.0,101.5,16.65B,No,287.63,241.96,156.14,256.64,176.79,498
116,ASMTEC.BO,6905.8,6502.8501,60.69K,Technology Services,Information Technology Services,95.0,96.0,97.0,97.0,436.9535,375.3179,33.11K,62.50K,7248.0,2099.9,100.75B,No,5347.12,4845.91,3490.46,5162.55,3787.1,496
134,MAYUR.BO,38.41,36.59,21.52K,Consumer Non-Durables,Apparel/Footwear,95.0,98.0,96.0,94.0,2.4471,1.9286,15.44K,18.96K,39.69,12.75,185.70M,No,31.58,26.44,22.48,28.16,23.04,496
154,GALAGEX.BO,97.49,97.2,101.53K,Producer Manufacturing,Metal Fabrication,94.0,98.0,94.0,95.0,8.8164,8.5536,94.86K,62.60K,108.0,36.56,1.55B,No,85.08,73.93,57.22,78.16,62.2,497
184,MAHASTEEL.NS,1265.1,1294.5,7.47K,Non-Energy Minerals,Steel,94.0,90.0,94.0,68.0,89.25,84.4714,13.73K,5.66K,1421.0,384.15,20.79B,No,1259.68,1053.31,897.6,1099.12,949.71,497
190,SHARDUL.NS,53.56,54.17,35.12K,Finance,Investment Banks/Brokers,93.0,51.0,97.0,,1.61,1.6071,18.21K,16.22K,60.0,23.05,4.69B,No,53.3,49.17,,50.8,,104
191,AMEENJI.BO,230.0,221.0,7.20K,Producer Manufacturing,Miscellaneous Manufacturing,93.0,93.0,95.0,92.0,7.3571,5.5214,18.99K,11.76K,236.0,96.05,2.59B,No,218.4,175.55,143.14,184.77,152.16,236
197,RAJPALAYAM.NS,760.0,759.0,2.95K,Process Industries,Textiles,93.0,25.0,33.0,,23.6679,23.3286,1.69K,1.68K,875.0,314.45,7.01B,No,794.35,812.74,,809.5,,109
203,HAPPYFORGE.NS,2155.9,2074.3,168.19K,Producer Manufacturing,Metal Fabrication,93.0,53.0,93.0,88.0,107.3571,106.6928,120.42K,72.14K,2470.0,888.75,203.52B,No,2251.12,1947.16,1432.24,1994.15,1568.56,500
