Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
6,ARIHANT.NS,920.65,2.14K,Finance,Real Estate Development,98.0,3.0,68.0,,8.00K,4.60K,1225.0,39.65,-24.84
22,STLTECH.NS,713.25,1042.85K,Technology Services,Information Technology Services,98.0,82.0,72.0,98.0,2398.24K,1470.22K,757.7,84.6,-5.87
24,SANGINITA.NS,58.34,558.18K,Process Industries,Chemicals: Specialty,98.0,32.0,96.0,98.0,290.95K,905.59K,68.02,9.25,-14.23
26,BATLIBOI.NS,88.39,65.72K,Producer Manufacturing,Industrial Machinery,98.0,27.0,76.0,,80.05K,34.37K,106.5,15.7,-17.0
27,CUPID.NS,279.95,7083.00K,Consumer Non-Durables,Household/Personal Care,98.0,81.0,97.0,98.0,33860.34K,15257.69K,299.0,32.87,-6.37
32,SIGMAADV.NS,754.8,116.83K,Technology Services,Information Technology Services,98.0,75.0,95.0,98.0,365.46K,450.47K,801.0,134.1,-5.77
46,INDSWFTLAB.NS,372.7,535.70K,Health Technology,Pharmaceuticals: Major,97.0,98.0,98.0,96.0,1438.35K,1296.97K,389.5,87.15,-4.31
56,BLISSGVS.NS,639.35,124.90K,Health Technology,Pharmaceuticals: Major,97.0,93.0,91.0,97.0,625.79K,403.24K,665.0,118.0,-3.86
62,MOREPENLAB.NS,117.45,33807.34K,Health Technology,Pharmaceuticals: Major,97.0,97.0,98.0,97.0,20989.11K,26629.55K,118.55,33.05,-0.93
63,WELCORP.NS,2641.6,4188.65K,Producer Manufacturing,Industrial Machinery,97.0,97.0,97.0,97.0,1567.45K,4764.11K,2676.0,710.0,-1.29
64,TBZ.NS,437.15,6948.54K,Consumer Durables,Other Consumer Specialties,97.0,98.0,98.0,97.0,2692.13K,5984.80K,457.15,110.5,-4.37
70,SETL.NS,391.15,1063.72K,Health Technology,Medical Specialties,97.0,96.0,98.0,97.0,1320.67K,1532.37K,393.65,104.56,-0.64
71,MODISONLTD.NS,494.65,583.54K,Industrial Services,Engineering & Construction,97.0,98.0,87.0,98.0,143.11K,301.29K,546.0,114.0,-9.4
74,BODALCHEM.NS,150.76,10690.67K,Process Industries,Industrial Specialties,97.0,98.0,97.0,97.0,992.36K,5488.19K,159.99,42.81,-5.77
75,CALSOFT.NS,43.13,708.34K,Technology Services,Information Technology Services,97.0,98.0,97.0,98.0,193.29K,567.50K,43.13,10.9,0.0
79,AHLWEST.NS,512.05,0.39K,Consumer Services,Hotels/Resorts/Cruise Lines,96.0,35.0,20.0,98.0,0.71K,0.75K,751.4,137.0,-31.85
80,MENONBE.NS,308.55,118.69K,Producer Manufacturing,Metal Fabrication,96.0,94.0,98.0,96.0,203.28K,105.80K,308.55,101.5,0.0
82,VTMLTD.NS,56.57,15.02K,Process Industries,Textiles,96.0,,,,36.66K,58.37K,61.9,22.95,-8.61
84,UFBL.NS,719.2,42.81K,Consumer Services,Restaurants,96.0,25.0,90.0,97.0,177.19K,80.42K,850.0,172.34,-15.39
88,SWANDEF.NS,2490.0,143.23K,Producer Manufacturing,Trucks/Construction/Farm Machinery,96.0,44.0,82.0,83.0,19.82K,20.66K,2750.0,474.9,-9.45
89,HFCL.NS,220.42,6707.33K,Electronic Technology,Telecommunications Equipment,96.0,67.0,75.0,97.0,25445.66K,16123.49K,256.7,59.82,-14.13
94,BHAGYANGR.NS,373.45,82.89K,Producer Manufacturing,Electrical Products,96.0,43.0,78.0,96.0,124.35K,85.80K,432.3,88.1,-13.61
