Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Cable/Satellite Tv,Consumer Services,93,33,91,90,NDLVENTURE.NS
2,Insurance Brokers/Services,Finance,92,7,2,0,RRFIN.BO
3,Computer Communications,Electronic Technology,87,90,83,80,KERNEX.NS
4,Computer Processing Hardware,Electronic Technology,83,42,81,73,IDM.BO
5,Precious Metals,Non-Energy Minerals,80,38,16,95,"MIDWEST.BO,DECNGOLD.NS"
6,Drugstore Chains,Retail Trade,75,75,72,85,MEDPLUS.NS
7,Computer Peripherals,Electronic Technology,74,69,72,56,"SAMTELIN.BO,NETWEB.NS,PANACHE.NS,INDTONER.BO,CONTROLPR.NS"
8,Biotechnology,Health Technology,71,67,77,71,"TITANBIO.BO,ANL.BO,RUBICON.NS,HALEOSLABS.NS,ANTHEM.NS,AKUMS.NS,FERMENTA.NS,FABTECH.NS"
9,Telecommunications Equipment,Electronic Technology,70,63,68,64,"HFCL.NS,MIRCELECTR.NS,ADCINDIA.BO,VALIANT.BO,ROSSTECH.NS,SMARTLINK.NS,ASTRAMICRO.NS,DCI.NS,AVANTEL.NS,DLINKINDIA.NS,TEJASNET.NS,KAVDEFENCE.NS,PUNJCOMMU.BO,PRECISIO.BO,BPL.NS"
10,Contract Drilling,Industrial Services,69,70,86,69,JINDRILL.NS
11,Real Estate Investment Trusts,Finance,66,46,51,70,"FUNDVISER.BO,ANNAINFRA.BO,MINDSPACE.BO,NXST.BO,EMBASSY.BO,KRT.BO,PSCELESTIA.BO,BIRET.BO"
12,Beverages: Non-Alcoholic,Consumer Non-Durables,66,70,40,79,"VALENCIA.BO,VBL.NS,ORIBEVER.BO"
13,Alternative Power Generation,Utilities,65,47,59,55,"CLEANMAX.NS,ADANIGREEN.NS,SUGSLLOYD.BO,NTPCGREEN.NS,UEL.NS,POWERGRID.NS,INOXGREEN.NS,KPIGREEN.NS,WAAREERTL.NS,KPEL.NS,RELTD.NS"
14,Other Metals/Minerals,Non-Energy Minerals,64,69,56,66,"PARMESHWAR.BO,RAPICUT.BO,VIDYAWIRES.NS,HINDCOPPER.NS,JAINREC.NS,IMFA.NS,POCL.NS,HINDALCO.NS,SCBL.BO,HINDZINC.NS,SERA.BO,SBCL.NS,ASHAPURMIN.NS,NMDC.NS,SANDUMA.NS,MANAKALUCO.NS,MCL.NS,CUBEXTUB.NS,MIDHANI.NS,MMP.NS,CHROME.BO,NILE.NS,MAITHANALL.NS,GRAVITA.NS,COCHINM.BO,MOIL.NS,NRL.NS,INDSILHYD.BO,ZODJRDMKJ.BO,SOUTHMG.BO,SHARVAYA.BO,KRUPALU.BO,SIYARAM.BO"
15,Electronic Equipment/Instruments,Electronic Technology,64,57,61,56,"APLABPP.BO,CNCRD.BO,APLAB.BO,POWERINDIA.NS,APARINDS.NS,WAAREEINDO.NS,DIGILOGIC.BO,NAGPI.BO,TVSELECT.NS,SPECTRUM.NS,NITIRAJ.NS,DENORA.NS,GENUSPOWER.NS,JGTL.BO,SHRADDHA.BO,HINDHARD.BO,HONAUT.NS,HPL.NS,WEL.NS"
