Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1,SAMTELIN.BO,40.49,39.14,24.52K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,1.0,76.0,98.0,3.1007,1.4607,12.05K,14.56K,72.95,1.89,286.99M,No,50.97,54.04,24.15,52.93,33.5,244
2,APOLLOIN.BO,134.75,137.5,1.10K,Process Industries,Agricultural Commodities/Milling,98.0,94.0,98.0,98.0,2.6757,0.0,3.89K,2.65K,146.05,5.16,1.40B,No,128.97,100.76,39.27,107.76,54.9,497
3,ARIHANT.NS,1119.2,1124.3,1.02K,Finance,Real Estate Development,98.0,96.0,81.0,,69.3,68.6893,9.08K,8.87K,1225.0,39.65,12.16B,No,1026.77,911.98,,938.4,,85
4,AXISOL.BO,488.7,465.45,6.75K,Technology Services,Information Technology Services,98.0,98.0,97.0,98.0,14.475,11.1286,5.44K,9.95K,488.7,22.12,23.04B,No,368.4,341.07,200.23,356.39,259.88,498
5,SESHACHAL.BO,77.73,77.73,0.16K,Technology Services,Information Technology Services,98.0,80.0,9.0,47.0,1.8507,1.4,0.80K,0.02K,105.31,2.39,53.97M,No,72.89,82.28,71.71,80.76,89.03,496
6,ISERA.BO,143.9,143.9,0.60K,Technology Services,Packaged Software,98.0,51.0,97.0,98.0,0.0,0.0,2.98K,1.61K,143.9,3.55,1.21B,No,143.9,127.74,59.27,134.32,81.83,495
7,SALSAIN.BO,379.6,363.6,0.60K,Finance,Financial Conglomerates,98.0,97.0,68.0,97.0,24.9964,16.1071,0.87K,1.08K,828.95,14.58,2.65B,No,363.1,285.76,244.41,301.03,342.69,496
8,MODMA.BO,40.71,38.78,0.30K,Producer Manufacturing,Metal Fabrication,98.0,1.0,0.0,98.0,2.92,2.1814,2.77K,1.67K,85.79,1.1,4.74B,No,47.77,59.8,30.14,55.93,40.5,497
9,MRUTR.BO,96.35,98.31,62.56K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,1.8679,0.2771,3.26K,1.26K,100.23,0.56,69.61B,No,83.46,64.72,25.77,70.31,36.66,497
10,EASTSILK.NS,69.45,66.15,12.99K,Process Industries,Textiles,98.0,97.0,73.0,30.0,3.8336,3.6171,1.06K,1.20K,99.25,1.8,347.25M,No,56.44,52.9,65.55,54.39,60.74,499
11,LIPPISYS.BO,244.4,249.35,1.34K,Producer Manufacturing,Industrial Machinery,98.0,70.0,99.0,98.0,7.2464,3.8071,35.38K,5.10K,281.2,20.5,1.71B,No,253.58,210.24,82.19,222.7,107.84,496
12,TANDHANIN.BO,141.8,149.25,3.13K,Finance,Investment Banks/Brokers,98.0,17.0,96.0,98.0,8.8571,8.1893,3.46K,4.72K,164.0,10.48,7.06B,No,150.11,143.37,63.53,146.97,87.16,496
13,JTLDEFENCE.BO,561.35,569.85,15.32K,Non-Energy Minerals,Other Metals/Minerals,98.0,15.0,96.0,98.0,12.5643,10.3393,2.00K,1.31K,694.3,55.58,5.91B,No,629.61,528.94,212.9,550.93,279.98,497
14,SOURCEIND.BO,34.59,33.93,0.48K,Consumer Durables,Home Furnishings,98.0,97.0,98.0,98.0,0.665,0.07,0.26K,0.53K,34.6,4.18,394.43M,No,29.19,23.79,11.06,25.84,14.42,497
15,CALLISTA.BO,172.5,176.0,0.55K,Consumer Durables,Home Furnishings,98.0,12.0,85.0,57.0,8.0643,6.4643,2.43K,7.14K,225.95,8.33,1.30B,No,172.93,179.01,147.97,178.73,174.8,496
16,PARMSILK.BO,348.0,331.45,1.90K,Process Industries,Textiles,98.0,3.0,98.0,98.0,22.8571,17.3286,0.93K,1.74K,472.35,31.19,1.04B,No,330.94,297.7,142.02,317.81,175.19,341
