Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
22,CUPID.NS,420.05,5227.03K,Consumer Non-Durables,Household/Personal Care,98.0,65.0,97.0,97.0,9956.85K,13812.17K,526.95,55.75,-20.29
23,TAKE.NS,41.65,219.57K,Technology Services,Information Technology Services,98.0,82.0,97.0,98.0,1880.87K,1192.72K,45.0,6.51,-7.44
35,SABTNL.NS,1890.8,11.81K,Consumer Services,Movies/Entertainment,97.0,93.0,98.0,96.0,77.69K,36.94K,2247.0,429.6,-15.85
42,HINDCOPPER.NS,607.3,31121.95K,Non-Energy Minerals,Other Metals/Minerals,97.0,89.0,98.0,97.0,36166.74K,72964.69K,760.05,183.82,-20.1
55,BGRENERGY.NS,330.6,89.33K,Industrial Services,Engineering & Construction,97.0,52.0,24.0,98.0,128.66K,143.69K,490.8,69.05,-32.64
58,NORBTEAEXP.NS,83.29,0.23K,Consumer Non-Durables,Food: Specialty/Candy,97.0,14.0,95.0,97.0,3.57K,1.03K,99.35,28.09,-16.17
60,MAHASTEEL.NS,716.0,36.82K,Non-Energy Minerals,Steel,97.0,2.0,91.0,96.0,13.24K,3.03K,1032.0,190.19,-30.62
69,PFOCUS.NS,267.38,11092.24K,Consumer Services,Movies/Entertainment,96.0,93.0,96.0,96.0,6354.02K,6858.79K,280.5,85.0,-4.68
70,VENUSREM.NS,758.55,11.12K,Health Technology,Pharmaceuticals: Major,96.0,71.0,97.0,92.0,94.26K,30.39K,839.95,277.95,-9.69
74,WAAREEINDO.NS,441.75,20.63K,Electronic Technology,Electronic Equipment/Instruments,96.0,31.0,88.0,,98.73K,44.38K,725.0,165.07,-39.07
76,LUMAXTECH.NS,1521.0,119.39K,Producer Manufacturing,Auto Parts: Oem,96.0,29.0,94.0,91.0,274.06K,199.99K,1703.1,449.0,-10.69
77,INFOBEAN.NS,840.15,196.69K,Technology Services,Packaged Software,96.0,25.0,96.0,94.0,374.33K,758.27K,1030.0,270.55,-18.43
