Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
13,ARIHANT.NS,844.05,1.21K,Finance,Real Estate Development,98.0,38.0,,,53.3571,50.4107,6.18K,10.44K,1100.0,39.65,9.17B,No,842.63,,877.4,
40,COVANCE.BO,166.85,0.46K,Technology Services,Information Technology Services,97.0,34.0,18.0,94.0,10.1857,9.65,4.46K,8.91K,171.34,16.85,3.69B,No,167.26,123.64,166.9,151.93
51,MTARTECH.NS,7976.5,154.96K,Electronic Technology,Aerospace & Defense,97.0,52.0,97.0,97.0,551.1429,506.3214,1652.78K,2895.56K,8714.0,1390.5,245.35B,No,6944.2,3791.73,7230.13,4534.33
79,CCME.BO,125.0,0.05K,Producer Manufacturing,Miscellaneous Manufacturing,96.0,72.0,68.0,89.0,5.2571,2.5679,0.43K,0.60K,181.3,20.21,5.66B,No,110.02,100.72,112.72,95.78
87,RPTECH.NS,780.9,1831.04K,Distribution Services,Electronics Distributors,96.0,97.0,97.0,96.0,46.1964,44.3821,1160.90K,5741.95K,806.2,275.6,51.46B,No,550.76,397.21,568.19,431.08
91,MODISONLTD.NS,321.15,122.08K,Industrial Services,Engineering & Construction,96.0,93.0,98.0,96.0,21.4393,17.7393,214.53K,209.66K,362.7,114.0,10.42B,No,231.95,168.03,240.77,174.54
96,KIRLOSENG.NS,2484.3,1193.91K,Producer Manufacturing,Electrical Products,96.0,96.0,94.0,96.0,126.2072,105.2357,724.08K,2084.57K,2720.0,829.6,361.17B,No,1819.13,1328.29,1863.7,1493.57
97,OMNI.NS,489.95,203.91K,Producer Manufacturing,Metal Fabrication,96.0,86.0,96.0,,26.3714,25.1714,900.03K,444.97K,548.0,176.25,60.59B,No,440.27,,453.7,
101,APIS.BO,60.81,8.88K,Consumer Non-Durables,Food: Major Diversified,96.0,52.0,35.0,71.0,2.8721,2.8721,16.21K,13.43K,110.42,11.78,8.38B,No,61.67,55.05,61.51,65.56
103,BAJAJCON.NS,578.45,523.65K,Consumer Non-Durables,Household/Personal Care,95.0,64.0,90.0,96.0,26.5679,26.0964,1437.08K,717.93K,632.6,204.61,75.56B,No,536.74,359.75,545.95,405.8
109,KSHINTL.NS,844.4,215.13K,Producer Manufacturing,Electrical Products,95.0,84.0,95.0,,51.1,48.3321,543.10K,385.09K,908.9,330.0,57.21B,No,726.7,,743.27,
119,VEL.BO,60.53,2.84K,Distribution Services,Wholesale Distributors,95.0,88.0,82.0,92.0,2.92,2.8636,27.69K,9.85K,68.0,15.36,1.54B,No,53.84,42.81,54.39,46.61
120,YASHHV.BO,876.9,100.50K,Producer Manufacturing,Electrical Products,95.0,87.0,95.0,95.0,44.7607,40.975,165.38K,199.05K,940.0,351.05,25.09B,No,723.34,528.52,735.08,543.57
124,RUBICON.NS,1416.6,269.39K,Health Technology,Biotechnology,95.0,96.0,94.0,96.0,81.8643,81.6286,559.98K,646.60K,1468.7,570.75,233.39B,No,1085.96,,1105.72,857.12
129,SIZEMASTER.BO,368.5,0.06K,Producer Manufacturing,Miscellaneous Manufacturing,95.0,25.0,64.0,96.0,19.4821,17.9036,0.42K,0.32K,415.0,119.95,3.68B,No,370.93,242.84,373.54,286.24
132,JAYBARMARU.NS,166.85,1181.99K,Distribution Services,Wholesale Distributors,95.0,96.0,95.0,95.0,11.3264,10.9029,1401.42K,1884.32K,178.89,71.01,18.06B,No,116.7,99.01,120.46,101.07
134,CRYOGENIC.BO,279.35,9.75K,Industrial Services,Oilfield Services/Equipment,95.0,92.0,93.0,91.0,13.3357,11.45,63.15K,57.23K,289.8,89.3,3.99B,No,220.99,186.18,228.38,189.24
139,HITECHCORP.NS,318.04,24.58K,Producer Manufacturing,Miscellaneous Manufacturing,94.0,98.0,97.0,94.0,12.345,12.1729,32.65K,30.48K,323.77,112.0,5.46B,No,211.29,179.7,221.43,175.29
148,KERNEX.NS,2035.7,135.53K,Electronic Technology,Computer Communications,94.0,95.0,96.0,95.0,97.1143,95.1929,333.48K,258.48K,2145.0,850.0,34.21B,No,1596.4,1260.82,1653.98,1296.36
150,SALSTEEL.NS,56.29,49.83K,Non-Energy Minerals,Steel,94.0,63.0,89.0,89.0,3.6371,3.6371,188.73K,148.00K,65.5,14.37,8.15B,No,58.16,43.42,58.42,47.89
160,NITTAGELA.NS,1719.8,9.81K,Consumer Non-Durables,Food: Specialty/Candy,94.0,67.0,,,125.3357,113.6072,20.30K,16.27K,1870.0,882.0,,No,,,1401.21,
162,TDPOWERSYS.NS,1255.1,799.17K,Producer Manufacturing,Electrical Products,94.0,15.0,85.0,94.0,68.0286,66.8571,1501.84K,1106.09K,1379.6,453.1,196.08B,No,1213.66,853.96,1244.34,939.81
163,YASHO.NS,2868.5,25.78K,Consumer Non-Durables,Food: Specialty/Candy,94.0,93.0,96.0,95.0,180.9857,178.0571,33.87K,54.90K,3025.0,1130.0,34.64B,No,2052.99,1651.46,2140.68,1662.68
183,NOVELIX.BO,80.0,2.13K,Health Technology,Pharmaceuticals: Major,93.0,97.0,87.0,84.0,7.1857,6.9207,11.56K,19.09K,92.0,33.93,1.91B,No,62.1,55.87,63.27,59.7
189,CONFIPET.NS,71.87,3300.39K,Retail Trade,Specialty Stores,93.0,83.0,96.0,96.0,4.495,4.495,5272.93K,3099.25K,80.57,28.06,23.88B,No,63.53,45.01,64.14,46.08
194,AEROENTER.NS,137.6,1792.51K,Producer Manufacturing,Industrial Machinery,93.0,96.0,95.0,93.0,9.1179,8.7264,994.67K,3452.11K,149.55,62.2,15.56B,No,103.42,87.35,107.61,88.92
199,BLUSPRING.NS,107.94,389.46K,Commercial Services,Miscellaneous Commercial Services,93.0,98.0,97.0,92.0,8.1971,7.8357,845.10K,2291.24K,119.5,43.98,16.13B,No,78.0,70.07,80.86,66.67
217,VIVAA.BO,71.0,40.00K,Consumer Non-Durables,Apparel/Footwear,92.0,98.0,95.0,93.0,1.9564,1.42,9.49K,12.40K,71.46,31.84,279.56M,No,42.71,40.71,44.65,39.87
218,PARKHOSPS.NS,285.5,301.76K,Health Services,Hospital/Nursing Management,92.0,44.0,84.0,,12.7321,12.0536,910.09K,972.17K,297.0,138.1,123.32B,No,259.44,,262.46,
223,POWERICA.NS,660.25,259.58K,Producer Manufacturing,Electrical Products,92.0,85.0,,,32.9214,29.425,572.14K,860.46K,676.95,365.1,83.56B,No,519.55,,531.14,
226,ADANIPOWER.NS,229.27,18723.75K,Utilities,Electric Utilities,92.0,20.0,88.0,91.0,7.0379,6.9721,48108.69K,29563.00K,254.2,110.45,4421.40B,No,224.47,167.09,226.08,174.49
231,COCKERILL.NS,8840.5,7.11K,Non-Energy Minerals,Steel,92.0,95.0,,,642.7143,627.0357,27.83K,23.84K,10871.5,5015.25,,No,,,7147.17,
237,SCPL.NS,480.65,7.12K,Consumer Non-Durables,Food: Meat/Fish/Dairy,91.0,88.0,91.0,92.0,31.9,31.35,17.73K,34.38K,524.9,190.03,5.05B,No,424.91,315.38,434.66,350.84
252,ELPROINTL.NS,172.19,30.91K,Electronic Technology,Electronic Components,91.0,62.0,,,2.5371,2.535,194.87K,44.36K,177.5,102.0,29.18B,No,,,154.36,
256,POWERINDIA.NS,33965.0,134.06K,Electronic Technology,Electronic Equipment/Instruments,91.0,22.0,79.0,94.0,1280.7143,1200.3571,166.61K,127.44K,38785.0,16111.0,1513.90B,No,34167.9,24095.03,34833.0,26282.27
259,QPOWER.NS,1255.4,73.30K,Producer Manufacturing,Electrical Products,91.0,82.0,87.0,95.0,62.2571,57.9714,906.69K,221.43K,1441.0,581.0,97.22B,No,1208.71,934.83,1219.61,943.07
261,MWL.NS,371.05,37.38K,Non-Energy Minerals,Steel,91.0,38.0,82.0,86.0,8.4107,8.3714,77.55K,26.40K,395.5,158.0,11.02B,No,352.78,278.23,359.36,299.64
276,ICIL.NS,426.4,1423.08K,Process Industries,Textiles,90.0,95.0,94.0,90.0,21.5964,21.2893,936.39K,2547.81K,442.95,216.9,84.45B,No,315.86,284.18,324.59,284.64
288,SUDARSHAN.BO,39.44,64.00K,Health Technology,Pharmaceuticals: Major,90.0,80.0,93.0,92.0,1.8107,1.7771,227.05K,320.40K,40.41,18.5,9.85B,No,33.22,27.74,33.51,27.89
296,CFL.BO,53.3,9.31K,Process Industries,Industrial Specialties,90.0,60.0,67.0,48.0,0.2014,0.08,1.44K,1.43K,59.0,18.93,325.84M,No,51.97,44.48,52.05,50.23
300,SKYGOLD.NS,499.15,1348.89K,Consumer Durables,Other Consumer Specialties,90.0,62.0,85.0,91.0,23.4893,22.2536,1458.45K,1206.96K,590.0,246.05,77.31B,No,481.95,370.22,489.08,390.69
302,NITINSPIN.NS,550.4,157.07K,Process Industries,Textiles,90.0,79.0,87.0,93.0,22.7822,22.125,209.74K,131.88K,573.9,302.2,30.94B,No,500.26,379.14,505.76,401.17
318,RAIN.NS,185.49,3712.20K,Process Industries,Industrial Specialties,89.0,73.0,93.0,93.0,11.0529,10.7407,7028.85K,5647.15K,214.17,99.9,62.39B,No,165.22,139.3,167.01,143.42
325,CHEMBONDCH.NS,225.6,11.50K,Process Industries,Chemicals: Major Diversified,89.0,80.0,93.0,88.0,10.8871,10.4279,22.64K,18.94K,244.99,104.85,6.07B,No,180.15,160.09,183.1,159.06
326,WELSPLSOL.NS,58.09,1170.83K,Non-Energy Minerals,Steel,89.0,95.0,,,4.9286,4.7864,1692.79K,2336.07K,63.25,36.25,,No,,,47.6,
335,BMW.BO,56.83,248.99K,Non-Energy Minerals,Steel,89.0,69.0,94.0,90.0,3.6464,3.6029,496.70K,361.54K,65.19,26.06,12.79B,No,53.17,42.8,54.15,42.51
340,ESSEX.BO,42.73,40.00K,Consumer Non-Durables,Food: Meat/Fish/Dairy,88.0,14.0,92.0,93.0,2.9071,2.9071,54.37K,40.80K,49.3,18.25,652.15M,No,43.28,30.43,43.89,31.58
354,ANTELOPUS.NS,808.1,60.18K,Energy Minerals,Integrated Oil,88.0,68.0,90.0,95.0,44.7929,41.5571,222.74K,168.97K,933.65,357.0,28.41B,No,747.59,572.95,751.75,589.46
360,NEETUYOSHI.BO,150.25,27.20K,Non-Energy Minerals,Steel,88.0,92.0,93.0,85.0,8.0429,7.9286,101.48K,62.08K,157.75,71.3,5.83B,No,124.19,111.05,128.16,106.4
