Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
1,SAMTELIN.BO,59.79,,Producer Manufacturing,Miscellaneous Manufacturing,98.0,49.0,98.0,98.0,2.7543,1.5429,,,,,,No,52.84,21.13,54.93,30.21
2,MRUTR.BO,74.55,1.58K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,1.2871,0.0279,3.13K,10.17K,74.55,0.46,53.86B,No,48.71,19.32,53.02,27.79
3,KETOMOTORS.BO,227.65,2.06K,Process Industries,Chemicals: Agricultural,98.0,96.0,98.0,97.0,6.3143,0.0,6.30K,5.58K,252.2,91.4,16.03B,No,172.83,111.76,188.08,123.63
4,LIPPISYS.BO,243.05,7.81K,Producer Manufacturing,Industrial Machinery,98.0,95.0,99.0,98.0,14.5429,11.1607,40.36K,19.95K,253.55,19.9,1.70B,No,154.19,64.7,171.37,84.53
5,MODMA.BO,49.57,0.40K,Producer Manufacturing,Metal Fabrication,98.0,0.0,89.0,98.0,3.3814,2.5943,3.66K,1.19K,85.79,1.1,5.78B,No,67.67,26.92,65.9,36.96
6,APOLLOIN.BO,117.54,,Process Industries,Agricultural Commodities/Milling,98.0,98.0,98.0,98.0,2.0271,0.0293,,,,,,No,76.5,29.64,83.26,41.7
7,SELECTRIC.BO,2227.05,,Electronic Technology,Electronic Production Equipment,98.0,99.0,,,132.65,72.8357,,,,,,No,,,,
8,SESHACHAL.BO,72.06,,Technology Services,Information Technology Services,98.0,1.0,3.0,72.0,3.625,0.6071,,,,,,No,86.99,68.19,85.05,86.76
9,TANDHANIN.BO,151.8,,Finance,Investment Banks/Brokers,98.0,72.0,98.0,98.0,3.6607,2.2107,,,,,,No,130.1,54.06,136.72,74.15
10,SALSAIN.BO,356.6,,Finance,Financial Conglomerates,98.0,98.0,2.0,98.0,13.0857,8.5143,,,,,,No,254.54,218.84,261.37,312.38
11,ARIHANT.NS,914.85,,Finance,Real Estate Development,98.0,69.0,47.0,,47.5572,47.2857,,,,,,No,840.75,,847.37,
12,SMTEL.BO,513.45,,Commercial Services,Miscellaneous Commercial Services,98.0,96.0,77.0,95.0,26.4929,21.4857,,,,,,No,415.68,302.34,424.11,390.03
13,EASTSILK.NS,49.98,,Process Industries,Textiles,98.0,51.0,9.0,5.0,2.0814,1.9271,,,,,,No,52.31,65.41,51.14,61.88
14,TRADWIN.BO,616.1,,Consumer Services,Other Consumer Services,98.0,46.0,78.0,44.0,33.2893,23.9643,,,,,,No,612.99,468.26,609.42,616.53
15,KARTKIN.BO,8881.2,0.00K,Finance,Financial Conglomerates,98.0,92.0,97.0,98.0,274.4679,140.6643,0.02K,0.02K,10741.85,1087.8,2.17B,No,8859.51,3683.01,8717.14,4817.37
16,CALLISTA.BO,160.45,,Consumer Durables,Home Furnishings,98.0,7.0,7.0,81.0,5.9393,4.1071,,,,,,No,172.16,138.13,173.46,168.65
