Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Discount Stores,Retail Trade,98,34,85,95,SPICELOUNG.BO
2,Insurance Brokers/Services,Finance,98,0,97,98,RRFIN.BO
3,Catalog/Specialty Distribution,Retail Trade,80,88,92,70,ETHOSLTD.NS
4,Wireless Telecommunications,Communications,78,58,74,66,"BHARTIARTL.NS,BHARTIHEXA.NS,AIRTELPP.BO"
5,Real Estate Investment Trusts,Finance,77,78,80,75,"KRT.BO,MINDSPACE.BO,EMBASSY.BO,BIRET.BO,INDUSINVIT.BO"
6,Computer Peripherals,Electronic Technology,76,46,72,77,"NETWEB.NS,PANACHE.NS,CONTROLPR.NS,INDTONER.BO"
7,Major Banks,Finance,76,66,80,73,"RBLBANK.NS,SOUTHBANK.NS,CANBK.NS,FEDERALBNK.NS,INDIANB.NS,BANKINDIA.NS,BANKBARODA.NS,UNIONBANK.NS,CSBBANK.NS,AXISBANK.NS,PNB.NS,IDBI.NS,KOTAKBANK.NS,INDUSINDBK.NS,MAHABANK.NS,HDFCBANK.NS,BANDHANBNK.NS,CENTRALBK.NS,IOB.NS"
8,Motor Vehicles,Consumer Durables,73,67,57,71,"ZELIO.BO,ATHERENERG.NS,FORCEMOT.NS,HEROMOTOCO.NS,TVSMOTOR.NS,ATLASCYCLE.NS,EICHERMOT.NS,MARUTI.NS,SMLMAH.NS,SANDHAR.NS,SEVL.BO,M&M.NS,TMCV.NS,HYUNDAI.NS,TMPV.NS,OLECTRA.NS,ATULAUTO.NS,OLAELEC.NS"
9,Life/Health Insurance,Finance,72,64,71,64,"MFSL.NS,SBILIFE.NS,CANHLIFE.NS,STARHEALTH.NS,BAJAJFINSV.NS,ICICIPRULI.NS,LICI.NS,NIVABUPA.NS"
10,Biotechnology,Health Technology,66,66,58,60,"TITANBIO.BO,FABTECH.NS,HALEOSLABS.NS,FERMENTA.BO,RUBICON.NS,ANTHEM.NS,AKUMS.NS"
11,Regional Banks,Finance,66,61,76,65,"AUBANK.NS,CUB.NS,DCBBANK.NS,UJJIVANSFB.NS,IDFCFIRSTB.NS,KARURVYSYA.NS,SBIN.NS,TMB.NS,SURYODAY.NS,KTKBANK.NS,ICICIBANK.NS,J&KBANK.NS,EQUITASBNK.NS,FINOPB.NS,JAGSONSER.BO,JSFB.NS,CAPITALSFB.NS,MONEYBOXX.NS,DAMCAPITAL.NS,EMERALD.BO,CMBL.BO"
12,Specialty Insurance,Finance,66,60,72,64,"ICICIGI.NS,GICRE.NS"
13,Consumer Sundries,Consumer Non-Durables,66,48,60,63,"GPSL.BO,WELSPUNLIV.NS,BIL.NS,LINC.NS"
14,Hospital/Nursing Management,Health Services,66,61,56,67,"ASARFI.BO,CMMHOSP.BO,SHARMEH.BO,HCG.NS,YATHARTH.NS,NH.NS,ASTERDM.NS,INDRAMEDCO.NS,SHANMUGA.BO,FORTIS.NS,KMCSHIL.BO,ARTEMISMED.NS,KOVAI.BO,KIMS.NS,APOLLOHOSP.NS,MAXHEALTH.NS,FORTISMLR.BO,RAINBOW.NS,JLHL.NS,MEDANTA.NS,GPTHEALTH.NS,SHALBY.NS,AASHKA.BO,NGIND.BO"
15,Savings Banks,Finance,66,42,23,0,NSDL.BO
16,Aluminum,Non-Energy Minerals,65,61,64,71,"ARFIN.NS,MAANALU.NS,NATIONALUM.NS,MAITRI.BO,VEDL.NS,SUDAI.BO,ORIENTCER.NS,ALUFLUOR.BO,EUROBOND.NS,HINDALUMI.BO,SPINAROO.BO,SAMPAT.BO"
17,Multi-Line Insurance,Finance,65,59,61,66,"ABCAPITAL.NS,HDFCLIFE.NS,GODIGIT.NS,RELIGARE.NS,NIACL.NS"
18,Oil Refining/Marketing,Energy Minerals,63,47,66,59,"CHENNPETRO.NS,HINDPETRO.NS,BPCL.NS,RELIANCE.NS,MRPL.NS,CONTPTR.BO,ONGC.NS,OIL.NS,GULFOILLUB.NS,VEEDOL.NS,CASTROLIND.NS,GULFPETRO.NS"
19,Financial Publishing/Services,Commercial Services,61,54,54,38,"CARERATING.NS,ICRA.NS"
20,Drugstore Chains,Retail Trade,61,82,60,48,MEDPLUS.NS
21,Electronic Equipment/Instruments,Electronic Technology,60,38,58,54,"WAAREEINDO.NS,CNCRD.BO,SHRADDHA.BO,APLABPP.BO,POWERINDIA.NS,TVSELECT.NS,APARINDS.NS,APLAB.BO,WEL.NS,JGTL.BO,HINDHARD.BO,HONAUT.NS,GENUSPOWER.NS,DENORA.NS,NITIRAJ.NS,HPL.NS,SPECTRUM.NS,NAGPI.BO"
22,Office Equipment/Supplies,Producer Manufacturing,60,46,51,63,"EUROPRATIK.NS,FLAIR.NS,MOHITPPR.BO,NAVNETEDUL.NS,DOMS.NS,WSTCSTPAPR.NS"
23,Other Metals/Minerals,Non-Energy Minerals,60,57,61,58,"IMFA.NS,ASHAPURMIN.NS,POCL.NS,PARMESHWAR.BO,RAPICUT.BO,HINDCOPPER.NS,SANDUMA.NS,JAINREC.NS,HINDALCO.NS,HINDZINC.NS,SERA.BO,NMDC.NS,GRAVITA.NS,CUBEXTUB.NS,MCL.NS,CHROME.BO,SHARVAYA.BO,MOIL.NS,NILE.BO,MMP.NS,VIDYAWIRES.BO,INDSILHYD.BO,COCHINM.BO,SBCL.NS,MAITHANALL.NS,MIDHANI.NS,NRL.NS,ZODJRDMKJ.BO,SOUTHMG.BO,SIYARAM.BO"
24,Other Consumer Services,Consumer Services,60,61,53,56,"TRADWIN.BO,YATRA.NS,YAANENT.BO,IRONWOOD.BO,LGT.BO,VJTFEDU.BO,HELLOJI.BO,EASTRED.BO,JETKINGQ.BO,IRCTC.NS,MHRIL.NS,THOMASCOOK.NS,ITHL.BO,CPCAP.NS"
25,Marine Shipping,Transportation,60,56,74,70,"DREDGECORP.NS,PPARIVAH.BO,GPPL.NS,GESHIP.NS,COASTCORP.NS,GLOTTIS.NS,TRANSWORLD.NS"
