Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
4,ARIHANT.NS,1021.5,3.54K,Finance,Real Estate Development,98.0,93.0,75.0,,9.04K,2.87K,1225.0,39.65,-16.61
7,EASTSILK.NS,59.0,0.36K,Process Industries,Textiles,98.0,93.0,38.0,21.0,1.23K,2.53K,99.25,26.46,-40.55
23,CUPID.NS,284.03,68914.47K,Consumer Non-Durables,Household/Personal Care,98.0,95.0,98.0,98.0,32645.34K,40544.02K,299.0,32.87,-5.01
24,SANGINITA.NS,59.53,31.34K,Process Industries,Chemicals: Specialty,98.0,80.0,98.0,98.0,153.00K,106.27K,68.02,9.23,-12.48
29,BATLIBOI.NS,85.85,28.21K,Producer Manufacturing,Industrial Machinery,98.0,61.0,57.0,,79.11K,253.39K,106.5,15.7,-19.39
35,STLTECH.NS,646.0,1568.82K,Technology Services,Information Technology Services,98.0,89.0,92.0,98.0,2546.36K,2223.67K,683.5,84.6,-5.49
42,SIGMAADV.NS,658.45,190.01K,Technology Services,Information Technology Services,97.0,88.0,97.0,98.0,409.13K,290.57K,721.5,112.0,-8.74
54,INDSWFTLAB.NS,346.87,5070.30K,Health Technology,Pharmaceuticals: Major,97.0,97.0,98.0,96.0,1443.85K,2256.98K,351.3,87.15,-1.26
56,YASHO.NS,4915.8,240.19K,Consumer Non-Durables,Food: Specialty/Candy,97.0,98.0,98.0,98.0,59.24K,123.67K,4994.0,1130.0,-1.57
59,UFBL.NS,780.35,34.44K,Consumer Services,Restaurants,97.0,70.0,97.0,97.0,435.12K,227.22K,845.0,172.34,-7.65
67,VENUSREM.NS,1819.5,26.97K,Health Technology,Pharmaceuticals: Major,97.0,63.0,97.0,96.0,89.17K,54.70K,2044.3,424.0,-11.0
69,SWANDEF.NS,2379.2,15.93K,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,73.0,81.0,78.0,19.61K,19.40K,2750.0,372.2,-13.48
71,AHLWEST.NS,536.0,0.46K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,24.0,34.0,98.0,1.36K,0.53K,751.4,137.0,-28.67
73,HFCL.NS,230.03,35737.57K,Electronic Technology,Telecommunications Equipment,97.0,63.0,92.0,98.0,34238.30K,20822.97K,230.95,59.82,-0.4
74,BLISSGVS.NS,546.5,957.92K,Health Technology,Pharmaceuticals: Major,97.0,83.0,97.0,97.0,1514.52K,391.55K,553.0,118.0,-1.18
80,BHAGYANGR.NS,401.05,553.30K,Producer Manufacturing,Electrical Products,96.0,53.0,85.0,96.0,128.60K,97.42K,432.3,86.0,-7.23
84,E2E.NS,664.55,890.35K,Technology Services,Information Technology Services,96.0,98.0,98.0,96.0,2067.61K,1842.87K,686.95,183.36,-3.26
86,UNIVASTU.NS,176.89,222.58K,Industrial Services,Engineering & Construction,96.0,97.0,98.0,97.0,221.80K,250.07K,177.13,56.02,-0.14
89,MODISONLTD.NS,373.9,439.83K,Industrial Services,Engineering & Construction,96.0,91.0,98.0,96.0,211.24K,100.73K,373.9,114.0,0.0
90,RUBICON.NS,1804.1,687.52K,Health Technology,Biotechnology,96.0,92.0,96.0,96.0,583.78K,564.62K,1819.0,570.75,-0.82
92,KSHINTL.NS,999.45,225.38K,Producer Manufacturing,Electrical Products,96.0,83.0,92.0,97.0,501.82K,698.85K,1059.9,330.0,-5.7
93,MTARTECH.NS,7132.0,116.89K,Electronic Technology,Aerospace & Defense,96.0,82.0,41.0,95.0,1069.39K,170.34K,8714.0,1390.5,-18.15
95,DEEDEV.NS,657.25,149.58K,Producer Manufacturing,Industrial Machinery,96.0,18.0,85.0,97.0,184.89K,181.22K,760.0,183.0,-13.52
97,OMNI.NS,581.6,442.45K,Producer Manufacturing,Metal Fabrication,96.0,58.0,89.0,,1175.81K,4524.04K,764.85,176.25,-23.96
99,DIACABS.NS,367.95,1173.38K,Producer Manufacturing,Electrical Products,96.0,98.0,97.0,97.0,6558.08K,1637.03K,379.0,115.57,-2.92
101,ATHERENERG.NS,1465.8,2760.31K,Consumer Durables,Motor Vehicles,96.0,85.0,94.0,95.0,4720.55K,6240.37K,1580.0,407.7,-7.23
105,RPTECH.NS,861.1,238.71K,Distribution Services,Electronics Distributors,96.0,87.0,94.0,96.0,1332.59K,589.50K,967.7,276.0,-11.02
107,KABRAEXTRU.NS,512.6,124.01K,Producer Manufacturing,Industrial Machinery,96.0,98.0,98.0,95.0,224.72K,724.31K,523.8,180.0,-2.14
108,SKYGOLD.NS,795.05,702.67K,Consumer Durables,Other Consumer Specialties,96.0,92.0,96.0,96.0,1420.64K,1930.71K,848.0,259.0,-6.24
112,SETL.NS,308.85,871.09K,Health Technology,Medical Specialties,95.0,79.0,98.0,96.0,1119.29K,931.44K,313.8,104.56,-1.58
114,PARAS.NS,1527.3,5405.03K,Electronic Technology,Aerospace & Defense,95.0,94.0,97.0,96.0,3288.03K,1171.06K,1527.3,580.5,0.0
115,HITECHCORP.NS,331.0,7.98K,Producer Manufacturing,Miscellaneous Manufacturing,95.0,65.0,98.0,95.0,33.61K,11.77K,335.0,112.0,-1.19
116,ONELIFECAP.NS,33.79,77.48K,Finance,Investment Managers,95.0,20.0,93.0,96.0,64.93K,92.84K,40.1,11.15,-15.74
117,SCPL.NS,662.65,63.62K,Consumer Non-Durables,Food: Meat/Fish/Dairy,95.0,95.0,91.0,94.0,71.27K,140.96K,688.95,190.03,-3.82
119,SANSERA.NS,4003.2,172.48K,Producer Manufacturing,Auto Parts: Oem,95.0,92.0,94.0,94.0,346.02K,393.19K,4040.4,1241.3,-0.92
120,UNIVCABLES.NS,1745.0,125.73K,Electronic Technology,Electronic Components,95.0,97.0,96.0,96.0,293.97K,382.19K,1774.9,576.0,-1.68
122,AEROFLEX.NS,485.85,3211.43K,Producer Manufacturing,Industrial Machinery,95.0,88.0,84.0,96.0,1881.93K,1246.21K,521.9,158.0,-6.91
124,UTLSOLAR.NS,468.3,702.17K,Electronic Technology,Semiconductors,95.0,93.0,96.0,95.0,470.66K,465.49K,475.0,172.0,-1.41
125,INDOTECH.NS,3788.8,25.07K,Producer Manufacturing,Electrical Products,95.0,81.0,92.0,97.0,28.48K,24.93K,3976.8,1100.0,-4.73
127,RAJPALAYAM.NS,843.4,0.45K,Process Industries,Textiles,95.0,52.0,57.0,,2.19K,1.71K,875.0,314.45,-3.61
128,MOREPENLAB.NS,88.44,34382.09K,Health Technology,Pharmaceuticals: Major,95.0,97.0,97.0,96.0,17547.53K,49888.96K,92.5,33.05,-4.39
129,MACPOWER.NS,1983.6,190.62K,Producer Manufacturing,Industrial Machinery,95.0,97.0,96.0,96.0,55.36K,58.72K,2000.0,761.0,-0.82
136,CPPLUS.NS,3342.0,412.16K,Consumer Durables,Electronics/Appliances,95.0,23.0,87.0,95.0,295.93K,226.87K,4094.0,1086.15,-18.37
