Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
12,LIPPISYS.BO,231.5,6.89K,Producer Manufacturing,Industrial Machinery,98.0,95.0,98.0,98.0,14.7714,12.2143,40.31K,22.73K,253.55,19.9,1.62B,No,150.35,63.61,170.22,84.14
15,EASTSILK.NS,48.61,,Process Industries,Textiles,98.0,37.0,5.0,4.0,2.0857,1.8079,,,,,,No,52.51,65.37,51.01,61.84
27,APPL.BO,247.6,24.80K,Distribution Services,Medical Distributors,98.0,86.0,94.0,97.0,9.8071,8.8071,17.96K,18.16K,258.95,32.32,4.25B,No,214.06,123.09,221.47,155.97
44,AHLWEST.NS,560.0,0.56K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,41.0,98.0,98.0,28.9607,26.9321,2.40K,0.53K,751.4,137.0,6.52B,No,589.46,273.44,589.37,333.63
77,COSPOWER.BO,1950.0,0.12K,Producer Manufacturing,Electrical Products,96.0,85.0,97.0,95.0,92.0036,67.3607,1.57K,0.64K,2140.0,583.15,3.58B,No,1669.2,1089.96,1766.09,1225.59
82,KRISHNA.BO,47.71,,Industrial Services,Engineering & Construction,96.0,89.0,97.0,96.0,2.6836,2.5,,,,,,No,34.62,23.51,37.77,28.08
97,OMAXAUTO.NS,233.72,,Producer Manufacturing,Auto Parts: Oem,96.0,66.0,97.0,97.0,12.8357,12.7943,,,,,,No,228.42,140.0,230.99,155.76
100,KSHINTL.NS,893.9,,Producer Manufacturing,Electrical Products,96.0,54.0,92.0,97.0,47.0214,46.1393,,,,,,No,803.31,,833.12,578.72
108,SAKAR.NS,898.8,,Health Technology,Pharmaceuticals: Major,95.0,84.0,92.0,96.0,49.0571,48.6286,,,,,,No,803.98,540.21,821.68,612.66
129,SKMEGGPROD.NS,319.35,273.27K,Process Industries,Agricultural Commodities/Milling,95.0,96.0,96.0,94.0,22.3,22.2607,1170.71K,1120.04K,372.0,142.5,16.84B,No,252.65,200.67,265.92,204.13
144,PAISALO.NS,71.41,,Finance,Finance/Rental/Leasing,94.0,92.0,94.0,95.0,4.5714,4.4743,,,,,,No,59.2,42.69,62.55,46.11
155,KOVAI.NS,5926.0,,Health Services,Hospital/Nursing Management,94.0,54.0,97.0,,136.4286,135.6071,,,,,,No,5718.67,,5776.85,
160,RAMCOSYS.NS,803.6,,Technology Services,Information Technology Services,94.0,97.0,96.0,91.0,66.7893,66.4857,,,,,,No,605.83,533.9,651.42,512.95
164,SHADOWFAX.NS,221.46,,Technology Services,Packaged Software,94.0,54.0,93.0,,14.9464,14.8264,,,,,,No,209.03,,215.47,
165,WELCORP.NS,1615.8,946.30K,Producer Manufacturing,Industrial Machinery,94.0,87.0,92.0,96.0,66.4429,65.2786,1184.73K,2187.03K,1698.8,710.0,426.09B,No,1434.56,1015.74,1457.32,1091.92
170,RPEL.NS,1283.1,,Process Industries,Chemicals: Major Diversified,94.0,76.0,96.0,86.0,53.0,51.5071,,,,,,No,1112.64,873.06,1173.55,877.68
172,SEDEMAC.NS,2678.0,,Producer Manufacturing,Auto Parts: Oem,93.0,41.0,94.0,,102.4928,100.5428,,,,,,No,2499.73,,2563.55,
181,IOLCP.NS,155.43,,Process Industries,Chemicals: Specialty,93.0,92.0,95.0,95.0,12.0979,12.0386,,,,,,No,135.8,97.11,139.53,100.13
186,ATLANTAELE.NS,1737.8,87.49K,Producer Manufacturing,Electrical Products,93.0,14.0,82.0,95.0,85.8572,85.5214,156.53K,94.13K,2152.6,707.6,133.63B,No,1810.18,1218.76,1807.6,1358.14
