Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
21,RANJITSE.BO,59.5,0.03K,Finance,Finance/Rental/Leasing,98.0,42.0,45.0,97.0,3.0393,2.5336,0.45K,0.37K,122.1,6.24,159.90M,No,65.16,,63.02,67.58
29,BATLIBOI.NS,88.25,61.71K,Producer Manufacturing,Industrial Machinery,98.0,80.0,63.0,,2.8871,2.8829,42.41K,60.46K,97.45,15.7,4.17B,No,81.11,,80.88,
30,APPL.BO,254.1,12.80K,Distribution Services,Medical Distributors,98.0,87.0,95.0,97.0,10.6071,9.8857,18.54K,21.28K,259.95,32.32,4.36B,No,216.85,125.28,222.12,156.19
37,INTEGFD.BO,147.85,1.13K,Process Industries,Agricultural Commodities/Milling,97.0,41.0,93.0,98.0,9.3321,9.2786,3.42K,1.38K,158.3,20.71,2.77B,No,142.48,71.2,144.59,88.48
45,SIGMAADV.NS,526.1,112.38K,Technology Services,Information Technology Services,97.0,35.0,98.0,97.0,30.7857,30.2429,480.06K,430.71K,638.1,105.0,92.72B,No,481.54,262.91,504.47,300.87
48,CDG.BO,292.85,7.46K,Process Industries,Industrial Specialties,97.0,95.0,97.0,92.0,19.4321,19.1464,4.15K,3.38K,315.0,55.23,2.70B,No,237.3,143.65,244.43,179.34
70,VENUSREM.NS,1686.9,57.43K,Health Technology,Pharmaceuticals: Major,97.0,56.0,94.0,96.0,103.8714,101.9572,91.50K,50.24K,2044.3,424.0,22.58B,No,1576.86,947.96,1637.65,1105.72
73,PANKAJPO.BO,82.29,49.09K,Producer Manufacturing,Miscellaneous Manufacturing,96.0,92.0,89.0,90.0,5.0329,4.5036,9.42K,19.54K,88.7,15.0,456.21M,No,68.88,50.85,70.88,64.15
79,COSPOWER.BO,1910.0,1.12K,Producer Manufacturing,Electrical Products,96.0,86.0,97.0,95.0,93.0428,68.4,1.55K,0.69K,2140.0,595.0,3.51B,No,1697.83,1102.73,1762.09,1224.26
81,AANCHALISP.BO,83.45,10.37K,Producer Manufacturing,Metal Fabrication,96.0,9.0,98.0,98.0,5.6143,3.4643,13.89K,21.66K,508.0,7.62,353.27M,No,75.49,158.96,78.37,41.35
