Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Computer Communications,Electronic Technology,94,81,94,94,KERNEX.NS
2,Airlines,Transportation,82,57,85,77,"AFCOM.BO,TAALTECH.NS,JETFREIGHT.NS,INDIGO.NS"
3,Computer Processing Hardware,Electronic Technology,79,42,74,73,IDM.BO
4,Biotechnology,Health Technology,73,56,62,74,"RUBICON.NS,TITANBIO.BO,FERMENTA.NS,AKUMS.NS,ANL.BO,ANTHEM.NS,VANTABIO.BO,HALEOSLABS.NS,GVBL.BO,FABTECH.NS"
5,Precious Metals,Non-Energy Minerals,72,42,50,1,"DECNGOLD.NS,REMAGNET.BO"
6,Electronic Production Equipment,Electronic Technology,66,69,65,73,"AVALON.NS,CYIENTDLM.NS,SYRMA.NS,APOLLO.NS,DATAPATTNS.NS,NELCO.NS,SELECTRIC.BO,PGEL.NS,DIXON.NS,CONTAINE.BO,KAYNES.NS,ELIN.NS"
7,Catalog/Specialty Distribution,Retail Trade,66,74,77,56,ETHOSLTD.NS
8,Aerospace & Defense,Electronic Technology,64,44,54,69,"MTARTECH.NS,PARAS.NS,IDEAFORGE.NS,AEQUS.NS,KRISHNADEF.NS,SIKA.NS,HAL.NS,ROSSELLIND.NS,BEL.NS,TANAA.BO,BDL.NS,DRONACHRYA.BO"
9,Restaurants,Consumer Services,63,75,77,62,"UFBL.NS,SPECIALITY.NS,RBA.NS,TRAVELFOOD.NS,SAPPHIRE.NS,WESTLIFE.NS,DEVYANI.NS,COFFEEDAY.NS,JUBLFOOD.NS,KAMATS.BO"
10,Department Stores,Retail Trade,62,88,82,60,SHOPERSTOP.NS
11,Auto Parts: Oem,Producer Manufacturing,62,55,59,59,"AMS.BO,SANSERA.NS,SEDEMAC.NS,UNIPARTS.NS,DIVGIITTS.NS,EMMFORCE.BO,SONACOMS.NS,NRBBEARING.NS,SHRIPISTON.NS,GNA.NS,MOTHERSON.NS,RICOAUTO.NS,SSWL.NS,VARROC.NS,BELRISE.NS,LUMAXTECH.NS,SJS.NS,BHARATSE.NS,OMAXAUTO.NS,ASKAUTOLTD.NS,WHEELS.NS,INDNIPPON.NS,GABRIEL.NS,MINDACORP.NS,AFLTD.BO,PRICOLLTD.NS,EXIDEIND.NS,SUNDRMFAST.NS,RACLGEAR.NS,AUTOIND.NS,HIMTEK.BO,RML.NS,BIMETAL.NS,MENNPIS.NS,RANEHOLDIN.NS,PPAP.NS,LUMAXIND.NS,MUNJALAU.NS,FIEMIND.NS,SUPRAJIT.NS,BOSCHLTD.NS,CUMMINSIND.NS,SUNDRMBRAK.NS,JAMNAAUTO.NS,ZFCVINDIA.NS,SKFINDUS.NS,UNOMINDA.NS,KROSS.NS,TVSHLTD.NS,SNL.BO,ASAL.NS,AUTOAXLES.NS,JMA.NS,JBMA.NS,MUNJALSHOW.NS,UCAL.NS,IGARASHI.NS,TENNIND.NS,MACPLASQ.BO,NDRAUTO.NS,MSUMI.NS,PORWAL.BO,JAYUSH.BO,ARISINT.BO,SMAUTO.BO,ALICON.NS,KALYANIFRG.NS,ACGL.BO,CIEINDIA.NS,CARRARO.NS,SWARAJENG.NS,ESCORTS.NS,SAMKRG.BO,SHARDAMOTR.NS,HINDCOMPOS.NS,SINTERCOM.NS,KINETICENG.BO,SALAUTO.BO,ISTLTD.BO,PRECAM.NS,RASANDIK.BO,SHANTIGEAR.NS,ENKEIWHEL.BO,ZFSTEERING.NS,HITECHGEAR.NS,SUNCLAY.NS,REMSONSIND.NS,JAGANLAM.BO,KRANTI.BO"
12,Telecommunications Equipment,Electronic Technology,62,40,57,62,"HFCL.NS,ASTRAMICRO.NS,ADCINDIA.BO,ROSSTECH.NS,SMARTLINK.NS,VALIANT.BO,DCI.NS,ONIDA.NS,TEJASNET.NS,PRECISIO.BO,AVANTEL.NS,CATVISION.BO,DLINKINDIA.NS,PUNJCOMMU.BO,KAVDEFENCE.NS,BPL.NS,SALORAINTL.BO"
13,Motor Vehicles,Consumer Durables,62,68,64,55,"ZELIO.BO,ATHERENERG.NS,SMLMAH.NS,TVSMOTOR.NS,TMCV.NS,SANDHAR.NS,EICHERMOT.NS,HEROMOTOCO.NS,OLECTRA.NS,HYUNDAI.NS,OLAELEC.NS,ATULAUTO.NS,M&M.NS,MARUTI.NS,FORCEMOT.NS,ATLASCYCLE.NS,TMPV.NS,SEVL.BO"
14,Oilfield Services/Equipment,Industrial Services,61,75,63,66,"CRYOGENIC.BO,TRISHAKT.BO,DEEPINDS.NS,SEAMECLTD.NS,ALPHAGEO.NS,UNIDT.NS,DOLPHIN.NS,OILCOUNTUB.NS,RVTH.NS,COCHMAL.BO,GARWAOFFS.BO,GLOBALVECT.NS"
