Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
27,CUPID.NS,397.2,5476.31K,Consumer Non-Durables,Household/Personal Care,98.0,9.0,96.0,97.0,8989.21K,14606.62K,526.95,55.75,-24.62
42,TAKE.NS,38.45,2625.95K,Technology Services,Information Technology Services,97.0,80.0,96.0,98.0,1908.98K,1227.47K,45.0,6.51,-14.56
52,SABTNL.NS,1828.6,29.73K,Consumer Services,Movies/Entertainment,97.0,93.0,98.0,96.0,77.56K,50.86K,2247.0,352.6,-18.62
54,MAHASTEEL.NS,792.4,0.25K,Non-Energy Minerals,Steel,97.0,34.0,94.0,96.0,16.66K,5.59K,1032.0,180.71,-23.22
57,HINDCOPPER.NS,633.4,108300.58K,Non-Energy Minerals,Other Metals/Minerals,97.0,97.0,97.0,97.0,28013.24K,32028.40K,643.0,183.82,-1.49
64,NORBTEAEXP.NS,85.88,1.37K,Consumer Non-Durables,Food: Specialty/Candy,97.0,86.0,95.0,97.0,3.82K,2.42K,99.35,24.99,-13.56
67,BGRENERGY.NS,337.25,37.23K,Industrial Services,Engineering & Construction,96.0,84.0,29.0,98.0,146.95K,150.50K,490.8,69.05,-31.29
69,WAAREEINDO.NS,448.45,88.29K,Electronic Technology,Electronic Equipment/Instruments,96.0,59.0,96.0,,107.03K,62.84K,725.0,165.07,-38.14
80,NATIONALUM.NS,406.15,22116.14K,Non-Energy Minerals,Aluminum,96.0,97.0,97.0,96.0,14712.41K,16789.37K,407.9,137.75,-0.43
92,VENUSREM.NS,745.45,21.39K,Health Technology,Pharmaceuticals: Major,96.0,56.0,97.0,93.0,94.27K,22.87K,839.9,271.85,-11.25
93,INFOBEAN.NS,887.45,1456.52K,Technology Services,Packaged Software,96.0,93.0,96.0,93.0,307.23K,616.55K,1030.0,270.55,-13.84
102,SILVERTUC.NS,1359.8,53.91K,Technology Services,Packaged Software,95.0,98.0,97.0,95.0,240.58K,140.74K,1690.2,610.0,-19.55
106,THANGAMAYL.NS,3593.8,208.47K,Consumer Durables,Other Consumer Specialties,95.0,92.0,97.0,96.0,243.12K,305.55K,4149.0,1523.1,-13.38
107,KMEW.NS,1707.2,94.51K,Producer Manufacturing,Trucks/Construction/Farm Machinery,95.0,37.0,96.0,96.0,275.06K,218.08K,1959.3,632.02,-12.87
108,RMDRIP.NS,103.29,4932.21K,Producer Manufacturing,Industrial Machinery,95.0,96.0,94.0,95.0,1945.71K,8599.16K,103.4,33.1,-0.11
109,BHAGYANGR.NS,175.65,57.55K,Producer Manufacturing,Electrical Products,95.0,91.0,95.0,95.0,305.07K,172.80K,186.64,65.0,-5.89
110,IFBAGRO.NS,1347.3,11.91K,Consumer Non-Durables,Beverages: Alcoholic,95.0,78.0,80.0,95.0,71.71K,34.73K,1790.0,440.0,-24.73
111,ARFIN.NS,74.82,1689.35K,Non-Energy Minerals,Aluminum,95.0,90.0,95.0,96.0,632.56K,1534.65K,84.01,31.43,-10.94
112,RELIABLE.NS,156.64,80.63K,Technology Services,Data Processing Services,95.0,90.0,88.0,96.0,45.39K,16.27K,174.1,63.15,-10.03
115,MCX.NS,2593.0,7307.93K,Finance,Investment Banks/Brokers,95.0,95.0,95.0,94.0,2691.05K,4044.87K,2605.0,881.63,-0.46
116,SOMATEX.NS,119.64,4.04K,Process Industries,Textiles,95.0,44.0,83.0,85.0,20.14K,8.10K,161.25,34.53,-25.8
121,MCL.NS,85.98,148.62K,Non-Energy Minerals,Other Metals/Minerals,95.0,97.0,97.0,95.0,243.94K,306.16K,93.2,39.6,-7.75
122,LUMAXTECH.NS,1332.8,157.92K,Producer Manufacturing,Auto Parts: Oem,95.0,26.0,91.0,88.0,269.58K,160.51K,1703.1,449.0,-21.74
126,FORCEMOT.NS,18895.0,47.19K,Consumer Durables,Motor Vehicles,95.0,77.0,91.0,79.0,70.69K,76.65K,21990.0,6200.5,-14.07
131,KAPSTON.NS,412.5,17.14K,Commercial Services,Miscellaneous Commercial Services,94.0,97.0,95.0,95.0,34.18K,87.92K,433.5,190.0,-4.84
132,SALSTEEL.NS,38.37,71.85K,Non-Energy Minerals,Steel,94.0,45.0,82.0,97.0,128.37K,101.01K,45.12,14.37,-14.96
134,MANAKALUCO.NS,47.71,906.63K,Non-Energy Minerals,Other Metals/Minerals,94.0,98.0,97.0,94.0,529.27K,1853.13K,68.12,17.81,-29.96
140,SHRIRAMFIN.NS,1018.8,5586.98K,Finance,Finance/Rental/Leasing,94.0,89.0,95.0,94.0,8529.30K,7035.93K,1025.6,516.0,-0.66
145,VEDL.NS,737.1,26635.07K,Non-Energy Minerals,Aluminum,94.0,96.0,96.0,94.0,13460.72K,22456.41K,741.95,363.0,-0.65
