Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
1,RANJITSE.BO,71.71,0.83K,Finance,Finance/Rental/Leasing,98.0,71.0,2.0,,0.83K,0.84K,122.1,6.24,192.71M,No
2,MAGNUS.BO,127.0,65.43K,Commercial Services,Miscellaneous Commercial Services,98.0,6.0,97.0,98.0,30.31K,39.50K,223.4,8.33,429.30M,No
3,SMTEL.BO,389.0,1.25K,Commercial Services,Miscellaneous Commercial Services,98.0,6.0,32.0,98.0,1.37K,0.47K,494.85,15.08,7.03B,No
4,APOLLOIN.BO,61.28,1.07K,Process Industries,Agricultural Commodities/Milling,98.0,93.0,98.0,98.0,4.06K,3.24K,61.28,5.16,637.31M,No
5,KARTKIN.BO,9138.95,0.00K,Finance,Financial Conglomerates,98.0,97.0,98.0,98.0,0.02K,0.01K,10741.85,1036.0,2.23B,No
6,MRUTR.BO,39.13,0.15K,Finance,Investment Banks/Brokers,98.0,98.0,98.0,98.0,0.18K,0.16K,39.13,0.46,28.27B,No
7,EASTSILK.NS,54.5,0.80K,Process Industries,Textiles,98.0,26.0,2.0,12.0,2.83K,0.76K,99.25,1.8,272.50M,No
8,CALLISTA.BO,165.95,2.58K,Consumer Durables,Home Furnishings,98.0,91.0,44.0,97.0,2.89K,1.62K,225.95,8.33,505.58M,No
9,SURBHIN.BO,183.6,0.04K,Process Industries,Textiles,98.0,96.0,98.0,98.0,3.35K,7.62K,249.65,11.59,631.11M,No
10,SAMTELIN.BO,47.36,0.65K,Electronic Technology,Computer Peripherals,98.0,98.0,98.0,98.0,3.71K,12.72K,47.36,1.89,335.68M,No
11,SALSAIN.BO,224.85,0.56K,Finance,Financial Conglomerates,98.0,0.0,8.0,98.0,1.18K,1.34K,828.95,14.58,1.57B,No
12,MODMA.BO,80.79,3.10K,Producer Manufacturing,Metal Fabrication,98.0,97.0,98.0,98.0,3.30K,8.76K,85.79,1.1,9.41B,No
13,ARIHANT.NS,829.05,1.83K,Finance,Real Estate Development,98.0,20.0,,,4.74K,10.22K,1100.0,39.65,9.01B,No
14,VINRKLB.BO,43.12,6.40K,Health Technology,Pharmaceuticals: Major,98.0,64.0,95.0,98.0,5.75K,3.01K,46.65,4.5,259.93M,No
15,COVIDH.BO,85.42,0.01K,Technology Services,Packaged Software,98.0,55.0,97.0,98.0,2.74K,3.40K,676.67,1.5,718.29M,No
16,HIKLASS.BO,86.5,0.00K,Finance,Investment Banks/Brokers,98.0,13.0,97.0,98.0,3.30K,0.14K,108.35,6.49,2.61B,No
17,EMROCK.BO,289.15,4.47K,Consumer Durables,Homebuilding,98.0,50.0,36.0,97.0,6.75K,3.62K,305.95,24.19,4.57B,No
18,STLTECH.NS,620.6,3222.71K,Technology Services,Information Technology Services,98.0,98.0,98.0,98.0,6970.33K,2134.40K,620.6,73.01,302.96B,No
19,STELLANT.BO,530.8,2.11K,Finance,Investment Banks/Brokers,98.0,14.0,65.0,91.0,3.02K,2.29K,683.8,36.93,2.94B,No
20,BATLIBOI.NS,77.24,15.68K,Producer Manufacturing,Industrial Machinery,98.0,34.0,,,19.87K,19.30K,88.95,15.7,3.65B,No
21,AXISOL.BO,290.9,5.17K,Technology Services,Information Technology Services,98.0,82.0,96.0,98.0,2.38K,5.03K,305.0,15.0,13.72B,No
22,JAYATMA.BO,66.15,0.01K,Process Industries,Textiles,98.0,98.0,98.0,98.0,0.12K,0.54K,66.15,13.33,198.45M,No
23,COVANCE.BO,146.95,0.82K,Technology Services,Information Technology Services,98.0,9.0,12.0,94.0,3.09K,5.31K,171.34,12.34,3.25B,No
24,SPICEISLIN.BO,412.8,35.45K,Process Industries,Textiles,98.0,90.0,95.0,98.0,13.09K,14.73K,413.45,41.66,2.57B,No
25,SIMANDHAR.BO,144.2,0.00K,Distribution Services,Wholesale Distributors,98.0,33.0,71.0,,8.45K,0.57K,151.95,21.5,440.81M,No
26,SWANDEF.NS,1978.8,14.64K,Producer Manufacturing,Trucks/Construction/Farm Machinery,98.0,81.0,75.0,96.0,24.98K,17.56K,2489.0,170.59,104.25B,No
27,AHLWEST.NS,578.45,1.11K,Consumer Services,Hotels/Resorts/Cruise Lines,98.0,98.0,98.0,98.0,2.18K,4.63K,751.4,137.0,6.74B,No
28,APPL.BO,214.45,7.20K,Distribution Services,Medical Distributors,98.0,95.0,97.0,98.0,17.73K,12.14K,214.45,32.32,3.68B,No
29,HYPERSOFT.BO,182.0,25.43K,Commercial Services,Miscellaneous Commercial Services,98.0,95.0,98.0,96.0,10.40K,11.41K,183.05,21.32,15.37B,No
30,ASIACAP.BO,65.04,0.44K,Finance,Finance/Rental/Leasing,98.0,94.0,98.0,98.0,3.65K,1.57K,71.68,17.37,201.10M,No
31,LIPPISYS.BO,103.82,34.51K,Producer Manufacturing,Industrial Machinery,98.0,98.0,98.0,98.0,20.69K,15.03K,103.82,19.9,726.74M,No
32,INTEGFD.BO,136.25,0.11K,Process Industries,Agricultural Commodities/Milling,98.0,94.0,98.0,98.0,3.77K,4.19K,139.65,20.71,2.55B,No
33,TRANSCHEM.BO,259.35,17.41K,Health Technology,Pharmaceuticals: Other,97.0,98.0,93.0,98.0,2.58K,4.31K,259.35,37.0,3.17B,No
34,EMAINDIA.BO,841.05,0.33K,Producer Manufacturing,Industrial Machinery,97.0,98.0,97.0,96.0,3.06K,2.21K,841.05,86.5,845.26M,No
35,GUJINJEC.BO,114.55,16.57K,Distribution Services,Medical Distributors,97.0,80.0,96.0,98.0,40.78K,67.15K,116.25,19.01,1.68B,No
36,PHCAP.BO,852.75,4.21K,Finance,Investment Banks/Brokers,97.0,91.0,92.0,98.0,3.85K,1.90K,860.0,153.9,2.56B,No
37,MTARTECH.NS,7468.0,1337.56K,Electronic Technology,Aerospace & Defense,97.0,92.0,97.0,97.0,1134.82K,2462.70K,8449.5,1390.5,229.71B,No
38,PARMSILK.BO,154.15,0.15K,Process Industries,Textiles,97.0,97.0,95.0,96.0,0.00K,0.01K,154.15,21.6,462.62M,No
39,GDLLEAS.BO,63.69,0.35K,Finance,Finance/Rental/Leasing,97.0,0.0,0.0,7.0,2.09K,0.39K,169.8,8.33,319.09M,No
40,NATHUEC.BO,34.68,3.75K,Transportation,Air Freight/Couriers,97.0,98.0,98.0,98.0,9.54K,12.78K,34.68,7.52,143.76M,No
41,SIGMAADV.NS,436.9,840.71K,Technology Services,Information Technology Services,97.0,97.0,98.0,97.0,358.37K,669.55K,446.0,81.61,77.00B,No
42,TITANBIO.BO,449.55,18.05K,Health Technology,Biotechnology,97.0,20.0,96.0,97.0,103.14K,29.96K,555.65,74.73,18.57B,No
43,CDG.BO,208.8,0.63K,Process Industries,Industrial Specialties,97.0,76.0,97.0,98.0,2.93K,3.69K,222.2,50.1,1.93B,No
44,BHAGYANGR.NS,339.35,233.36K,Producer Manufacturing,Electrical Products,97.0,91.0,98.0,97.0,333.96K,170.49K,351.9,70.21,10.86B,No
45,CUPID.NS,129.8,9277.63K,Consumer Non-Durables,Household/Personal Care,97.0,67.0,94.0,96.0,19516.99K,12208.89K,133.92,17.68,174.54B,No
