Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
1,EASTINDIA.BO,107.59,9.51K,Process Industries,Containers/Packaging,99.0,32.0,74.0,,3.09K,1.90K,148.0,20.2,1.59B,No
2,SIMANDHAR.BO,130.75,0.76K,Distribution Services,Wholesale Distributors,98.0,98.0,,,12.76K,1.95K,133.45,21.5,399.69M,No
3,BIZOTIC.BO,970.0,2.00K,Consumer Non-Durables,Apparel/Footwear,98.0,24.0,90.0,98.0,7.35K,4.28K,1053.0,73.4,7.80B,No
4,MAGNUS.BO,56.11,0.00K,Commercial Services,Miscellaneous Commercial Services,98.0,89.0,98.0,98.0,3.85K,4.28K,56.11,8.26,189.67M,No
5,RSTL.BO,276.1,2.25K,Non-Energy Minerals,Steel,98.0,97.0,98.0,98.0,6.31K,4.05K,395.0,75.05,3.43B,No
6,SESHACHAL.BO,71.97,0.00K,Technology Services,Information Technology Services,98.0,71.0,,,1.25K,3.80K,84.5,15.0,499.73M,No
7,ISTRNETWK.BO,37.44,30.76K,Commercial Services,Miscellaneous Commercial Services,98.0,1.0,36.0,97.0,87.73K,31.92K,72.15,4.47,2.49B,No
8,SPICEISLIN.BO,274.45,0.46K,Process Industries,Textiles,98.0,77.0,98.0,98.0,21.05K,30.67K,313.15,31.6,1.71B,No
9,SYNTHFO.BO,2048.75,0.53K,Producer Manufacturing,Metal Fabrication,98.0,94.0,93.0,98.0,1.51K,1.34K,2400.0,206.4,29.66B,No
10,JAUSPOL.BO,34.31,10.29K,Process Industries,Containers/Packaging,98.0,98.0,98.0,98.0,10.29K,25.87K,34.31,5.8,158.70M,No
11,AUTOINT.BO,453.15,0.91K,Finance,Finance/Rental/Leasing,98.0,1.0,1.0,97.0,2.25K,1.93K,1031.0,38.72,1.58B,No
12,SRICC.BO,49.58,1.10K,Non-Energy Minerals,Construction Materials,98.0,2.0,8.0,10.0,2.92K,4.22K,99.29,11.38,446.22M,No
13,SOMAPPR.BO,266.6,3.71K,Process Industries,Pulp & Paper,98.0,86.0,98.0,98.0,6.07K,6.46K,290.95,43.89,30.79B,No
14,TELECANOR.BO,42.62,87.68K,Technology Services,Packaged Software,98.0,97.0,98.0,98.0,88.71K,43.65K,46.87,5.37,485.48M,No
15,APIS.BO,64.75,35.99K,Consumer Non-Durables,Food: Major Diversified,98.0,4.0,96.0,98.0,86.39K,72.08K,110.42,10.68,8.92B,No
16,AMITSEC.BO,50.52,0.32K,Commercial Services,Miscellaneous Commercial Services,98.0,60.0,63.0,95.0,2.02K,0.73K,67.16,7.28,358.69M,No
17,TAKE.NS,47.22,729.90K,Technology Services,Information Technology Services,98.0,89.0,97.0,98.0,1731.26K,1314.37K,49.94,6.51,6.99B,No
18,PANKAJPO.BO,57.11,4.14K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,7.0,98.0,98.0,19.89K,14.50K,75.97,12.84,316.61M,No
19,GHVINFRA.BO,336.05,111.26K,Technology Services,Data Processing Services,98.0,96.0,81.0,73.0,10.05K,22.94K,368.5,36.26,24.22B,No
