Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Insurance Brokers/Services,Finance,96,33,6,6,RRFIN.BO
2,Cable/Satellite Tv,Consumer Services,92,17,87,92,NDLVENTURE.NS
3,Computer Communications,Electronic Technology,79,93,66,67,KERNEX.NS
4,Precious Metals,Non-Energy Minerals,78,2,24,96,"MIDWEST.BO,DECNGOLD.NS"
5,Drugstore Chains,Retail Trade,71,38,68,83,MEDPLUS.NS
6,Alternative Power Generation,Utilities,70,65,74,61,"UEL.NS,CLEANMAX.NS,SUGSLLOYD.BO,NTPCGREEN.NS,POWERGRID.NS,RELTD.NS,INOXGREEN.NS,WAAREERTL.NS,KPIGREEN.NS,KPEL.NS"
7,Real Estate Investment Trusts,Finance,70,29,50,71,"FUNDVISER.BO,ANNAINFRA.BO,INDUSINVIT.BO,MINDSPACE.BO,EMBASSY.BO,NXST.BO,KRT.BO,BIRET.BO"
8,Biotechnology,Health Technology,70,55,75,76,"TITANBIO.BO,RUBICON.NS,ANL.BO,ANTHEM.NS,AKUMS.NS,HALEOSLABS.NS,FERMENTA.NS,FABTECH.NS"
9,Beverages: Non-Alcoholic,Consumer Non-Durables,68,38,47,79,"VALENCIA.BO,VBL.NS,ORIBEVER.BO"
10,Aluminum,Non-Energy Minerals,68,55,59,69,"NATIONALUM.NS,ARFIN.NS,HRS.BO,VEDL.NS,ALUFLUOR.BO,MAANALU.NS,HINDALUMI.BO,MAITRI.BO,ORIENTCER.NS,SUDAI.BO,EUROBOND.NS,KANISHK.BO,SAMPAT.BO"
11,Marine Shipping,Transportation,66,54,60,68,"COASTCORP.NS,GESHIP.NS,DREDGECORP.NS,PPARIVAH.BO,GLOTTIS.NS,GPPL.NS,TRANSWORLD.NS"
